n1	n2	d1	d2	sig1	sig2	sdir
400	300	0	0	0.047	0	0.486
450	300	0	0	0.048	0.0208333333333333	0.517
500	300	0	0	0.057	0.087719298245614	0.513
20	350	0	0	0.039	0	0.462
50	350	0	0	0.044	0.0227272727272727	0.533
100	350	0	0	0.041	0.121951219512195	0.519
150	350	0	0	0.039	0.0256410256410256	0.516
200	350	0	0	0.046	0	0.492
250	350	0	0	0.04	0	0.506
300	350	0	0	0.058	0.0517241379310345	0.5
350	350	0	0	0.05	0.04	0.484
400	350	0	0	0.047	0.0851063829787234	0.518
450	350	0	0	0.048	0.0833333333333333	0.509
500	350	0	0	0.057	0.0526315789473684	0.505
20	400	0	0	0.039	0	0.508
50	400	0	0	0.044	0.0454545454545455	0.495
100	400	0	0	0.041	0.0487804878048781	0.485
150	400	0	0	0.039	0.0512820512820513	0.48
200	400	0	0	0.046	0.0217391304347826	0.482
250	400	0	0	0.04	0.025	0.502
300	400	0	0	0.058	0.0689655172413793	0.492
350	400	0	0	0.05	0.06	0.51
400	400	0	0	0.047	0.0425531914893617	0.49
450	400	0	0	0.048	0.125	0.477
500	400	0	0	0.057	0.087719298245614	0.503
20	450	0	0	0.039	0.0256410256410256	0.489
50	450	0	0	0.044	0.0909090909090909	0.502
100	450	0	0	0.041	0	0.504
150	450	0	0	0.039	0.0256410256410256	0.513
200	450	0	0	0.046	0.0434782608695652	0.503
250	450	0	0	0.04	0.075	0.471
300	450	0	0	0.058	0.0517241379310345	0.483
350	450	0	0	0.05	0	0.513
400	450	0	0	0.047	0.0638297872340425	0.505
450	450	0	0	0.048	0.0208333333333333	0.514
500	450	0	0	0.057	0.0175438596491228	0.52
20	500	0	0	0.039	0.0256410256410256	0.503
50	500	0	0	0.044	0.0909090909090909	0.49
100	500	0	0	0.041	0.0731707317073171	0.478
150	500	0	0	0.039	0.0256410256410256	0.509
200	500	0	0	0.046	0.130434782608696	0.513
250	500	0	0	0.04	0.1	0.493
300	500	0	0	0.058	0.0172413793103448	0.493
350	500	0	0	0.05	0.02	0.511
400	500	0	0	0.047	0.0425531914893617	0.503
450	500	0	0	0.048	0.0208333333333333	0.492
500	500	0	0	0.057	0.0701754385964912	0.502
20	20	0.1	0	0.065	0.0615384615384615	0.5
50	20	0.1	0	0.095	0.0526315789473684	0.474
100	20	0.1	0	0.099	0.0202020202020202	0.488
150	20	0.1	0	0.133	0.0451127819548872	0.502
200	20	0.1	0	0.166	0.0120481927710843	0.505
250	20	0.1	0	0.202	0.0544554455445545	0.481
300	20	0.1	0	0.228	0.0350877192982456	0.51
350	20	0.1	0	0.239	0.0418410041841004	0.479
400	20	0.1	0	0.284	0.0105633802816901	0.486
450	20	0.1	0	0.298	0.0570469798657718	0.485
500	20	0.1	0	0.347	0.0345821325648415	0.48
20	50	0.1	0	0.065	0.0769230769230769	0.511
50	50	0.1	0	0.095	0.0210526315789474	0.495
100	50	0.1	0	0.099	0.0101010101010101	0.521
150	50	0.1	0	0.133	0.0451127819548872	0.517
200	50	0.1	0	0.166	0.036144578313253	0.504
250	50	0.1	0	0.202	0.0297029702970297	0.488
300	50	0.1	0	0.228	0.043859649122807	0.529
350	50	0.1	0	0.239	0.0711297071129707	0.516
400	50	0.1	0	0.284	0.0563380281690141	0.521
450	50	0.1	0	0.298	0.0469798657718121	0.508
500	50	0.1	0	0.347	0.0518731988472622	0.515
20	100	0.1	0	0.065	0.0153846153846154	0.483
50	100	0.1	0	0.095	0.0736842105263158	0.501
100	100	0.1	0	0.099	0.0505050505050505	0.507
150	100	0.1	0	0.133	0.037593984962406	0.467
200	100	0.1	0	0.166	0.0542168674698795	0.488
250	100	0.1	0	0.202	0.0495049504950495	0.47
300	100	0.1	0	0.228	0.0526315789473684	0.481
350	100	0.1	0	0.239	0.0460251046025105	0.478
400	100	0.1	0	0.284	0.0352112676056338	0.485
450	100	0.1	0	0.298	0.0402684563758389	0.474
500	100	0.1	0	0.347	0.0259365994236311	0.475
20	150	0.1	0	0.065	0.0153846153846154	0.508
50	150	0.1	0	0.095	0.0210526315789474	0.498
100	150	0.1	0	0.099	0.0606060606060606	0.482
150	150	0.1	0	0.133	0.0225563909774436	0.486
200	150	0.1	0	0.166	0.036144578313253	0.497
250	150	0.1	0	0.202	0.0148514851485149	0.481
300	150	0.1	0	0.228	0.0175438596491228	0.472
350	150	0.1	0	0.239	0.0418410041841004	0.491
400	150	0.1	0	0.284	0.0457746478873239	0.482
450	150	0.1	0	0.298	0.0335570469798658	0.475
500	150	0.1	0	0.347	0.031700288184438	0.46
20	200	0.1	0	0.065	0.0153846153846154	0.48
50	200	0.1	0	0.095	0.0631578947368421	0.49
100	200	0.1	0	0.099	0.0606060606060606	0.522
150	200	0.1	0	0.133	0.0225563909774436	0.468
200	200	0.1	0	0.166	0.0421686746987952	0.477
250	200	0.1	0	0.202	0.0495049504950495	0.481
300	200	0.1	0	0.228	0.0087719298245614	0.47
350	200	0.1	0	0.239	0.0669456066945607	0.501
400	200	0.1	0	0.284	0.0387323943661972	0.47
450	200	0.1	0	0.298	0.0369127516778524	0.483
500	200	0.1	0	0.347	0.0576368876080692	0.48
20	250	0.1	0	0.065	0.0153846153846154	0.516
50	250	0.1	0	0.095	0.0631578947368421	0.482
100	250	0.1	0	0.099	0.0404040404040404	0.528
150	250	0.1	0	0.133	0.0451127819548872	0.5
200	250	0.1	0	0.166	0.0180722891566265	0.515
250	250	0.1	0	0.202	0.0594059405940594	0.505
300	250	0.1	0	0.228	0.0307017543859649	0.516
350	250	0.1	0	0.239	0.0418410041841004	0.507
400	250	0.1	0	0.284	0.0492957746478873	0.51
450	250	0.1	0	0.298	0.0436241610738255	0.523
500	250	0.1	0	0.347	0.0288184438040346	0.524
20	300	0.1	0	0.065	0.0615384615384615	0.502
50	300	0.1	0	0.095	0.0631578947368421	0.506
100	300	0.1	0	0.099	0.0505050505050505	0.526
150	300	0.1	0	0.133	0.0451127819548872	0.514
200	300	0.1	0	0.166	0.0602409638554217	0.517
250	300	0.1	0	0.202	0.0742574257425743	0.517
300	300	0.1	0	0.228	0.0394736842105263	0.5
350	300	0.1	0	0.239	0.0502092050209205	0.499
400	300	0.1	0	0.284	0.0563380281690141	0.496
450	300	0.1	0	0.298	0.0704697986577181	0.503
500	300	0.1	0	0.347	0.0806916426512968	0.514
20	350	0.1	0	0.065	0.0923076923076923	0.558
50	350	0.1	0	0.095	0.0315789473684211	0.49
100	350	0.1	0	0.099	0.0404040404040404	0.506
150	350	0.1	0	0.133	0.0451127819548872	0.512
200	350	0.1	0	0.166	0.0301204819277108	0.515
250	350	0.1	0	0.202	0.0742574257425743	0.499
300	350	0.1	0	0.228	0.0394736842105263	0.484
350	350	0.1	0	0.239	0.0543933054393305	0.509
400	350	0.1	0	0.284	0.0422535211267606	0.528
450	350	0.1	0	0.298	0.0469798657718121	0.525
500	350	0.1	0	0.347	0.0489913544668588	0.516
20	400	0.1	0	0.065	0.0307692307692308	0.492
50	400	0.1	0	0.095	0.0631578947368421	0.49
100	400	0.1	0	0.099	0.0808080808080808	0.524
150	400	0.1	0	0.133	0.0601503759398496	0.51
200	400	0.1	0	0.166	0.0481927710843374	0.499
250	400	0.1	0	0.202	0.0346534653465347	0.515
300	400	0.1	0	0.228	0.0701754385964912	0.53
350	400	0.1	0	0.239	0.0460251046025105	0.513
400	400	0.1	0	0.284	0.0387323943661972	0.536
450	400	0.1	0	0.298	0.0536912751677852	0.527
500	400	0.1	0	0.347	0.0489913544668588	0.52
20	450	0.1	0	0.065	0	0.479
50	450	0.1	0	0.095	0.0526315789473684	0.477
100	450	0.1	0	0.099	0.0404040404040404	0.501
150	450	0.1	0	0.133	0.0225563909774436	0.493
200	450	0.1	0	0.166	0.0180722891566265	0.514
250	450	0.1	0	0.202	0.0742574257425743	0.524
300	450	0.1	0	0.228	0.0482456140350877	0.513
350	450	0.1	0	0.239	0.0627615062761506	0.478
400	450	0.1	0	0.284	0.0528169014084507	0.503
450	450	0.1	0	0.298	0.0302013422818792	0.5
500	450	0.1	0	0.347	0.0461095100864553	0.507
20	500	0.1	0	0.065	0.0307692307692308	0.495
50	500	0.1	0	0.095	0.0736842105263158	0.489
100	500	0.1	0	0.099	0.0303030303030303	0.517
150	500	0.1	0	0.133	0.037593984962406	0.519
200	500	0.1	0	0.166	0.0602409638554217	0.522
250	500	0.1	0	0.202	0.0495049504950495	0.514
300	500	0.1	0	0.228	0.043859649122807	0.507
350	500	0.1	0	0.239	0.0543933054393305	0.518
400	500	0.1	0	0.284	0.0492957746478873	0.509
450	500	0.1	0	0.298	0.0604026845637584	0.498
500	500	0.1	0	0.347	0.0547550432276657	0.511
20	20	0.2	0	0.107	0.0373831775700935	0.493
50	20	0.2	0	0.157	0.0254777070063694	0.511
100	20	0.2	0	0.272	0.0330882352941176	0.492
150	20	0.2	0	0.405	0.0469135802469136	0.493
200	20	0.2	0	0.527	0.0417457305502846	0.489
250	20	0.2	0	0.601	0.0449251247920133	0.487
300	20	0.2	0	0.676	0.0355029585798817	0.484
350	20	0.2	0	0.742	0.0417789757412399	0.484
400	20	0.2	0	0.785	0.0369426751592357	0.487
450	20	0.2	0	0.855	0.0374269005847953	0.487
500	20	0.2	0	0.886	0.0372460496613995	0.488
20	50	0.2	0	0.107	0.0467289719626168	0.528
50	50	0.2	0	0.157	0.0445859872611465	0.528
100	50	0.2	0	0.272	0.0367647058823529	0.521
150	50	0.2	0	0.405	0.0395061728395062	0.522
200	50	0.2	0	0.527	0.0455407969639469	0.518
250	50	0.2	0	0.601	0.0449251247920133	0.52
300	50	0.2	0	0.676	0.0443786982248521	0.523
350	50	0.2	0	0.742	0.0444743935309973	0.521
400	50	0.2	0	0.785	0.0382165605095541	0.52
450	50	0.2	0	0.855	0.0444444444444444	0.522
500	50	0.2	0	0.886	0.04627539503386	0.521
20	100	0.2	0	0.107	0.0280373831775701	0.492
50	100	0.2	0	0.157	0.0573248407643312	0.48
100	100	0.2	0	0.272	0.0441176470588235	0.475
150	100	0.2	0	0.405	0.037037037037037	0.46
200	100	0.2	0	0.527	0.0360531309297913	0.468
250	100	0.2	0	0.601	0.0399334442595674	0.474
300	100	0.2	0	0.676	0.0399408284023669	0.471
350	100	0.2	0	0.742	0.045822102425876	0.469
400	100	0.2	0	0.785	0.0420382165605096	0.466
450	100	0.2	0	0.855	0.0421052631578947	0.47
500	100	0.2	0	0.886	0.0383747178329571	0.467
20	150	0.2	0	0.107	0.0373831775700935	0.497
50	150	0.2	0	0.157	0.0700636942675159	0.461
100	150	0.2	0	0.272	0.0514705882352941	0.478
150	150	0.2	0	0.405	0.0320987654320988	0.487
200	150	0.2	0	0.527	0.047438330170778	0.477
250	150	0.2	0	0.601	0.0366056572379368	0.481
300	150	0.2	0	0.676	0.0428994082840237	0.472
350	150	0.2	0	0.742	0.0377358490566038	0.476
400	150	0.2	0	0.785	0.0318471337579618	0.475
450	150	0.2	0	0.855	0.0362573099415205	0.475
500	150	0.2	0	0.886	0.0406320541760722	0.474
20	200	0.2	0	0.107	0.0467289719626168	0.501
50	200	0.2	0	0.157	0.0445859872611465	0.489
100	200	0.2	0	0.272	0.0514705882352941	0.472
150	200	0.2	0	0.405	0.0395061728395062	0.485
200	200	0.2	0	0.527	0.0417457305502846	0.473
250	200	0.2	0	0.601	0.0382695507487521	0.473
300	200	0.2	0	0.676	0.0428994082840237	0.47
350	200	0.2	0	0.742	0.0471698113207547	0.472
400	200	0.2	0	0.785	0.0420382165605096	0.469
450	200	0.2	0	0.855	0.0444444444444444	0.469
500	200	0.2	0	0.886	0.0417607223476298	0.472
20	250	0.2	0	0.107	0.0373831775700935	0.511
50	250	0.2	0	0.157	0.0254777070063694	0.515
100	250	0.2	0	0.272	0.0441176470588235	0.518
150	250	0.2	0	0.405	0.0419753086419753	0.513
200	250	0.2	0	0.527	0.0341555977229602	0.519
250	250	0.2	0	0.601	0.0449251247920133	0.521
300	250	0.2	0	0.676	0.0428994082840237	0.522
350	250	0.2	0	0.742	0.0417789757412399	0.524
400	250	0.2	0	0.785	0.0394904458598726	0.525
450	250	0.2	0	0.855	0.0444444444444444	0.521
500	250	0.2	0	0.886	0.0406320541760722	0.522
20	300	0.2	0	0.107	0.0560747663551402	0.481
50	300	0.2	0	0.157	0.0509554140127389	0.497
100	300	0.2	0	0.272	0.0514705882352941	0.518
150	300	0.2	0	0.405	0.0592592592592593	0.511
200	300	0.2	0	0.527	0.0569259962049336	0.505
250	300	0.2	0	0.601	0.0599001663893511	0.495
300	300	0.2	0	0.676	0.0488165680473373	0.506
350	300	0.2	0	0.742	0.0619946091644205	0.504
400	300	0.2	0	0.785	0.0522292993630573	0.505
450	300	0.2	0	0.855	0.0596491228070175	0.503
500	300	0.2	0	0.886	0.0575620767494357	0.506
20	350	0.2	0	0.107	0.0560747663551402	0.521
50	350	0.2	0	0.157	0.0382165605095541	0.501
100	350	0.2	0	0.272	0.0808823529411765	0.512
150	350	0.2	0	0.405	0.0444444444444444	0.513
200	350	0.2	0	0.527	0.0588235294117647	0.517
250	350	0.2	0	0.601	0.0582362728785358	0.515
300	350	0.2	0	0.676	0.0517751479289941	0.516
350	350	0.2	0	0.742	0.0485175202156334	0.52
400	350	0.2	0	0.785	0.0471337579617834	0.521
450	350	0.2	0	0.855	0.0502923976608187	0.521
500	350	0.2	0	0.886	0.0474040632054176	0.522
20	400	0.2	0	0.107	0.0747663551401869	0.551
50	400	0.2	0	0.157	0.0318471337579618	0.509
100	400	0.2	0	0.272	0.0367647058823529	0.524
150	400	0.2	0	0.405	0.0395061728395062	0.527
200	400	0.2	0	0.527	0.0398481973434535	0.531
250	400	0.2	0	0.601	0.0382695507487521	0.533
300	400	0.2	0	0.676	0.0443786982248521	0.53
350	400	0.2	0	0.742	0.045822102425876	0.528
400	400	0.2	0	0.785	0.0509554140127389	0.529
450	400	0.2	0	0.855	0.0502923976608187	0.527
500	400	0.2	0	0.886	0.0474040632054176	0.53
20	450	0.2	0	0.107	0.0467289719626168	0.512
50	450	0.2	0	0.157	0.0509554140127389	0.522
100	450	0.2	0	0.272	0.0551470588235294	0.513
150	450	0.2	0	0.405	0.0592592592592593	0.508
200	450	0.2	0	0.527	0.0512333965844402	0.512
250	450	0.2	0	0.601	0.0482529118136439	0.506
300	450	0.2	0	0.676	0.0562130177514793	0.505
350	450	0.2	0	0.742	0.0498652291105121	0.503
400	450	0.2	0	0.785	0.0509554140127389	0.504
450	450	0.2	0	0.855	0.0502923976608187	0.504
500	450	0.2	0	0.886	0.0485327313769752	0.503
20	500	0.2	0	0.107	0.0654205607476635	0.506
50	500	0.2	0	0.157	0.0573248407643312	0.518
100	500	0.2	0	0.272	0.0661764705882353	0.503
150	500	0.2	0	0.405	0.0691358024691358	0.506
200	500	0.2	0	0.527	0.0626185958254269	0.506
250	500	0.2	0	0.601	0.0482529118136439	0.508
300	500	0.2	0	0.676	0.0562130177514793	0.513
350	500	0.2	0	0.742	0.0633423180592992	0.509
400	500	0.2	0	0.785	0.0535031847133758	0.506
450	500	0.2	0	0.855	0.0619883040935673	0.508
500	500	0.2	0	0.886	0.0553047404063205	0.507
20	20	0.3	0	0.154	0.051948051948052	0.487
50	20	0.3	0	0.315	0.0349206349206349	0.487
100	20	0.3	0	0.57	0.0333333333333333	0.487
150	20	0.3	0	0.743	0.0323014804845222	0.483
200	20	0.3	0	0.847	0.0401416765053129	0.485
250	20	0.3	0	0.91	0.0395604395604396	0.487
300	20	0.3	0	0.96	0.040625	0.487
350	20	0.3	0	0.973	0.039054470709147	0.487
400	20	0.3	0	0.988	0.0394736842105263	0.487
450	20	0.3	0	0.99	0.0393939393939394	0.487
500	20	0.3	0	0.997	0.0391173520561685	0.487
20	50	0.3	0	0.154	0.0584415584415584	0.492
50	50	0.3	0	0.315	0.0507936507936508	0.512
100	50	0.3	0	0.57	0.0456140350877193	0.522
150	50	0.3	0	0.743	0.0471063257065949	0.518
200	50	0.3	0	0.847	0.0425029515938607	0.518
250	50	0.3	0	0.91	0.0428571428571429	0.52
300	50	0.3	0	0.96	0.0447916666666667	0.52
350	50	0.3	0	0.973	0.0431654676258993	0.52
400	50	0.3	0	0.988	0.0445344129554656	0.52
450	50	0.3	0	0.99	0.0424242424242424	0.52
500	50	0.3	0	0.997	0.0441323971915747	0.52
20	100	0.3	0	0.154	0.051948051948052	0.464
50	100	0.3	0	0.315	0.0253968253968254	0.46
100	100	0.3	0	0.57	0.0508771929824561	0.478
150	100	0.3	0	0.743	0.0403768506056528	0.47
200	100	0.3	0	0.847	0.0460448642266824	0.468
250	100	0.3	0	0.91	0.0406593406593407	0.468
300	100	0.3	0	0.96	0.0385416666666667	0.468
350	100	0.3	0	0.973	0.0421377183967112	0.468
400	100	0.3	0	0.988	0.041497975708502	0.468
450	100	0.3	0	0.99	0.0414141414141414	0.468
500	100	0.3	0	0.997	0.041123370110331	0.468
20	150	0.3	0	0.154	0.0454545454545455	0.483
50	150	0.3	0	0.315	0.0412698412698413	0.487
100	150	0.3	0	0.57	0.0403508771929825	0.471
150	150	0.3	0	0.743	0.0403768506056528	0.475
200	150	0.3	0	0.847	0.0413223140495868	0.475
250	150	0.3	0	0.91	0.0384615384615385	0.475
300	150	0.3	0	0.96	0.0395833333333333	0.475
350	150	0.3	0	0.973	0.040082219938335	0.475
400	150	0.3	0	0.988	0.0394736842105263	0.475
450	150	0.3	0	0.99	0.0383838383838384	0.475
500	150	0.3	0	0.997	0.0391173520561685	0.475
20	200	0.3	0	0.154	0.038961038961039	0.465
50	200	0.3	0	0.315	0.0253968253968254	0.469
100	200	0.3	0	0.57	0.0421052631578947	0.469
150	200	0.3	0	0.743	0.0497981157469717	0.469
200	200	0.3	0	0.847	0.0484061393152302	0.471
250	200	0.3	0	0.91	0.0461538461538462	0.471
300	200	0.3	0	0.96	0.0447916666666667	0.471
350	200	0.3	0	0.973	0.0452209660842754	0.471
400	200	0.3	0	0.988	0.0465587044534413	0.471
450	200	0.3	0	0.99	0.0464646464646465	0.471
500	200	0.3	0	0.997	0.0461384152457372	0.471
20	250	0.3	0	0.154	0.025974025974026	0.531
50	250	0.3	0	0.315	0.0476190476190476	0.511
100	250	0.3	0	0.57	0.0385964912280702	0.521
150	250	0.3	0	0.743	0.0390309555854643	0.525
200	250	0.3	0	0.847	0.0354191263282172	0.521
250	250	0.3	0	0.91	0.0406593406593407	0.523
300	250	0.3	0	0.96	0.0395833333333333	0.523
350	250	0.3	0	0.973	0.039054470709147	0.523
400	250	0.3	0	0.988	0.0394736842105263	0.523
450	250	0.3	0	0.99	0.0404040404040404	0.523
500	250	0.3	0	0.997	0.0401203610832497	0.523
20	300	0.3	0	0.154	0.0584415584415584	0.497
50	300	0.3	0	0.315	0.053968253968254	0.493
100	300	0.3	0	0.57	0.0491228070175439	0.511
150	300	0.3	0	0.743	0.0551816958277254	0.509
200	300	0.3	0	0.847	0.0578512396694215	0.507
250	300	0.3	0	0.91	0.0593406593406593	0.505
300	300	0.3	0	0.96	0.059375	0.505
350	300	0.3	0	0.973	0.0554984583761562	0.505
400	300	0.3	0	0.988	0.0587044534412955	0.505
450	300	0.3	0	0.99	0.0585858585858586	0.505
500	300	0.3	0	0.997	0.0571715145436309	0.505
20	350	0.3	0	0.154	0.012987012987013	0.505
50	350	0.3	0	0.315	0.0634920634920635	0.517
100	350	0.3	0	0.57	0.0526315789473684	0.515
150	350	0.3	0	0.743	0.044414535666218	0.521
200	350	0.3	0	0.847	0.0531286894923259	0.521
250	350	0.3	0	0.91	0.0505494505494506	0.521
300	350	0.3	0	0.96	0.0510416666666667	0.521
350	350	0.3	0	0.973	0.0513874614594039	0.521
400	350	0.3	0	0.988	0.0506072874493927	0.521
450	350	0.3	0	0.99	0.0484848484848485	0.521
500	350	0.3	0	0.997	0.0501504513540622	0.521
20	400	0.3	0	0.154	0.0649350649350649	0.509
50	400	0.3	0	0.315	0.053968253968254	0.527
100	400	0.3	0	0.57	0.043859649122807	0.515
150	400	0.3	0	0.743	0.0390309555854643	0.531
200	400	0.3	0	0.847	0.0448642266824085	0.529
250	400	0.3	0	0.91	0.0472527472527473	0.529
300	400	0.3	0	0.96	0.046875	0.529
350	400	0.3	0	0.973	0.0441932168550874	0.529
400	400	0.3	0	0.988	0.0465587044534413	0.529
450	400	0.3	0	0.99	0.0474747474747475	0.529
500	400	0.3	0	0.997	0.0471414242728185	0.529
20	450	0.3	0	0.154	0.0454545454545455	0.51
50	450	0.3	0	0.315	0.0285714285714286	0.498
100	450	0.3	0	0.57	0.0508771929824561	0.502
150	450	0.3	0	0.743	0.0511440107671602	0.502
200	450	0.3	0	0.847	0.0484061393152302	0.506
250	450	0.3	0	0.91	0.0450549450549451	0.504
300	450	0.3	0	0.96	0.046875	0.504
350	450	0.3	0	0.973	0.0483042137718397	0.504
400	450	0.3	0	0.988	0.0475708502024291	0.504
450	450	0.3	0	0.99	0.0484848484848485	0.504
500	450	0.3	0	0.997	0.0481444332998997	0.504
20	500	0.3	0	0.154	0.0454545454545455	0.506
50	500	0.3	0	0.315	0.0476190476190476	0.504
100	500	0.3	0	0.57	0.0526315789473684	0.504
150	500	0.3	0	0.743	0.0551816958277254	0.506
200	500	0.3	0	0.847	0.050767414403778	0.506
250	500	0.3	0	0.91	0.056043956043956	0.508
300	500	0.3	0	0.96	0.05625	0.508
350	500	0.3	0	0.973	0.0554984583761562	0.508
400	500	0.3	0	0.988	0.0576923076923077	0.508
450	500	0.3	0	0.99	0.0575757575757576	0.508
500	500	0.3	0	0.997	0.0571715145436309	0.508
20	20	0.4	0	0.249	0.0321285140562249	0.499
50	20	0.4	0	0.499	0.0420841683366733	0.489
100	20	0.4	0	0.805	0.0385093167701863	0.488
150	20	0.4	0	0.935	0.039572192513369	0.487
200	20	0.4	0	0.977	0.0399181166837257	0.487
250	20	0.4	0	0.995	0.0391959798994975	0.487
300	20	0.4	0	0.998	0.0390781563126252	0.487
350	20	0.4	0	1	0.039	0.487
400	20	0.4	0	1	0.039	0.487
450	20	0.4	0	1	0.039	0.487
500	20	0.4	0	1	0.039	0.487
20	50	0.4	0	0.249	0.0522088353413655	0.526
50	50	0.4	0	0.499	0.0501002004008016	0.518
100	50	0.4	0	0.805	0.0434782608695652	0.521
150	50	0.4	0	0.935	0.0459893048128342	0.52
200	50	0.4	0	0.977	0.0419651995905834	0.52
250	50	0.4	0	0.995	0.0442211055276382	0.52
300	50	0.4	0	0.998	0.0440881763527054	0.52
350	50	0.4	0	1	0.044	0.52
400	50	0.4	0	1	0.044	0.52
450	50	0.4	0	1	0.044	0.52
500	50	0.4	0	1	0.044	0.52
20	100	0.4	0	0.249	0.0441767068273092	0.466
50	100	0.4	0	0.499	0.0581162324649299	0.464
100	100	0.4	0	0.805	0.0397515527950311	0.469
150	100	0.4	0	0.935	0.0406417112299465	0.468
200	100	0.4	0	0.977	0.0409416581371546	0.468
250	100	0.4	0	0.995	0.0412060301507538	0.468
300	100	0.4	0	0.998	0.0410821643286573	0.468
350	100	0.4	0	1	0.041	0.468
400	100	0.4	0	1	0.041	0.468
450	100	0.4	0	1	0.041	0.468
500	100	0.4	0	1	0.041	0.468
20	150	0.4	0	0.249	0.036144578313253	0.479
50	150	0.4	0	0.499	0.0340681362725451	0.473
100	150	0.4	0	0.805	0.0397515527950311	0.476
150	150	0.4	0	0.935	0.0406417112299465	0.475
200	150	0.4	0	0.977	0.0399181166837257	0.475
250	150	0.4	0	0.995	0.0391959798994975	0.475
300	150	0.4	0	0.998	0.0390781563126252	0.475
350	150	0.4	0	1	0.039	0.475
400	150	0.4	0	1	0.039	0.475
450	150	0.4	0	1	0.039	0.475
500	150	0.4	0	1	0.039	0.475
20	200	0.4	0	0.249	0.0321285140562249	0.463
50	200	0.4	0	0.499	0.0581162324649299	0.473
100	200	0.4	0	0.805	0.0484472049689441	0.472
150	200	0.4	0	0.935	0.0491978609625668	0.471
200	200	0.4	0	0.977	0.0470829068577277	0.471
250	200	0.4	0	0.995	0.0462311557788945	0.471
300	200	0.4	0	0.998	0.0460921843687375	0.471
350	200	0.4	0	1	0.046	0.471
400	200	0.4	0	1	0.046	0.471
450	200	0.4	0	1	0.046	0.471
500	200	0.4	0	1	0.046	0.471
20	250	0.4	0	0.249	0.0240963855421687	0.511
50	250	0.4	0	0.499	0.0440881763527054	0.525
100	250	0.4	0	0.805	0.0447204968944099	0.524
