n1	n2	d1	d2	sig1	sig2	sdir
400	350	0.1	0	1	0.0422535211267606	0.549295774647887
450	350	0.1	0	1	0.0469798657718121	0.560402684563758
500	350	0.1	0	1	0.0489913544668588	0.518731988472622
20	400	0.1	0	1	0.0307692307692308	0.430769230769231
50	400	0.1	0	1	0.0631578947368421	0.547368421052632
100	400	0.1	0	1	0.0808080808080808	0.424242424242424
150	400	0.1	0	1	0.0601503759398496	0.518796992481203
200	400	0.1	0	1	0.0481927710843374	0.542168674698795
250	400	0.1	0	1	0.0346534653465347	0.608910891089109
300	400	0.1	0	1	0.0701754385964912	0.574561403508772
350	400	0.1	0	1	0.0460251046025105	0.527196652719665
400	400	0.1	0	1	0.0387323943661972	0.535211267605634
450	400	0.1	0	1	0.0536912751677852	0.496644295302013
500	400	0.1	0	1	0.0489913544668588	0.481268011527378
20	450	0.1	0	1	0	0.461538461538462
50	450	0.1	0	1	0.0526315789473684	0.431578947368421
100	450	0.1	0	1	0.0404040404040404	0.525252525252525
150	450	0.1	0	1	0.0225563909774436	0.526315789473684
200	450	0.1	0	1	0.0180722891566265	0.506024096385542
250	450	0.1	0	1	0.0742574257425743	0.51980198019802
300	450	0.1	0	1	0.0482456140350877	0.513157894736842
350	450	0.1	0	1	0.0627615062761506	0.472803347280335
400	450	0.1	0	1	0.0528169014084507	0.471830985915493
450	450	0.1	0	1	0.0302013422818792	0.513422818791946
500	450	0.1	0	1	0.0461095100864553	0.489913544668588
20	500	0.1	0	1	0.0307692307692308	0.492307692307692
50	500	0.1	0	1	0.0736842105263158	0.557894736842105
100	500	0.1	0	1	0.0303030303030303	0.525252525252525
150	500	0.1	0	1	0.037593984962406	0.473684210526316
200	500	0.1	0	1	0.0602409638554217	0.55421686746988
250	500	0.1	0	1	0.0495049504950495	0.54950495049505
300	500	0.1	0	1	0.043859649122807	0.526315789473684
350	500	0.1	0	1	0.0543933054393305	0.489539748953975
400	500	0.1	0	1	0.0492957746478873	0.517605633802817
450	500	0.1	0	1	0.0604026845637584	0.546979865771812
500	500	0.1	0	1	0.0547550432276657	0.501440922190202
20	20	0.2	0	1	0.0373831775700935	0.439252336448598
50	20	0.2	0	1	0.0254777070063694	0.547770700636943
100	20	0.2	0	1	0.0330882352941176	0.5
150	20	0.2	0	1	0.0469135802469136	0.474074074074074
200	20	0.2	0	1	0.0417457305502846	0.500948766603416
250	20	0.2	0	1	0.0449251247920133	0.504159733777038
300	20	0.2	0	1	0.0355029585798817	0.483727810650888
350	20	0.2	0	1	0.0417789757412399	0.482479784366577
400	20	0.2	0	1	0.0369426751592357	0.466242038216561
450	20	0.2	0	1	0.0374269005847953	0.501754385964912
500	20	0.2	0	1	0.0372460496613995	0.493227990970655
20	50	0.2	0	1	0.0467289719626168	0.570093457943925
50	50	0.2	0	1	0.0445859872611465	0.579617834394904
100	50	0.2	0	1	0.0367647058823529	0.518382352941177
150	50	0.2	0	1	0.0395061728395062	0.525925925925926
200	50	0.2	0	1	0.0455407969639469	0.506641366223909
250	50	0.2	0	1	0.0449251247920133	0.510815307820299
300	50	0.2	0	1	0.0443786982248521	0.523668639053254
350	50	0.2	0	1	0.0444743935309973	0.532345013477089
400	50	0.2	0	1	0.0382165605095541	0.518471337579618
450	50	0.2	0	1	0.0444444444444444	0.516959064327485
500	50	0.2	0	1	0.04627539503386	0.529345372460497
20	100	0.2	0	1	0.0280373831775701	0.401869158878505
50	100	0.2	0	1	0.0573248407643312	0.420382165605096
100	100	0.2	0	1	0.0441176470588235	0.485294117647059
150	100	0.2	0	1	0.037037037037037	0.498765432098765
200	100	0.2	0	1	0.0360531309297913	0.466793168880455
250	100	0.2	0	1	0.0399334442595674	0.482529118136439
300	100	0.2	0	1	0.0399408284023669	0.479289940828402
350	100	0.2	0	1	0.045822102425876	0.466307277628032
400	100	0.2	0	1	0.0420382165605096	0.463694267515924
450	100	0.2	0	1	0.0421052631578947	0.478362573099415
500	100	0.2	0	1	0.0383747178329571	0.454853273137698
20	150	0.2	0	1	0.0373831775700935	0.495327102803738
50	150	0.2	0	1	0.0700636942675159	0.426751592356688
100	150	0.2	0	1	0.0514705882352941	0.481617647058824
150	150	0.2	0	1	0.0320987654320988	0.469135802469136
200	150	0.2	0	1	0.047438330170778	0.49146110056926
250	150	0.2	0	1	0.0366056572379368	0.465890183028286
300	150	0.2	0	1	0.0428994082840237	0.482248520710059
350	150	0.2	0	1	0.0377358490566038	0.478436657681941
400	150	0.2	0	1	0.0318471337579618	0.481528662420382
450	150	0.2	0	1	0.0362573099415205	0.466666666666667
500	150	0.2	0	1	0.0406320541760722	0.470654627539503
20	200	0.2	0	1	0.0467289719626168	0.485981308411215
50	200	0.2	0	1	0.0445859872611465	0.496815286624204
100	200	0.2	0	1	0.0514705882352941	0.466911764705882
150	200	0.2	0	1	0.0395061728395062	0.493827160493827
200	200	0.2	0	1	0.0417457305502846	0.476280834914611
250	200	0.2	0	1	0.0382695507487521	0.470881863560732
300	200	0.2	0	1	0.0428994082840237	0.46301775147929
350	200	0.2	0	1	0.0471698113207547	0.470350404312668
400	200	0.2	0	1	0.0420382165605096	0.468789808917197
450	200	0.2	0	1	0.0444444444444444	0.47953216374269
500	200	0.2	0	1	0.0417607223476298	0.477426636568849
20	250	0.2	0	1	0.0373831775700935	0.504672897196262
50	250	0.2	0	1	0.0254777070063694	0.56687898089172
100	250	0.2	0	1	0.0441176470588235	0.511029411764706
150	250	0.2	0	1	0.0419753086419753	0.54320987654321
200	250	0.2	0	1	0.0341555977229602	0.497153700189753
250	250	0.2	0	1	0.0449251247920133	0.51414309484193
300	250	0.2	0	1	0.0428994082840237	0.507396449704142
350	250	0.2	0	1	0.0417789757412399	0.514824797843666
400	250	0.2	0	1	0.0394904458598726	0.519745222929936
450	250	0.2	0	1	0.0444444444444444	0.523976608187135
500	250	0.2	0	1	0.0406320541760722	0.524830699774266
20	300	0.2	0	1	0.0560747663551402	0.532710280373832
50	300	0.2	0	1	0.0509554140127389	0.45859872611465
100	300	0.2	0	1	0.0514705882352941	0.525735294117647
150	300	0.2	0	1	0.0592592592592593	0.466666666666667
200	300	0.2	0	1	0.0569259962049336	0.497153700189753
250	300	0.2	0	1	0.0599001663893511	0.500831946755408
300	300	0.2	0	1	0.0488165680473373	0.504437869822485
350	300	0.2	0	1	0.0619946091644205	0.506738544474393
400	300	0.2	0	1	0.0522292993630573	0.503184713375796
450	300	0.2	0	1	0.0596491228070175	0.497076023391813
500	300	0.2	0	1	0.0575620767494357	0.507900677200903
20	350	0.2	0	1	0.0560747663551402	0.467289719626168
50	350	0.2	0	1	0.0382165605095541	0.509554140127389
100	350	0.2	0	1	0.0808823529411765	0.481617647058824
150	350	0.2	0	1	0.0444444444444444	0.528395061728395
200	350	0.2	0	1	0.0588235294117647	0.514231499051233
250	350	0.2	0	1	0.0582362728785358	0.512479201331115
300	350	0.2	0	1	0.0517751479289941	0.531065088757396
350	350	0.2	0	1	0.0485175202156334	0.53099730458221
400	350	0.2	0	1	0.0471337579617834	0.507006369426752
450	350	0.2	0	1	0.0502923976608187	0.527485380116959
500	350	0.2	0	1	0.0474040632054176	0.516930022573363
20	400	0.2	0	1	0.0747663551401869	0.570093457943925
50	400	0.2	0	1	0.0318471337579618	0.496815286624204
100	400	0.2	0	1	0.0367647058823529	0.540441176470588
150	400	0.2	0	1	0.0395061728395062	0.523456790123457
200	400	0.2	0	1	0.0398481973434535	0.540796963946869
250	400	0.2	0	1	0.0382695507487521	0.529118136439268
300	400	0.2	0	1	0.0443786982248521	0.539940828402367
350	400	0.2	0	1	0.045822102425876	0.533692722371968
400	400	0.2	0	1	0.0509554140127389	0.522292993630573
450	400	0.2	0	1	0.0502923976608187	0.52046783625731
500	400	0.2	0	1	0.0474040632054176	0.524830699774266
20	450	0.2	0	1	0.0467289719626168	0.523364485981308
50	450	0.2	0	1	0.0509554140127389	0.490445859872611
100	450	0.2	0	1	0.0551470588235294	0.529411764705882
150	450	0.2	0	1	0.0592592592592593	0.506172839506173
200	450	0.2	0	1	0.0512333965844402	0.510436432637571
250	450	0.2	0	1	0.0482529118136439	0.492512479201331
300	450	0.2	0	1	0.0562130177514793	0.498520710059172
350	450	0.2	0	1	0.0498652291105121	0.504043126684636
400	450	0.2	0	1	0.0509554140127389	0.490445859872611
450	450	0.2	0	1	0.0502923976608187	0.506432748538012
500	450	0.2	0	1	0.0485327313769752	0.498871331828442
20	500	0.2	0	1	0.0654205607476635	0.607476635514019
50	500	0.2	0	1	0.0573248407643312	0.56687898089172
100	500	0.2	0	1	0.0661764705882353	0.474264705882353
150	500	0.2	0	1	0.0691358024691358	0.523456790123457
200	500	0.2	0	1	0.0626185958254269	0.514231499051233
250	500	0.2	0	1	0.0482529118136439	0.512479201331115
300	500	0.2	0	1	0.0562130177514793	0.523668639053254
350	500	0.2	0	1	0.0633423180592992	0.516172506738544
400	500	0.2	0	1	0.0535031847133758	0.517197452229299
450	500	0.2	0	1	0.0619883040935673	0.506432748538012
500	500	0.2	0	1	0.0553047404063205	0.503386004514673
20	20	0.3	0	1	0.051948051948052	0.506493506493506
50	20	0.3	0	1	0.0349206349206349	0.492063492063492
100	20	0.3	0	1	0.0333333333333333	0.473684210526316
150	20	0.3	0	1	0.0323014804845222	0.481830417227456
200	20	0.3	0	1	0.0401416765053129	0.497048406139315
250	20	0.3	0	1	0.0395604395604396	0.493406593406593
300	20	0.3	0	1	0.040625	0.4875
350	20	0.3	0	1	0.039054470709147	0.486125385405961
400	20	0.3	0	1	0.0394736842105263	0.487854251012146
450	20	0.3	0	1	0.0393939393939394	0.487878787878788
500	20	0.3	0	1	0.0391173520561685	0.487462387161484
20	50	0.3	0	1	0.0584415584415584	0.493506493506494
50	50	0.3	0	1	0.0507936507936508	0.526984126984127
100	50	0.3	0	1	0.0456140350877193	0.536842105263158
150	50	0.3	0	1	0.0471063257065949	0.514131897711978
200	50	0.3	0	1	0.0425029515938607	0.523022432113341
250	50	0.3	0	1	0.0428571428571429	0.512087912087912
300	50	0.3	0	1	0.0447916666666667	0.519791666666667
350	50	0.3	0	1	0.0431654676258993	0.517985611510791
400	50	0.3	0	1	0.0445344129554656	0.519230769230769
450	50	0.3	0	1	0.0424242424242424	0.522222222222222
500	50	0.3	0	1	0.0441323971915747	0.519558676028084
20	100	0.3	0	1	0.051948051948052	0.467532467532468
50	100	0.3	0	1	0.0253968253968254	0.463492063492064
100	100	0.3	0	1	0.0508771929824561	0.482456140350877
150	100	0.3	0	1	0.0403768506056528	0.480484522207268
200	100	0.3	0	1	0.0460448642266824	0.467532467532468
250	100	0.3	0	1	0.0406593406593407	0.461538461538462
300	100	0.3	0	1	0.0385416666666667	0.46875
350	100	0.3	0	1	0.0421377183967112	0.47070914696814
400	100	0.3	0	1	0.041497975708502	0.464574898785425
450	100	0.3	0	1	0.0414141414141414	0.467676767676768
500	100	0.3	0	1	0.041123370110331	0.46740220661986
20	150	0.3	0	1	0.0454545454545455	0.474025974025974
50	150	0.3	0	1	0.0412698412698413	0.495238095238095
100	150	0.3	0	1	0.0403508771929825	0.505263157894737
150	150	0.3	0	1	0.0403768506056528	0.465679676985195
200	150	0.3	0	1	0.0413223140495868	0.463990554899646
250	150	0.3	0	1	0.0384615384615385	0.48021978021978
300	150	0.3	0	1	0.0395833333333333	0.478125
350	150	0.3	0	1	0.040082219938335	0.477903391572456
400	150	0.3	0	1	0.0394736842105263	0.474696356275304
450	150	0.3	0	1	0.0383838383838384	0.477777777777778
500	150	0.3	0	1	0.0391173520561685	0.473420260782347
20	200	0.3	0	1	0.038961038961039	0.422077922077922
50	200	0.3	0	1	0.0253968253968254	0.457142857142857
100	200	0.3	0	1	0.0421052631578947	0.471929824561404
150	200	0.3	0	1	0.0497981157469717	0.448183041722746
200	200	0.3	0	1	0.0484061393152302	0.46517119244392
250	200	0.3	0	1	0.0461538461538462	0.47032967032967
300	200	0.3	0	1	0.0447916666666667	0.472916666666667
350	200	0.3	0	1	0.0452209660842754	0.474820143884892
400	200	0.3	0	1	0.0465587044534413	0.47165991902834
450	200	0.3	0	1	0.0464646464646465	0.471717171717172
500	200	0.3	0	1	0.0461384152457372	0.471414242728185
20	250	0.3	0	1	0.025974025974026	0.577922077922078
50	250	0.3	0	1	0.0476190476190476	0.507936507936508
100	250	0.3	0	1	0.0385964912280702	0.529824561403509
150	250	0.3	0	1	0.0390309555854643	0.50471063257066
200	250	0.3	0	1	0.0354191263282172	0.533648170011806
250	250	0.3	0	1	0.0406593406593407	0.526373626373626
300	250	0.3	0	1	0.0395833333333333	0.522916666666667
350	250	0.3	0	1	0.039054470709147	0.526207605344296
400	250	0.3	0	1	0.0394736842105263	0.522267206477733
450	250	0.3	0	1	0.0404040404040404	0.525252525252525
500	250	0.3	0	1	0.0401203610832497	0.523570712136409
20	300	0.3	0	1	0.0584415584415584	0.506493506493506
50	300	0.3	0	1	0.053968253968254	0.450793650793651
100	300	0.3	0	1	0.0491228070175439	0.521052631578947
150	300	0.3	0	1	0.0551816958277254	0.497981157469717
200	300	0.3	0	1	0.0578512396694215	0.497048406139315
250	300	0.3	0	1	0.0593406593406593	0.498901098901099
300	300	0.3	0	1	0.059375	0.503125
350	300	0.3	0	1	0.0554984583761562	0.505652620760534
400	300	0.3	0	1	0.0587044534412955	0.504048582995951
450	300	0.3	0	1	0.0585858585858586	0.505050505050505
500	300	0.3	0	1	0.0571715145436309	0.505516549648947
20	350	0.3	0	1	0.012987012987013	0.467532467532468
50	350	0.3	0	1	0.0634920634920635	0.482539682539683
100	350	0.3	0	1	0.0526315789473684	0.524561403508772
150	350	0.3	0	1	0.044414535666218	0.522207267833109
200	350	0.3	0	1	0.0531286894923259	0.514757969303424
250	350	0.3	0	1	0.0505494505494506	0.521978021978022
300	350	0.3	0	1	0.0510416666666667	0.526041666666667
350	350	0.3	0	1	0.0513874614594039	0.522096608427544
400	350	0.3	0	1	0.0506072874493927	0.523279352226721
450	350	0.3	0	1	0.0484848484848485	0.518181818181818
500	350	0.3	0	1	0.0501504513540622	0.521564694082247
20	400	0.3	0	1	0.0649350649350649	0.532467532467532
50	400	0.3	0	1	0.053968253968254	0.546031746031746
100	400	0.3	0	1	0.043859649122807	0.524561403508772
150	400	0.3	0	1	0.0390309555854643	0.539703903095559
200	400	0.3	0	1	0.0448642266824085	0.533648170011806
250	400	0.3	0	1	0.0472527472527473	0.527472527472527
300	400	0.3	0	1	0.046875	0.520833333333333
350	400	0.3	0	1	0.0441932168550874	0.533401849948613
400	400	0.3	0	1	0.0465587044534413	0.526315789473684
450	400	0.3	0	1	0.0474747474747475	0.528282828282828
500	400	0.3	0	1	0.0471414242728185	0.528585757271815
20	450	0.3	0	1	0.0454545454545455	0.538961038961039
50	450	0.3	0	1	0.0285714285714286	0.485714285714286
100	450	0.3	0	1	0.0508771929824561	0.494736842105263
150	450	0.3	0	1	0.0511440107671602	0.503364737550471
200	450	0.3	0	1	0.0484061393152302	0.495867768595041
250	450	0.3	0	1	0.0450549450549451	0.513186813186813
300	450	0.3	0	1	0.046875	0.511458333333333
350	450	0.3	0	1	0.0483042137718397	0.501541623843782
400	450	0.3	0	1	0.0475708502024291	0.5
450	450	0.3	0	1	0.0484848484848485	0.505050505050505
500	450	0.3	0	1	0.0481444332998997	0.503510531594784
20	500	0.3	0	1	0.0454545454545455	0.512987012987013
50	500	0.3	0	1	0.0476190476190476	0.514285714285714
100	500	0.3	0	1	0.0526315789473684	0.515789473684211
150	500	0.3	0	1	0.0551816958277254	0.514131897711978
200	500	0.3	0	1	0.050767414403778	0.508854781582054
250	500	0.3	0	1	0.056043956043956	0.510989010989011
300	500	0.3	0	1	0.05625	0.507291666666667
350	500	0.3	0	1	0.0554984583761562	0.509763617677287
400	500	0.3	0	1	0.0576923076923077	0.506072874493927
450	500	0.3	0	1	0.0575757575757576	0.509090909090909
500	500	0.3	0	1	0.0571715145436309	0.508525576730191
20	20	0.4	0	1	0.0321285140562249	0.506024096385542
50	20	0.4	0	1	0.0420841683366733	0.50501002004008
100	20	0.4	0	1	0.0385093167701863	0.485714285714286
150	20	0.4	0	1	0.039572192513369	0.485561497326203
200	20	0.4	0	1	0.0399181166837257	0.485158648925281
250	20	0.4	0	1	0.0391959798994975	0.487437185929648
300	20	0.4	0	1	0.0390781563126252	0.487975951903808
350	20	0.4	0	1	0.039	0.487
400	20	0.4	0	1	0.039	0.487
450	20	0.4	0	1	0.039	0.487
500	20	0.4	0	1	0.039	0.487
20	50	0.4	0	1	0.0522088353413655	0.518072289156627
50	50	0.4	0	1	0.0501002004008016	0.523046092184369
100	50	0.4	0	1	0.0434782608695652	0.535403726708075
150	50	0.4	0	1	0.0459893048128342	0.53048128342246
200	50	0.4	0	1	0.0419651995905834	0.518935516888434
250	50	0.4	0	1	0.0442211055276382	0.518592964824121
300	50	0.4	0	1	0.0440881763527054	0.520040080160321
350	50	0.4	0	1	0.044	0.52
400	50	0.4	0	1	0.044	0.52
450	50	0.4	0	1	0.044	0.52
500	50	0.4	0	1	0.044	0.52
20	100	0.4	0	1	0.0441767068273092	0.437751004016064
50	100	0.4	0	1	0.0581162324649299	0.466933867735471
