n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
20	320	0.2	0.2	sig1	7	7	4	7	7	0	6	6	6	6	7	0
20	320	0.2	0.2	bsln	7	7	4	7	7	0	6	6	6	6	7	0
20	320	0.2	0.2	sig2	4	4	4	4	4	0	3	3	3	3	4	0
20	320	0.2	0.2	big2	7	7	4	7	7	0	6	6	6	6	7	0
20	320	0.2	0.2	s2or	7	7	4	7	7	4	7	7	7	7	7	4
40	320	0.2	0.2	raw	100	14	72	77	80	39	95	97	95	95	100	30
40	320	0.2	0.2	sig1	14	14	12	12	13	0	11	11	11	11	14	0
40	320	0.2	0.2	bsln	13	13	11	12	13	0	11	11	11	11	13	0
40	320	0.2	0.2	sig2	11	11	11	11	11	0	10	10	10	10	11	0
40	320	0.2	0.2	big2	13	13	11	12	13	0	11	11	11	11	13	0
40	320	0.2	0.2	s2or	13	13	11	12	13	11	12	12	12	12	13	11
80	320	0.2	0.2	raw	100	17	72	80	88	65	95	100	97	97	100	39
80	320	0.2	0.2	sig1	17	17	11	16	17	4	15	17	15	15	17	0
80	320	0.2	0.2	bsln	17	17	11	16	17	4	15	17	15	15	17	0
80	320	0.2	0.2	sig2	11	11	11	11	11	4	10	11	10	10	11	0
80	320	0.2	0.2	big2	17	17	11	16	17	4	15	17	15	15	17	0
80	320	0.2	0.2	s2or	17	17	11	16	17	11	16	17	16	16	17	11
160	320	0.2	0.2	raw	100	40	72	86	97	80	94	100	99	99	100	44
160	320	0.2	0.2	sig1	40	40	30	40	40	28	37	40	40	40	40	3
160	320	0.2	0.2	bsln	40	40	30	40	40	28	37	40	40	40	40	3
160	320	0.2	0.2	sig2	30	30	30	30	30	25	29	30	30	30	30	3
160	320	0.2	0.2	big2	40	40	30	40	40	28	37	40	40	40	40	3
160	320	0.2	0.2	s2or	40	40	30	40	40	33	38	40	40	40	40	30
320	320	0.2	0.2	raw	100	72	72	98	100	84	84	99	95	94	100	54
320	320	0.2	0.2	sig1	72	72	49	72	72	62	62	72	70	70	72	27
320	320	0.2	0.2	bsln	72	72	49	72	72	62	62	72	70	70	72	27
320	320	0.2	0.2	sig2	49	49	49	49	49	45	45	49	49	49	49	27
320	320	0.2	0.2	big2	72	72	49	72	72	64	64	72	70	70	72	27
320	320	0.2	0.2	s2or	72	72	49	72	72	66	66	72	70	70	72	49
20	20	0.5	0.2	raw	100	39	7	31	69	74	75	100	89	89	100	18
20	20	0.5	0.2	sig1	39	39	4	23	29	22	23	39	30	30	39	2
20	20	0.5	0.2	bsln	29	29	4	23	29	22	23	29	28	28	29	2
20	20	0.5	0.2	sig2	4	4	4	4	4	4	4	4	4	4	4	2
20	20	0.5	0.2	big2	29	29	4	23	29	22	23	29	28	28	29	2
20	20	0.5	0.2	s2or	29	29	4	23	29	22	23	29	28	28	29	4
40	20	0.5	0.2	raw	100	44	7	51	70	85	64	97	90	90	100	23
40	20	0.5	0.2	sig1	44	44	3	39	34	34	23	41	36	36	44	3
40	20	0.5	0.2	bsln	34	34	3	34	34	32	23	34	33	33	34	3
40	20	0.5	0.2	sig2	3	3	3	3	3	3	3	3	3	3	3	2
40	20	0.5	0.2	big2	34	34	4	34	34	32	23	34	33	33	34	3
40	20	0.5	0.2	s2or	34	34	3	34	34	32	23	34	33	33	34	4
80	20	0.5	0.2	raw	100	88	7	84	71	81	46	97	84	83	100	18
80	20	0.5	0.2	sig1	88	88	5	82	65	69	41	85	72	71	88	14
80	20	0.5	0.2	bsln	65	65	5	65	65	62	41	65	64	63	65	14
80	20	0.5	0.2	sig2	5	5	5	5	5	4	3	5	5	4	5	5
80	20	0.5	0.2	big2	65	65	14	65	65	63	43	65	64	64	65	14
80	20	0.5	0.2	s2or	65	65	5	65	65	63	43	65	64	64	65	14
160	20	0.5	0.2	raw	100	97	7	98	71	83	32	94	87	87	100	23
160	20	0.5	0.2	sig1	97	97	6	97	70	80	32	91	84	84	97	22
160	20	0.5	0.2	bsln	70	70	6	70	70	69	32	70	69	69	70	22
160	20	0.5	0.2	sig2	6	6	6	6	6	5	4	6	5	5	6	6
160	20	0.5	0.2	big2	70	70	22	70	70	70	35	70	70	70	70	22
160	20	0.5	0.2	s2or	70	70	6	70	70	70	34	70	70	70	70	22
320	20	0.5	0.2	raw	100	100	7	100	71	79	26	89	81	81	100	16
320	20	0.5	0.2	sig1	100	100	7	100	71	79	26	89	81	81	100	16
320	20	0.5	0.2	bsln	71	71	7	71	71	69	26	71	70	70	71	16
320	20	0.5	0.2	sig2	7	7	7	7	7	6	3	7	6	6	7	7
320	20	0.5	0.2	big2	71	71	16	71	71	70	33	71	71	71	71	16
320	20	0.5	0.2	s2or	71	71	7	71	71	70	30	71	71	71	71	16
20	40	0.5	0.2	raw	100	39	14	39	76	61	80	99	86	87	100	14
20	40	0.5	0.2	sig1	39	39	6	25	32	13	25	38	28	29	39	2
20	40	0.5	0.2	bsln	32	32	6	25	32	13	25	31	27	27	32	2
20	40	0.5	0.2	sig2	6	6	6	6	6	5	6	6	6	6	6	2
20	40	0.5	0.2	big2	32	32	6	25	32	13	25	31	27	27	32	2
20	40	0.5	0.2	s2or	32	32	6	25	32	14	25	31	27	27	32	6
40	40	0.5	0.2	raw	100	44	14	55	77	65	68	94	86	88	99	16
40	40	0.5	0.2	sig1	44	44	5	35	34	21	23	38	32	34	43	1
40	40	0.5	0.2	bsln	34	34	4	32	34	21	23	34	31	32	34	1
40	40	0.5	0.2	sig2	4	4	4	4	4	3	4	4	4	4	4	1
40	40	0.5	0.2	big2	34	34	4	32	34	21	23	34	31	32	34	1
40	40	0.5	0.2	s2or	34	34	4	32	34	22	23	34	31	32	34	4
80	40	0.5	0.2	raw	100	88	14	83	80	70	53	95	80	81	100	15
80	40	0.5	0.2	sig1	88	88	13	80	69	59	42	83	68	69	88	8
80	40	0.5	0.2	bsln	69	69	12	69	69	58	42	69	63	64	69	8
80	40	0.5	0.2	sig2	12	12	12	12	12	12	10	12	12	12	12	5
80	40	0.5	0.2	big2	69	69	15	69	69	58	43	69	63	64	69	8
80	40	0.5	0.2	s2or	69	69	12	69	69	58	44	69	63	64	69	15
160	40	0.5	0.2	raw	100	97	14	96	80	70	38	91	74	75	99	14
160	40	0.5	0.2	sig1	97	97	14	95	79	67	38	88	71	72	96	13
160	40	0.5	0.2	bsln	79	79	13	78	79	65	38	78	69	70	79	13
160	40	0.5	0.2	sig2	13	13	13	13	13	13	10	13	13	13	13	7
160	40	0.5	0.2	big2	79	79	19	78	79	65	41	78	69	70	79	13
160	40	0.5	0.2	s2or	79	79	13	78	79	65	41	78	69	70	79	19
320	40	0.5	0.2	raw	100	100	14	100	80	74	26	87	75	75	100	9
320	40	0.5	0.2	sig1	100	100	14	100	80	74	26	87	75	75	100	9
320	40	0.5	0.2	bsln	80	80	13	80	80	74	26	80	74	74	80	9
320	40	0.5	0.2	sig2	13	13	13	13	13	13	9	13	13	13	13	8
320	40	0.5	0.2	big2	80	80	14	80	80	74	29	80	74	74	80	9
320	40	0.5	0.2	s2or	80	80	13	80	80	74	30	80	74	74	80	14
20	80	0.5	0.2	raw	100	39	17	41	82	45	79	95	82	85	100	14
20	80	0.5	0.2	sig1	39	39	7	20	35	4	22	34	24	27	39	0
20	80	0.5	0.2	bsln	35	35	7	20	35	4	22	32	24	27	35	0
20	80	0.5	0.2	sig2	7	7	7	7	7	4	7	7	7	7	7	0
20	80	0.5	0.2	big2	35	35	7	20	35	4	22	32	24	27	35	0
20	80	0.5	0.2	s2or	35	35	7	20	35	7	22	32	24	27	35	7
40	80	0.5	0.2	raw	100	44	17	56	85	54	72	94	82	84	100	17
40	80	0.5	0.2	sig1	44	44	8	28	37	7	19	38	28	30	44	0
40	80	0.5	0.2	bsln	37	37	8	28	37	7	19	33	26	28	37	0
40	80	0.5	0.2	sig2	8	8	8	8	8	4	8	8	8	8	8	0
40	80	0.5	0.2	big2	37	37	8	28	37	7	19	33	26	28	37	0
40	80	0.5	0.2	s2or	37	37	8	28	37	11	19	33	26	28	37	8
80	80	0.5	0.2	raw	100	88	17	89	88	53	54	88	69	69	100	11
80	80	0.5	0.2	sig1	88	88	16	84	78	42	43	76	57	57	88	4
80	80	0.5	0.2	bsln	78	78	16	77	78	42	43	73	57	57	78	4
80	80	0.5	0.2	sig2	16	16	16	16	16	14	14	16	15	15	16	4
80	80	0.5	0.2	big2	78	78	16	77	78	42	43	73	57	57	78	4
80	80	0.5	0.2	s2or	78	78	16	77	78	44	45	73	58	58	78	16
160	80	0.5	0.2	raw	100	97	17	98	88	54	34	85	63	64	99	6
160	80	0.5	0.2	sig1	97	97	17	97	85	51	31	82	60	61	96	5
160	80	0.5	0.2	bsln	85	85	17	85	85	51	31	77	60	61	85	5
160	80	0.5	0.2	sig2	17	17	17	17	17	17	11	17	17	17	17	4
160	80	0.5	0.2	big2	85	85	18	85	85	51	32	77	60	61	85	5
160	80	0.5	0.2	s2or	85	85	17	85	85	51	37	77	60	61	85	18
320	80	0.5	0.2	raw	100	100	17	100	88	48	18	79	56	61	98	3
320	80	0.5	0.2	sig1	100	100	17	100	88	48	18	79	56	61	98	3
320	80	0.5	0.2	bsln	88	88	17	88	88	48	18	78	56	61	88	3
320	80	0.5	0.2	sig2	17	17	17	17	17	17	12	17	17	17	17	3
320	80	0.5	0.2	big2	88	88	17	88	88	48	19	78	56	61	88	3
320	80	0.5	0.2	s2or	88	88	17	88	88	48	23	78	56	61	88	17
20	160	0.5	0.2	raw	100	39	40	59	91	28	85	97	85	86	100	12
20	160	0.5	0.2	sig1	39	39	14	25	38	0	25	36	25	26	39	0
20	160	0.5	0.2	bsln	38	38	14	25	38	0	25	35	25	26	38	0
20	160	0.5	0.2	sig2	14	14	14	14	14	0	10	14	10	10	14	0
20	160	0.5	0.2	big2	38	38	14	25	38	0	25	35	25	26	38	0
20	160	0.5	0.2	s2or	38	38	14	25	38	14	29	35	29	30	38	14
40	160	0.5	0.2	raw	100	44	40	70	94	42	74	96	80	81	100	11
40	160	0.5	0.2	sig1	44	44	18	37	42	2	18	40	24	25	44	0
40	160	0.5	0.2	bsln	42	42	18	37	42	2	18	38	24	25	42	0
40	160	0.5	0.2	sig2	18	18	18	18	18	2	10	18	12	13	18	0
40	160	0.5	0.2	big2	42	42	18	37	42	2	18	38	24	25	42	0
40	160	0.5	0.2	s2or	42	42	18	37	42	18	26	38	30	30	42	18
80	160	0.5	0.2	raw	100	88	40	90	97	31	54	89	68	68	99	6
80	160	0.5	0.2	sig1	88	88	35	84	85	20	42	77	56	56	87	0
80	160	0.5	0.2	bsln	85	85	35	82	85	20	42	76	56	56	85	0
80	160	0.5	0.2	sig2	35	35	35	35	35	15	25	33	28	28	35	0
80	160	0.5	0.2	big2	85	85	35	82	85	20	42	76	56	56	85	0
80	160	0.5	0.2	s2or	85	85	35	82	85	40	52	78	63	63	85	35
160	160	0.5	0.2	raw	100	97	40	99	97	31	32	81	48	48	98	4
160	160	0.5	0.2	sig1	97	97	38	96	94	28	29	78	45	45	95	2
160	160	0.5	0.2	bsln	94	94	38	93	94	28	29	78	45	45	93	2
160	160	0.5	0.2	sig2	38	38	38	38	38	23	24	38	31	31	38	2
160	160	0.5	0.2	big2	94	94	38	93	94	28	29	78	45	45	93	2
160	160	0.5	0.2	s2or	94	94	38	93	94	43	43	78	52	52	93	38
320	160	0.5	0.2	raw	100	100	40	100	97	22	12	68	36	36	98	1
320	160	0.5	0.2	sig1	100	100	40	100	97	22	12	68	36	36	98	1
320	160	0.5	0.2	bsln	97	97	40	97	97	22	12	67	36	36	97	1
320	160	0.5	0.2	sig2	40	40	40	40	40	19	11	36	26	26	40	1
320	160	0.5	0.2	big2	97	97	40	97	97	22	12	67	36	36	97	1
320	160	0.5	0.2	s2or	97	97	40	97	97	43	41	71	50	50	97	40
20	320	0.5	0.2	raw	100	39	72	85	94	17	84	93	84	84	100	11
20	320	0.5	0.2	sig1	39	39	24	32	39	0	23	32	23	23	39	0
20	320	0.5	0.2	bsln	39	39	24	32	39	0	23	32	23	23	39	0
20	320	0.5	0.2	sig2	24	24	24	24	24	0	19	22	19	19	24	0
20	320	0.5	0.2	big2	39	39	24	32	39	0	23	32	23	23	39	0
20	320	0.5	0.2	s2or	39	39	24	32	39	24	28	34	28	28	39	24
40	320	0.5	0.2	raw	100	44	72	87	97	25	74	91	77	79	100	12
40	320	0.5	0.2	sig1	44	44	32	40	44	0	18	35	21	23	44	0
40	320	0.5	0.2	bsln	44	44	32	40	44	0	18	35	21	23	44	0
40	320	0.5	0.2	sig2	32	32	32	32	32	0	15	25	16	17	32	0
40	320	0.5	0.2	big2	44	44	32	40	44	0	18	35	21	23	44	0
40	320	0.5	0.2	s2or	44	44	32	40	44	32	35	42	37	38	44	32
80	320	0.5	0.2	raw	100	88	72	95	100	18	57	80	63	64	99	4
80	320	0.5	0.2	sig1	88	88	65	86	88	10	45	68	51	52	87	0
80	320	0.5	0.2	bsln	88	88	65	86	88	10	45	68	51	52	87	0
80	320	0.5	0.2	sig2	65	65	65	65	65	10	42	54	47	47	65	0
80	320	0.5	0.2	big2	88	88	65	86	88	10	45	68	51	52	87	0
80	320	0.5	0.2	s2or	88	88	65	86	88	65	68	79	69	70	87	65
160	320	0.5	0.2	raw	100	97	72	100	100	15	26	70	40	40	95	2
160	320	0.5	0.2	sig1	97	97	69	97	97	12	23	67	37	37	92	1
160	320	0.5	0.2	bsln	97	97	69	97	97	12	23	67	37	37	92	1
160	320	0.5	0.2	sig2	69	69	69	69	69	12	22	56	34	34	67	1
160	320	0.5	0.2	big2	97	97	69	97	97	12	23	67	37	37	92	1
160	320	0.5	0.2	s2or	97	97	69	97	97	69	70	80	72	72	94	69
320	320	0.5	0.2	raw	100	100	72	100	100	7	7	52	21	21	90	0
320	320	0.5	0.2	sig1	100	100	72	100	100	7	7	52	21	21	90	0
320	320	0.5	0.2	bsln	100	100	72	100	100	7	7	52	21	21	90	0
320	320	0.5	0.2	sig2	72	72	72	72	72	7	7	48	21	21	70	0
320	320	0.5	0.2	big2	100	100	72	100	100	7	7	52	21	21	90	0
320	320	0.5	0.2	s2or	100	100	72	100	100	72	72	76	72	72	92	72
20	20	0.8	0.2	raw	100	71	7	56	71	49	50	92	67	68	100	8
20	20	0.8	0.2	sig1	71	71	6	50	50	23	24	63	39	40	71	1
20	20	0.8	0.2	bsln	50	50	6	47	50	23	24	49	37	37	50	1
20	20	0.8	0.2	sig2	6	6	6	6	6	6	6	6	6	6	6	1
20	20	0.8	0.2	big2	50	50	6	47	50	23	24	49	37	37	50	1
20	20	0.8	0.2	s2or	50	50	6	47	50	23	24	49	37	37	50	6
40	20	0.8	0.2	raw	100	94	7	86	71	53	37	87	66	71	99	4
40	20	0.8	0.2	sig1	94	94	6	85	66	48	32	81	61	66	93	3
40	20	0.8	0.2	bsln	66	66	6	65	66	47	32	65	59	61	66	3
40	20	0.8	0.2	sig2	6	6	6	6	6	6	5	6	6	6	6	2
40	20	0.8	0.2	big2	66	66	7	65	66	47	33	65	59	61	66	3
40	20	0.8	0.2	s2or	66	66	6	65	66	47	33	65	59	61	66	7
80	20	0.8	0.2	raw	100	100	7	100	71	52	21	78	60	62	100	2
80	20	0.8	0.2	sig1	100	100	7	100	71	52	21	78	60	62	100	2
80	20	0.8	0.2	bsln	71	71	7	71	71	52	21	69	60	62	71	2
80	20	0.8	0.2	sig2	7	7	7	7	7	7	6	7	7	7	7	2
80	20	0.8	0.2	big2	71	71	7	71	71	52	22	69	60	62	71	2
80	20	0.8	0.2	s2or	71	71	7	71	71	52	22	69	60	62	71	7
160	20	0.8	0.2	raw	100	100	7	100	71	49	11	78	52	55	100	1
160	20	0.8	0.2	sig1	100	100	7	100	71	49	11	78	52	55	100	1
160	20	0.8	0.2	bsln	71	71	7	71	71	49	11	70	52	55	71	1
160	20	0.8	0.2	sig2	7	7	7	7	7	7	4	7	7	7	7	1
160	20	0.8	0.2	big2	71	71	7	71	71	49	12	70	52	55	71	1
160	20	0.8	0.2	s2or	71	71	7	71	71	49	14	70	52	55	71	7
320	20	0.8	0.2	raw	100	100	7	100	71	55	5	70	56	57	100	2
320	20	0.8	0.2	sig1	100	100	7	100	71	55	5	70	56	57	100	2
320	20	0.8	0.2	bsln	71	71	7	71	71	55	5	69	56	57	71	2
320	20	0.8	0.2	sig2	7	7	7	7	7	7	3	7	7	7	7	2
320	20	0.8	0.2	big2	71	71	7	71	71	55	6	69	56	57	71	2
320	20	0.8	0.2	s2or	71	71	7	71	71	55	9	69	56	57	71	7
20	40	0.8	0.2	raw	100	71	14	56	80	31	52	87	62	67	100	8
20	40	0.8	0.2	sig1	71	71	8	44	56	7	24	58	34	39	71	0
20	40	0.8	0.2	bsln	56	56	8	44	56	7	24	52	34	39	56	0
20	40	0.8	0.2	sig2	8	8	8	8	8	3	5	8	8	8	8	0
20	40	0.8	0.2	big2	56	56	8	44	56	7	24	52	34	39	56	0
20	40	0.8	0.2	s2or	56	56	8	44	56	12	27	52	34	39	56	8
40	40	0.8	0.2	raw	100	94	14	83	80	34	34	84	59	61	97	4
40	40	0.8	0.2	sig1	94	94	13	80	76	30	30	78	54	56	91	1
40	40	0.8	0.2	bsln	76	76	13	73	76	30	30	69	52	53	75	1
40	40	0.8	0.2	sig2	13	13	13	13	13	11	11	13	13	13	13	1
40	40	0.8	0.2	big2	76	76	13	73	76	30	30	69	52	53	75	1
40	40	0.8	0.2	s2or	76	76	13	73	76	32	32	69	52	53	75	13
80	40	0.8	0.2	raw	100	100	14	99	80	28	14	77	37	38	96	4
80	40	0.8	0.2	sig1	100	100	14	99	80	28	14	77	37	38	96	4
80	40	0.8	0.2	bsln	80	80	13	80	80	28	14	72	36	37	80	4
80	40	0.8	0.2	sig2	13	13	13	13	13	12	10	13	13	13	13	4
80	40	0.8	0.2	big2	80	80	13	80	80	28	14	72	36	37	80	4
80	40	0.8	0.2	s2or	80	80	13	80	80	29	17	72	36	37	80	13
160	40	0.8	0.2	raw	100	100	14	100	80	27	9	62	34	36	92	3
160	40	0.8	0.2	sig1	100	100	14	100	80	27	9	62	34	36	92	3
160	40	0.8	0.2	bsln	80	80	13	80	80	27	9	60	34	36	79	3
160	40	0.8	0.2	sig2	13	13	13	13	13	10	8	13	12	12	13	3
160	40	0.8	0.2	big2	80	80	13	80	80	27	9	60	34	36	79	3
160	40	0.8	0.2	s2or	80	80	13	80	80	30	14	60	35	37	79	13
320	40	0.8	0.2	raw	100	100	14	100	80	30	3	55	38	42	93	1
320	40	0.8	0.2	sig1	100	100	14	100	80	30	3	55	38	42	93	1
320	40	0.8	0.2	bsln	80	80	13	80	80	30	3	55	38	42	80	1
320	40	0.8	0.2	sig2	13	13	13	13	13	12	3	13	12	13	13	1
320	40	0.8	0.2	big2	80	80	13	80	80	30	4	55	38	42	80	1
320	40	0.8	0.2	s2or	80	80	13	80	80	31	13	55	39	42	80	13
20	80	0.8	0.2	raw	100	71	17	55	88	20	52	77	55	60	100	5
20	80	0.8	0.2	sig1	71	71	11	43	61	1	23	48	26	31	71	0
20	80	0.8	0.2	bsln	61	61	11	43	61	1	23	46	26	31	61	0
20	80	0.8	0.2	sig2	11	11	11	11	11	1	6	11	6	8	11	0
20	80	0.8	0.2	big2	61	61	11	43	61	1	23	46	26	31	61	0
20	80	0.8	0.2	s2or	61	61	11	43	61	11	28	46	31	34	61	11
40	80	0.8	0.2	raw	100	94	17	82	88	18	34	72	42	44	96	1
40	80	0.8	0.2	sig1	94	94	15	78	82	13	28	66	36	38	90	0
40	80	0.8	0.2	bsln	82	82	15	75	82	13	28	63	36	38	82	0
40	80	0.8	0.2	sig2	15	15	15	15	15	6	11	15	12	12	15	0
40	80	0.8	0.2	big2	82	82	15	75	82	13	28	63	36	38	82	0
40	80	0.8	0.2	s2or	82	82	15	75	82	22	32	63	39	41	82	15
80	80	0.8	0.2	raw	100	100	17	98	88	7	8	54	18	20	91	0
80	80	0.8	0.2	sig1	100	100	17	98	88	7	8	54	18	20	91	0
80	80	0.8	0.2	bsln	88	88	17	87	88	7	8	53	18	20	85	0
80	80	0.8	0.2	sig2	17	17	17	17	17	3	3	16	7	7	17	0
80	80	0.8	0.2	big2	88	88	17	87	88	7	8	53	18	20	85	0
80	80	0.8	0.2	s2or	88	88	17	87	88	21	22	54	28	30	85	17
160	80	0.8	0.2	raw	100	100	17	100	88	4	1	37	10	10	79	0
160	80	0.8	0.2	sig1	100	100	17	100	88	4	1	37	10	10	79	0
160	80	0.8	0.2	bsln	88	88	17	88	88	4	1	37	10	10	77	0
160	80	0.8	0.2	sig2	17	17	17	17	17	4	1	17	7	7	17	0
160	80	0.8	0.2	big2	88	88	17	88	88	4	1	37	10	10	77	0
160	80	0.8	0.2	s2or	88	88	17	88	88	17	17	37	20	20	77	17
320	80	0.8	0.2	raw	100	100	17	100	88	7	1	19	9	9	74	0
320	80	0.8	0.2	sig1	100	100	17	100	88	7	1	19	9	9	74	0
320	80	0.8	0.2	bsln	88	88	17	88	88	7	1	19	9	9	74	0
320	80	0.8	0.2	sig2	17	17	17	17	17	6	1	13	8	8	17	0
320	80	0.8	0.2	big2	88	88	17	88	88	7	1	19	9	9	74	0
320	80	0.8	0.2	s2or	88	88	17	88	88	18	17	23	18	18	74	17
20	160	0.8	0.2	raw	100	71	40	68	97	14	48	71	48	54	100	3
20	160	0.8	0.2	sig1	71	71	29	52	69	0	19	42	19	25	71	0
20	160	0.8	0.2	bsln	69	69	29	52	69	0	19	42	19	25	69	0
20	160	0.8	0.2	sig2	29	29	29	29	29	0	11	21	11	15	29	0
20	160	0.8	0.2	big2	69	69	29	52	69	0	19	42	19	25	69	0
20	160	0.8	0.2	s2or	69	69	29	52	69	29	37	50	37	39	69	29
40	160	0.8	0.2	raw	100	94	40	90	97	9	31	64	41	41	94	0
40	160	0.8	0.2	sig1	94	94	37	85	91	4	25	58	35	35	88	0
40	160	0.8	0.2	bsln	91	91	37	85	91	4	25	58	35	35	87	0
40	160	0.8	0.2	sig2	37	37	37	37	37	4	16	30	19	19	36	0
40	160	0.8	0.2	big2	91	91	37	85	91	4	25	58	35	35	87	0
40	160	0.8	0.2	s2or	91	91	37	85	91	37	46	65	53	53	88	37
80	160	0.8	0.2	raw	100	100	40	100	97	4	5	35	12	13	81	0
80	160	0.8	0.2	sig1	100	100	40	100	97	4	5	35	12	13	81	0
80	160	0.8	0.2	bsln	97	97	40	97	97	4	5	35	12	13	80	0
80	160	0.8	0.2	sig2	40	40	40	40	40	4	4	22	8	8	38	0
80	160	0.8	0.2	big2	97	97	40	97	97	4	5	35	12	13	80	0
80	160	0.8	0.2	s2or	97	97	40	97	97	40	41	53	44	45	82	40
160	160	0.8	0.2	raw	100	100	40	100	97	2	2	15	3	3	55	0
160	160	0.8	0.2	sig1	100	100	40	100	97	2	2	15	3	3	55	0
160	160	0.8	0.2	bsln	97	97	40	97	97	2	2	15	3	3	55	0
160	160	0.8	0.2	sig2	40	40	40	40	40	2	2	14	3	3	31	0
160	160	0.8	0.2	big2	97	97	40	97	97	2	2	15	3	3	55	0
160	160	0.8	0.2	s2or	97	97	40	97	97	40	40	41	40	40	64	40
320	160	0.8	0.2	raw	100	100	40	100	97	0	0	5	0	0	35	0
320	160	0.8	0.2	sig1	100	100	40	100	97	0	0	5	0	0	35	0
320	160	0.8	0.2	bsln	97	97	40	97	97	0	0	5	0	0	35	0
320	160	0.8	0.2	sig2	40	40	40	40	40	0	0	5	0	0	28	0
320	160	0.8	0.2	big2	97	97	40	97	97	0	0	5	0	0	35	0
320	160	0.8	0.2	s2or	97	97	40	97	97	40	40	40	40	40	47	40
20	320	0.8	0.2	raw	100	71	72	86	100	9	48	66	47	50	99	4
20	320	0.8	0.2	sig1	71	71	49	61	71	0	19	37	18	21	70	0
20	320	0.8	0.2	bsln	71	71	49	61	71	0	19	37	18	21	70	0
20	320	0.8	0.2	sig2	49	49	49	49	49	0	16	25	15	18	49	0
20	320	0.8	0.2	big2	71	71	49	61	71	0	19	37	18	21	70	0
20	320	0.8	0.2	s2or	71	71	49	61	71	49	52	61	52	52	70	49
40	320	0.8	0.2	raw	100	94	72	95	100	4	28	51	32	34	93	1
40	320	0.8	0.2	sig1	94	94	67	89	94	0	22	45	26	28	87	0
40	320	0.8	0.2	bsln	94	94	67	89	94	0	22	45	26	28	87	0
40	320	0.8	0.2	sig2	67	67	67	67	67	0	18	32	20	22	62	0
40	320	0.8	0.2	big2	94	94	67	89	94	0	22	45	26	28	87	0
40	320	0.8	0.2	s2or	94	94	67	89	94	67	71	80	73	73	92	67
80	320	0.8	0.2	raw	100	100	72	100	100	1	8	21	10	10	73	0
80	320	0.8	0.2	sig1	100	100	72	100	100	1	8	21	10	10	73	0
80	320	0.8	0.2	bsln	100	100	72	100	100	1	8	21	10	10	73	0
80	320	0.8	0.2	sig2	72	72	72	72	72	1	7	17	9	9	55	0
80	320	0.8	0.2	big2	100	100	72	100	100	1	8	21	10	10	73	0
80	320	0.8	0.2	s2or	100	100	72	100	100	72	73	76	73	73	90	72
160	320	0.8	0.2	raw	100	100	72	100	100	0	0	5	0	0	36	0
160	320	0.8	0.2	sig1	100	100	72	100	100	0	0	5	0	0	36	0
160	320	0.8	0.2	bsln	100	100	72	100	100	0	0	5	0	0	36	0
160	320	0.8	0.2	sig2	72	72	72	72	72	0	0	4	0	0	32	0
160	320	0.8	0.2	big2	100	100	72	100	100	0	0	5	0	0	36	0
160	320	0.8	0.2	s2or	100	100	72	100	100	72	72	73	72	72	76	72
320	320	0.8	0.2	raw	100	100	72	100	100	0	0	1	0	0	8	0
320	320	0.8	0.2	sig1	100	100	72	100	100	0	0	1	0	0	8	0
320	320	0.8	0.2	bsln	100	100	72	100	100	0	0	1	0	0	8	0
320	320	0.8	0.2	sig2	72	72	72	72	72	0	0	1	0	0	8	0
320	320	0.8	0.2	big2	100	100	72	100	100	0	0	1	0	0	8	0
320	320	0.8	0.2	s2or	100	100	72	100	100	72	72	72	72	72	72	72
20	20	1	0.2	raw	100	88	7	73	71	28	33	80	51	59	100	3
20	20	1	0.2	sig1	88	88	6	71	64	21	26	68	42	50	88	1
20	20	1	0.2	bsln	64	64	6	60	64	21	26	59	40	48	64	1
20	20	1	0.2	sig2	6	6	6	6	6	5	6	6	6	6	6	1
20	20	1	0.2	big2	64	64	6	60	64	21	26	59	40	48	64	1
20	20	1	0.2	s2or	64	64	6	60	64	22	26	59	40	48	64	6
40	20	1	0.2	raw	100	99	7	95	71	35	21	76	46	48	98	3
40	20	1	0.2	sig1	99	99	7	95	70	34	20	75	45	47	97	2
40	20	1	0.2	bsln	70	70	7	70	70	34	20	64	43	45	70	2
40	20	1	0.2	sig2	7	7	7	7	7	7	6	7	7	7	7	2
40	20	1	0.2	big2	70	70	7	70	70	34	20	64	43	45	70	2
40	20	1	0.2	s2or	70	70	7	70	70	34	21	64	43	45	70	7
80	20	1	0.2	raw	100	100	7	100	71	32	4	65	38	40	98	1
80	20	1	0.2	sig1	100	100	7	100	71	32	4	65	38	40	98	1
80	20	1	0.2	bsln	71	71	7	71	71	32	4	60	37	39	71	1
80	20	1	0.2	sig2	7	7	7	7	7	7	3	7	7	7	7	1
80	20	1	0.2	big2	71	71	7	71	71	32	5	60	37	39	71	1
80	20	1	0.2	s2or	71	71	7	71	71	32	8	60	37	39	71	7
160	20	1	0.2	raw	100	100	7	100	71	31	1	59	33	36	98	1
160	20	1	0.2	sig1	100	100	7	100	71	31	1	59	33	36	98	1
160	20	1	0.2	bsln	71	71	7	71	71	31	1	58	33	36	71	1
160	20	1	0.2	sig2	7	7	7	7	7	7	0	7	7	7	7	1
160	20	1	0.2	big2	71	71	7	71	71	31	2	58	33	36	71	1
