n1	n2	d	lo	hi
160	10	3.3	1.894576866287	4.74117002467931
160	20	3.3	2.28655635262525	4.33038895243998
160	40	3.3	2.5466794386144	4.06066467525787
160	80	3.3	2.71651141647246	3.8859736513477
160	160	3.3	2.82305257134762	3.77694742865238
160	320	3.3	2.88683789122074	3.71273660609732
160	640	3.3	2.92225558557744	3.67622188741354
160	1280	3.3	2.94135028459329	3.65666384824368
160	2560	3.3	2.951304775301	3.64650691213581
160	5120	3.3	2.95640029461357	3.64132761130693
320	10	3.3	1.91504987776083	4.72133568113482
320	20	3.3	2.31514433406775	4.30245971078301
320	40	3.3	2.58560198452058	4.02238135816061
320	80	3.3	2.76771099633602	3.83534026423067
320	160	3.3	2.88726339390268	3.71316210877926
320	320	3.3	2.96299023093456	3.63700976906544
320	640	3.3	3.00748760890851	3.59114770650275
320	1280	3.3	3.03260090748857	3.5653925000387
320	2560	3.3	3.04610825920778	3.55157726167263
320	5120	3.3	3.05315305580935	3.54439438756506
640	10	3.3	1.92548981682689	4.71144714139903
640	20	3.3	2.32988037579114	4.2883892888127
640	40	3.3	2.60605769182359	4.00272522447574
640	80	3.3	2.79549728843359	3.80850478169146
640	160	3.3	2.92377811258646	3.67774441442256
640	320	3.3	3.00885229349725	3.59251239109148
640	640	3.3	3.06176712758662	3.53823287241338
640	1280	3.3	3.09337551637764	3.50596381617486
640	2560	3.3	3.11118151944585	3.48782713618436
640	5120	3.3	3.12076602885464	3.47809135624678
1280	10	3.3	1.9307138955932	4.70645718338575
1280	20	3.3	2.33729637096866	4.28125030546419
1280	40	3.3	2.61646352024768	3.99264819125466
1280	80	3.3	2.80990901043496	3.79448547879281
1280	160	3.3	2.94333615175632	3.65864971540671
1280	320	3.3	3.0346074999613	3.56739909251143
1280	640	3.3	3.09403618382514	3.50662448362236
1280	1280	3.3	3.13159611255322	3.46840388744678
1280	2560	3.3	3.15399105961018	3.44566334069043
1280	5120	3.3	3.16661706073296	3.43287327385029
2560	10	3.3	1.93332433429308	4.70395176201461
2560	20	3.3	2.3410129214301	4.2776558204911
2560	40	3.3	2.62170798422354	3.98754654985312
2560	80	3.3	2.81725046083217	3.78731368758073
2560	160	3.3	2.95349308786419	3.648695224699
2560	320	3.3	3.04842273832737	3.55389174079222
2560	640	3.3	3.11217286381564	3.48881848055415
2560	1280	3.3	3.15433665930957	3.44600894038982
2560	2560	3.3	3.1809346810038	3.4190653189962
2560	5120	3.3	3.19680625987288	3.40302450325173
5120	10	3.3	1.93462830213965	4.70269488766363
5120	20	3.3	2.34287215329057	4.27585004030019
5120	40	3.3	2.62433917033123	3.98497639085496
5120	80	3.3	2.82095447434576	3.78368070864702
5120	160	3.3	2.95867238869307	3.64359970538643
5120	320	3.3	3.05560561243494	3.54684694419065
5120	640	3.3	3.12190864375322	3.47923397114536
5120	1280	3.3	3.16712672614971	3.43338293926704
5120	2560	3.3	3.19697549674827	3.40319374012712
5120	5120	3.3	3.21581896838348	3.38418103161652
10	10	3.35	1.37656631589455	5.32343368410545
10	20	3.35	1.63877230946952	5.04137357623441
10	40	3.35	1.78147023420508	4.8891837951334
10	80	3.35	1.85695566364532	4.80934985983698
10	160	3.35	1.89598195682828	4.76836563497315
10	320	3.35	1.91598744027956	4.74772663019477
10	640	3.35	1.92596884164368	4.7371951381595
10	1280	3.35	1.93099476158488	4.7319271929142
10	2560	3.35	1.93352158030818	4.72929579260137
10	5120	3.35	1.93478921327998	4.72798061671973
20	10	3.35	1.65862642376559	5.06122769053048
20	20	3.35	1.97355375053718	4.72644624946282
20	40	3.35	2.1556006970001	4.53446040815114
20	80	3.35	2.25661742324894	4.42868517959714
20	160	3.35	2.31054219003804	4.37255600225565
20	320	3.35	2.33871562344811	4.34373006195441
20	640	3.35	2.3529198583907	4.32886161157216
20	1280	3.35	2.36011114994079	4.32138173227213
20	2560	3.35	2.36373675812457	4.31763453161001
20	5120	3.35	2.36555820909986	4.31575891574014
40	10	3.35	1.8108162048666	4.91852976579492
40	20	3.35	2.16553959184886	4.5443993029999
40	40	3.35	2.38308124652382	4.31691875347618
40	80	3.35	2.5110556395326	4.18399468465266
40	160	3.35	2.58265736498733	4.11000407570976
40	320	3.35	2.62127627246313	4.07075297666975
40	640	3.35	2.64111990463203	4.05011104258968
40	1280	3.35	2.65127107095181	4.03961430317126
40	2560	3.35	2.65641701066714	4.03432594873386
40	5120	3.35	2.65900953661576	4.03167125557555
80	10	3.35	1.89065014016302	4.84304433635468
80	20	3.35	2.27131482040286	4.44338257675106
80	40	3.35	2.51600531534734	4.1889443604674
80	80	3.35	2.66849952445724	4.03150047554276
80	160	3.35	2.75887397476245	3.93864417030288
80	320	3.35	2.80995043812611	3.8870108169436
80	640	3.35	2.83704167048984	3.85897076152972
80	1280	3.35	2.85116398035649	3.84443265595479
80	2560	3.35	2.8583979034861	3.83702953529188
80	5120	3.35	2.86206242336451	3.83329231818236
160	10	3.35	1.93163436502685	4.80401804317172
160	20	3.35	2.32744399774435	4.38945780996196
160	40	3.35	2.58999592429024	4.11734263501268
160	80	3.35	2.76135582969712	3.94112602523755
160	160	3.35	2.86886692196472	3.83113307803528
160	320	3.35	2.93321157604039	3.76637446735188
160	640	3.35	2.96896809991759	3.72952380115123
160	1280	3.35	2.98820387569746	3.70979262196805
160	2560	3.35	2.99824485453171	3.69954949262553
160	5120	3.35	3.00338473813251	3.69432331370707
320	10	3.35	1.95227336980523	4.78401255972044
320	20	3.35	2.35626993804559	4.36128437655189
320	40	3.35	2.62924702333025	4.07872372753687
320	80	3.35	2.8129891830564	3.89004956187389
320	160	3.35	2.93362553264812	3.76678842395961
320	320	3.35	3.01001286990594	3.68998713009406
320	640	3.35	3.05493396135226	3.64370370649229
320	1280	3.35	3.08023140686286	3.6177205303851
320	2560	3.35	3.09385484457777	3.60378809933051
320	5120	3.35	3.10096024806805	3.59654025214809
640	10	3.35	1.9628048618405	4.77403115835632
640	20	3.35	2.37113838842784	4.3470801416093
640	40	3.35	2.64988895741032	4.05888009536797
640	80	3.35	2.84102923847028	3.86295832951016
640	160	3.35	2.97047619884877	3.73103190008241
640	320	3.35	3.05629629350771	3.64506603864774
640	640	3.35	3.10971977663365	3.59028022336635
640	1280	3.35	3.14156364899349	3.55771856181707
640	2560	3.35	3.1595243867998	3.53942311869323
640	5120	3.35	3.16919232145718	3.52959625403365
1280	10	3.35	1.9680728070858	4.76900523841512
1280	20	3.35	2.37861826772787	4.33988885005921
1280	40	3.35	2.66038569682874	4.04872892904819
1280	80	3.35	2.85556734404521	3.84883601964351
1280	160	3.35	2.99020737803195	3.71179612430254
1280	320	3.35	3.0822794696149	3.61976859313714
1280	640	3.35	3.14228143818293	3.55843635100651
1280	1280	3.35	3.18012319874899	3.51987680125101
1280	2560	3.35	3.20271329182048	3.49694299770793
1280	5120	3.35	3.21544951950138	3.48403708868386
2560	10	3.35	1.97070420739863	4.76647841969182
2560	20	3.35	2.38236546838999	4.33626324187543
2560	40	3.35	2.66567405126614	4.04358298933286
2560	80	3.35	2.86297046470812	3.8416020965139
2560	160	3.35	3.00045050737447	3.70175514546829
2560	320	3.35	3.09621190066949	3.60614515542223
2560	640	3.35	3.16057688130677	3.54047561320021
2560	1280	3.35	3.20305700229207	3.49728670817952
2560	2560	3.35	3.22988550720884	3.47011449279116
2560	5120	3.35	3.24589453052539	3.45392876380449
5120	10	3.35	1.97201938328027	4.76521078672002
5120	20	3.35	2.38424108425986	4.33444179090014
5120	40	3.35	2.66832874442445	4.04099046338424
5120	80	3.35	2.86670768181764	3.83793757663549
5120	160	3.35	3.00567668629293	3.69661526186749
5120	320	3.35	3.10345974785191	3.59903975193195
5120	640	3.35	3.17040374596635	3.53080767854282
5120	1280	3.35	3.21596291131614	3.48455048049862
5120	2560	3.35	3.24607123619551	3.45410546947461
5120	5120	3.35	3.26507859314649	3.43492140685351
10	10	3.4	1.40869996444029	5.39130003555971
10	20	3.4	1.67351392985388	5.106727160443
10	40	3.4	1.81752639455015	4.953226223352
10	80	3.4	1.89368109000263	4.87272585852011
10	160	3.4	1.93305622732495	4.83139771919168
10	320	3.4	1.95323883354457	4.81059830554728
10	640	3.4	1.9633048178907	4.79997722549588
10	1280	3.4	1.96837604548164	4.79466694758442
10	2560	3.4	1.97092452166327	4.79201255144727
10	5120	3.4	1.97220323483285	4.79068697449177
20	10	3.4	1.693272839557	5.12648607014612
20	20	3.4	2.01133304245318	4.78866695754682
20	40	3.4	2.1950666074346	4.59498536380025
20	80	3.4	2.29698666046626	4.48830132460744
20	160	3.4	2.35139816862461	4.43168684652643
20	320	3.4	2.37982372045946	4.40262949208637
20	640	3.4	2.39414970553775	4.38763077650287
20	1280	3.4	2.4014065313029	4.3800888803945
20	2560	3.4	2.40506357421337	4.37630797506487
20	5120	3.4	2.40690112718043	4.37441704614071
40	10	3.4	1.846773776648	4.98247360544985
40	20	3.4	2.20501463619975	4.6049333925654
40	40	3.4	2.42457261611453	4.37542738388547
40	80	3.4	2.55369477852026	4.24134911581289
40	160	3.4	2.62594580197617	4.16671136083437
40	320	3.4	2.6649124255902	4.12714129296733
40	640	3.4	2.68492733545165	4.10631658074301
40	1280	3.4	2.69517164044074	4.09573182693462
40	2560	3.4	2.70036252811077	4.09039541113198
40	5120	3.4	2.70297814100992	4.08771879525458
80	10	3.4	1.92727414147989	4.90631890999737
80	20	3.4	2.31169867539256	4.50301333953374
80	40	3.4	2.55865088418711	4.24630522147974
80	80	3.4	2.71251015909372	4.08748984090628
80	160	3.4	2.80370338343757	3.99381837080264
80	320	3.4	2.85523996521664	3.94176416142859
80	640	3.4	2.88256529974328	3.91347547059495
80	1280	3.4	2.89681735931724	3.89881531820905
80	2560	3.4	2.90411458428681	3.89134485891511
80	5120	3.4	2.90781179884573	3.88757675089838
160	10	3.4	1.96860228080832	4.86694377267505
160	20	3.4	2.36831315347357	4.44860183137539
160	40	3.4	2.63328863916563	4.17405419802383
160	80	3.4	2.80618162919736	3.99629661656243
160	160	3.4	2.91466750461446	3.88533249538554
160	320	3.4	2.97959368267054	3.82004259329605
160	640	3.4	3.01566076809266	3.78286346453684
160	1280	3.4	3.03507432806415	3.76296569432172
160	2560	3.4	3.04520383081212	3.75262890402909
160	5120	3.4	3.05038992933723	3.74735926875653
320	10	3.4	1.98940169445272	4.84676116645543
320	20	3.4	2.39737050791363	4.42017627954054
320	40	3.4	2.67285870703267	4.1350875744098
320	80	3.4	2.85823583857141	3.94476003478335
320	160	3.4	2.97995740670395	3.82040631732946
320	320	3.4	3.05702825078991	3.74297174921009
320	640	3.4	3.10233442542203	3.69627398308072
320	1280	3.4	3.12786235992876	3.67007024239596
320	2560	3.4	3.14160404264751	3.65600973522529
320	5120	3.4	3.14877231320067	3.64870123072562
640	10	3.4	2.00002277450412	4.8366951821093
640	20	3.4	2.41236922349713	4.40585029446225
640	40	3.4	2.69368341925699	4.11507266454835
640	80	3.4	2.88652452940505	3.91743470025672
640	160	3.4	3.01713653546316	3.78433923190734
640	320	3.4	3.10372601691928	3.69766557457797
640	640	3.4	3.15760889747534	3.64239110252466
640	1280	3.4	3.1897440905995	3.60955454984422
640	2560	3.4	3.20786170847436	3.59109201464929
640	5120	3.4	3.2176157821827	3.58118354146291
1280	10	3.4	2.00533305241558	4.83162395451836
1280	20	3.4	2.41991111960549	4.3985934686971
1280	40	3.4	2.70426817306538	4.10482835955926
1280	80	3.4	2.90118468179095	3.90318264068276
1280	160	3.4	3.03703430567828	3.76492567193585
1280	320	3.4	3.12992975760404	3.67213764007124
1280	640	3.4	3.19044545015578	3.6102559094005
1280	1280	3.4	3.22863136163485	3.57136863836515
1280	2560	3.4	3.25141741068453	3.54822367866653
1280	5120	3.4	3.26426619549234	3.53520938041331
2560	10	3.4	2.00798744855273	4.82907547833673
2560	20	3.4	2.42369202493513	4.39493642578663
2560	40	3.4	2.70960458886802	4.09963747188923
2560	80	3.4	2.90865514108489	3.89588541571319
2560	160	3.4	3.04737109597091	3.75479616918788
2560	320	3.4	3.14399026477471	3.65839595735249
2560	640	3.4	3.2089079853507	3.59213829152564
2560	1280	3.4	3.25177632133347	3.54858258931547
2560	2560	3.4	3.27883963292396	3.52116036707604
2560	5120	3.4	3.29499183656289	3.50483869602544
5120	10	3.4	2.00931302550823	4.82779676516715
5120	20	3.4	2.42558295385929	4.39309887281957
5120	40	3.4	2.71228120474542	4.09702185899008
5120	80	3.4	2.91242324910162	3.89218820115427
5120	160	3.4	3.05264073124347	3.74961007066277
5120	320	3.4	3.15129876927438	3.65122768679933
5120	640	3.4	3.21881645853709	3.5823842178173
5120	1280	3.4	3.26479061958669	3.53573380450766
5120	2560	3.4	3.29516130397456	3.50500816343711
5120	5120	3.4	3.31433768609973	3.48566231390027
10	10	3.45	1.44075814666998	5.45924185333002
10	20	3.45	1.70813894206831	5.17214185958998
10	40	3.45	1.85349943946639	5.01732555747664
10	80	3.45	1.93034177444796	4.93615185156914
10	160	3.45	1.9700629302858	4.89447879225827
10	320	3.45	1.9904236930413	4.8735131006559
10	640	3.45	2.00057476132683	4.86280134181084
10	1280	3.45	2.00569034170782	4.85744492698869
10	2560	3.45	2.00826052964032	4.85476912539118
10	5120	3.45	2.00954941099593	4.85343263702749
20	10	3.45	1.72785814041002	5.19186105793169
20	20	3.45	2.04900046234202	4.85099953765798
20	40	3.45	2.23446151884725	4.65562702486519
20	80	3.45	2.33730917058377	4.54803207871548
20	160	3.45	2.39220347434242	4.49093520511593
20	320	3.45	2.42088253575493	4.46164058227455
20	640	3.45	2.43533094957925	4.44651129014594
20	1280	3.45	2.44265192291091	4.43890259503756
20	2560	3.45	2.44634046620779	4.43509056214042
20	5120	3.45	2.44819280360882	4.43318375019107
40	10	3.45	1.88267444252336	5.04650056053361
40	20	3.45	2.24437297513481	4.66553848115275
40	40	3.45	2.46599257231943	4.43400742768057
40	80	3.45	2.59629179432643	4.29876883810227
40	160	3.45	2.66918612444408	4.22348574382142
40	320	3.45	2.7085018045999	4.18358759691671
40	640	3.45	2.72868862448373	4.1625790103796
40	1280	3.45	2.73902393360783	4.15189916449392
40	2560	3.45	2.74425976567904	4.14651813347778
40	5120	3.45	2.74689653868825	4.14381869482237
80	10	3.45	1.96384814843086	4.96965822555204
80	20	3.45	2.35196792128452	4.56269082941623
80	40	3.45	2.60123116189773	4.30370820567357
80	80	3.45	2.75649035822324	4.14350964177676
80	160	3.45	2.84849502823036	4.04902193498973
80	320	3.45	2.90049340624107	3.99653256541024
80	640	3.45	2.92805362032858	3.96799220914742
80	1280	3.45	2.94243237910065	3.95319928440044
80	2560	3.45	2.94979284177219	3.94566580774471
80	5120	3.45	2.95351999021965	3.94186529049006
160	10	3.45	2.00552120774173	4.9299370697142
160	20	3.45	2.40906479488407	4.50779652565758
160	40	3.45	2.67651425617858	4.23081387555592
160	80	3.45	2.85097806501027	4.05150497176964
160	160	3.45	2.96042887500884	3.93957112499116
160	320	3.45	3.02593732545052	3.87373394114723
160	640	3.45	3.06231497499437	3.83622342829469
160	1280	3.45	3.08190144642102	3.81614495442022
160	2560	3.45	3.09211893525382	3.80572067805161
160	5120	3.45	3.09734711758868	3.80040558188354
320	10	3.45	2.0264868993441	4.9095763069587
320	20	3.45	2.43835941772545	4.47911746424507
320	40	3.45	2.71641240308329	4.1914981954001
320	80	3.45	2.90346743458977	3.99950659375893
320	160	3.45	3.02626605885277	3.87406267454948
320	320	3.45	3.10402352912212	3.79597647087788
320	640	3.45	3.14971639227445	3.74886084066777
320	1280	3.45	3.1754692884175	3.72241768145319
320	2560	3.45	3.18932889888038	3.7082372287538
320	5120	3.45	3.19655449909681	3.7008651776076
640	10	3.45	2.03719865818916	4.89942523867317
640	20	3.45	2.45348870985406	4.46466905042075
640	40	3.45	2.7374209896204	4.17131137551627
640	80	3.45	2.93200779085258	3.97194637967142
640	160	3.45	3.06377657170531	3.83768502500563
640	320	3.45	3.15113915933223	3.75028360772555
640	640	3.45	3.20548347959247	3.69451652040753
640	1280	3.45	3.23790286356122	3.66138098267321
640	2560	3.45	3.25617660966115	3.6427614924771
640	5120	3.45	3.26600895236017	3.63276723996288
1280	10	3.45	2.04255507301132	4.89430965829219
1280	20	3.45	2.46109740496244	4.45734807708909
1280	40	3.45	2.74810083550608	4.16097606639218
1280	80	3.45	2.94680071559956	3.95756762089935
1280	160	3.45	3.08385504557978	3.81809855357898
1280	320	3.45	3.17758231854681	3.7245307115825
1280	640	3.45	3.23861901732679	3.66209713643878
1280	1280	3.45	3.27714518702329	3.62285481297671
1280	2560	3.45	3.30012973034611	3.59951207147024
1280	5120	3.45	3.31308288384834	3.58638449522205
2560	10	3.45	2.04523087460882	4.89173947035968
2560	20	3.45	2.46490943785958	4.45365953379221
2560	40	3.45	2.75348186652222	4.15574023432096
2560	80	3.45	2.95433419225529	3.95020715822781
2560	160	3.45	3.09427932194839	3.80788106474618
2560	320	3.45	3.1917627712462	3.71067110111962
2560	640	3.45	3.2572385075229	3.64382339033885
2560	1280	3.45	3.30048792852976	3.59987026965389
2560	2560	3.45	3.32778637198643	3.57221362801357
2560	5120	3.45	3.34406903266091	3.55574990257154
5120	10	3.45	2.04656736297251	4.89045058900407
5120	20	3.45	2.46681624980893	4.45180719639118
5120	40	3.45	2.75618130517763	4.15310346131175
5120	80	3.45	2.95813470950994	3.94648000978035
5120	160	3.45	3.09959441811646	3.80265288241132
5120	320	3.45	3.1991348223924	3.70344550090319
5120	640	3.45	3.26723276003712	3.63399104763983
5120	1280	3.45	3.31361550477795	3.58691711615166
5120	2560	3.45	3.34425009742846	3.55593096733909
5120	5120	3.45	3.36358101560973	3.53641898439027
10	10	3.5	1.47270381473671	5.52729618526329
10	20	3.5	1.74269372314082	5.23764768382312
10	40	3.5	1.88938826280517	5.08151637989285
10	80	3.5	1.96691836260972	4.99966701759332
10	160	3.5	2.00699645754693	4.95765428974814
10	320	3.5	2.02753648864936	4.93650664835754
10	640	3.5	2.03776809952799	4.9257105295724
10	1280	3.5	2.04293044971217	4.92030923040127
10	2560	3.5	2.04552440932412	4.91761318508794
10	5120	3.5	2.04682291614567	4.91626399805506
20	10	3.5	1.76235231617688	5.25730627685918
20	20	3.5	2.0866299136456	4.9133700863544
20	40	3.5	2.27380270009166	4.71630160230716
20	80	3.5	2.37757897506505	4.60778910066981
20	160	3.5	2.4329717772757	4.55021500480936
20	320	3.5	2.46190634210018	4.52066002110448
20	640	3.5	2.47647091830728	4.50540839564786
20	1280	3.5	2.48385959400841	4.49773435235468
20	2560	3.5	2.48758264822025	4.49389268557564
20	5120	3.5	2.48944901793519	4.49196735838055
40	10	3.5	1.91848362010715	5.11061173719483
40	20	3.5	2.28369839769284	4.72619729990834
40	40	3.5	2.50735988138901	4.49264011861099
40	80	3.5	2.63883593665924	4.35623682989224
40	160	3.5	2.71239361679599	4.28031812334958
40	320	3.5	2.75206081173309	4.24006195415119
40	640	3.5	2.77241057742414	4.21888167269745
40	1280	3.5	2.78284178073296	4.20810921132951
40	2560	3.5	2.78812678027738	4.20268590973624
40	5120	3.5	2.79078361967191	4.19996003985482
80	10	3.5	2.00033298240668	5.03308163739028
80	20	3.5	2.39221089933019	4.62242102493495
80	40	3.5	2.64376317010776	4.36116406334076
80	80	3.5	2.80042109252963	4.19957890747037
80	160	3.5	2.89326206756823	4.10428926230848
80	320	3.5	2.94572557957882	4.05132643224826
80	640	3.5	2.97350833659767	4.02255143120443
80	1280	3.5	2.98802049332991	4.00762958353826
80	2560	3.5	2.99545011669199	4.00003662531395
80	5120	3.5	2.99920565307349	3.99619874678105
160	10	3.5	2.04234571025186	4.99300354245307
160	20	3.5	2.44978499519064	4.5670282227243
160	40	3.5	2.71968187665042	4.28760638320401
160	80	3.5	2.89571073769152	4.10673793243177
160	160	3.5	3.00615206448192	3.99384793551808
160	320	3.5	3.0722442310183	3.92741210297525
160	640	3.5	3.10891390155614	3.88958987297919
160	1280	3.5	3.12868089193519	3.86933462463918
160	2560	3.5	3.13899383729635	3.8588271137045
160	5120	3.5	3.14426155299512	3.85345928645492
320	10	3.5	2.06349335164246	4.97246351135064
320	20	3.5	2.47933997889552	4.53809365789982
320	40	3.5	2.75993804584881	4.24793918826691
320	80	3.5	2.94867356775174	4.05427442042118
320	160	3.5	3.07258789702475	3.9277557689817
320	320	3.5	3.15104395656274	3.84895604343726
320	640	3.5	3.197107843036	3.80144565614651
320	1280	3.5	3.22310073606399	3.77476768266851
320	2560	3.5	3.23709170445899	3.76047286233149
320	5120	3.5	3.24437299627835	3.75302703741475
640	10	3.5	2.0742894704276	4.96223190047201
640	20	3.5	2.49459160435214	4.52352908169272
640	40	3.5	2.78111832730255	4.22758942257586
640	80	3.5	2.97744856879557	4.02649166340233
640	160	3.5	3.11041012702081	3.89108609844386
640	320	3.5	3.19855434385349	3.802892156964
640	640	3.5	3.25333662187403	3.74666337812597
640	1280	3.5	3.28605522739147	3.71323840633886
640	2560	3.5	3.30450080505923	3.69447223583349
640	5120	3.5	3.31440816723272	3.6843800969785
1280	10	3.5	2.07969076959873	4.95706955028783
1280	20	3.5	2.50226564764532	4.51614040599159
1280	40	3.5	2.79189078867049	4.21715821926704
1280	80	3.5	2.99237041646174	4.01197950667009
1280	160	3.5	3.13066537536082	3.87131910806481
1280	320	3.5	3.22523231733149	3.77689926393601
1280	640	3.5	3.28676159366114	3.71394477260853
1280	1280	3.5	3.32564357896556	3.67435642103444
1280	2560	3.5	3.34884534062123	3.65082769682017
1280	5120	3.5	3.3618981382481	3.63757021399925
2560	10	3.5	2.08238681491206	4.95447559067588
2560	20	3.5	2.50610731442436	4.51241735177975
2560	40	3.5	2.79731409026376	4.21187321972262
2560	80	3.5	2.99996337468605	4.00454988330801
2560	160	3.5	3.1411728862955	3.86100616270365
2560	320	3.5	3.23952713766851	3.76290829554101
2560	640	3.5	3.30552776416651	3.69549919494077
2560	1280	3.5	3.34917230317983	3.65115465937877
2560	2560	3.5	3.37672565707313	3.62327434292687
2560	5120	3.5	3.39313112337317	3.60664489334128
5120	10	3.5	2.08373600194494	4.95317708385433
5120	20	3.5	2.50803264161945	4.51055098206481
5120	40	3.5	2.80003996014518	4.20921638032809
5120	80	3.5	3.00380125321895	4.00079434692651
5120	160	3.5	3.14654071354508	3.85573844700488
5120	320	3.5	3.24697296258525	3.75562700372165
5120	640	3.5	3.3156199030215	3.68559183276728
5120	1280	3.5	3.36242978600075	3.6381018617519
5120	2560	3.5	3.39335510665872	3.60686887662683
5120	5120	3.5	3.41283620910492	3.58716379089508
10	10	3.55	1.50454441225478	5.59545558774522
10	20	3.55	1.77715063732819	5.30324799402698
10	40	3.55	1.92520117492643	5.14579135230978
10	80	3.55	2.0034307208504	5.06325957669802
10	160	3.55	2.04384066381122	5.02089452154653
10	320	3.55	2.06456223897911	4.99957749636496
10	640	3.55	2.0748864535109	4.98868459650507
10	1280	3.55	2.08008917912674	4.98324354586546
10	2560	3.55	2.08270411964643	4.98052138444016
10	5120	3.55	2.08401616503163	4.97916323043824
20	10	3.55	1.79675200597302	5.32284936267181
20	20	3.55	2.12417222994944	4.97582777005056
20	40	3.55	2.31308400079796	4.77705189026153
20	80	3.55	2.4178045653109	4.66761390817939
20	160	3.55	2.47366087448699	4.60954565489332
20	320	3.55	2.50285373085311	4.57974813389266
20	640	3.55	2.51755148207905	4.5643567762423
20	1280	3.55	2.52499863978539	4.5566247379499
20	2560	3.55	2.52875215171632	4.55274509853118
20	5120	3.55	2.53063815477032	4.55080659496447
40	10	3.55	1.95420864769022	5.17479882507357
40	20	3.55	2.32294810973847	4.78691599920204
40	40	3.55	2.54868451493597	4.55131548506403
40	80	3.55	2.68135852397098	4.41373445397912
40	160	3.55	2.75553324509004	4.33715522867979
40	320	3.55	2.79555528994146	4.29656384756432
40	640	3.55	2.81609165851299	4.27518689228591
40	1280	3.55	2.82660570918147	4.26433166126619
40	2560	3.55	2.83193407045655	4.25885406951143
40	5120	3.55	2.83461892458836	4.25610919818325
80	10	3.55	2.03674042330198	5.0965692791496
80	20	3.55	2.43238609182061	4.6821954346891
80	40	3.55	2.68626554602088	4.41864147602902
80	80	3.55	2.84434957646192	4.25565042353808
80	160	3.55	2.93796901139014	4.1595233115204
80	320	3.55	2.99090132633237	4.10611409956851
80	640	3.55	3.01893883585239	4.07706863119726
80	1280	3.55	3.03356626141348	4.0620303072438
80	2560	3.55	3.04105679537624	4.05436039209258
80	5120	3.55	3.04485191337716	4.05049526771774
160	10	3.55	2.07910547845347	5.05615933618877
160	20	3.55	2.49045434510668	4.62633912551301
160	40	3.55	2.76284477132021	4.34446675490996
160	80	3.55	2.9404766884796	4.16203098860986
160	160	3.55	3.05184532716627	4.04815467283373
160	320	3.55	3.11852871017387	3.98116389287391
160	640	3.55	3.15553567067081	3.94298950720272
160	1280	3.55	3.17546034469263	3.92257810767068
160	2560	3.55	3.18585808730659	3.91196521364775
160	5120	3.55	3.19118147140089	3.90655984601064
320	10	3.55	2.10042250363504	5.03543776102089
320	20	3.55	2.52025186610734	4.59714626914689
320	40	3.55	2.80343615243568	4.30444471005853
320	80	3.55	2.99388590043149	4.10909867366763
320	160	3.55	3.11883610712609	3.98147128982613
320	320	3.55	3.1979890649478	3.9020109350522
320	640	3.55	3.24447368105967	3.8540561603546
320	1280	3.55	3.27067191718363	3.82717114242578
320	2560	3.55	3.28477640181892	3.81273220542828
320	5120	3.55	3.29213383138121	3.80523385289824
640	10	3.55	2.11131540349493	5.0251135464891
640	20	3.55	2.5356432237577	4.58244851792095
640	40	3.55	2.82481310771409	4.28390834148701
640	80	3.55	3.02293136880274	4.0810611641476
640	160	3.55	3.15701049279728	3.94446432932919
640	320	3.55	3.2459438396454	3.85552631894033
640	640	3.55	3.30123347930543	3.79876652069457
640	1280	3.55	3.33421624689722	3.76507783559101
640	2560	3.55	3.35281478938477	3.74611946598466
640	5120	3.55	3.36282785684994	3.7359541686389
1280	10	3.55	2.11675645413454	5.01991082087326
1280	20	3.55	2.5433752620501	4.57500136021461
1280	40	3.55	2.83566833873381	4.27339429081853
1280	80	3.55	3.0379696927562	4.06643373858652
1280	160	3.55	3.17742189232932	3.92453965530737
1280	320	3.55	3.27282885757422	3.82932808281637
1280	640	3.55	3.33492216440899	3.76578375310278
1280	1280	3.55	3.37411275871413	3.72588724128587
1280	2560	3.55	3.39750180056997	3.70212064693114
1280	5120	3.55	3.41069061512081	3.68876886941538
2560	10	3.55	2.11947861555984	5.01729588035357
2560	20	3.55	2.54725490146882	4.57124784828368
2560	40	3.55	2.84114593048857	4.26806592954345
2560	80	3.55	3.04563960790742	4.05894320462375
2560	160	3.55	3.18803478635225	3.91414191269341
2560	320	3.55	3.28726779457172	3.81522359818108
2560	640	3.55	3.35388053401534	3.74718521061523
2560	1280	3.55	3.39787935306886	3.70249819943003
2560	2560	3.55	3.42566146854254	3.67433853145746
2560	5120	3.55	3.44224344896475	3.65759264984687
5120	10	3.55	2.12083676956176	5.01598383496837
5120	20	3.55	2.54919340503553	4.56936184522968
5120	40	3.55	2.84389080181675	4.26538107541164
5120	80	3.55	3.04950473228226	4.05514808662284
5120	160	3.55	3.19344015398936	3.90881852859911
5120	320	3.55	3.29476614710176	3.80786616861879
5120	640	3.55	3.3640458313611	3.73717214315006
5120	1280	3.55	3.41123113058462	3.68930938487919
5120	2560	3.55	3.44240735015313	3.65775655103525
5120	5120	3.55	3.462093332522	3.637906667478
10	10	3.6	1.53629350409163	5.66370649590837
10	20	3.6	1.81154822707497	5.36894475436903
10	40	3.6	1.96095820092768	5.21015554034475
10	80	3.6	2.03988384919268	5.12693088142382
10	160	3.6	2.08065068062569	5.08422404328048
10	320	3.6	2.10155362975034	5.06273636401635
10	640	3.6	2.11196659081883	5.0517568509041
10	1280	3.6	2.11721116295246	5.04626600637309
