n1	n2	d	scpd
40	640	2.1	1.85984697080473
40	1280	2.1	1.89156585541127
40	2560	2.1	1.91416767411579
40	5120	2.1	1.93028106675566
80	10	2.1	1.21784426047625
80	20	2.1	1.43207101967809
80	40	2.1	1.5908190956356
80	80	2.1	1.70760227608212
80	160	2.1	1.79280292711211
80	320	2.1	1.85457831260897
80	640	2.1	1.89908507754371
80	1280	2.1	1.93102037776139
80	2560	2.1	1.9537710031687
80	5120	2.1	1.97001159014939
160	10	2.1	1.24262390347358
160	20	2.1	1.4573412380943
160	40	2.1	1.61652644363271
160	80	2.1	1.73368069715754
160	160	2.1	1.81924839756497
160	320	2.1	1.8812785131328
160	640	2.1	1.92592647454599
160	1280	2.1	1.95798660428519
160	2560	2.1	1.98085631861588
160	5120	2.1	1.99714182131754
320	10	2.1	1.25971746781343
320	20	2.1	1.47473430800322
320	40	2.1	1.63425289143887
320	80	2.1	1.75172513465991
320	160	2.1	1.83747602140665
320	320	2.1	1.89967596024107
320	640	2.1	1.94446707129866
320	1280	2.1	1.97661687625122
320	2560	2.1	1.99955238476792
320	5120	2.1	2.01585880196206
640	10	2.1	1.27161734246939
640	20	2.1	1.48687542575029
640	40	2.1	1.64661525162986
640	80	2.1	1.76427167819619
640	160	2.1	1.85016742071348
640	320	2.1	1.91249032504009
640	640	2.1	1.95739469172503
640	1280	2.1	1.98960186852522
640	2560	2.1	2.01257410912802
640	5120	2.1	2.02893187123426
1280	10	2.1	1.27995062713002
1280	20	2.1	1.49539347347473
1280	40	2.1	1.65527505015584
1280	80	2.1	1.77306774410163
1280	160	2.1	1.85912107755283
1280	320	2.1	1.92147851957368
1280	640	2.1	1.96645572974102
1280	1280	2.1	1.99870731134966
1280	2560	2.1	2.02171933793389
1280	5120	2.1	2.03810414813807
2560	10	2.1	1.28577431074962
2560	20	2.1	1.50129819115128
2560	40	2.1	1.66132829531373
2560	80	2.1	1.77921962504102
2560	160	2.1	1.86534323694914
2560	320	2.1	1.92776482875819
2560	640	2.1	1.97279000137341
2560	1280	2.1	2.00506867661591
2560	2560	2.1	2.02810053613971
2560	5120	2.1	2.04453435431937
5120	10	2.1	1.2898850281953
5120	20	2.1	1.50549683138123
5120	40	2.1	1.6656017690841
5120	80	2.1	1.78356416385219
5120	160	2.1	1.86973995495893
5120	320	2.1	1.93220226103187
5120	640	2.1	1.97726124497089
5120	1280	2.1	2.00958336202742
5120	2560	2.1	2.03262776781305
5120	5120	2.1	2.04903483697276
10	10	2.15	1.0866092464425
10	20	2.15	1.29870639122941
10	40	2.15	1.45520544924056
10	80	2.15	1.57001690036082
10	160	2.15	1.65365469010125
10	320	2.15	1.7141428386009
10	640	2.15	1.75772876838079
10	1280	2.15	1.78894848694566
10	2560	2.15	1.81122089500081
10	5120	2.15	1.827068332398
20	10	2.15	1.17114313949754
20	20	2.15	1.38454184889249
20	40	2.15	1.54247506711497
20	80	2.15	1.65853591716779
20	160	2.15	1.74318115630136
20	320	2.15	1.8044915804015
20	640	2.15	1.84864024150462
20	1280	2.15	1.88030294759894
20	2560	2.15	1.90288838418561
20	5120	2.15	1.91897351544781
40	10	2.15	1.22583046172048
40	20	2.15	1.44022363613485
40	40	2.15	1.59909835701766
40	80	2.15	1.71597464213596
40	160	2.15	1.80134831224376
40	320	2.15	1.86318425330335
40	640	2.15	1.90774640060061
40	1280	2.15	1.9396677017298
40	2560	2.15	1.96249558193031
40	5120	2.15	1.9787197851356
80	10	2.15	1.26238629430284
80	20	2.15	1.47745577647349
80	40	2.15	1.63702506829671
80	80	2.15	1.75453761308082
80	160	2.15	1.84032258068484
80	320	2.15	1.90252975266498
80	640	2.15	1.94736500710905
80	1280	2.15	1.97952771722281
80	2560	2.15	2.00247311003875
80	5120	2.15	2.0188082302224
160	10	2.15	1.28732631646222
160	20	2.15	1.50288687222979
160	40	2.15	1.66294167870136
160	80	2.15	1.78085971186598
160	160	2.15	1.86700275764957
160	320	2.15	1.92944457288007
160	640	2.15	1.97447814399055
160	1280	2.15	2.00676452282724
160	2560	2.15	2.02980647067584
160	5120	2.15	2.04620100140768
320	10	2.15	1.30453361302852
320	20	2.15	1.52043962810598
320	40	2.15	1.68085636680701
320	80	2.15	1.79903070160349
320	160	2.15	1.88538535220293
320	320	2.15	1.94802479086906
320	640	2.15	1.99325996781932
320	1280	2.15	2.02558875792558
320	2560	2.15	2.04870821688093
320	5120	2.15	2.06518114183
640	10	2.15	1.31653807344131
640	20	2.15	1.53268313531782
640	40	2.15	1.69333119719726
640	80	2.15	1.81171650596664
640	160	2.15	1.89826868026153
640	320	2.15	1.96100313151533
640	640	2.15	2.00630375806331
640	1280	2.15	2.03871835549009
640	2560	2.15	2.06187418725409
640	5120	2.15	2.07838461491876
1280	10	2.15	1.32488822241882
1280	20	2.15	1.54119559888984
1280	40	2.15	1.70201872061814
1280	80	2.15	1.82054714963519
1280	160	2.15	1.90718398902193
1280	320	2.15	1.97003584027808
1280	640	2.15	2.01537933367277
1280	1280	2.15	2.04784184513786
1280	2560	2.15	2.07105721151207
1280	5120	2.15	2.08760854429533
2560	10	2.15	1.33075818039335
2560	20	2.15	1.54720817324641
2560	40	2.15	1.70809955955393
2560	80	2.15	1.82672747962512
2560	160	2.15	1.91344587684177
2560	320	2.15	1.97634294304972
2560	640	2.15	2.02178675913932
2560	1280	2.15	2.05426028677289
2560	2560	2.15	2.07749246770795
2560	5120	2.15	2.0940266312042
5120	10	2.15	1.33483228954894
5120	20	2.15	1.55141615380128
5120	40	2.15	1.7124025778619
5120	80	2.15	1.83110085404595
5120	160	2.15	1.91788400189119
5120	320	2.15	1.98081393834809
5120	640	2.15	2.02628323541426
5120	1280	2.15	2.05879202783978
5120	2560	2.15	2.08202910355497
5120	5120	2.15	2.09858016922246
10	10	2.2	1.12949672620079
10	20	2.2	1.34224086676803
10	40	2.2	1.49944053260621
10	80	2.2	1.61486842433535
10	160	2.2	1.69902753356337
10	320	2.2	1.75993383795181
10	640	2.2	1.80378646161647
10	1280	2.2	1.83523143224734
10	2560	2.2	1.857673897697
10	5120	2.2	1.87361207273272
20	10	2.2	1.21486083945369
20	20	2.2	1.42903311524306
20	40	2.2	1.58772691620273
20	80	2.2	1.70445956845821
20	160	2.2	1.78963942927877
20	320	2.2	1.85136950658254
20	640	2.2	1.89584169787211
20	1280	2.2	1.92776377191446
20	2560	2.2	1.95052888407399
20	5120	2.2	1.96672029174749
40	10	2.2	1.26997052374592
40	20	2.2	1.48519399417229
40	40	2.2	1.64490417088866
40	80	2.2	1.76253439025568
40	160	2.2	1.8484109708163
40	320	2.2	1.9107161674808
40	640	2.2	1.9556047306984
40	1280	2.2	1.98780390835671
40	2560	2.2	2.01077597102675
40	5120	2.2	2.02714702560326
80	10	2.2	1.30680886647017
80	20	2.2	1.52276048421973
80	40	2.2	1.68321914501276
80	80	2.2	1.80143419098853
80	160	2.2	1.88779154981359
80	320	2.2	1.95048390793634
80	640	2.2	1.99573415278651
80	1280	2.2	2.02807076446367
80	2560	2.2	2.0512012100007
80	5120	2.2	2.06764437287855
160	10	2.2	1.3318943343643
160	20	2.2	1.54836452844045
160	40	2.2	1.70928172311389
160	80	2.2	1.82792896865412
160	160	2.2	1.91466128052656
160	320	2.2	1.97757124369938
160	640	2.2	2.02302159879657
160	1280	2.2	2.05550483305362
160	2560	2.2	2.07873444888164
160	5120	2.2	2.09528091968122
320	10	2.2	1.34919569061016
320	20	2.2	1.56607037536445
320	40	2.2	1.72734816661685
320	80	2.2	1.84628464205649
320	160	2.2	1.93327237948549
320	320	2.2	1.9963556228911
320	640	2.2	2.04191777211397
320	1280	2.2	2.0745491785286
320	2560	2.2	2.09784441621845
320	5120	2.2	2.11444121570325
640	10	2.2	1.36127530711469
640	20	2.2	1.57840767359486
640	40	2.2	1.73993833374323
640	80	2.2	1.85909306611308
640	160	2.2	1.94624018418621
640	320	2.2	2.00944278029144
640	640	2.2	2.05513596395127
640	1280	2.2	2.08779828908869
640	2560	2.2	2.11114896234951
640	5120	2.2	2.12774549505712
1280	10	2.2	1.36967161667468
1280	20	2.2	1.58698602758048
1280	40	2.2	1.74868275237401
1280	80	2.2	1.86796462070424
1280	160	2.2	1.95526897997083
1280	320	2.2	2.01854828433602
1280	640	2.2	2.06428437671566
1280	1280	2.2	2.09700191321184
1280	2560	2.2	2.12038994533037
1280	5120	2.2	2.13703485804056
2560	10	2.2	1.37557217805158
2560	20	2.2	1.59301593525218
2560	40	2.2	1.75482688402447
2560	80	2.2	1.87423989094767
2560	160	2.2	1.96155462179457
2560	320	2.2	2.02496162601891
2560	640	2.2	2.07075198592047
2560	1280	2.2	2.10348117929204
2560	2560	2.2	2.12689206340206
2560	5120	2.2	2.14357200300238
5120	10	2.2	1.37968485114491
5120	20	2.2	1.59721944137742
5120	40	2.2	1.75910884043168
5120	80	2.2	1.87860511023919
5120	160	2.2	1.96597967675567
5120	320	2.2	2.02942228748649
5120	640	2.2	2.07523395615807
5120	1280	2.2	2.10800014629228
5120	2560	2.2	2.13140800110044
5120	5120	2.2	2.1481391388597
10	10	2.25	1.17221472733702
10	20	2.25	1.38566641460218
10	40	2.25	1.54358345616025
10	80	2.25	1.65966021248909
10	160	2.25	1.74431912733539
10	320	2.25	1.80565478072878
10	640	2.25	1.84979567760719
10	1280	2.25	1.88146407664182
10	2560	2.25	1.90405294517141
10	5120	2.25	1.92014258465771
20	10	2.25	1.25839425467849
20	20	2.25	1.47338520315548
20	40	2.25	1.63287851554109
20	80	2.25	1.75033097053865
20	160	2.25	1.83606455938121
20	320	2.25	1.89823440333388
20	640	2.25	1.9430305679116
20	1280	2.25	1.97517391090597
20	2560	2.25	1.99810525230308
20	5120	2.25	2.01444584254483
40	10	2.25	1.31393499182826
40	20	2.25	1.53002863301399
40	40	2.25	1.69062445474128
40	80	2.25	1.80896469910655
40	160	2.25	1.89544928140323
40	320	2.25	1.95818809779344
40	640	2.25	2.00346864180313
40	1280	2.25	2.03588966727519
40	2560	2.25	2.05901915346496
40	5120	2.25	2.07549115973945
80	10	2.25	1.35101658082177
80	20	2.25	1.56792978639545
80	40	2.25	1.72923300193202
80	80	2.25	1.84821958478132
80	160	2.25	1.93523096676945
80	320	2.25	1.99832737308052
80	640	2.25	2.04391922259173
80	1280	2.25	2.07653518365166
80	2560	2.25	2.09984786082089
80	5120	2.25	2.11644649776543
160	10	2.25	1.37630206511489
160	20	2.25	1.59376190223451
160	40	2.25	1.75558683971681
160	80	2.25	1.87501486593109
160	160	2.25	1.96233987134902
160	320	2.25	2.0257531539811
160	640	2.25	2.07154611213716
160	1280	2.25	2.10428297721271
160	2560	2.25	2.12769356593633
160	5120	2.25	2.14441653460615
320	10	2.25	1.39372055267659
320	20	2.25	1.61156923702617
320	40	2.25	1.77378274180914
320	80	2.25	1.89350169310233
320	160	2.25	1.98108131801938
320	320	2.25	2.04465708984621
320	640	2.25	2.09058095506084
320	1280	2.25	2.12343824808681
320	2560	2.25	2.14690438355553
320	5120	2.25	2.16368584498169
640	10	2.25	1.40588413828516
640	20	2.25	1.62400997693526
640	40	2.25	1.78647685823852
640	80	2.25	1.90641826873572
640	160	2.25	1.99416564322307
640	320	2.25	2.05785007309787
640	640	2.25	2.10390582141447
640	1280	2.25	2.13682122913471
640	2560	2.25	2.16037395902792
640	5120	2.25	2.17714063894409
1280	10	2.25	1.41435764223696
1280	20	2.25	1.63267915805455
1280	40	2.25	1.79532674190182
1280	80	2.25	1.91541240058084
1280	160	2.25	2.00328619092993
1280	320	2.25	2.06707392587445
1280	640	2.25	2.11320049334051
1280	1280	2.25	2.14613923689821
1280	2560	2.25	2.16974763632406
1280	5120	2.25	2.18652904498872
2560	10	2.25	1.42026630795042
2560	20	2.25	1.6387254933976
2560	40	2.25	1.80149972529742
2560	80	2.25	1.92168456719413
2560	160	2.25	2.00964873616412
2560	320	2.25	2.07350768855705
2560	640	2.25	2.11967080951379
2560	1280	2.25	2.15264622644707
2560	2560	2.25	2.17626902013674
2560	5120	2.25	2.19306796235983
5120	10	2.25	1.42443297926202
5120	20	2.25	1.64298983553829
5120	40	2.25	1.80585369343635
5120	80	2.25	1.92612306704024
5120	160	2.25	2.01413677946689
5120	320	2.25	2.07804320491506
5120	640	2.25	2.12421757842703
5120	1280	2.25	2.15726124644525
5120	2560	2.25	2.18087002578616
5120	5120	2.25	2.19771012651661
10	10	2.3	1.21477730462859
10	20	2.3	1.42894805847746
10	40	2.3	1.58764034184452
10	80	2.3	1.70437161207807
10	160	2.3	1.7895509031994
10	320	2.3	1.85127967968015
10	640	2.3	1.89575126989267
10	1280	2.3	1.92767291434987
10	2560	2.3	1.95043675422301
10	5120	2.3	1.9666288657657
20	10	2.3	1.30176094715846
20	20	2.3	1.51761129767049
20	40	2.3	1.67797822723382
20	80	2.3	1.79610234568776
20	160	2.3	1.88241622718036
20	320	2.3	1.94502854551206
20	640	2.3	1.99017630806031
20	1280	2.3	2.02251634850356
20	2560	2.3	2.04565944986124
20	5120	2.3	2.06211047018908
40	10	2.3	1.35774179331266
40	20	2.3	1.5747982638021
40	40	2.3	1.73625794238853
40	80	2.3	1.85534255437967
40	160	2.3	1.94244032274081
40	320	2.3	2.00561290485914
40	640	2.3	2.05124094941597
40	1280	2.3	2.08390071562678
40	2560	2.3	2.1072485402054
40	5120	2.3	2.12387827554062
80	10	2.3	1.395114030808
80	20	2.3	1.6129942373469
80	40	2.3	1.77523373729991
80	80	2.3	1.89497933161281
80	160	2.3	1.98257979035059
80	320	2.3	2.04617050345825
80	640	2.3	2.09210655955226
80	1280	2.3	2.12497114911437
80	2560	2.3	2.148466008095
80	5120	2.3	2.16518685403043
160	10	2.3	1.42058877737058
160	20	2.3	1.63905550456396
160	40	2.3	1.80183666351447
160	80	2.3	1.9220581135708
160	160	2.3	2.0099960390989
160	320	2.3	2.07385873048208
160	640	2.3	2.12002389633862
160	1280	2.3	2.1529910021184
160	2560	2.3	2.17662556345051
160	5120	2.3	2.19343009161095
320	10	2.3	1.43810955971119
320	20	2.3	1.65696936888184
320	40	2.3	1.82015021250444
320	80	2.3	1.94066644339839
320	160	2.3	2.028864280765
320	320	2.3	2.09292536191422
320	640	2.3	2.13924121084765
320	1280	2.3	2.17233764156511
320	2560	2.3	2.19603838387701
320	5120	2.3	2.21292259516822
640	10	2.3	1.45034013568654
640	20	2.3	1.66956110975309
640	40	2.3	1.8329609165858
640	80	2.3	1.95369483629004
640	160	2.3	2.04211584975418
640	320	2.3	2.10627670599406
640	640	2.3	2.1526665333524
640	1280	2.3	2.18585019733414
640	2560	2.3	2.20959474197772
640	5120	2.3	2.22649130871163
1280	10	2.3	1.45889085100558
1280	20	2.3	1.67826504163689
1280	40	2.3	1.84188513058814
1280	80	2.3	1.96275788248037
1280	160	2.3	2.05125408509383
1280	320	2.3	2.11556531391588
1280	640	2.3	2.16200586172348
1280	1280	2.3	2.19525321698987
1280	2560	2.3	2.21903371220723
1280	5120	2.3	2.23596268557632
2560	10	2.3	1.46485934494864
2560	20	2.3	1.68438340879086
2560	40	2.3	1.84810254261967
2560	80	2.3	1.96912390437903
2560	160	2.3	2.05770623038847
2560	320	2.3	2.12206202172982
2560	640	2.3	2.16858347878449
2560	1280	2.3	2.20184579335087
2560	2560	2.3	2.22566211469991
2560	5120	2.3	2.24261685695118
5120	10	2.3	1.46902458482785
5120	20	2.3	1.68865303598746
5120	40	2.3	1.85247367864712
5120	80	2.3	1.97356637079803
5120	160	2.3	2.06221264599993
5120	320	2.3	2.12660854374572
5120	640	2.3	2.17315576868211
5120	1280	2.3	2.20646541551698
5120	2560	2.3	2.23028497588229
5120	5120	2.3	2.24724040292824
10	10	2.35	1.25715838014751
10	20	2.35	1.4721252510033
10	40	2.35	1.63159490223939
10	80	2.35	1.74902898390596
10	160	2.35	1.83474618115247
10	320	2.35	1.89690248822706
10	640	2.35	1.94168905969859
10	1280	2.35	1.97382631727094
10	2560	2.35	1.99675435401672
10	5120	2.35	2.01307785036462
20	10	2.35	1.34493856381602
20	20	2.35	1.56172363894249
20	40	2.35	1.72292242877095
20	80	2.35	1.84181307072171
20	160	2.35	1.92870996019301
20	320	2.35	1.99174716968336
20	640	2.35	2.03729303196415
20	1280	2.35	2.06986189930606
20	2560	2.35	2.09315809048754
20	5120	2.35	2.10973488288555
40	10	2.35	1.40145815858375
40	20	2.35	1.61948263032787
40	40	2.35	1.78185555821993
40	80	2.35	1.90171187918508
40	160	2.35	1.98940352350145
40	320	2.35	2.05307535185845
40	640	2.35	2.09904750619359
40	1280	2.35	2.13194049684407
40	2560	2.35	2.1554836643226
40	5120	2.35	2.17225043245129
80	10	2.35	1.43909925960215
80	20	2.35	1.6579816197745
80	40	2.35	1.8211850766176
80	80	2.35	1.94172070390299
80	160	2.35	2.02992974149285
80	320	2.35	2.09400628484645
80	640	2.35	2.14032387892376
80	1280	2.35	2.17342992718919
80	2560	2.35	2.19712137022594
80	5120	2.35	2.21402749627741
160	10	2.35	1.46475488384584
160	20	2.35	1.68427632808133
160	40	2.35	1.84799284167477
160	80	2.35	1.96901248895843
160	160	2.35	2.0575933012734
160	320	2.35	2.12194798672553
160	640	2.35	2.16846977878203
160	1280	2.35	2.2017278014701
160	2560	2.35	2.22554615566311
160	5120	2.35	2.24250077039565
320	10	2.35	1.4824193645099
320	20	2.35	1.70238337674177
320	40	2.35	1.86652386235904
320	80	2.35	1.98785244309217
320	160	2.35	2.07667229559707
320	320	2.35	2.14123291997034
320	640	2.35	2.18789002855375
320	1280	2.35	2.22128324385931
320	2560	2.35	2.24516168575082
320	5120	2.35	2.26217066961591
640	10	2.35	1.49471200833158
640	20	2.35	1.71498523063537
640	40	2.35	1.87939158307898
640	80	2.35	2.00092454346742
640	160	2.35	2.08999604566361
640	320	2.35	2.15467033066939
640	640	2.35	2.20142101569667
640	1280	2.35	2.23489021532855
640	2560	2.35	2.25880527120674
640	5120	2.35	2.27589544030781
1280	10	2.35	1.50326710382574
1280	20	2.35	1.72375696435215
1280	40	2.35	1.8883633732878
1280	80	2.35	2.01010755787545
1280	160	2.35	2.09924183364004
1280	320	2.35	2.16401951252974
1280	640	2.35	2.21086358634937
1280	1280	2.35	2.24437116957791
1280	2560	2.35	2.26833757352551
1280	5120	2.35	2.28541273393681
2560	10	2.35	1.50925776889102
2560	20	2.35	1.72990023453789
2560	40	2.35	1.89466280080881
2560	80	2.35	2.0164972961539
2560	160	2.35	2.10572156915523
2560	320	2.35	2.17055472171578
2560	640	2.35	2.21746931550691
2560	1280	2.35	2.25100755303898
2560	2560	2.35	2.27500138613319
2560	5120	2.35	2.29207947712562
5120	10	2.35	1.51350045700424
5120	20	2.35	1.73425150011679
5120	40	2.35	1.89909974844529
5120	80	2.35	2.02102387833612
5120	160	2.35	2.11031256062073
5120	320	2.35	2.17518583581045
5120	640	2.35	2.22215331372506
5120	1280	2.35	2.25568056195455
5120	2560	2.35	2.27972012992826
5120	5120	2.35	2.296833792467
10	10	2.4	1.29940393685618
10	20	2.4	1.51520692227655
10	40	2.4	1.67547160965594
10	80	2.4	1.79361348476661
10	160	2.4	1.87988832264951
10	320	2.4	1.94248189671275
10	640	2.4	1.98761338006533
10	1280	2.4	2.0199662722692
10	2560	2.4	2.04306647071765
10	5120	2.4	2.05954038863221
20	10	2.4	1.38804086730293
20	20	2.4	1.60576169678864
20	40	2.4	1.7678692672039
20	80	2.4	1.88748881931624
20	160	2.4	1.97497288847814
20	320	2.4	2.03849014628253
20	640	2.4	2.08434976521555
20	1280	2.4	2.11719242191685
20	2560	2.4	2.14065503118642
20	5120	2.4	2.15737451313307
40	10	2.4	1.44498018850495
40	20	2.4	1.66400388309955
40	40	2.4	1.82734185747472
40	80	2.4	1.94800670914029
40	160	2.4	2.03626880190273
40	320	2.4	2.10041115037403
40	640	2.4	2.14677249193964
40	1280	2.4	2.17992988906361
40	2560	2.4	2.20361550326736
40	5120	2.4	2.220533177433
80	10	2.4	1.48293908283148
80	20	2.4	1.70291613201955
80	40	2.4	1.86707270789048
80	80	2.4	1.98840675817596
80	160	2.4	2.07723241190301
80	320	2.4	2.14180076352325
80	640	2.4	2.18846454320962
80	1280	2.4	2.22185827687674
80	2560	2.4	2.24573897113227
80	5120	2.4	2.26275417985775
160	10	2.4	1.50873381055381
160	20	2.4	1.72936289665992
160	40	2.4	1.89411567329941
160	80	2.4	2.01593835371819
160	160	2.4	2.10515469668323
160	320	2.4	2.16998210676574
160	640	2.4	2.21688848942364
160	1280	2.4	2.25042699952386
160	2560	2.4	2.27439762297427
160	5120	2.4	2.29154906653469
320	10	2.4	1.52648067845838
320	20	2.4	1.74759402464038
320	40	2.4	1.91273532533254
320	80	2.4	2.0349086670421
320	160	2.4	2.12439081714864
320	320	2.4	2.18945510191944
320	640	2.4	2.23649995931028
320	1280	2.4	2.2701446899655
320	2560	2.4	2.29421036591987
320	5120	2.4	2.31137950496827
640	10	2.4	1.53891392158323
640	20	2.4	1.76033666135035
640	40	2.4	1.92576586283562
640	80	2.4	2.04817669719274
640	160	2.4	2.13784597601808
640	320	2.4	2.20301918127021
640	640	2.4	2.25017139532131
640	1280	2.4	2.28391013328239
640	2560	2.4	2.30802145472805
640	5120	2.4	2.32524270989617
1280	10	2.4	1.54752692172295
1280	20	2.4	1.76917771576061
1280	40	2.4	1.93482416224299
1280	80	2.4	2.05737407081699
1280	160	2.4	2.14716778744205
1280	320	2.4	2.21246509734168
1280	640	2.4	2.25966878319231
1280	1280	2.4	2.29344208231883
1280	2560	2.4	2.31764270936905
1280	5120	2.4	2.33486325775905
2560	10	2.4	1.5535587144898
2560	20	2.4	1.77533827733288
2560	40	2.4	1.9411348759431
2560	80	2.4	2.06382770677676
2560	160	2.4	2.15370841526737
2560	320	2.4	2.2190728141209
2560	640	2.4	2.26635558338063
2560	1280	2.4	2.30015787353498
2560	2560	2.4	2.32438166100507
2560	5120	2.4	2.34160113656831
5120	10	2.4	1.55780257588478
5120	20	2.4	1.77970909302497
5120	40	2.4	1.94560511594083
5120	80	2.4	2.06837035391253
5120	160	2.4	2.1583125209758
5120	320	2.4	2.22370199876044
5120	640	2.4	2.27103408715877
5120	1280	2.4	2.3048778074392
5120	2560	2.4	2.32907267476206
5120	5120	2.4	2.34635212675305
10	10	2.45	1.34143557416736
10	20	2.45	1.55814742099749
10	40	2.45	1.71925308382456
10	80	2.45	1.83808697209566
10	160	2.45	1.92495355747917
10	320	2.45	1.98795647204208
10	640	2.45	2.03347435611097
10	1280	2.45	2.06601416042047
10	2560	2.45	2.08929805040932
10	5120	2.45	2.10584458437483
20	10	2.45	1.43098697152823
20	20	2.45	1.64969842457751
20	40	2.45	1.81270378934943
20	80	2.45	1.93309431726623
20	160	2.45	2.02119760124098
20	320	2.45	2.0851911701654
20	640	2.45	2.13140481425223
20	1280	2.45	2.16447308072954
20	2560	2.45	2.18814943239337
20	5120	2.45	2.20498910312659
40	10	2.45	1.48839250105496
40	20	2.45	1.70850651462059
40	40	2.45	1.87275559336541
40	80	2.45	1.99418800591357
40	160	2.45	2.08317411851453
40	320	2.45	2.14776718150509
40	640	2.45	2.19448396538687
40	1280	2.45	2.22789321656886
40	2560	2.45	2.25179746182764
40	5120	2.45	2.26885707508674
80	10	2.45	1.52660560503066
80	20	2.45	1.74772121473143
80	40	2.45	1.91286537673688
80	80	2.45	2.03504106381797
80	160	2.45	2.12452472249774
80	320	2.45	2.18959001810011
80	640	2.45	2.23663662103103
80	1280	2.45	2.27028140130705
80	2560	2.45	2.29434877793071
80	5120	2.45	2.31151912031646
160	10	2.45	1.55261163983333
160	20	2.45	1.77436216254274
160	40	2.45	1.94013326248381
160	80	2.45	2.06281417855657
160	160	2.45	2.15268120925562
160	320	2.45	2.21803176267054
160	640	2.45	2.26531248987837
160	1280	2.45	2.29910531318519
160	2560	2.45	2.32329579352521
160	5120	2.45	2.34053604022732
320	10	2.45	1.57052113957132
320	20	2.45	1.7927843691831
320	40	2.45	1.95896382537113
320	80	2.45	2.0819656603368
320	160	2.45	2.17212090742284
320	320	2.45	2.23766535131946
320	640	2.45	2.28509045560305
320	1280	2.45	2.31902135700364
320	2560	2.45	2.34330760383135
320	5120	2.45	2.36058748125782
640	10	2.45	1.58297635871213
640	20	2.45	1.80558748743724
640	40	2.45	1.97205444541811
640	80	2.45	2.09530738338702
640	160	2.45	2.18567714414524
640	320	2.45	2.25134329192753
640	640	2.45	2.2989112649098
640	1280	2.45	2.3328840099165
640	2560	2.45	2.35722271593809
640	5120	2.45	2.37457838297408
1280	10	2.45	1.59169301614307
1280	20	2.45	1.8144974592691
1280	40	2.45	1.98117429992243
1280	80	2.45	2.10458891923336
1280	160	2.45	2.19508128515439
1280	320	2.45	2.26086220870269
1280	640	2.45	2.30847492129623
1280	1280	2.45	2.34252885679948
1280	2560	2.45	2.3669130447919
1280	5120	2.45	2.38426074722084
2560	10	2.45	1.59776473674276
2560	20	2.45	1.82074929857588
2560	40	2.45	1.98757106460562
2560	80	2.45	2.11110440598244
2560	160	2.45	2.20168983300692
2560	320	2.45	2.26754591921128
2560	640	2.45	2.31520971615965
2560	1280	2.45	2.34931174194813
2560	2560	2.45	2.37370735953036
2560	5120	2.45	2.39111139788394
5120	10	2.45	1.60203903134721
5120	20	2.45	1.82515149403666
5120	40	2.45	1.99207595684866
5120	80	2.45	2.1156933302682
5120	160	2.45	2.20636147469928
5120	320	2.45	2.27226577481785
5120	640	2.45	2.31996616718934
5120	1280	2.45	2.3540812948548
5120	2560	2.45	2.37849217204212
5120	5120	2.45	2.39592375242612
10	10	2.5	1.3833737071784
10	20	2.5	1.60099023826744
10	40	2.5	1.76301034780766
10	80	2.5	1.88251122927424
10	160	2.5	1.96994949566802
10	320	2.5	2.03342462085238
10	640	2.5	2.07926384738754
10	1280	2.5	2.11205560413444
10	2560	2.5	2.13552338980395
10	5120	2.5	2.15220708354791
20	10	2.5	1.47377199524135
20	20	2.5	1.69351933766651
20	40	2.5	1.85745136679047
20	80	2.5	1.97862965542968
20	160	2.5	2.06734477519619
20	320	2.5	2.13178925620172
20	640	2.5	2.17837905632996
20	1280	2.5	2.21173306067623
20	2560	2.5	2.23556769904426
20	5120	2.5	2.25255240206311
40	10	2.5	1.53167313165719
40	20	2.5	1.75289597147682
40	40	2.5	1.91814470244458
40	80	2.5	2.04042829278268
40	160	2.5	2.12996083407668
40	320	2.5	2.19509543690095
40	640	2.5	2.24219570514801
40	1280	2.5	2.27585929762667
40	2560	2.5	2.29996346844285
40	5120	2.5	2.31713614596975
80	10	2.5	1.5701824058498
80	20	2.5	1.79243634797103
80	40	2.5	1.95860716120356
80	80	2.5	2.08160304911314
80	160	2.5	2.17175264993134
80	320	2.5	2.23729365111208
80	640	2.5	2.28471563431538
80	1280	2.5	2.31864384973804
80	2560	2.5	2.3429288910467
80	5120	2.5	2.36021540062071
160	10	2.5	1.59639669975105
160	20	2.5	1.81934052527857
160	40	2.5	1.98612953042974
160	80	2.5	2.10963605306043
160	160	2.5	2.20020031902417
160	320	2.5	2.26603957561828
160	640	2.5	2.31369096868844
160	1280	2.5	2.34778583315533
160	2560	2.5	2.37215437863642
160	5120	2.5	2.38958458659947
320	10	2.5	1.61441638206661
320	20	2.5	1.83789362567623
320	40	2.5	2.00509993768558
320	80	2.5	2.12896186393067
320	160	2.5	2.21980631139285
320	320	2.5	2.28586892135995
320	640	2.5	2.33366265339817
320	1280	2.5	2.3678833820935
320	2560	2.5	2.39235661828251
320	5120	2.5	2.40980605832927
640	10	2.5	1.62698223286338
640	20	2.5	1.85078279332615
640	40	2.5	2.018325590374
640	80	2.5	2.14243772183398
640	160	2.5	2.23347569059285
640	320	2.5	2.29968979326187
640	640	2.5	2.34760081201666
640	1280	2.5	2.38188185858203
640	2560	2.5	2.40643656693301
