d2	cor.std	cor.nosdir
0.1	0.990697086080091	0.995780507147258
0.2	0.998904919229094	0.99957066783535
0.3	0.999448048634494	0.999784661293092
0.4	0.999597350963831	0.999836108907838
0.5	0.99966930531584	0.999865618566132
0.6	0.99971159399628	0.999882819170111
0.7	0.999736449541566	0.999890201425942
0.8	0.999752679390902	0.999894471079126
0.9	0.999765297303651	0.999899540064888
1	0.999773707621902	0.999901943264486
