n1	n2	d1	d2	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
20	20	0	0	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0120724346076459
40	20	0	0	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.025440313111546	0.0215264187866928	0.0273972602739726	0.0273972602739726	0.025440313111546	0.0273972602739726	0.0273972602739726
80	20	0	0	0.0171428571428571	0.0171428571428571	0.0171428571428571	0.0171428571428571	0.0171428571428571	0.0019047619047619	0.0171428571428571	0.0171428571428571	0.0171428571428571	0.0171428571428571	0.0171428571428571
160	20	0	0	0.0271844660194175	0.0271844660194175	0.0271844660194175	0.0271844660194175	0.0252427184466019	0	0.0271844660194175	0.0271844660194175	0.0252427184466019	0.0271844660194175	0.0271844660194175
320	20	0	0	0.0307101727447217	0.0307101727447217	0.0307101727447217	0.0307101727447217	0.0287907869481766	0	0.0307101727447217	0.0287907869481766	0.0287907869481766	0.0307101727447217	0.0307101727447217
20	40	0	0	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0.0321931589537223	0
40	40	0	0	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.0156555772994129	0.00978473581213307
80	40	0	0	0.0323809523809524	0.0323809523809524	0.0323809523809524	0.0323809523809524	0.0323809523809524	0.0266666666666667	0.0323809523809524	0.0323809523809524	0.0323809523809524	0.0323809523809524	0.0323809523809524
160	40	0	0	0.0310679611650485	0.0310679611650485	0.0310679611650485	0.0310679611650485	0.0310679611650485	0.0135922330097087	0.0310679611650485	0.0310679611650485	0.0310679611650485	0.0310679611650485	0.0310679611650485
320	40	0	0	0.0230326295585413	0.0230326295585413	0.0230326295585413	0.0230326295585413	0.0211132437619962	0	0.0230326295585413	0.0230326295585413	0.0211132437619962	0.0230326295585413	0.0230326295585413
20	80	0	0	0.03420523138833	0.03420523138833	0.03420523138833	0.03420523138833	0.00402414486921529	0.03420523138833	0.03420523138833	0.03420523138833	0.03420523138833	0.03420523138833	0
40	80	0	0	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0.0332681017612524	0
80	80	0	0	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0.0133333333333333
160	80	0	0	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0174757281553398	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553
320	80	0	0	0.0249520153550864	0.0249520153550864	0.0249520153550864	0.0249520153550864	0.0230326295585413	0.0153550863723608	0.0249520153550864	0.0249520153550864	0.0249520153550864	0.0249520153550864	0.0249520153550864
20	160	0	0	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0.0201207243460765	0
40	160	0	0	0.0234833659491194	0.0234833659491194	0.0234833659491194	0.0234833659491194	0.00782778864970646	0.0234833659491194	0.0234833659491194	0.0234833659491194	0.0234833659491194	0.0234833659491194	0
80	160	0	0	0.0228571428571429	0.0228571428571429	0.0228571428571429	0.0228571428571429	0.020952380952381	0.0228571428571429	0.0228571428571429	0.0228571428571429	0.0228571428571429	0.0228571428571429	0.0019047619047619
160	160	0	0	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.0194174757281553	0.00970873786407767
320	160	0	0	0.0268714011516315	0.0268714011516315	0.0268714011516315	0.0268714011516315	0.0268714011516315	0.0211132437619962	0.0268714011516315	0.0268714011516315	0.0268714011516315	0.0268714011516315	0.0230326295585413
20	320	0	0	0.0241448692152917	0.0241448692152917	0.0241448692152917	0.0241448692152917	0	0.0201207243460765	0.0241448692152917	0.0201207243460765	0.0221327967806841	0.0241448692152917	0
40	320	0	0	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.0273972602739726	0	0.0195694716242661	0.0273972602739726	0.0195694716242661	0.0215264187866928	0.0273972602739726	0
80	320	0	0	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.00571428571428571	0.020952380952381	0.0285714285714286	0.0228571428571429	0.0228571428571429	0.0285714285714286	0
160	320	0	0	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0.0213592233009709	0
320	320	0	0	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0191938579654511	0.0115163147792706
20	20	0.2	0	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.0277207392197125	0.013347022587269
40	20	0.2	0	0.0301576422206991	0.0301576422206991	0.0301576422206991	0.0301576422206991	0.0301576422206991	0.0274160383824537	0.0301576422206991	0.0301576422206991	0.0301576422206991	0.0301576422206991	0.0287868403015764
80	20	0.2	0	0.0234375	0.0234375	0.0234375	0.0234375	0.0217927631578947	0.0078125	0.0234375	0.0217927631578947	0.0217927631578947	0.0234375	0.0234375
160	20	0.2	0	0.0211615330355043	0.0211615330355043	0.0211615330355043	0.0211615330355043	0.018810251587115	0.000235128144838937	0.0209264048906654	0.0197507641664707	0.0190453797319539	0.0211615330355043	0.0211615330355043
