n1	n2	d1	d2	type	m	sig1	sig2	sdir
250	200	0.4	0.3	sig2	1000	995	847	996
250	200	0.4	0.3	big2	995	995	842	991
250	200	0.4	0.3	s2or	991	991	842	991
300	200	0.4	0.3	raw	1000	998	847	996
300	200	0.4	0.3	sig1	998	998	846	994
300	200	0.4	0.3	bsln	994	994	846	994
300	200	0.4	0.3	sig2	1000	998	847	996
300	200	0.4	0.3	big2	998	998	846	994
300	200	0.4	0.3	s2or	994	994	846	994
350	200	0.4	0.3	raw	1000	1000	847	996
350	200	0.4	0.3	sig1	1000	1000	847	996
350	200	0.4	0.3	bsln	996	996	847	996
350	200	0.4	0.3	sig2	1000	1000	847	996
350	200	0.4	0.3	big2	1000	1000	847	996
350	200	0.4	0.3	s2or	996	996	847	996
400	200	0.4	0.3	raw	1000	1000	847	996
400	200	0.4	0.3	sig1	1000	1000	847	996
400	200	0.4	0.3	bsln	996	996	847	996
400	200	0.4	0.3	sig2	1000	1000	847	996
400	200	0.4	0.3	big2	1000	1000	847	996
400	200	0.4	0.3	s2or	996	996	847	996
450	200	0.4	0.3	raw	1000	1000	847	996
450	200	0.4	0.3	sig1	1000	1000	847	996
450	200	0.4	0.3	bsln	996	996	847	996
450	200	0.4	0.3	sig2	1000	1000	847	996
450	200	0.4	0.3	big2	1000	1000	847	996
450	200	0.4	0.3	s2or	996	996	847	996
500	200	0.4	0.3	raw	1000	1000	847	996
500	200	0.4	0.3	sig1	1000	1000	847	996
500	200	0.4	0.3	bsln	996	996	847	996
500	200	0.4	0.3	sig2	1000	1000	847	996
500	200	0.4	0.3	big2	1000	1000	847	996
500	200	0.4	0.3	s2or	996	996	847	996
20	250	0.4	0.3	raw	1000	249	910	900
20	250	0.4	0.3	sig1	249	249	225	248
20	250	0.4	0.3	bsln	248	248	224	248
20	250	0.4	0.3	sig2	1000	249	910	900
20	250	0.4	0.3	big2	249	249	225	248
20	250	0.4	0.3	s2or	248	248	224	248
50	250	0.4	0.3	raw	1000	499	910	982
50	250	0.4	0.3	sig1	499	499	450	499
50	250	0.4	0.3	bsln	499	499	450	499
50	250	0.4	0.3	sig2	1000	499	910	982
50	250	0.4	0.3	big2	499	499	450	499
50	250	0.4	0.3	s2or	499	499	450	499
100	250	0.4	0.3	raw	1000	805	910	999
100	250	0.4	0.3	sig1	805	805	725	805
100	250	0.4	0.3	bsln	805	805	725	805
100	250	0.4	0.3	sig2	1000	805	910	999
100	250	0.4	0.3	big2	805	805	725	805
100	250	0.4	0.3	s2or	805	805	725	805
150	250	0.4	0.3	raw	1000	935	910	1000
150	250	0.4	0.3	sig1	935	935	851	935
150	250	0.4	0.3	bsln	935	935	851	935
150	250	0.4	0.3	sig2	1000	935	910	1000
150	250	0.4	0.3	big2	935	935	851	935
150	250	0.4	0.3	s2or	935	935	851	935
200	250	0.4	0.3	raw	1000	977	910	1000
200	250	0.4	0.3	sig1	977	977	888	977
200	250	0.4	0.3	bsln	977	977	888	977
200	250	0.4	0.3	sig2	1000	977	910	1000
200	250	0.4	0.3	big2	977	977	888	977
200	250	0.4	0.3	s2or	977	977	888	977
250	250	0.4	0.3	raw	1000	995	910	1000
250	250	0.4	0.3	sig1	995	995	906	995
250	250	0.4	0.3	bsln	995	995	906	995
250	250	0.4	0.3	sig2	1000	995	910	1000
250	250	0.4	0.3	big2	995	995	906	995
250	250	0.4	0.3	s2or	995	995	906	995
300	250	0.4	0.3	raw	1000	998	910	1000
300	250	0.4	0.3	sig1	998	998	908	998
300	250	0.4	0.3	bsln	998	998	908	998
300	250	0.4	0.3	sig2	1000	998	910	1000
300	250	0.4	0.3	big2	998	998	908	998
300	250	0.4	0.3	s2or	998	998	908	998
350	250	0.4	0.3	raw	1000	1000	910	1000
350	250	0.4	0.3	sig1	1000	1000	910	1000
350	250	0.4	0.3	bsln	1000	1000	910	1000
350	250	0.4	0.3	sig2	1000	1000	910	1000
350	250	0.4	0.3	big2	1000	1000	910	1000
350	250	0.4	0.3	s2or	1000	1000	910	1000
400	250	0.4	0.3	raw	1000	1000	910	1000
400	250	0.4	0.3	sig1	1000	1000	910	1000
400	250	0.4	0.3	bsln	1000	1000	910	1000
400	250	0.4	0.3	sig2	1000	1000	910	1000
400	250	0.4	0.3	big2	1000	1000	910	1000
400	250	0.4	0.3	s2or	1000	1000	910	1000
450	250	0.4	0.3	raw	1000	1000	910	1000
450	250	0.4	0.3	sig1	1000	1000	910	1000
450	250	0.4	0.3	bsln	1000	1000	910	1000
450	250	0.4	0.3	sig2	1000	1000	910	1000
450	250	0.4	0.3	big2	1000	1000	910	1000
450	250	0.4	0.3	s2or	1000	1000	910	1000
500	250	0.4	0.3	raw	1000	1000	910	1000
500	250	0.4	0.3	sig1	1000	1000	910	1000
500	250	0.4	0.3	bsln	1000	1000	910	1000
500	250	0.4	0.3	sig2	1000	1000	910	1000
500	250	0.4	0.3	big2	1000	1000	910	1000
500	250	0.4	0.3	s2or	1000	1000	910	1000
20	300	0.4	0.3	raw	1000	249	960	900
20	300	0.4	0.3	sig1	249	249	238	248
20	300	0.4	0.3	bsln	248	248	237	248
20	300	0.4	0.3	sig2	1000	249	960	900
20	300	0.4	0.3	big2	249	249	238	248
20	300	0.4	0.3	s2or	248	248	237	248
50	300	0.4	0.3	raw	1000	499	960	982
50	300	0.4	0.3	sig1	499	499	481	499
50	300	0.4	0.3	bsln	499	499	481	499
50	300	0.4	0.3	sig2	1000	499	960	982
50	300	0.4	0.3	big2	499	499	481	499
50	300	0.4	0.3	s2or	499	499	481	499
100	300	0.4	0.3	raw	1000	805	960	999
100	300	0.4	0.3	sig1	805	805	770	805
100	300	0.4	0.3	bsln	805	805	770	805
100	300	0.4	0.3	sig2	1000	805	960	999
100	300	0.4	0.3	big2	805	805	770	805
100	300	0.4	0.3	s2or	805	805	770	805
150	300	0.4	0.3	raw	1000	935	960	1000
150	300	0.4	0.3	sig1	935	935	898	935
150	300	0.4	0.3	bsln	935	935	898	935
150	300	0.4	0.3	sig2	1000	935	960	1000
150	300	0.4	0.3	big2	935	935	898	935
150	300	0.4	0.3	s2or	935	935	898	935
200	300	0.4	0.3	raw	1000	977	960	1000
200	300	0.4	0.3	sig1	977	977	939	977
200	300	0.4	0.3	bsln	977	977	939	977
200	300	0.4	0.3	sig2	1000	977	960	1000
200	300	0.4	0.3	big2	977	977	939	977
200	300	0.4	0.3	s2or	977	977	939	977
250	300	0.4	0.3	raw	1000	995	960	1000
250	300	0.4	0.3	sig1	995	995	956	995
250	300	0.4	0.3	bsln	995	995	956	995
250	300	0.4	0.3	sig2	1000	995	960	1000
250	300	0.4	0.3	big2	995	995	956	995
250	300	0.4	0.3	s2or	995	995	956	995
300	300	0.4	0.3	raw	1000	998	960	1000
300	300	0.4	0.3	sig1	998	998	958	998
300	300	0.4	0.3	bsln	998	998	958	998
300	300	0.4	0.3	sig2	1000	998	960	1000
300	300	0.4	0.3	big2	998	998	958	998
300	300	0.4	0.3	s2or	998	998	958	998
350	300	0.4	0.3	raw	1000	1000	960	1000
350	300	0.4	0.3	sig1	1000	1000	960	1000
350	300	0.4	0.3	bsln	1000	1000	960	1000
350	300	0.4	0.3	sig2	1000	1000	960	1000
350	300	0.4	0.3	big2	1000	1000	960	1000
350	300	0.4	0.3	s2or	1000	1000	960	1000
400	300	0.4	0.3	raw	1000	1000	960	1000
400	300	0.4	0.3	sig1	1000	1000	960	1000
400	300	0.4	0.3	bsln	1000	1000	960	1000
400	300	0.4	0.3	sig2	1000	1000	960	1000
400	300	0.4	0.3	big2	1000	1000	960	1000
400	300	0.4	0.3	s2or	1000	1000	960	1000
450	300	0.4	0.3	raw	1000	1000	960	1000
450	300	0.4	0.3	sig1	1000	1000	960	1000
450	300	0.4	0.3	bsln	1000	1000	960	1000
450	300	0.4	0.3	sig2	1000	1000	960	1000
450	300	0.4	0.3	big2	1000	1000	960	1000
450	300	0.4	0.3	s2or	1000	1000	960	1000
500	300	0.4	0.3	raw	1000	1000	960	1000
500	300	0.4	0.3	sig1	1000	1000	960	1000
500	300	0.4	0.3	bsln	1000	1000	960	1000
500	300	0.4	0.3	sig2	1000	1000	960	1000
500	300	0.4	0.3	big2	1000	1000	960	1000
500	300	0.4	0.3	s2or	1000	1000	960	1000
20	350	0.4	0.3	raw	1000	249	973	900
20	350	0.4	0.3	sig1	249	249	246	248
20	350	0.4	0.3	bsln	248	248	245	248
20	350	0.4	0.3	sig2	1000	249	973	900
20	350	0.4	0.3	big2	249	249	246	248
20	350	0.4	0.3	s2or	248	248	245	248
50	350	0.4	0.3	raw	1000	499	973	982
50	350	0.4	0.3	sig1	499	499	485	499
50	350	0.4	0.3	bsln	499	499	485	499
50	350	0.4	0.3	sig2	1000	499	973	982
50	350	0.4	0.3	big2	499	499	485	499
50	350	0.4	0.3	s2or	499	499	485	499
100	350	0.4	0.3	raw	1000	805	973	999
100	350	0.4	0.3	sig1	805	805	786	805
100	350	0.4	0.3	bsln	805	805	786	805
100	350	0.4	0.3	sig2	1000	805	973	999
100	350	0.4	0.3	big2	805	805	786	805
100	350	0.4	0.3	s2or	805	805	786	805
150	350	0.4	0.3	raw	1000	935	973	1000
150	350	0.4	0.3	sig1	935	935	909	935
150	350	0.4	0.3	bsln	935	935	909	935
150	350	0.4	0.3	sig2	1000	935	973	1000
150	350	0.4	0.3	big2	935	935	909	935
150	350	0.4	0.3	s2or	935	935	909	935
200	350	0.4	0.3	raw	1000	977	973	1000
200	350	0.4	0.3	sig1	977	977	951	977
200	350	0.4	0.3	bsln	977	977	951	977
200	350	0.4	0.3	sig2	1000	977	973	1000
200	350	0.4	0.3	big2	977	977	951	977
200	350	0.4	0.3	s2or	977	977	951	977
250	350	0.4	0.3	raw	1000	995	973	1000
250	350	0.4	0.3	sig1	995	995	968	995
250	350	0.4	0.3	bsln	995	995	968	995
250	350	0.4	0.3	sig2	1000	995	973	1000
250	350	0.4	0.3	big2	995	995	968	995
250	350	0.4	0.3	s2or	995	995	968	995
300	350	0.4	0.3	raw	1000	998	973	1000
300	350	0.4	0.3	sig1	998	998	971	998
300	350	0.4	0.3	bsln	998	998	971	998
300	350	0.4	0.3	sig2	1000	998	973	1000
300	350	0.4	0.3	big2	998	998	971	998
300	350	0.4	0.3	s2or	998	998	971	998
350	350	0.4	0.3	raw	1000	1000	973	1000
350	350	0.4	0.3	sig1	1000	1000	973	1000
350	350	0.4	0.3	bsln	1000	1000	973	1000
350	350	0.4	0.3	sig2	1000	1000	973	1000
350	350	0.4	0.3	big2	1000	1000	973	1000
350	350	0.4	0.3	s2or	1000	1000	973	1000
400	350	0.4	0.3	raw	1000	1000	973	1000
400	350	0.4	0.3	sig1	1000	1000	973	1000
400	350	0.4	0.3	bsln	1000	1000	973	1000
400	350	0.4	0.3	sig2	1000	1000	973	1000
400	350	0.4	0.3	big2	1000	1000	973	1000
400	350	0.4	0.3	s2or	1000	1000	973	1000
450	350	0.4	0.3	raw	1000	1000	973	1000
450	350	0.4	0.3	sig1	1000	1000	973	1000
450	350	0.4	0.3	bsln	1000	1000	973	1000
450	350	0.4	0.3	sig2	1000	1000	973	1000
450	350	0.4	0.3	big2	1000	1000	973	1000
450	350	0.4	0.3	s2or	1000	1000	973	1000
500	350	0.4	0.3	raw	1000	1000	973	1000
500	350	0.4	0.3	sig1	1000	1000	973	1000
500	350	0.4	0.3	bsln	1000	1000	973	1000
500	350	0.4	0.3	sig2	1000	1000	973	1000
500	350	0.4	0.3	big2	1000	1000	973	1000
500	350	0.4	0.3	s2or	1000	1000	973	1000
20	400	0.4	0.3	raw	1000	249	988	900
20	400	0.4	0.3	sig1	249	249	246	248
20	400	0.4	0.3	bsln	248	248	245	248
20	400	0.4	0.3	sig2	1000	249	988	900
20	400	0.4	0.3	big2	249	249	246	248
20	400	0.4	0.3	s2or	248	248	245	248
50	400	0.4	0.3	raw	1000	499	988	982
50	400	0.4	0.3	sig1	499	499	493	499
50	400	0.4	0.3	bsln	499	499	493	499
50	400	0.4	0.3	sig2	1000	499	988	982
50	400	0.4	0.3	big2	499	499	493	499
50	400	0.4	0.3	s2or	499	499	493	499
100	400	0.4	0.3	raw	1000	805	988	999
100	400	0.4	0.3	sig1	805	805	794	805
100	400	0.4	0.3	bsln	805	805	794	805
100	400	0.4	0.3	sig2	1000	805	988	999
100	400	0.4	0.3	big2	805	805	794	805
100	400	0.4	0.3	s2or	805	805	794	805
150	400	0.4	0.3	raw	1000	935	988	1000
150	400	0.4	0.3	sig1	935	935	924	935
150	400	0.4	0.3	bsln	935	935	924	935
150	400	0.4	0.3	sig2	1000	935	988	1000
150	400	0.4	0.3	big2	935	935	924	935
150	400	0.4	0.3	s2or	935	935	924	935
200	400	0.4	0.3	raw	1000	977	988	1000
200	400	0.4	0.3	sig1	977	977	965	977
200	400	0.4	0.3	bsln	977	977	965	977
200	400	0.4	0.3	sig2	1000	977	988	1000
200	400	0.4	0.3	big2	977	977	965	977
200	400	0.4	0.3	s2or	977	977	965	977
250	400	0.4	0.3	raw	1000	995	988	1000
250	400	0.4	0.3	sig1	995	995	983	995
250	400	0.4	0.3	bsln	995	995	983	995
250	400	0.4	0.3	sig2	1000	995	988	1000
250	400	0.4	0.3	big2	995	995	983	995
250	400	0.4	0.3	s2or	995	995	983	995
300	400	0.4	0.3	raw	1000	998	988	1000
300	400	0.4	0.3	sig1	998	998	986	998
300	400	0.4	0.3	bsln	998	998	986	998
300	400	0.4	0.3	sig2	1000	998	988	1000
300	400	0.4	0.3	big2	998	998	986	998
300	400	0.4	0.3	s2or	998	998	986	998
350	400	0.4	0.3	raw	1000	1000	988	1000
350	400	0.4	0.3	sig1	1000	1000	988	1000
350	400	0.4	0.3	bsln	1000	1000	988	1000
350	400	0.4	0.3	sig2	1000	1000	988	1000
350	400	0.4	0.3	big2	1000	1000	988	1000
350	400	0.4	0.3	s2or	1000	1000	988	1000
400	400	0.4	0.3	raw	1000	1000	988	1000
400	400	0.4	0.3	sig1	1000	1000	988	1000
400	400	0.4	0.3	bsln	1000	1000	988	1000
400	400	0.4	0.3	sig2	1000	1000	988	1000
400	400	0.4	0.3	big2	1000	1000	988	1000
400	400	0.4	0.3	s2or	1000	1000	988	1000
450	400	0.4	0.3	raw	1000	1000	988	1000
450	400	0.4	0.3	sig1	1000	1000	988	1000
450	400	0.4	0.3	bsln	1000	1000	988	1000
450	400	0.4	0.3	sig2	1000	1000	988	1000
450	400	0.4	0.3	big2	1000	1000	988	1000
450	400	0.4	0.3	s2or	1000	1000	988	1000
500	400	0.4	0.3	raw	1000	1000	988	1000
500	400	0.4	0.3	sig1	1000	1000	988	1000
500	400	0.4	0.3	bsln	1000	1000	988	1000
500	400	0.4	0.3	sig2	1000	1000	988	1000
500	400	0.4	0.3	big2	1000	1000	988	1000
500	400	0.4	0.3	s2or	1000	1000	988	1000
20	450	0.4	0.3	raw	1000	249	990	900
20	450	0.4	0.3	sig1	249	249	247	248
20	450	0.4	0.3	bsln	248	248	246	248
20	450	0.4	0.3	sig2	1000	249	990	900
20	450	0.4	0.3	big2	249	249	247	248
20	450	0.4	0.3	s2or	248	248	246	248
50	450	0.4	0.3	raw	1000	499	990	982
50	450	0.4	0.3	sig1	499	499	495	499
50	450	0.4	0.3	bsln	499	499	495	499
50	450	0.4	0.3	sig2	1000	499	990	982
50	450	0.4	0.3	big2	499	499	495	499
50	450	0.4	0.3	s2or	499	499	495	499
100	450	0.4	0.3	raw	1000	805	990	999
100	450	0.4	0.3	sig1	805	805	798	805
100	450	0.4	0.3	bsln	805	805	798	805
100	450	0.4	0.3	sig2	1000	805	990	999
100	450	0.4	0.3	big2	805	805	798	805
100	450	0.4	0.3	s2or	805	805	798	805
150	450	0.4	0.3	raw	1000	935	990	1000
150	450	0.4	0.3	sig1	935	935	925	935
150	450	0.4	0.3	bsln	935	935	925	935
150	450	0.4	0.3	sig2	1000	935	990	1000
150	450	0.4	0.3	big2	935	935	925	935
150	450	0.4	0.3	s2or	935	935	925	935
200	450	0.4	0.3	raw	1000	977	990	1000
200	450	0.4	0.3	sig1	977	977	967	977
200	450	0.4	0.3	bsln	977	977	967	977
200	450	0.4	0.3	sig2	1000	977	990	1000
200	450	0.4	0.3	big2	977	977	967	977
200	450	0.4	0.3	s2or	977	977	967	977
250	450	0.4	0.3	raw	1000	995	990	1000
250	450	0.4	0.3	sig1	995	995	985	995
250	450	0.4	0.3	bsln	995	995	985	995
250	450	0.4	0.3	sig2	1000	995	990	1000
250	450	0.4	0.3	big2	995	995	985	995
250	450	0.4	0.3	s2or	995	995	985	995
300	450	0.4	0.3	raw	1000	998	990	1000
300	450	0.4	0.3	sig1	998	998	988	998
300	450	0.4	0.3	bsln	998	998	988	998
300	450	0.4	0.3	sig2	1000	998	990	1000
300	450	0.4	0.3	big2	998	998	988	998
300	450	0.4	0.3	s2or	998	998	988	998
350	450	0.4	0.3	raw	1000	1000	990	1000
350	450	0.4	0.3	sig1	1000	1000	990	1000
350	450	0.4	0.3	bsln	1000	1000	990	1000
350	450	0.4	0.3	sig2	1000	1000	990	1000
350	450	0.4	0.3	big2	1000	1000	990	1000
350	450	0.4	0.3	s2or	1000	1000	990	1000
400	450	0.4	0.3	raw	1000	1000	990	1000
400	450	0.4	0.3	sig1	1000	1000	990	1000
400	450	0.4	0.3	bsln	1000	1000	990	1000
400	450	0.4	0.3	sig2	1000	1000	990	1000
400	450	0.4	0.3	big2	1000	1000	990	1000
400	450	0.4	0.3	s2or	1000	1000	990	1000
450	450	0.4	0.3	raw	1000	1000	990	1000
450	450	0.4	0.3	sig1	1000	1000	990	1000
450	450	0.4	0.3	bsln	1000	1000	990	1000
450	450	0.4	0.3	sig2	1000	1000	990	1000
450	450	0.4	0.3	big2	1000	1000	990	1000
450	450	0.4	0.3	s2or	1000	1000	990	1000
500	450	0.4	0.3	raw	1000	1000	990	1000
500	450	0.4	0.3	sig1	1000	1000	990	1000
500	450	0.4	0.3	bsln	1000	1000	990	1000
500	450	0.4	0.3	sig2	1000	1000	990	1000
500	450	0.4	0.3	big2	1000	1000	990	1000
500	450	0.4	0.3	s2or	1000	1000	990	1000
20	500	0.4	0.3	raw	1000	249	997	900
20	500	0.4	0.3	sig1	249	249	248	248
20	500	0.4	0.3	bsln	248	248	247	248
20	500	0.4	0.3	sig2	1000	249	997	900
20	500	0.4	0.3	big2	249	249	248	248
20	500	0.4	0.3	s2or	248	248	247	248
50	500	0.4	0.3	raw	1000	499	997	982
50	500	0.4	0.3	sig1	499	499	496	499
50	500	0.4	0.3	bsln	499	499	496	499
50	500	0.4	0.3	sig2	1000	499	997	982
50	500	0.4	0.3	big2	499	499	496	499
50	500	0.4	0.3	s2or	499	499	496	499
100	500	0.4	0.3	raw	1000	805	997	999
100	500	0.4	0.3	sig1	805	805	803	805
100	500	0.4	0.3	bsln	805	805	803	805
100	500	0.4	0.3	sig2	1000	805	997	999
100	500	0.4	0.3	big2	805	805	803	805
100	500	0.4	0.3	s2or	805	805	803	805
150	500	0.4	0.3	raw	1000	935	997	1000
150	500	0.4	0.3	sig1	935	935	932	935
150	500	0.4	0.3	bsln	935	935	932	935
150	500	0.4	0.3	sig2	1000	935	997	1000
150	500	0.4	0.3	big2	935	935	932	935
150	500	0.4	0.3	s2or	935	935	932	935
200	500	0.4	0.3	raw	1000	977	997	1000
200	500	0.4	0.3	sig1	977	977	974	977
200	500	0.4	0.3	bsln	977	977	974	977
200	500	0.4	0.3	sig2	1000	977	997	1000
200	500	0.4	0.3	big2	977	977	974	977
200	500	0.4	0.3	s2or	977	977	974	977
250	500	0.4	0.3	raw	1000	995	997	1000
250	500	0.4	0.3	sig1	995	995	992	995
250	500	0.4	0.3	bsln	995	995	992	995
250	500	0.4	0.3	sig2	1000	995	997	1000
250	500	0.4	0.3	big2	995	995	992	995
250	500	0.4	0.3	s2or	995	995	992	995
300	500	0.4	0.3	raw	1000	998	997	1000
300	500	0.4	0.3	sig1	998	998	995	998
300	500	0.4	0.3	bsln	998	998	995	998
300	500	0.4	0.3	sig2	1000	998	997	1000
300	500	0.4	0.3	big2	998	998	995	998
300	500	0.4	0.3	s2or	998	998	995	998
350	500	0.4	0.3	raw	1000	1000	997	1000
350	500	0.4	0.3	sig1	1000	1000	997	1000
350	500	0.4	0.3	bsln	1000	1000	997	1000
350	500	0.4	0.3	sig2	1000	1000	997	1000
350	500	0.4	0.3	big2	1000	1000	997	1000
350	500	0.4	0.3	s2or	1000	1000	997	1000
400	500	0.4	0.3	raw	1000	1000	997	1000
400	500	0.4	0.3	sig1	1000	1000	997	1000
400	500	0.4	0.3	bsln	1000	1000	997	1000
400	500	0.4	0.3	sig2	1000	1000	997	1000
400	500	0.4	0.3	big2	1000	1000	997	1000
400	500	0.4	0.3	s2or	1000	1000	997	1000
450	500	0.4	0.3	raw	1000	1000	997	1000
450	500	0.4	0.3	sig1	1000	1000	997	1000
450	500	0.4	0.3	bsln	1000	1000	997	1000
450	500	0.4	0.3	sig2	1000	1000	997	1000
450	500	0.4	0.3	big2	1000	1000	997	1000
450	500	0.4	0.3	s2or	1000	1000	997	1000
500	500	0.4	0.3	raw	1000	1000	997	1000
500	500	0.4	0.3	sig1	1000	1000	997	1000
500	500	0.4	0.3	bsln	1000	1000	997	1000
500	500	0.4	0.3	sig2	1000	1000	997	1000
500	500	0.4	0.3	big2	1000	1000	997	1000
500	500	0.4	0.3	s2or	1000	1000	997	1000
20	20	0.5	0.3	raw	1000	323	154	791
20	20	0.5	0.3	sig1	323	323	57	271
20	20	0.5	0.3	bsln	271	271	56	271
20	20	0.5	0.3	sig2	1000	323	154	791
20	20	0.5	0.3	big2	323	323	57	271
20	20	0.5	0.3	s2or	271	271	56	271
50	20	0.5	0.3	raw	1000	716	154	829
50	20	0.5	0.3	sig1	716	716	112	594
50	20	0.5	0.3	bsln	594	594	110	594
50	20	0.5	0.3	sig2	1000	716	154	829
50	20	0.5	0.3	big2	716	716	112	594
50	20	0.5	0.3	s2or	594	594	110	594
100	20	0.5	0.3	raw	1000	929	154	832
100	20	0.5	0.3	sig1	929	929	137	776
100	20	0.5	0.3	bsln	776	776	135	776
100	20	0.5	0.3	sig2	1000	929	154	832
100	20	0.5	0.3	big2	929	929	137	776
100	20	0.5	0.3	s2or	776	776	135	776
150	20	0.5	0.3	raw	1000	988	154	832
150	20	0.5	0.3	sig1	988	988	151	821
150	20	0.5	0.3	bsln	821	821	149	821
150	20	0.5	0.3	sig2	1000	988	154	832
150	20	0.5	0.3	big2	988	988	151	821
150	20	0.5	0.3	s2or	821	821	149	821
200	20	0.5	0.3	raw	1000	1000	154	832
200	20	0.5	0.3	sig1	1000	1000	154	832
200	20	0.5	0.3	bsln	832	832	152	832
200	20	0.5	0.3	sig2	1000	1000	154	832
200	20	0.5	0.3	big2	1000	1000	154	832
200	20	0.5	0.3	s2or	832	832	152	832
250	20	0.5	0.3	raw	1000	999	154	832
250	20	0.5	0.3	sig1	999	999	154	831
250	20	0.5	0.3	bsln	831	831	152	831
250	20	0.5	0.3	sig2	1000	999	154	832
250	20	0.5	0.3	big2	999	999	154	831
250	20	0.5	0.3	s2or	831	831	152	831
300	20	0.5	0.3	raw	1000	1000	154	832
300	20	0.5	0.3	sig1	1000	1000	154	832
300	20	0.5	0.3	bsln	832	832	152	832
300	20	0.5	0.3	sig2	1000	1000	154	832
300	20	0.5	0.3	big2	1000	1000	154	832
300	20	0.5	0.3	s2or	832	832	152	832
350	20	0.5	0.3	raw	1000	1000	154	832
350	20	0.5	0.3	sig1	1000	1000	154	832
350	20	0.5	0.3	bsln	832	832	152	832
350	20	0.5	0.3	sig2	1000	1000	154	832
350	20	0.5	0.3	big2	1000	1000	154	832
350	20	0.5	0.3	s2or	832	832	152	832
400	20	0.5	0.3	raw	1000	1000	154	832
400	20	0.5	0.3	sig1	1000	1000	154	832
400	20	0.5	0.3	bsln	832	832	152	832
400	20	0.5	0.3	sig2	1000	1000	154	832
400	20	0.5	0.3	big2	1000	1000	154	832
400	20	0.5	0.3	s2or	832	832	152	832
450	20	0.5	0.3	raw	1000	1000	154	832
450	20	0.5	0.3	sig1	1000	1000	154	832
450	20	0.5	0.3	bsln	832	832	152	832
450	20	0.5	0.3	sig2	1000	1000	154	832
450	20	0.5	0.3	big2	1000	1000	154	832
450	20	0.5	0.3	s2or	832	832	152	832
500	20	0.5	0.3	raw	1000	1000	154	832
500	20	0.5	0.3	sig1	1000	1000	154	832
500	20	0.5	0.3	bsln	832	832	152	832
500	20	0.5	0.3	sig2	1000	1000	154	832
500	20	0.5	0.3	big2	1000	1000	154	832
500	20	0.5	0.3	s2or	832	832	152	832
20	50	0.5	0.3	raw	1000	323	315	891
20	50	0.5	0.3	sig1	323	323	98	302
20	50	0.5	0.3	bsln	302	302	98	302
20	50	0.5	0.3	sig2	1000	323	315	891
20	50	0.5	0.3	big2	323	323	98	302
20	50	0.5	0.3	s2or	302	302	98	302
50	50	0.5	0.3	raw	1000	716	315	937
50	50	0.5	0.3	sig1	716	716	232	675
50	50	0.5	0.3	bsln	675	675	232	675
50	50	0.5	0.3	sig2	1000	716	315	937
50	50	0.5	0.3	big2	716	716	232	675
50	50	0.5	0.3	s2or	675	675	232	675
100	50	0.5	0.3	raw	1000	929	315	940
100	50	0.5	0.3	sig1	929	929	288	874
100	50	0.5	0.3	bsln	874	874	287	874
100	50	0.5	0.3	sig2	1000	929	315	940
100	50	0.5	0.3	big2	929	929	288	874
100	50	0.5	0.3	s2or	874	874	287	874
150	50	0.5	0.3	raw	1000	988	315	940
150	50	0.5	0.3	sig1	988	988	310	931
150	50	0.5	0.3	bsln	931	931	310	931
150	50	0.5	0.3	sig2	1000	988	315	940
150	50	0.5	0.3	big2	988	988	310	931
150	50	0.5	0.3	s2or	931	931	310	931
200	50	0.5	0.3	raw	1000	1000	315	940
200	50	0.5	0.3	sig1	1000	1000	315	940
200	50	0.5	0.3	bsln	940	940	314	940
200	50	0.5	0.3	sig2	1000	1000	315	940
200	50	0.5	0.3	big2	1000	1000	315	940
200	50	0.5	0.3	s2or	940	940	314	940
250	50	0.5	0.3	raw	1000	999	315	940
250	50	0.5	0.3	sig1	999	999	314	939
250	50	0.5	0.3	bsln	939	939	313	939
250	50	0.5	0.3	sig2	1000	999	315	940
250	50	0.5	0.3	big2	999	999	314	939
250	50	0.5	0.3	s2or	939	939	313	939
300	50	0.5	0.3	raw	1000	1000	315	940
300	50	0.5	0.3	sig1	1000	1000	315	940
300	50	0.5	0.3	bsln	940	940	314	940
300	50	0.5	0.3	sig2	1000	1000	315	940
300	50	0.5	0.3	big2	1000	1000	315	940
300	50	0.5	0.3	s2or	940	940	314	940
350	50	0.5	0.3	raw	1000	1000	315	940
350	50	0.5	0.3	sig1	1000	1000	315	940
350	50	0.5	0.3	bsln	940	940	314	940
350	50	0.5	0.3	sig2	1000	1000	315	940
350	50	0.5	0.3	big2	1000	1000	315	940
350	50	0.5	0.3	s2or	940	940	314	940
400	50	0.5	0.3	raw	1000	1000	315	940
400	50	0.5	0.3	sig1	1000	1000	315	940
400	50	0.5	0.3	bsln	940	940	314	940
400	50	0.5	0.3	sig2	1000	1000	315	940
400	50	0.5	0.3	big2	1000	1000	315	940
400	50	0.5	0.3	s2or	940	940	314	940
450	50	0.5	0.3	raw	1000	1000	315	940
450	50	0.5	0.3	sig1	1000	1000	315	940
450	50	0.5	0.3	bsln	940	940	314	940
450	50	0.5	0.3	sig2	1000	1000	315	940
450	50	0.5	0.3	big2	1000	1000	315	940
450	50	0.5	0.3	s2or	940	940	314	940
500	50	0.5	0.3	raw	1000	1000	315	940
500	50	0.5	0.3	sig1	1000	1000	315	940
500	50	0.5	0.3	bsln	940	940	314	940
500	50	0.5	0.3	sig2	1000	1000	315	940
500	50	0.5	0.3	big2	1000	1000	315	940
