n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
80	20	0.2	0	bsln	1204	1204	57	1141	1204	1196	895	1204	1200	1200	1204	253
80	20	0.2	0	sig2	57	57	57	57	57	53	19	57	53	53	57	57
80	20	0.2	0	big2	1204	1204	253	1141	1204	1200	933	1204	1204	1204	1204	253
80	20	0.2	0	s2or	1204	1204	57	1141	1204	1200	933	1204	1204	1204	1204	253
160	20	0.2	0	raw	10000	4253	497	3816	4927	8841	4091	9675	9040	8981	9992	2682
160	20	0.2	0	sig1	4253	4253	205	3513	2128	3544	1484	4026	3653	3630	4247	744
160	20	0.2	0	bsln	2128	2128	90	2097	2128	2118	1484	2127	2122	2119	2128	744
160	20	0.2	0	sig2	90	90	90	90	90	80	1	89	84	81	90	90
160	20	0.2	0	big2	2128	2128	744	2097	2128	2128	1717	2128	2128	2128	2128	744
160	20	0.2	0	s2or	2128	2128	90	2097	2128	2128	1573	2128	2128	2128	2128	744
320	20	0.2	0	raw	10000	7177	497	6914	4911	8917	2983	9561	9016	8966	9994	2675
320	20	0.2	0	sig1	7177	7177	354	6717	3545	6289	2039	6804	6366	6333	7172	1626
320	20	0.2	0	bsln	3545	3545	165	3531	3545	3512	2039	3535	3515	3508	3545	1626
320	20	0.2	0	sig2	165	165	165	165	165	132	0	155	135	128	165	165
320	20	0.2	0	big2	3545	3545	1626	3531	3545	3545	2837	3545	3545	3545	3545	1626
320	20	0.2	0	s2or	3545	3545	165	3531	3545	3545	2204	3545	3545	3545	3545	1626
20	40	0.2	0	raw	10000	974	511	567	5053	6739	8397	9845	9089	9152	9993	1679
20	40	0.2	0	sig1	974	974	45	204	484	74	262	844	436	484	967	0
20	40	0.2	0	bsln	484	484	22	204	484	74	262	480	377	405	484	0
20	40	0.2	0	sig2	22	22	22	22	22	18	22	22	22	22	22	0
20	40	0.2	0	big2	484	484	22	204	484	74	262	480	377	405	484	0
20	40	0.2	0	s2or	484	484	22	204	484	78	262	480	377	405	484	22
40	40	0.2	0	raw	10000	1459	511	887	5042	7493	7512	9827	8982	9009	9998	1995
40	40	0.2	0	sig1	1459	1459	69	517	699	413	432	1318	858	890	1457	14
40	40	0.2	0	bsln	699	699	31	481	699	413	432	697	649	659	699	14
40	40	0.2	0	sig2	31	31	31	31	31	31	31	31	31	31	31	14
40	40	0.2	0	big2	699	699	31	481	699	413	432	697	649	659	699	14
40	40	0.2	0	s2or	699	699	31	481	699	413	432	697	649	659	699	31
80	40	0.2	0	raw	10000	2432	511	1701	5053	7951	6241	9772	8828	8827	9994	2025
80	40	0.2	0	sig1	2432	2432	122	1309	1230	1358	853	2257	1732	1749	2427	88
80	40	0.2	0	bsln	1230	1230	58	1059	1230	1142	853	1230	1206	1209	1230	88
80	40	0.2	0	sig2	58	58	58	58	58	58	56	58	58	58	58	50
80	40	0.2	0	big2	1230	1230	96	1059	1230	1142	855	1230	1206	1209	1230	88
80	40	0.2	0	s2or	1230	1230	58	1059	1230	1142	855	1230	1206	1209	1230	96
160	40	0.2	0	raw	10000	4253	511	3551	5055	8246	4879	9633	8736	8728	9992	2086
160	40	0.2	0	sig1	4253	4253	199	3139	2144	3067	1526	3958	3334	3342	4246	402
160	40	0.2	0	bsln	2144	2144	88	2058	2144	2137	1526	2144	2143	2142	2144	402
160	40	0.2	0	sig2	88	88	88	88	88	87	46	88	88	87	88	88
160	40	0.2	0	big2	2144	2144	402	2058	2144	2138	1568	2144	2143	2143	2144	402
160	40	0.2	0	s2or	2144	2144	88	2058	2144	2138	1568	2144	2143	2143	2144	402
320	40	0.2	0	raw	10000	7177	511	6668	5055	8368	3613	9498	8654	8635	9990	1949
320	40	0.2	0	sig1	7177	7177	372	6407	3652	5784	2320	6725	6014	6003	7169	1071
320	40	0.2	0	bsln	3652	3652	176	3623	3652	3641	2320	3650	3648	3645	3652	1071
320	40	0.2	0	sig2	176	176	176	176	176	166	6	174	172	169	176	176
320	40	0.2	0	big2	3652	3652	1071	3623	3652	3651	2634	3652	3652	3652	3652	1071
320	40	0.2	0	s2or	3652	3652	176	3623	3652	3651	2490	3652	3652	3652	3652	1071
20	80	0.2	0	raw	10000	974	525	569	5023	5378	8724	9776	9018	9108	9993	1313
20	80	0.2	0	sig1	974	974	44	138	488	2	221	764	312	357	967	0
20	80	0.2	0	bsln	488	488	25	138	488	2	221	461	300	330	488	0
20	80	0.2	0	sig2	25	25	25	25	25	2	21	25	23	24	25	0
20	80	0.2	0	big2	488	488	25	138	488	2	221	461	300	330	488	0
20	80	0.2	0	s2or	488	488	25	138	488	25	225	461	302	331	488	25
40	80	0.2	0	raw	10000	1459	525	830	5030	6309	8044	9752	8853	8887	9988	1456
40	80	0.2	0	sig1	1459	1459	71	375	721	129	405	1228	661	684	1447	3
40	80	0.2	0	bsln	721	721	34	373	721	129	405	705	573	587	721	3
40	80	0.2	0	sig2	34	34	34	34	34	31	34	34	34	34	34	3
40	80	0.2	0	big2	721	721	34	373	721	129	405	705	573	587	721	3
40	80	0.2	0	s2or	721	721	34	373	721	132	405	705	573	587	721	34
80	80	0.2	0	raw	10000	2432	525	1417	5031	6813	6832	9696	8525	8556	9983	1549
80	80	0.2	0	sig1	2432	2432	143	959	1212	745	759	2161	1395	1428	2415	32
80	80	0.2	0	bsln	1212	1212	81	872	1212	745	759	1206	1110	1128	1212	32
80	80	0.2	0	sig2	81	81	81	81	81	81	81	81	81	81	81	32
80	80	0.2	0	big2	1212	1212	81	872	1212	745	759	1206	1110	1128	1212	32
80	80	0.2	0	s2or	1212	1212	81	872	1212	745	759	1206	1110	1128	1212	81
160	80	0.2	0	raw	10000	4253	525	2992	4999	7120	5235	9549	8176	8189	9978	1491
160	80	0.2	0	sig1	4253	4253	221	2529	2070	2185	1299	3860	2813	2833	4232	164
160	80	0.2	0	bsln	2070	2070	116	1843	2070	1867	1299	2070	2000	2005	2070	164
160	80	0.2	0	sig2	116	116	116	116	116	112	105	116	115	115	116	95
160	80	0.2	0	big2	2070	2070	185	1843	2070	1871	1310	2070	2001	2006	2070	164
160	80	0.2	0	s2or	2070	2070	116	1843	2070	1871	1310	2070	2001	2006	2070	185
320	80	0.2	0	raw	10000	7177	525	6235	4997	7311	3759	9310	7928	7929	9974	1354
320	80	0.2	0	sig1	7177	7177	369	5948	3574	4812	2185	6528	5320	5324	7152	615
320	80	0.2	0	bsln	3574	3574	193	3504	3574	3509	2185	3574	3554	3554	3574	615
320	80	0.2	0	sig2	193	193	193	193	193	187	122	193	190	190	193	184
320	80	0.2	0	big2	3574	3574	624	3504	3574	3515	2256	3574	3557	3557	3574	615
320	80	0.2	0	s2or	3574	3574	193	3504	3574	3515	2256	3574	3557	3557	3574	624
20	160	0.2	0	raw	10000	974	515	543	5000	4088	8838	9689	8952	9051	9991	933
20	160	0.2	0	sig1	974	974	46	114	485	0	164	670	196	238	965	0
20	160	0.2	0	bsln	485	485	28	111	485	0	164	416	194	229	483	0
20	160	0.2	0	sig2	28	28	28	28	28	0	21	26	22	22	28	0
20	160	0.2	0	big2	485	485	28	111	485	0	164	416	194	229	483	0
20	160	0.2	0	s2or	485	485	28	111	485	28	171	418	200	235	483	28
40	160	0.2	0	raw	10000	1459	515	681	4907	4819	8238	9641	8664	8728	9988	1027
40	160	0.2	0	sig1	1459	1459	75	240	701	10	310	1111	473	516	1447	0
40	160	0.2	0	bsln	701	701	35	240	701	10	310	655	437	463	701	0
40	160	0.2	0	sig2	35	35	35	35	35	10	34	35	35	35	35	0
40	160	0.2	0	big2	701	701	35	240	701	10	310	655	437	463	701	0
40	160	0.2	0	s2or	701	701	35	240	701	35	311	655	437	463	701	35
80	160	0.2	0	raw	10000	2432	515	1106	4950	5145	7049	9567	8167	8209	9980	1029
80	160	0.2	0	sig1	2432	2432	117	661	1239	198	609	2023	1068	1093	2412	2
80	160	0.2	0	bsln	1239	1239	61	651	1239	198	609	1190	935	947	1238	2
80	160	0.2	0	sig2	61	61	61	61	61	50	59	61	60	60	61	2
80	160	0.2	0	big2	1239	1239	61	651	1239	198	609	1190	935	947	1238	2
80	160	0.2	0	s2or	1239	1239	61	651	1239	209	611	1190	936	948	1238	61
160	160	0.2	0	raw	10000	4253	515	2331	4956	5326	5341	9341	7519	7537	9956	939
160	160	0.2	0	sig1	4253	4253	221	1923	2104	1063	1074	3637	2208	2227	4210	32
160	160	0.2	0	bsln	2104	2104	115	1633	2104	1063	1074	2079	1798	1805	2104	32
160	160	0.2	0	sig2	115	115	115	115	115	112	112	115	115	115	115	32
160	160	0.2	0	big2	2104	2104	115	1633	2104	1063	1074	2079	1798	1805	2104	32
160	160	0.2	0	s2or	2104	2104	115	1633	2104	1066	1077	2079	1798	1805	2104	115
320	160	0.2	0	raw	10000	7177	515	5356	4964	5491	3622	8946	6876	6896	9917	693
320	160	0.2	0	sig1	7177	7177	362	5048	3543	3176	1805	6161	4292	4312	7095	182
320	160	0.2	0	bsln	3543	3543	180	3327	3543	2807	1805	3535	3253	3263	3543	182
320	160	0.2	0	sig2	180	180	180	180	180	179	175	180	180	180	180	114
320	160	0.2	0	big2	3543	3543	248	3327	3543	2807	1808	3535	3253	3263	3543	182
320	160	0.2	0	s2or	3543	3543	180	3327	3543	2808	1810	3535	3253	3263	3543	248
20	320	0.2	0	raw	10000	974	521	527	4964	3035	8934	9555	8943	9047	9992	674
20	320	0.2	0	sig1	974	974	46	66	489	0	128	536	123	171	966	0
20	320	0.2	0	bsln	489	489	22	63	489	0	128	353	123	168	489	0
20	320	0.2	0	sig2	22	22	22	22	22	0	12	20	12	15	22	0
20	320	0.2	0	big2	489	489	22	63	489	0	128	353	123	168	489	0
20	320	0.2	0	s2or	489	489	22	63	489	22	138	355	133	175	489	22
40	320	0.2	0	raw	10000	1459	521	606	5005	3620	8387	9469	8578	8639	9988	792
40	320	0.2	0	sig1	1459	1459	78	160	721	0	265	943	330	358	1447	0
40	320	0.2	0	bsln	721	721	45	158	721	0	265	597	320	340	719	0
40	320	0.2	0	sig2	45	45	45	45	45	0	41	43	41	41	45	0
40	320	0.2	0	big2	721	721	45	158	721	0	265	597	320	340	719	0
40	320	0.2	0	s2or	721	721	45	158	721	45	269	599	324	344	719	45
80	320	0.2	0	raw	10000	2432	521	899	5006	3700	7288	9320	7891	7942	9973	722
80	320	0.2	0	sig1	2432	2432	98	441	1213	10	488	1779	743	780	2405	0
80	320	0.2	0	bsln	1213	1213	44	440	1213	10	488	1099	685	711	1210	0
80	320	0.2	0	sig2	44	44	44	44	44	10	36	42	37	37	44	0
80	320	0.2	0	big2	1213	1213	44	440	1213	10	488	1099	685	711	1210	0
80	320	0.2	0	s2or	1213	1213	44	440	1213	44	496	1101	692	718	1210	44
160	320	0.2	0	raw	10000	4253	521	1770	5024	3687	5642	9008	6878	6908	9923	598
160	320	0.2	0	sig1	4253	4253	221	1358	2142	270	929	3285	1597	1623	4176	4
160	320	0.2	0	bsln	2142	2142	106	1306	2142	270	929	2025	1414	1434	2142	4
160	320	0.2	0	sig2	106	106	106	106	106	84	97	106	100	100	106	4
160	320	0.2	0	big2	2142	2142	106	1306	2142	270	929	2025	1414	1434	2142	4
160	320	0.2	0	s2or	2142	2142	106	1306	2142	292	938	2025	1420	1440	2142	106
320	320	0.2	0	raw	10000	7177	521	4322	5040	3456	3467	8369	5705	5728	9827	359
320	320	0.2	0	sig1	7177	7177	372	4021	3608	1452	1462	5562	3139	3162	7004	40
320	320	0.2	0	bsln	3608	3608	181	3132	3608	1452	1462	3472	2685	2701	3605	40
320	320	0.2	0	sig2	181	181	181	181	181	175	176	181	181	181	181	40
320	320	0.2	0	big2	3608	3608	181	3132	3608	1452	1462	3472	2685	2701	3605	40
320	320	0.2	0	s2or	3608	3608	181	3132	3608	1458	1467	3472	2685	2701	3605	181
20	20	0.5	0	raw	10000	3455	497	1674	4908	5816	5949	9555	7811	7951	9976	1140
20	20	0.5	0	sig1	3455	3455	162	1282	1684	873	958	3048	1791	1927	3431	25
20	20	0.5	0	bsln	1684	1684	76	1197	1684	873	958	1672	1443	1507	1684	25
20	20	0.5	0	sig2	76	76	76	76	76	75	75	76	76	76	76	25
20	20	0.5	0	big2	1684	1684	76	1197	1684	873	958	1672	1443	1507	1684	25
20	20	0.5	0	s2or	1684	1684	76	1197	1684	874	959	1672	1443	1507	1684	76
40	20	0.5	0	raw	10000	5954	497	4196	4938	6069	4325	9249	7372	7472	9954	999
40	20	0.5	0	sig1	5954	5954	295	3862	2909	2714	1672	5247	3665	3772	5908	188
40	20	0.5	0	bsln	2909	2909	129	2692	2909	2390	1672	2901	2712	2755	2909	188
40	20	0.5	0	sig2	129	129	129	129	129	128	122	129	129	129	129	106
40	20	0.5	0	big2	2909	2909	211	2692	2909	2391	1679	2901	2712	2755	2909	188
40	20	0.5	0	s2or	2909	2909	129	2692	2909	2391	1679	2901	2712	2755	2909	211
80	20	0.5	0	raw	10000	8802	497	7982	4910	6154	2811	8866	6944	7020	9936	813
80	20	0.5	0	sig1	8802	8802	429	7845	4306	5125	2174	7700	5860	5943	8738	512
80	20	0.5	0	bsln	4306	4306	192	4265	4306	4035	2174	4304	4199	4225	4306	512
80	20	0.5	0	sig2	192	192	192	192	192	186	130	192	191	189	192	175
80	20	0.5	0	big2	4306	4306	529	4265	4306	4041	2236	4304	4200	4228	4306	512
80	20	0.5	0	s2or	4306	4306	192	4265	4306	4041	2236	4304	4200	4228	4306	529
160	20	0.5	0	raw	10000	9938	497	9873	4912	6374	1894	8461	6757	6833	9910	720
160	20	0.5	0	sig1	9938	9938	495	9866	4885	6322	1873	8400	6703	6780	9848	710
160	20	0.5	0	bsln	4885	4885	222	4883	4885	4773	1873	4883	4823	4843	4885	710
160	20	0.5	0	sig2	222	222	222	222	222	218	88	222	220	218	222	217
160	20	0.5	0	big2	4885	4885	715	4883	4885	4777	2044	4883	4825	4847	4885	710
160	20	0.5	0	s2or	4885	4885	222	4883	4885	4777	2007	4883	4825	4847	4885	715
320	20	0.5	0	raw	10000	10000	497	10000	4912	6370	1262	7982	6592	6657	9904	656
320	20	0.5	0	sig1	10000	10000	497	10000	4912	6370	1262	7982	6592	6657	9904	656
320	20	0.5	0	bsln	4912	4912	223	4912	4912	4870	1262	4912	4890	4895	4912	656
320	20	0.5	0	sig2	223	223	223	223	223	217	41	223	219	217	223	222
320	20	0.5	0	big2	4912	4912	657	4912	4912	4876	1498	4912	4894	4901	4912	656
320	20	0.5	0	s2or	4912	4912	223	4912	4912	4876	1444	4912	4894	4901	4912	657
20	40	0.5	0	raw	10000	3455	511	1277	5042	4230	6309	9270	7366	7557	9959	721
20	40	0.5	0	sig1	3455	3455	177	865	1732	202	801	2752	1313	1464	3414	2
20	40	0.5	0	bsln	1732	1732	73	862	1732	202	801	1670	1180	1275	1731	2
20	40	0.5	0	sig2	73	73	73	73	73	62	69	73	70	73	73	2
20	40	0.5	0	big2	1732	1732	73	862	1732	202	801	1670	1180	1275	1731	2
20	40	0.5	0	s2or	1732	1732	73	862	1732	213	805	1670	1183	1275	1731	73
40	40	0.5	0	raw	10000	5954	511	3222	5054	4233	4313	8870	6386	6533	9900	564
40	40	0.5	0	sig1	5954	5954	326	2892	2987	1312	1381	4860	2741	2875	5854	40
40	40	0.5	0	bsln	2987	2987	156	2443	2987	1312	1381	2924	2317	2389	2987	40
