n1	n2	d1	d2	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
80	20	1	0	1	0.04	0.49	1	0.13	0.02	0.45	0.2	0.23	0.88	0.02
160	20	1	0	1	0.04	0.49	1	0.17	0.03	0.31	0.18	0.19	0.86	0
320	20	1	0	1	0.04	0.49	1	0.14	0	0.28	0.15	0.17	0.89	0
20	40	1	0	1	0.0795454545454545	0.477272727272727	0.409090909090909	0.0227272727272727	0.0795454545454545	0.5	0.125	0.147727272727273	0.909090909090909	0
40	40	1	0	1	0.0707070707070707	0.454545454545455	0.818181818181818	0.0404040404040404	0.0404040404040404	0.343434343434343	0.151515151515152	0.171717171717172	0.787878787878788	0
80	40	1	0	1	0.07	0.46	1	0.01	0	0.17	0.04	0.05	0.6	0
160	40	1	0	1	0.07	0.46	1	0.02	0	0.12	0.02	0.04	0.47	0
320	40	1	0	1	0.07	0.46	1	0.01	0	0.05	0.01	0.01	0.38	0
20	80	1	0	1	0.0454545454545455	0.511363636363636	0.193181818181818	0	0.0568181818181818	0.363636363636364	0.0681818181818182	0.0909090909090909	0.829545454545455	0
40	80	1	0	1	0.0404040404040404	0.505050505050505	0.626262626262626	0.0101010101010101	0.0101010101010101	0.242424242424242	0.0606060606060606	0.0707070707070707	0.676767676767677	0
80	80	1	0	1	0.04	0.5	1	0	0	0.04	0	0	0.3	0
160	80	1	0	1	0.04	0.5	1	0	0	0.01	0	0	0.11	0
320	80	1	0	1	0.04	0.5	1	0	0	0	0	0	0.04	0
20	160	1	0	1	0.0227272727272727	0.454545454545455	0.113636363636364	0	0.0227272727272727	0.227272727272727	0.0568181818181818	0.0681818181818182	0.784090909090909	0
40	160	1	0	1	0.0303030303030303	0.464646464646465	0.393939393939394	0	0.0101010101010101	0.111111111111111	0.0202020202020202	0.0202020202020202	0.545454545454545	0
80	160	1	0	1	0.03	0.46	0.89	0	0	0	0	0	0.09	0
160	160	1	0	1	0.03	0.46	1	0	0	0	0	0	0.01	0
320	160	1	0	1	0.03	0.46	1	0	0	0	0	0	0	0
20	320	1	0	1	0.0909090909090909	0.477272727272727	0.0681818181818182	0	0.0227272727272727	0.136363636363636	0.0227272727272727	0.0454545454545455	0.75	0
40	320	1	0	1	0.0808080808080808	0.454545454545455	0.191919191919192	0	0	0.0707070707070707	0.0101010101010101	0.0101010101010101	0.444444444444444	0
80	320	1	0	1	0.08	0.46	0.68	0	0	0	0	0	0.04	0
160	320	1	0	1	0.08	0.46	1	0	0	0	0	0	0	0
320	320	1	0	1	0.08	0.46	1	0	0	0	0	0	0	0
20	20	0	0.2	1	0	0.75	0.5	0.25	0.5	1	1	1	1	0
40	20	0	0.2	1	0	0.285714285714286	0.142857142857143	0.285714285714286	0.285714285714286	1	0.428571428571429	0.428571428571429	1	0.142857142857143
80	20	0	0.2	1	0	0	0	0.75	0	1	0.75	0.75	1	0
160	20	0	0.2	1	0	0.666666666666667	0.666666666666667	1	0.333333333333333	1	1	1	1	0.666666666666667
320	20	0	0.2	1	0	0.5	0.75	0.875	0.375	1	0.875	0.875	1	0.375
20	40	0	0.2	1	0	0.75	0.5	0.25	0.5	1	0.5	0.75	1	0
40	40	0	0.2	1	0	0.285714285714286	0.142857142857143	0.142857142857143	0.142857142857143	0.714285714285714	0.428571428571429	0.571428571428571	1	0
80	40	0	0.2	1	0	0.25	0.25	0.75	0.25	0.75	0.75	0.75	1	0.25
160	40	0	0.2	1	0	0	0	0.666666666666667	0	1	0.666666666666667	0.666666666666667	1	0
320	40	0	0.2	1	0.125	0.5	0.5	0.5	0.25	0.75	0.5	0.5	1	0.25
20	80	0	0.2	1	0	0.75	0.75	0	0.5	1	0.75	0.75	1	0
40	80	0	0.2	1	0.285714285714286	0.428571428571429	0.285714285714286	0.285714285714286	0.428571428571429	0.571428571428571	0.428571428571429	0.428571428571429	1	0
80	80	0	0.2	1	0.25	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0
160	80	0	0.2	1	0	0.333333333333333	0.333333333333333	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	1	0.333333333333333
320	80	0	0.2	1	0.125	0.625	0.625	0.625	0.375	0.875	0.625	0.625	1	0.25
20	160	0	0.2	1	0.25	0.5	0.25	0	0.25	1	0.25	0.25	1	0
40	160	0	0.2	1	0.714285714285714	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	1	0
80	160	0	0.2	1	0.5	0.5	0.25	0.25	0.5	0.5	0.5	0.5	1	0
160	160	0	0.2	1	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0
320	160	0	0.2	1	0.375	0.5	0.5	0.625	0.5	0.875	0.75	0.75	1	0.375
20	320	0	0.2	1	0.75	0.75	0.75	0	0.75	0.75	0.75	0.75	1	0
40	320	0	0.2	1	0.857142857142857	0.428571428571429	0.714285714285714	0	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.857142857142857	0
80	320	0	0.2	1	0.75	0.5	0.5	0.25	0.5	0.75	0.5	0.5	1	0
160	320	0	0.2	1	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	1	0
320	320	0	0.2	1	0.5	0.5	0.5	0.5	0.5	0.625	0.5	0.5	1	0.125
20	20	0.2	0.2	1	0	0.428571428571429	0.142857142857143	0.428571428571429	0.428571428571429	0.857142857142857	0.714285714285714	0.714285714285714	1	0
40	20	0.2	0.2	1	0.0714285714285714	0.785714285714286	0.785714285714286	0.857142857142857	0.785714285714286	1	1	1	1	0.0714285714285714
80	20	0.2	0.2	1	0.176470588235294	0.647058823529412	0.764705882352941	0.764705882352941	0.588235294117647	1	0.882352941176471	0.882352941176471	1	0.470588235294118
160	20	0.2	0.2	1	0.1	0.725	0.9	0.9	0.45	0.975	0.975	0.975	1	0.4
320	20	0.2	0.2	1	0.0833333333333333	0.722222222222222	0.958333333333333	0.944444444444444	0.305555555555556	0.986111111111111	0.944444444444444	0.944444444444444	1	0.458333333333333
20	40	0.2	0.2	1	0.142857142857143	0.714285714285714	0.714285714285714	0.571428571428571	0.571428571428571	0.857142857142857	0.714285714285714	0.714285714285714	1	0
40	40	0.2	0.2	1	0.142857142857143	0.785714285714286	0.714285714285714	0.642857142857143	0.642857142857143	0.928571428571429	0.785714285714286	0.785714285714286	0.928571428571429	0.0714285714285714
80	40	0.2	0.2	1	0.235294117647059	0.882352941176471	0.882352941176471	0.823529411764706	0.647058823529412	0.941176470588235	0.941176470588235	0.941176470588235	1	0.176470588235294
160	40	0.2	0.2	1	0.1	0.8	0.875	0.975	0.7	1	1	1	1	0.425
320	40	0.2	0.2	1	0.138888888888889	0.805555555555556	0.944444444444444	0.944444444444444	0.555555555555556	0.986111111111111	0.944444444444444	0.944444444444444	1	0.444444444444444
20	80	0.2	0.2	1	0.285714285714286	1	0.857142857142857	0.142857142857143	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	1	0
40	80	0.2	0.2	1	0.142857142857143	0.857142857142857	0.714285714285714	0.428571428571429	0.714285714285714	0.857142857142857	0.785714285714286	0.785714285714286	1	0
80	80	0.2	0.2	1	0.117647058823529	0.882352941176471	0.764705882352941	0.647058823529412	0.705882352941177	1	0.941176470588235	0.941176470588235	1	0
160	80	0.2	0.2	1	0.1	0.9	0.875	0.925	0.85	1	1	1	1	0.2
320	80	0.2	0.2	1	0.180555555555556	0.847222222222222	0.916666666666667	0.902777777777778	0.625	1	0.930555555555556	0.930555555555556	1	0.361111111111111
20	160	0.2	0.2	1	0.285714285714286	0.857142857142857	0.714285714285714	0	0.714285714285714	0.857142857142857	0.714285714285714	0.714285714285714	1	0
40	160	0.2	0.2	1	0.285714285714286	0.928571428571429	0.714285714285714	0.214285714285714	0.714285714285714	0.857142857142857	0.714285714285714	0.714285714285714	1	0
80	160	0.2	0.2	1	0.294117647058824	1	0.941176470588235	0.529411764705882	1	1	1	1	1	0
160	160	0.2	0.2	1	0.4	0.975	0.95	0.9	0.9	1	1	1	1	0.225
320	160	0.2	0.2	1	0.347222222222222	0.972222222222222	0.972222222222222	0.888888888888889	0.805555555555556	1	0.972222222222222	0.972222222222222	1	0.402777777777778
20	320	0.2	0.2	1	0.571428571428571	1	1	0	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	1	0
40	320	0.2	0.2	1	0.857142857142857	0.928571428571429	0.857142857142857	0	0.785714285714286	0.785714285714286	0.785714285714286	0.785714285714286	1	0
80	320	0.2	0.2	1	0.647058823529412	1	0.941176470588235	0.235294117647059	0.882352941176471	1	0.882352941176471	0.882352941176471	1	0
160	320	0.2	0.2	1	0.75	1	1	0.7	0.925	1	1	1	1	0.075
320	320	0.2	0.2	1	0.680555555555556	1	1	0.861111111111111	0.861111111111111	1	0.972222222222222	0.972222222222222	1	0.375
20	20	0.5	0.2	1	0.102564102564103	0.743589743589744	0.58974358974359	0.564102564102564	0.58974358974359	1	0.769230769230769	0.769230769230769	1	0.0512820512820513
40	20	0.5	0.2	1	0.0681818181818182	0.772727272727273	0.886363636363636	0.772727272727273	0.522727272727273	0.931818181818182	0.818181818181818	0.818181818181818	1	0.0681818181818182
80	20	0.5	0.2	1	0.0568181818181818	0.738636363636364	0.931818181818182	0.784090909090909	0.465909090909091	0.965909090909091	0.818181818181818	0.806818181818182	1	0.159090909090909
160	20	0.5	0.2	1	0.0618556701030928	0.721649484536082	1	0.824742268041237	0.329896907216495	0.938144329896907	0.865979381443299	0.865979381443299	1	0.22680412371134
320	20	0.5	0.2	1	0.07	0.71	1	0.79	0.26	0.89	0.81	0.81	1	0.16
20	40	0.5	0.2	1	0.153846153846154	0.82051282051282	0.641025641025641	0.333333333333333	0.641025641025641	0.974358974358974	0.717948717948718	0.743589743589744	1	0.0512820512820513
40	40	0.5	0.2	1	0.113636363636364	0.772727272727273	0.795454545454545	0.477272727272727	0.522727272727273	0.863636363636364	0.727272727272727	0.772727272727273	0.977272727272727	0.0227272727272727
80	40	0.5	0.2	1	0.147727272727273	0.784090909090909	0.909090909090909	0.670454545454545	0.477272727272727	0.943181818181818	0.772727272727273	0.784090909090909	1	0.0909090909090909
160	40	0.5	0.2	1	0.144329896907216	0.814432989690722	0.979381443298969	0.690721649484536	0.391752577319588	0.907216494845361	0.731958762886598	0.742268041237113	0.989690721649485	0.134020618556701
320	40	0.5	0.2	1	0.14	0.8	1	0.74	0.26	0.87	0.75	0.75	1	0.09
20	80	0.5	0.2	1	0.179487179487179	0.897435897435897	0.512820512820513	0.102564102564103	0.564102564102564	0.871794871794872	0.615384615384615	0.692307692307692	1	0
40	80	0.5	0.2	1	0.181818181818182	0.840909090909091	0.636363636363636	0.159090909090909	0.431818181818182	0.863636363636364	0.636363636363636	0.681818181818182	1	0
80	80	0.5	0.2	1	0.181818181818182	0.886363636363636	0.954545454545455	0.477272727272727	0.488636363636364	0.863636363636364	0.647727272727273	0.647727272727273	1	0.0454545454545455
160	80	0.5	0.2	1	0.175257731958763	0.876288659793814	1	0.525773195876289	0.319587628865979	0.845360824742268	0.618556701030928	0.628865979381443	0.989690721649485	0.0515463917525773
320	80	0.5	0.2	1	0.17	0.88	1	0.48	0.18	0.79	0.56	0.61	0.98	0.03
20	160	0.5	0.2	1	0.358974358974359	0.974358974358974	0.641025641025641	0	0.641025641025641	0.923076923076923	0.641025641025641	0.666666666666667	1	0
40	160	0.5	0.2	1	0.409090909090909	0.954545454545455	0.840909090909091	0.0454545454545455	0.409090909090909	0.909090909090909	0.545454545454545	0.568181818181818	1	0
80	160	0.5	0.2	1	0.397727272727273	0.965909090909091	0.954545454545455	0.227272727272727	0.477272727272727	0.875	0.636363636363636	0.636363636363636	0.988636363636364	0
160	160	0.5	0.2	1	0.391752577319588	0.969072164948454	0.989690721649485	0.288659793814433	0.298969072164948	0.804123711340206	0.463917525773196	0.463917525773196	0.979381443298969	0.0206185567010309
320	160	0.5	0.2	1	0.4	0.97	1	0.22	0.12	0.68	0.36	0.36	0.98	0.01
20	320	0.5	0.2	1	0.615384615384615	1	0.82051282051282	0	0.58974358974359	0.82051282051282	0.58974358974359	0.58974358974359	1	0
40	320	0.5	0.2	1	0.727272727272727	1	0.909090909090909	0	0.409090909090909	0.795454545454545	0.477272727272727	0.522727272727273	1	0
80	320	0.5	0.2	1	0.738636363636364	1	0.977272727272727	0.113636363636364	0.511363636363636	0.772727272727273	0.579545454545455	0.590909090909091	0.988636363636364	0
160	320	0.5	0.2	1	0.711340206185567	1	1	0.123711340206186	0.237113402061856	0.690721649484536	0.381443298969072	0.381443298969072	0.948453608247423	0.0103092783505155
320	320	0.5	0.2	1	0.72	1	1	0.07	0.07	0.52	0.21	0.21	0.9	0
20	20	0.8	0.2	1	0.0845070422535211	0.704225352112676	0.704225352112676	0.323943661971831	0.338028169014085	0.887323943661972	0.549295774647887	0.563380281690141	1	0.0140845070422535
40	20	0.8	0.2	1	0.0638297872340425	0.702127659574468	0.904255319148936	0.51063829787234	0.340425531914894	0.861702127659574	0.648936170212766	0.702127659574468	0.98936170212766	0.0319148936170213
80	20	0.8	0.2	1	0.07	0.71	1	0.52	0.21	0.78	0.6	0.62	1	0.02
160	20	0.8	0.2	1	0.07	0.71	1	0.49	0.11	0.78	0.52	0.55	1	0.01
320	20	0.8	0.2	1	0.07	0.71	1	0.55	0.05	0.7	0.56	0.57	1	0.02
20	40	0.8	0.2	1	0.112676056338028	0.788732394366197	0.619718309859155	0.0985915492957746	0.338028169014085	0.816901408450704	0.47887323943662	0.549295774647887	1	0
40	40	0.8	0.2	1	0.138297872340426	0.808510638297872	0.851063829787234	0.319148936170213	0.319148936170213	0.829787234042553	0.574468085106383	0.595744680851064	0.968085106382979	0.0106382978723404
80	40	0.8	0.2	1	0.14	0.8	0.99	0.28	0.14	0.77	0.37	0.38	0.96	0.04
160	40	0.8	0.2	1	0.14	0.8	1	0.27	0.09	0.62	0.34	0.36	0.92	0.03
320	40	0.8	0.2	1	0.14	0.8	1	0.3	0.03	0.55	0.38	0.42	0.93	0.01
20	80	0.8	0.2	1	0.154929577464789	0.859154929577465	0.605633802816901	0.0140845070422535	0.323943661971831	0.676056338028169	0.366197183098592	0.436619718309859	1	0
