n2	near	d1	prop.true	rwfpr	rwfnr
100	0.3	0.5	0.25	0.313921850462371	0.0727869183191891
150	0.3	0.5	0.25	0.351597692044884	0.0487610171780792
200	0.3	0.5	0.25	0.380818987356985	0.0302711886738726
250	0.3	0.5	0.25	0.404955907950394	0.0182716534529709
300	0.3	0.5	0.25	0.424989236567928	0.0114805446044804
350	0.3	0.5	0.25	0.441206294283345	0.00795589173222788
400	0.3	0.5	0.25	0.454373001546774	0.00612156638823065
450	0.3	0.5	0.25	0.465086411785612	0.00500748731678494
500	0.3	0.5	0.25	0.473824489914069	0.00406953473952224
50	0.3	0.6	0.25	0.231345110893389	0.0622508921382994
100	0.3	0.6	0.25	0.290041084973325	0.0406887911417599
150	0.3	0.6	0.25	0.333410523705672	0.0218084614560823
200	0.3	0.6	0.25	0.367439431476648	0.00878944627685995
250	0.3	0.6	0.25	0.395223349443642	0.0017625745160443
300	0.3	0.6	0.25	0.418443281436137	0
350	0.3	0.6	0.25	0.436773080732646	0
400	0.3	0.6	0.25	0.451026161213669	0
450	0.3	0.6	0.25	0.462393686158419	0
500	0.3	0.6	0.25	0.471887168796772	0.00041518372169148
50	0.3	0.7	0.25	0.214304590188901	0.0344587760816991
100	0.3	0.7	0.25	0.277392900233526	0.0203618517237993
150	0.3	0.7	0.25	0.325630434819081	0.00883678865376294
200	0.3	0.7	0.25	0.363383791091717	0.00176482592399826
250	0.3	0.7	0.25	0.39423026718851	0
300	0.3	0.7	0.25	0.418443281436137	0
350	0.3	0.7	0.25	0.436773080732646	0
400	0.3	0.7	0.25	0.451026161213669	0
450	0.3	0.7	0.25	0.462393686158419	0
500	0.3	0.7	0.25	0.471838310715407	0.000322287007520251
50	0.3	0.8	0.25	0.206575076362945	0.0197001609609027
100	0.3	0.8	0.25	0.272070662924512	0.0109609447256083
150	0.3	0.8	0.25	0.322958228161568	0.0041542367876644
200	0.3	0.8	0.25	0.362545775132374	0.000281110536522815
250	0.3	0.8	0.25	0.39423026718851	0
300	0.3	0.8	0.25	0.418443281436137	0
350	0.3	0.8	0.25	0.436773080732646	0
400	0.3	0.8	0.25	0.451026161213669	0
450	0.3	0.8	0.25	0.462393686158419	0
500	0.3	0.8	0.25	0.471788574846683	0.000227683800757949
50	0.3	0.9	0.25	0.202136745386829	0.0104925370505638
100	0.3	0.9	0.25	0.269194170280272	0.00564667588396897
150	0.3	0.9	0.25	0.321743957024894	0.00198586206159704
200	0.3	0.9	0.25	0.362387715998484	0
250	0.3	0.9	0.25	0.39423026718851	0
300	0.3	0.9	0.25	0.418443281436137	0
350	0.3	0.9	0.25	0.436773080732646	0
400	0.3	0.9	0.25	0.451026161213669	0
450	0.3	0.9	0.25	0.462393686158419	0
500	0.3	0.9	0.25	0.471736348331549	0.000128302352151436
50	0.3	1	0.25	0.199557530925056	0.00486982157604148
100	0.3	1	0.25	0.267577084666629	0.00258323654171312
150	0.3	1	0.25	0.321130939009172	0.000881322934785793
200	0.3	1	0.25	0.362387715998484	0
250	0.3	1	0.25	0.39423026718851	0
300	0.3	1	0.25	0.418443281436137	0
350	0.3	1	0.25	0.436773080732646	0
400	0.3	1	0.25	0.451026161213669	0
450	0.3	1	0.25	0.462393686158419	0
500	0.3	1	0.25	0.471700674840355	6.03955196637477e-05
50	0.1	0.1	0.3	0.563272941116192	0.293346017121421
100	0.1	0.1	0.3	0.498824003814512	0.286303587640874
150	0.1	0.1	0.3	0.462026140615799	0.27924533219388
200	0.1	0.1	0.3	0.439441720130573	0.272640481185692
250	0.1	0.1	0.3	0.424335514397091	0.26655098452871
300	0.1	0.1	0.3	0.417174318012534	0.260977399806829
350	0.1	0.1	0.3	0.416482429688453	0.255986602151438
400	0.1	0.1	0.3	0.419589472062721	0.251514505670129
450	0.1	0.1	0.3	0.421601749604392	0.246936012446587
500	0.1	0.1	0.3	0.420680066796347	0.241771332187129
50	0.1	0.2	0.3	0.319165473242638	0.266026517626397
100	0.1	0.2	0.3	0.266431119615331	0.241245823967132
150	0.1	0.2	0.3	0.240211188912902	0.216115253530342
200	0.1	0.2	0.3	0.225809493830585	0.19241416753835
250	0.1	0.2	0.3	0.2175334895319	0.170912783144873
300	0.1	0.2	0.3	0.216040936500707	0.152056166122116
350	0.1	0.2	0.3	0.219796432906944	0.135955488307412
400	0.1	0.2	0.3	0.226587226387054	0.122237433622606
450	0.1	0.2	0.3	0.233383242884696	0.110149572114912
500	0.1	0.2	0.3	0.238890919015105	0.0988096030178027
50	0.1	0.3	0.3	0.187854938684177	0.217214893682476
100	0.1	0.3	0.3	0.165358071493816	0.172721916368808
150	0.1	0.3	0.3	0.154749661959929	0.128285917653749
200	0.1	0.3	0.3	0.150945949856306	0.0900179343131446
250	0.1	0.3	0.3	0.151436065393361	0.0612894562149015
300	0.1	0.3	0.3	0.157051496816936	0.0420653812972417
350	0.1	0.3	0.3	0.16660392034564	0.0301778926158316
400	0.1	0.3	0.3	0.1782488253508	0.0227236260818995
450	0.1	0.3	0.3	0.189442353597331	0.0174217270392506
500	0.1	0.3	0.3	0.19918304891598	0.0129547494014641
50	0.1	0.4	0.3	0.128486875967865	0.154030781043866
100	0.1	0.4	0.3	0.125526862213077	0.105122824238375
150	0.1	0.4	0.3	0.125914723622526	0.0605319898911345
200	0.1	0.4	0.3	0.12935660665149	0.0279745383001036
250	0.1	0.4	0.3	0.135105913887385	0.00917513291552434
300	0.1	0.4	0.3	0.144527247194266	0.000936581511249362
350	0.1	0.4	0.3	0.157224389512725	0
400	0.1	0.4	0.3	0.170939607497874	0
450	0.1	0.4	0.3	0.18380126594378	0.000442571668010686
500	0.1	0.4	0.3	0.1953634676672	0.00176874706738974
50	0.1	0.5	0.3	0.101747154206152	0.093161279605662
100	0.1	0.5	0.3	0.108744530312431	0.0556857598799697
150	0.1	0.5	0.3	0.115772036847599	0.0248974863622463
200	0.1	0.5	0.3	0.123602607976937	0.00591427336590361
250	0.1	0.5	0.3	0.132740263672742	0
300	0.1	0.5	0.3	0.14427626671535	0
350	0.1	0.5	0.3	0.157224389512725	0
400	0.1	0.5	0.3	0.170939607497874	0
450	0.1	0.5	0.3	0.183661198286952	0
500	0.1	0.5	0.3	0.195154003593975	0.00113514982899578
50	0.1	0.6	0.3	0.0899458147574324	0.0500700390611395
100	0.1	0.6	0.3	0.101627506508523	0.0275453702554583
150	0.1	0.6	0.3	0.112286683020501	0.0104339116520518
200	0.1	0.6	0.3	0.12241166211701	0.000955135805552252
250	0.1	0.6	0.3	0.132740263672742	0
300	0.1	0.6	0.3	0.14427626671535	0
350	0.1	0.6	0.3	0.157224389512725	0
400	0.1	0.6	0.3	0.170939607497874	0
450	0.1	0.6	0.3	0.183661198286952	0
500	0.1	0.6	0.3	0.194972778088655	0.00058522031174489
50	0.1	0.7	0.3	0.0841012541022229	0.0222322316861896
100	0.1	0.7	0.3	0.0981542558816324	0.0116205974549126
150	0.1	0.7	0.3	0.110826426614	0.00396782791954519
200	0.1	0.7	0.3	0.122186254003729	0
250	0.1	0.7	0.3	0.132740263672742	0
300	0.1	0.7	0.3	0.14427626671535	0
350	0.1	0.7	0.3	0.157224389512725	0
400	0.1	0.7	0.3	0.170939607497874	0
450	0.1	0.7	0.3	0.183661198286952	0
500	0.1	0.7	0.3	0.19485463479153	0.000225836341537938
50	0.1	0.8	0.3	0.0815573040622471	0.0082811847666618
100	0.1	0.8	0.3	0.0966603218322992	0.00424641102090464
150	0.1	0.8	0.3	0.110261996033745	0.0013993716664271
200	0.1	0.8	0.3	0.122186254003729	0
250	0.1	0.8	0.3	0.132740263672742	0
300	0.1	0.8	0.3	0.14427626671535	0
350	0.1	0.8	0.3	0.157224389512725	0
400	0.1	0.8	0.3	0.170939607497874	0
450	0.1	0.8	0.3	0.183661198286952	0
500	0.1	0.8	0.3	0.194808314502361	8.47435600085864e-05
50	0.1	0.9	0.3	0.0805980892768203	0.00268245437846002
100	0.1	0.9	0.3	0.0960948582159756	0.00136583678932026
150	0.1	0.9	0.3	0.110054285409329	0.000444180259301833
200	0.1	0.9	0.3	0.122186254003729	0
250	0.1	0.9	0.3	0.132740263672742	0
300	0.1	0.9	0.3	0.14427626671535	0
350	0.1	0.9	0.3	0.157224389512725	0
400	0.1	0.9	0.3	0.170939607497874	0
450	0.1	0.9	0.3	0.183661198286952	0
500	0.1	0.9	0.3	0.19478953547666	2.75117013423681e-05
50	0.1	1	0.3	0.0803309685493125	0.00108804516764362
100	0.1	1	0.3	0.0959370325533477	0.000552777966410229
150	0.1	1	0.3	0.109996838112218	0.000179038980452412
200	0.1	1	0.3	0.122186254003729	0
250	0.1	1	0.3	0.132740263672742	0
300	0.1	1	0.3	0.14427626671535	0
350	0.1	1	0.3	0.157224389512725	0
400	0.1	1	0.3	0.170939607497874	0
450	0.1	1	0.3	0.183661198286952	0
500	0.1	1	0.3	0.194784172961961	1.11654162609776e-05
50	0.3	0.1	0.3	0.499267669913457	0.273930347719918
100	0.3	0.1	0.3	0.501331137796803	0.259633083520608
150	0.3	0.1	0.3	0.505118410688811	0.245663807390382
200	0.3	0.1	0.3	0.511670149278739	0.234111341732782
250	0.3	0.1	0.3	0.519860338257739	0.225668942419616
300	0.3	0.1	0.3	0.52772790091558	0.219623756553963
350	0.3	0.1	0.3	0.534203879776462	0.215075718024261
400	0.3	0.1	0.3	0.539484156904816	0.211521530402437
450	0.3	0.1	0.3	0.543471730348466	0.208357145040485
500	0.3	0.1	0.3	0.545822364839638	0.204843534879001
50	0.3	0.2	0.3	0.38196232668423	0.243767632138319
100	0.3	0.2	0.3	0.407405110884454	0.223246747037571
150	0.3	0.2	0.3	0.424721783599361	0.203633285414543
200	0.3	0.2	0.3	0.439952740637904	0.187790309380904
250	0.3	0.2	0.3	0.454139714624725	0.17649447326025
300	0.3	0.2	0.3	0.46663040201762	0.168849592378503
350	0.3	0.2	0.3	0.476854451756831	0.163547888241602
400	0.3	0.2	0.3	0.48475234092508	0.159193331306798
450	0.3	0.2	0.3	0.490566218450874	0.155003510035172
500	0.3	0.2	0.3	0.494825977095945	0.15083054634249
50	0.3	0.3	0.3	0.320886107035145	0.217431537166796
100	0.3	0.3	0.3	0.358736212952359	0.194583398462422
150	0.3	0.3	0.3	0.383788898410923	0.172746421770599
200	0.3	0.3	0.3	0.403931202508378	0.155285868931255
250	0.3	0.3	0.3	0.421459194932419	0.143117039830391
300	0.3	0.3	0.3	0.436468378986842	0.13526693056834
350	0.3	0.3	0.3	0.448467602341479	0.129868592761342
400	0.3	0.3	0.3	0.457736835737449	0.125427468638722
450	0.3	0.3	0.3	0.464668953511883	0.121090595974129
500	0.3	0.3	0.3	0.469715927700893	0.116492132825748
50	0.3	0.4	0.3	0.257208305184781	0.172830811595983
100	0.3	0.4	0.3	0.300396353703147	0.143181600590911
150	0.3	0.4	0.3	0.330100533373809	0.114808333770166
200	0.3	0.4	0.3	0.353343287183582	0.0917256649966062
250	0.3	0.4	0.3	0.372707283702047	0.0749666905058678
300	0.3	0.4	0.3	0.388822707406476	0.0635351929934996
350	0.3	0.4	0.3	0.401862119667569	0.055803626155064
400	0.3	0.4	0.3	0.412380659350854	0.0501468577465579
450	0.3	0.4	0.3	0.420814696990395	0.0454654078193684
500	0.3	0.4	0.3	0.427509924626216	0.041049845885722
50	0.3	0.5	0.3	0.214916959480888	0.123283217635329
100	0.3	0.5	0.3	0.262471563446483	0.0916766490486486
150	0.3	0.5	0.3	0.296642377186337	0.0618313197871633
200	0.3	0.5	0.3	0.323575597104977	0.0385863696447629
250	0.3	0.5	0.3	0.346112433948663	0.0233701227867589
300	0.3	0.5	0.3	0.365020466040431	0.0147124411096463
350	0.3	0.5	0.3	0.380463295736546	0.0102058047193252
400	0.3	0.5	0.3	0.393092468984841	0.0078568435878323
450	0.3	0.5	0.3	0.403429319032829	0.00642899993996378
500	0.3	0.5	0.3	0.411900998986466	0.00522618234207255
50	0.3	0.6	0.3	0.189686894153283	0.0786382046364497
100	0.3	0.6	0.3	0.241129145888637	0.0517129775980327
150	0.3	0.6	0.3	0.280070028403111	0.0278658188332581
200	0.3	0.6	0.3	0.311196409307026	0.0112724085760799
250	0.3	0.6	0.3	0.336993176684841	0.00226502658401834
300	0.3	0.6	0.3	0.35882178933478	0
350	0.3	0.6	0.3	0.376229487778621	0
400	0.3	0.6	0.3	0.389874478596537	0
450	0.3	0.6	0.3	0.400826077571357	0
500	0.3	0.6	0.3	0.41001956995712	0.000533744327330116
50	0.3	0.7	0.3	0.175016186158272	0.0438722028438963
100	0.3	0.7	0.3	0.229923155974192	0.0260281006943163
150	0.3	0.7	0.3	0.273024825442686	0.0113329719611125
200	0.3	0.7	0.3	0.307459818506264	0.00226791833626252
250	0.3	0.7	0.3	0.336065104706917	0
300	0.3	0.7	0.3	0.35882178933478	0
350	0.3	0.7	0.3	0.376229487778621	0
400	0.3	0.7	0.3	0.389874478596537	0
450	0.3	0.7	0.3	0.400826077571357	0
500	0.3	0.7	0.3	0.409972144836426	0.000414330857254006
50	0.3	0.8	0.3	0.168400002359381	0.0251870103332495
100	0.3	0.8	0.3	0.225227822964155	0.0140486470917131
150	0.3	0.8	0.3	0.270611083227925	0.00533482954267077
200	0.3	0.8	0.3	0.306688640888567	0.000361398806097254
250	0.3	0.8	0.3	0.336065104706917	0
300	0.3	0.8	0.3	0.35882178933478	0
350	0.3	0.8	0.3	0.376229487778621	0
400	0.3	0.8	0.3	0.389874478596537	0
450	0.3	0.8	0.3	0.400826077571357	0
500	0.3	0.8	0.3	0.409923868854659	0.000292717273265556
50	0.3	0.9	0.3	0.16461170747918	0.0134500832088956
100	0.3	0.9	0.3	0.222695068954126	0.0072483178788841
150	0.3	0.9	0.3	0.26951528053922	0.00255180335648925
200	0.3	0.9	0.3	0.306543223225366	0
250	0.3	0.9	0.3	0.336065104706917	0
300	0.3	0.9	0.3	0.35882178933478	0
350	0.3	0.9	0.3	0.376229487778621	0
400	0.3	0.9	0.3	0.389874478596537	0
450	0.3	0.9	0.3	0.400826077571357	0
500	0.3	0.9	0.3	0.409873176617069	0.000164954120194241
50	0.3	1	0.3	0.162413836078579	0.00625249958137745
100	0.3	1	0.3	0.22127273551524	0.0033188545860759
150	0.3	1	0.3	0.268962312560615	0.00113284422998133
200	0.3	1	0.3	0.306543223225366	0
250	0.3	1	0.3	0.336065104706917	0
300	0.3	1	0.3	0.35882178933478	0
350	0.3	1	0.3	0.376229487778621	0
400	0.3	1	0.3	0.389874478596537	0
450	0.3	1	0.3	0.400826077571357	0
500	0.3	1	0.3	0.409838551874696	7.76500425063416e-05
50	0.1	0.1	0.35	0.506548934375076	0.342780080161781
100	0.1	0.1	0.35	0.442021318066511	0.335113674885404
150	0.1	0.1	0.35	0.406019054076096	0.327404117008782
200	0.1	0.1	0.35	0.384217086960559	0.320166178666385
250	0.1	0.1	0.35	0.36975705204715	0.31347266097079
300	0.1	0.1	0.35	0.362936227207381	0.307329056656935
350	0.1	0.1	0.35	0.362278378597298	0.301813858084314
400	0.1	0.1	0.35	0.365234152281574	0.29686059776508
450	0.1	0.1	0.35	0.3671506488535	0.291778425651283
500	0.1	0.1	0.35	0.36627262284709	0.28603209416956
50	0.1	0.2	0.35	0.271728947722416	0.31289525663222
100	0.1	0.2	0.35	0.224250765084889	0.285446599329508
150	0.1	0.2	0.35	0.201044226410288	0.257272859740848
200	0.1	0.2	0.35	0.188408458058548	0.230384653737293
250	0.1	0.2	0.35	0.181182418983195	0.205721095494193
300	0.1	0.2	0.35	0.179881941949189	0.183875835736852
350	0.1	0.2	0.35	0.183155727320105	0.165061754183444
400	0.1	0.2	0.35	0.189088836299462	0.14891299547459
450	0.1	0.2	0.35	0.195043796099716	0.134591713764536
500	0.1	0.2	0.35	0.199882596174309	0.121077796357657
50	0.1	0.3	0.35	0.155477866520457	0.258512855541569
100	0.1	0.3	0.35	0.136208078364514	0.207806328933389
150	0.1	0.3	0.35	0.127184792929807	0.156046767621077
200	0.1	0.3	0.35	0.12395925551148	0.110547843492423
250	0.1	0.3	0.35	0.124374582119433	0.075813277159498
300	0.1	0.3	0.35	0.129139255291301	0.052287404804193
350	0.1	0.3	0.35	0.137270424535324	0.0376246770140868
400	0.1	0.3	0.35	0.147227245391593	0.0283848107628531
450	0.1	0.3	0.35	0.156844525529544	0.0217914915575983
500	0.1	0.3	0.35	0.165250827431854	0.0162225929336096
50	0.1	0.4	0.35	0.105018849000089	0.18617293944685
100	0.1	0.4	0.35	0.102535871184715	0.128610747128832
150	0.1	0.4	0.35	0.1028610495413	0.0748906336885091
200	0.1	0.4	0.35	0.105748999525767	0.034897180807549
250	0.1	0.4	0.35	0.110582324525639	0.0115006746327425
300	0.1	0.4	0.35	0.118527913702182	0.0011764480937406
350	0.1	0.4	0.35	0.129286133154554	0
400	0.1	0.4	0.35	0.140971866271511	0
450	0.1	0.4	0.35	0.151992097365293	0.000555988489358776
500	0.1	0.4	0.35	0.161950348058936	0.00222126455770189
50	0.1	0.5	0.35	0.0826996646814563	0.114318014751667
100	0.1	0.5	0.35	0.0885161876467703	0.0689792465769907
150	0.1	0.5	0.35	0.0943748807922873	0.0310830241041733
200	0.1	0.5	0.35	0.100923380436291	0.00741950218686043
250	0.1	0.5	0.35	0.108592159218605	0
300	0.1	0.5	0.35	0.118315838292238	0
350	0.1	0.5	0.35	0.129286133154554	0
400	0.1	0.5	0.35	0.140971866271511	0
450	0.1	0.5	0.35	0.151871759734256	0
500	0.1	0.5	0.35	0.161769506291577	0.00142579888890113
50	0.1	0.6	0.35	0.0729282174471589	0.0621110990370938
100	0.1	0.6	0.35	0.0826003558333263	0.0343655646282112
150	0.1	0.6	0.35	0.0914670605332377	0.0130742951422121
200	0.1	0.6	0.35	0.0999260397700745	0.00119974859599086
250	0.1	0.6	0.35	0.108592159218605	0
300	0.1	0.6	0.35	0.118315838292238	0
350	0.1	0.6	0.35	0.129286133154554	0
400	0.1	0.6	0.35	0.140971866271511	0
450	0.1	0.6	0.35	0.151871759734256	0
500	0.1	0.6	0.35	0.16161305741327	0.000735166485433377
50	0.1	0.7	0.35	0.0681066833637352	0.0277744735210377
100	0.1	0.7	0.35	0.079719678293966	0.0145568636094513
150	0.1	0.7	0.35	0.0902500310693511	0.00498015292716498
200	0.1	0.7	0.35	0.0997373309107887	0
250	0.1	0.7	0.35	0.108592159218605	0
300	0.1	0.7	0.35	0.118315838292238	0
350	0.1	0.7	0.35	0.129286133154554	0
400	0.1	0.7	0.35	0.140971866271511	0
450	0.1	0.7	0.35	0.151871759734256	0
500	0.1	0.7	0.35	0.161511072815345	0.000283726666088111
50	0.1	0.8	0.35	0.0660116776133749	0.0103825194345799
100	0.1	0.8	0.35	0.0784819064242754	0.00532943155014436
150	0.1	0.8	0.35	0.089779813462765	0.00175755428046936
200	0.1	0.8	0.35	0.0997373309107887	0
250	0.1	0.8	0.35	0.108592159218605	0
300	0.1	0.8	0.35	0.118315838292238	0
350	0.1	0.8	0.35	0.129286133154554	0
400	0.1	0.8	0.35	0.140971866271511	0
450	0.1	0.8	0.35	0.151871759734256	0
500	0.1	0.8	0.35	0.161471089244019	0.000106470364452398
50	0.1	0.9	0.35	0.0652223147192204	0.00336794669002795
100	0.1	0.9	0.35	0.0780136026797413	0.0017154505749138
150	0.1	0.9	0.35	0.0896068011353365	0.000558009080502798
200	0.1	0.9	0.35	0.0997373309107887	0
250	0.1	0.9	0.35	0.108592159218605	0
300	0.1	0.9	0.35	0.118315838292238	0
350	0.1	0.9	0.35	0.129286133154554	0
400	0.1	0.9	0.35	0.140971866271511	0
450	0.1	0.9	0.35	0.151871759734256	0
500	0.1	0.9	0.35	0.161454879454777	3.45657399013566e-05
50	0.1	1	0.35	0.0650025500294613	0.00136664983197645
100	0.1	1	0.35	0.077882914835506	0.000694417481212056
150	0.1	1	0.35	0.0895589531236517	0.000224936085099865
200	0.1	1	0.35	0.0997373309107887	0
250	0.1	1	0.35	0.108592159218605	0
300	0.1	1	0.35	0.118315838292238	0
350	0.1	1	0.35	0.129286133154554	0
400	0.1	1	0.35	0.140971866271511	0
450	0.1	1	0.35	0.151871759734256	0
500	0.1	1	0.35	0.161450250631724	1.40283033453703e-05
50	0.3	0.1	0.35	0.442459065131142	0.321581481243651
100	0.3	0.1	0.35	0.444496164330092	0.305844790563648
150	0.3	0.1	0.35	0.448240017769196	0.290364272681005
200	0.3	0.1	0.35	0.454731902584557	0.277482989611454
250	0.3	0.1	0.35	0.462874582953077	0.268023884923642
300	0.3	0.1	0.35	0.470725235513533	0.261226866992974
350	0.3	0.1	0.35	0.477208525949565	0.256100030845816
400	0.3	0.1	0.35	0.48250901673948	0.252085630905232
450	0.3	0.1	0.35	0.486520370618083	0.248505661668399
500	0.3	0.1	0.35	0.48888846557042	0.244524136517834
50	0.3	0.2	0.35	0.329712406531406	0.288254917629487
100	0.3	0.2	0.35	0.353666415883355	0.265302837204695
150	0.3	0.2	0.35	0.370125582353117	0.24315113684201
200	0.3	0.2	0.35	0.384707961308292	0.225102670715463
250	0.3	0.2	0.35	0.39838068975371	0.212148679373425
300	0.3	0.2	0.35	0.410491055989768	0.203340768408944
350	0.3	0.2	0.35	0.42045470617405	0.197213044960724
400	0.3	0.2	0.35	0.42818303198057	0.192168063882826
450	0.3	0.2	0.35	0.433889779672858	0.187303709427801
500	0.3	0.2	0.35	0.438080607177006	0.18244892463979
50	0.3	0.3	0.35	0.273296503797327	0.258757072825651
100	0.3	0.3	0.35	0.308079709992747	0.23285852544215
150	0.3	0.3	0.35	0.331423104485958	0.207834561501608
200	0.3	0.3	0.35	0.350379800829907	0.187631842083597
250	0.3	0.3	0.35	0.367014822858498	0.173448724897247
300	0.3	0.3	0.35	0.381363194568856	0.164253808035325
350	0.3	0.3	0.35	0.392903722334301	0.157909889586383
400	0.3	0.3	0.35	0.401861302080783	0.152678094716131
450	0.3	0.3	0.35	0.408584815812395	0.14755795874564
500	0.3	0.3	0.35	0.413493150357471	0.142116909972529
50	0.3	0.4	0.35	0.216058022017413	0.207931784057699
100	0.3	0.4	0.35	0.254705811529105	0.173524197575722
150	0.3	0.4	0.35	0.281711247601754	0.140121467503664
200	0.3	0.4	0.35	0.303088380552564	0.11259685564683
250	0.3	0.4	0.35	0.321065700303687	0.0924125438223493
300	0.3	0.4	0.35	0.336144749038106	0.0785466586037852
350	0.3	0.4	0.35	0.348424683368686	0.0691231906336028
400	0.3	0.4	0.35	0.35838257423048	0.0622051816823614
450	0.3	0.4	0.35	0.366400853556967	0.0564649478039739
500	0.3	0.4	0.35	0.372787569775189	0.0510382392270484
50	0.3	0.5	0.35	0.17890315597962	0.150147959697494
100	0.3	0.5	0.35	0.220729449198164	0.112538068544565
150	0.3	0.5	0.35	0.251317704558351	0.0764730859297099
200	0.3	0.5	0.35	0.275749082167972	0.048005348496748
250	0.3	0.5	0.35	0.29641454094358	0.0291875602023956
300	0.3	0.5	0.35	0.313910968483408	0.0184153913018531
350	0.3	0.5	0.35	0.328309503930524	0.0127892099859136
400	0.3	0.5	0.35	0.340157994920203	0.00985157213308573
450	0.3	0.5	0.35	0.349905395880404	0.00806416799238042
500	0.3	0.5	0.35	0.357927464542214	0.00655744181782513
50	0.3	0.6	0.35	0.1570551406189	0.0968490179050631
100	0.3	0.6	0.35	0.201852272452626	0.064122468323694
150	0.3	0.6	0.35	0.236426334920091	0.034762519541343
200	0.3	0.6	0.35	0.264484189028914	0.0141219522070824
250	0.3	0.6	0.35	0.288027925436241	0.00284415081653371
300	0.3	0.6	0.35	0.308159009289497	0
350	0.3	0.6	0.35	0.324352218657553	0
400	0.3	0.6	0.35	0.337132627309526	0
450	0.3	0.6	0.35	0.347446382264874	0
500	0.3	0.6	0.35	0.356143272280921	0.000670510082811397
50	0.3	0.7	0.35	0.14445829931051	0.0545083062732296
100	0.3	0.7	0.35	0.192009754496107	0.0324851707963056
150	0.3	0.7	0.35	0.230128059705519	0.0141976055241363
200	0.3	0.7	0.35	0.261095873914471	0.00284777982451402
250	0.3	0.7	0.35	0.287176293796104	0
300	0.3	0.7	0.35	0.308159009289497	0
350	0.3	0.7	0.35	0.324352218657553	0
400	0.3	0.7	0.35	0.337132627309526	0
450	0.3	0.7	0.35	0.347446382264874	0
500	0.3	0.7	0.35	0.356098317524538	0.000520514239854722
50	0.3	0.8	0.35	0.138802943936317	0.0314421581208801
100	0.3	0.8	0.35	0.187899747045463	0.0175875102626901
150	0.3	0.8	0.35	0.227974629818916	0.00669357837421278
200	0.3	0.8	0.35	0.260397261573139	0.000454023093967293
250	0.3	0.8	0.35	0.287176293796104	0
300	0.3	0.8	0.35	0.308159009289497	0
350	0.3	0.8	0.35	0.324352218657553	0
400	0.3	0.8	0.35	0.337132627309526	0
450	0.3	0.8	0.35	0.347446382264874	0
500	0.3	0.8	0.35	0.356052557203606	0.000367745382968068
50	0.3	0.9	0.35	0.135571915017565	0.0168407431607121
100	0.3	0.9	0.35	0.185686155109602	0.00908996683011254
150	0.3	0.9	0.35	0.226997745977955	0.00320401549469326
200	0.3	0.9	0.35	0.260265553520322	0
250	0.3	0.9	0.35	0.287176293796104	0
300	0.3	0.9	0.35	0.308159009289497	0
350	0.3	0.9	0.35	0.324352218657553	0
400	0.3	0.9	0.35	0.337132627309526	0
450	0.3	0.9	0.35	0.347446382264874	0
500	0.3	0.9	0.35	0.35600450759701	0.000207241282986737
50	0.3	1	0.35	0.133699723612449	0.0078431304561169
100	0.3	1	0.35	0.184444106212391	0.00416629747084713
150	0.3	1	0.35	0.226504962771398	0.0014229037945013
200	0.3	1	0.35	0.260265553520322	0
250	0.3	1	0.35	0.287176293796104	0
300	0.3	1	0.35	0.308159009289497	0
350	0.3	1	0.35	0.324352218657553	0
400	0.3	1	0.35	0.337132627309526	0
450	0.3	1	0.35	0.347446382264874	0
500	0.3	1	0.35	0.355971688496558	9.75583674024867e-05
50	0.1	0.1	0.4	0.453292363045452	0.392371276044202
100	0.1	0.1	0.4	0.390184500600773	0.384244196359231
150	0.1	0.1	0.4	0.355712725260104	0.376043614496357
200	0.1	0.1	0.4	0.335088145452941	0.368319230589969
250	0.1	0.1	0.4	0.321511699376573	0.361153807608864
300	0.1	0.1	0.4	0.315135839813612	0.354558336994676
350	0.1	0.1	0.4	0.314521857433267	0.348622157981957
400	0.1	0.1	0.4	0.317281847332175	0.343278399411717
450	0.1	0.1	0.4	0.319073203641012	0.337783316452588
500	0.1	0.1	0.4	0.318252333226097	0.331555115625415
50	0.1	0.2	0.4	0.231574434183508	0.360534699336617
100	0.1	0.2	0.4	0.189288721937089	0.330919627208431
150	0.1	0.2	0.4	0.168912426748049	0.300142915354344
200	0.1	0.2	0.4	0.157897050712028	0.270405459811112
250	0.1	0.2	0.4	0.151622597842109	0.242809218600754
300	0.1	0.2	0.4	0.150495296614585	0.218107077312083
350	0.1	0.2	0.4	0.1533342501647	0.196634359395099
400	0.1	0.2	0.4	0.15848876312372	0.178055430695818
450	0.1	0.2	0.4	0.163674547837288	0.161463168342505
500	0.1	0.2	0.4	0.167897438426101	0.145705439876719
50	0.1	0.3	0.4	0.129448741051612	0.301505657238454
100	0.1	0.3	0.4	0.112973427420413	0.245154353393541
150	0.1	0.3	0.4	0.105301712855751	0.186279724465113
200	0.1	0.3	0.4	0.102565936594088	0.133358637238753
250	0.1	0.3	0.4	0.102918005544969	0.0921997794747678
300	0.1	0.3	0.4	0.106961105723407	0.063940763899124
350	0.1	0.3	0.4	0.113878447279192	0.0461693366886633
400	0.1	0.3	0.4	0.122379228331754	0.0349071862123653
450	0.1	0.3	0.4	0.130621990648277	0.0268406803903297
500	0.1	0.3	0.4	0.137852641993635	0.0200078343577384
50	0.1	0.4	0.4	0.0865713047267718	0.220716168397525
100	0.1	0.4	0.4	0.0844833132893258	0.154501276307537
