near	d1	n2	fpr	fnr
0.2	0.1	200	0.111405917252974	0.689187915152593
0.2	0.1	250	0.127976519507179	0.644816801350445
0.2	0.1	300	0.143634944792361	0.607755894397437
0.2	0.1	350	0.158592923678718	0.57635846668652
0.2	0.1	400	0.173127470743429	0.549766073207744
0.2	0.1	450	0.186831381587267	0.52646726468654
0.2	0.1	500	0.199192220753389	0.503801495942275
0.2	0.2	50	0.0521581775397733	0.778673072672871
0.2	0.2	100	0.0730377729693638	0.681386426951055
0.2	0.2	150	0.0930175523703864	0.59495595422682
0.2	0.2	200	0.111405917252974	0.525802980889505
0.2	0.2	250	0.127976519507179	0.474105105818603
0.2	0.2	300	0.143634944792361	0.436249561907201
0.2	0.2	350	0.158592923678718	0.408159559052125
0.2	0.2	400	0.173127470743429	0.38532438563362
0.2	0.2	450	0.186831381587267	0.365120706748646
0.2	0.2	500	0.199192220753389	0.346684349430271
0.2	0.3	50	0.0521581775397733	0.608694999214805
0.2	0.3	100	0.0730377729693638	0.480918159492414
0.2	0.3	150	0.0930175523703864	0.369919057937192
0.2	0.3	200	0.111405917252974	0.285256790450601
0.2	0.3	250	0.127976519507179	0.226264283098125
0.2	0.3	300	0.143634944792361	0.186781773474869
0.2	0.3	350	0.158592923678718	0.159658821789715
0.2	0.3	400	0.173127470743429	0.138982850058228
0.2	0.3	450	0.186831381587267	0.121358441190125
0.2	0.3	500	0.199192220753389	0.1051115884452
0.2	0.4	50	0.0521581775397733	0.43029020655833
0.2	0.4	100	0.0730377729693638	0.299718692259045
0.2	0.4	150	0.0930175523703864	0.191724247485455
0.2	0.4	200	0.111405917252974	0.11571749146335
0.2	0.4	250	0.127976519507179	0.0688305370424342
0.2	0.4	300	0.143634944792361	0.042803454768607
0.2	0.4	350	0.158592923678718	0.029441587636159
0.2	0.4	400	0.173127470743429	0.0225170437940428
0.2	0.4	450	0.186831381587267	0.0183811475059483
0.2	0.4	500	0.199192220753389	0.0151399549189314
0.2	0.5	50	0.0521581775397733	0.262102872940191
0.2	0.5	100	0.0730377729693638	0.161440052998555
0.2	0.5	150	0.0930175523703864	0.0822281192892864
0.2	0.5	200	0.111405917252974	0.0321954438308128
0.2	0.5	250	0.127976519507179	0.00694858581110158
0.2	0.5	300	0.143634944792361	0
0.2	0.5	350	0.158592923678718	0
0.2	0.5	400	0.173127470743429	0
0.2	0.5	450	0.186831381587267	0
0.2	0.5	500	0.199192220753389	0.00184757895173302
0.2	0.6	50	0.0521581775397733	0.143393020143861
0.2	0.6	100	0.0730377729693638	0.0804218691526252
0.2	0.6	150	0.0930175523703864	0.0334867435003903
0.2	0.6	200	0.111405917252974	0.00681540890370453
0.2	0.6	250	0.127976519507179	0
0.2	0.6	300	0.143634944792361	0
0.2	0.6	350	0.158592923678718	0
0.2	0.6	400	0.173127470743429	0
0.2	0.6	450	0.186831381587267	0
0.2	0.6	500	0.199192220753389	0.00119047734284186
0.2	0.7	50	0.0521581775397733	0.0690696799740134
0.2	0.7	100	0.0730377729693638	0.0364337572288466
0.2	0.7	150	0.0930175523703864	0.0131236275341979
0.2	0.7	200	0.111405917252974	0.00082800564139568
0.2	0.7	250	0.127976519507179	0
0.2	0.7	300	0.143634944792361	0
0.2	0.7	350	0.158592923678718	0
0.2	0.7	400	0.173127470743429	0
0.2	0.7	450	0.186831381587267	0
0.2	0.7	500	0.199192220753389	0.000600238384221222
0.2	0.8	50	0.0521581775397733	0.0283747878863944
0.2	0.8	100	0.0730377729693638	0.0145381026968559
0.2	0.8	150	0.0930175523703864	0.00487649483457531
0.2	0.8	200	0.111405917252974	0
0.2	0.8	250	0.127976519507179	0
0.2	0.8	300	0.143634944792361	0
0.2	0.8	350	0.158592923678718	0
0.2	0.8	400	0.173127470743429	0
0.2	0.8	450	0.186831381587267	0
0.2	0.8	500	0.199192220753389	0.000262780687329405
0.2	0.9	50	0.0521581775397733	0.0138168101804055
0.2	0.9	100	0.0730377729693638	0.00699668702742201
0.2	0.9	150	0.0930175523703864	0.00227881826221823
0.2	0.9	200	0.111405917252974	0
0.2	0.9	250	0.127976519507179	0
0.2	0.9	300	0.143634944792361	0
0.2	0.9	350	0.158592923678718	0
0.2	0.9	400	0.173127470743429	0
0.2	0.9	450	0.186831381587267	0
0.2	0.9	500	0.199192220753389	0.000130752244373395
0.2	1	50	0.0521581775397733	0.00576928630121817
0.2	1	100	0.0730377729693638	0.00290890212205529
0.2	1	150	0.0930175523703864	0.00093753790878987
0.2	1	200	0.111405917252974	0
0.2	1	250	0.127976519507179	0
0.2	1	300	0.143634944792361	0
0.2	1	350	0.158592923678718	0
0.2	1	400	0.173127470743429	0
0.2	1	450	0.186831381587267	0
0.2	1	500	0.199192220753389	5.49525314358543e-05
0.3	0.1	50	0.0819829981423475	0.808145155309242
0.3	0.1	100	0.120945386021268	0.719292729281339
0.3	0.1	150	0.15732775132493	0.640341590013947
0.3	0.1	200	0.189450404836524	0.578113610690283
0.3	0.1	250	0.216930760889848	0.532503006782228
0.3	0.1	300	0.239840912089349	0.499179283101711
0.3	0.1	350	0.258494439683861	0.474083471600529
0.3	0.1	400	0.273860142534779	0.454529214183665
0.3	0.1	450	0.286699067237688	0.438055037410651
0.3	0.1	500	0.297584226852441	0.422221853460803
0.3	0.2	50	0.0819829981423475	0.690475521462751
0.3	0.2	100	0.120945386021268	0.589514785222827
0.3	0.2	150	0.15732775132493	0.502772072077713
0.3	0.2	200	0.189450404836524	0.43728178696401
0.3	0.2	250	0.216930760889848	0.391598970809377
0.3	0.2	300	0.239840912089349	0.360331037044924
0.3	0.2	350	0.258494439683861	0.338294592772801
0.3	0.2	400	0.273860142534779	0.320793665758051
0.3	0.2	450	0.286699067237688	0.305306608653825
0.3	0.2	500	0.297584226852441	0.291115937095839
0.3	0.3	50	0.0819829981423475	0.595151734906184
0.3	0.3	100	0.120945386021268	0.495539011433583
0.3	0.3	150	0.15732775132493	0.410587650753545
0.3	0.3	200	0.189450404836524	0.347679076653274
0.3	0.3	250	0.216930760889848	0.305173478312794
0.3	0.3	300	0.239840912089349	0.277453907030596
0.3	0.3	350	0.258494439683861	0.258232254688969
0.3	0.3	400	0.273860142534779	0.242993068626899
0.3	0.3	450	0.286699067237688	0.229306245000968
0.3	0.3	500	0.297584226852441	0.216101218823999
0.3	0.4	50	0.0819829981423475	0.447563158782826
0.3	0.4	100	0.120945386021268	0.342760740222869
0.3	0.4	150	0.15732775132493	0.255018433984131
0.3	0.4	200	0.189450404836524	0.190998609247926
0.3	0.4	250	0.216930760889848	0.148077105560655
0.3	0.4	300	0.239840912089349	0.120338382522478
0.3	0.4	350	0.258494439683861	0.102256586158722
0.3	0.4	400	0.273860142534779	0.089450819155118
0.3	0.4	450	0.286699067237688	0.0792755012063729
0.3	0.4	500	0.297584226852441	0.0701595085632226
0.3	0.5	50	0.0819829981423475	0.301211917298174
0.3	0.5	100	0.120945386021268	0.207019328080843
0.3	0.5	150	0.15732775132493	0.129587485590342
0.3	0.5	200	0.189450404836524	0.0759066847498446
0.3	0.5	250	0.216930760889848	0.0437227970966516
0.3	0.5	300	0.239840912089349	0.0264851852969376
0.3	0.5	350	0.258494439683861	0.0178399465534485
0.3	0.5	400	0.273860142534779	0.0134174760039618
0.3	0.5	450	0.286699067237688	0.0107694640763453
0.3	0.5	500	0.297584226852441	0.00861055713261491
0.3	0.6	50	0.0819829981423475	0.182823028733376
0.3	0.6	100	0.120945386021268	0.111854221841996
0.3	0.6	150	0.15732775132493	0.0563613092054427
0.3	0.6	200	0.189450404836524	0.0215623676362002
0.3	0.6	250	0.216930760889848	0.00414796475242734
0.3	0.6	300	0.239840912089349	0
0.3	0.6	350	0.258494439683861	0
0.3	0.6	400	0.273860142534779	0
0.3	0.6	450	0.286699067237688	0
0.3	0.6	500	0.297584226852441	0.000875258177558205
0.3	0.7	50	0.0819829981423475	0.09828811506721
0.3	0.7	100	0.120945386021268	0.0548136464625817
0.3	0.7	150	0.15732775132493	0.0225387195994248
0.3	0.7	200	0.189450404836524	0.00429902384341914
0.3	0.7	250	0.216930760889848	0
0.3	0.7	300	0.239840912089349	0
0.3	0.7	350	0.258494439683861	0
0.3	0.7	400	0.273860142534779	0
0.3	0.7	450	0.286699067237688	0
0.3	0.7	500	0.297584226852441	0.000679357380745528
0.3	0.8	50	0.0819829981423475	0.055345564636127
0.3	0.8	100	0.120945386021268	0.0292261533553052
0.3	0.8	150	0.15732775132493	0.0105457898744209
0.3	0.8	200	0.189450404836524	0.00068375430526387
0.3	0.8	250	0.216930760889848	0
0.3	0.8	300	0.239840912089349	0
0.3	0.8	350	0.258494439683861	0
0.3	0.8	400	0.273860142534779	0
0.3	0.8	450	0.286699067237688	0
0.3	0.8	500	0.297584226852441	0.00047989534322342
0.3	0.9	50	0.0819829981423475	0.0292033999713183
0.3	0.9	100	0.120945386021268	0.0149757728034692
0.3	0.9	150	0.15732775132493	0.00503028199318285
0.3	0.9	200	0.189450404836524	0
0.3	0.9	250	0.216930760889848	0
0.3	0.9	300	0.239840912089349	0
0.3	0.9	350	0.258494439683861	0
0.3	0.9	400	0.273860142534779	0
0.3	0.9	450	0.286699067237688	0
0.3	0.9	500	0.297584226852441	0.000270399480538677
0.3	1	50	0.0819829981423475	0.0134773693927148
0.3	1	100	0.120945386021268	0.0068300616678567
0.3	1	150	0.15732775132493	0.00222996445661394
0.3	1	200	0.189450404836524	0
0.3	1	250	0.216930760889848	0
0.3	1	300	0.239840912089349	0
0.3	1	350	0.258494439683861	0
0.3	1	400	0.273860142534779	0
0.3	1	450	0.286699067237688	0
0.3	1	500	0.297584226852441	0.000127275983816963
0.4	0.1	50	0.12204525164472	0.73074544047756
0.4	0.1	100	0.173001828007333	0.639033151269838
0.4	0.1	150	0.218615711471586	0.560020868769125
0.4	0.1	200	0.255870447534058	0.500816480897083
0.4	0.1	250	0.28458594278331	0.46022364550144
0.4	0.1	300	0.305664802416994	0.432663454714422
0.4	0.1	350	0.321159457034117	0.413065703928764
0.4	0.1	400	0.333095515750657	0.398191786837336
0.4	0.1	450	0.342669340894712	0.385673356807705
0.4	0.1	500	0.350700052768012	0.373528048512993
0.4	0.2	50	0.12204525164472	0.611947203109947
0.4	0.2	100	0.173001828007333	0.516012977241446
0.4	0.2	150	0.218615711471586	0.435140331436643
0.4	0.2	200	0.255870447534058	0.375864440689198
0.4	0.2	250	0.28458594278331	0.335933457747562
0.4	0.2	300	0.305664802416994	0.309556381061211
0.4	0.2	350	0.321159457034117	0.291452647284026
0.4	0.2	400	0.333095515750657	0.277205489579383
0.4	0.2	450	0.342669340894712	0.264556476447247
0.4	0.2	500	0.350700052768012	0.252925959408276
0.4	0.3	50	0.12204525164472	0.522567089656986
0.4	0.3	100	0.173001828007333	0.432087068055954
0.4	0.3	150	0.218615711471586	0.355755428869257
0.4	0.3	200	0.255870447534058	0.300052784793292
0.4	0.3	250	0.28458594278331	0.263010318358046
0.4	0.3	300	0.305664802416994	0.239222949842271
0.4	0.3	350	0.321159457034117	0.222907889305798
0.4	0.3	400	0.333095515750657	0.210006940045586
0.4	0.3	450	0.342669340894712	0.198387899495975
0.4	0.3	500	0.350700052768012	0.18714976542617
0.4	0.4	50	0.12204525164472	0.458518331426743
0.4	0.4	100	0.173001828007333	0.377244438527911
0.4	0.4	150	0.218615711471586	0.309183039655682
0.4	0.4	200	0.255870447534058	0.25945801141576
0.4	0.4	250	0.28458594278331	0.22603546799556
0.4	0.4	300	0.305664802416994	0.204230202559188
0.4	0.4	350	0.321159457034117	0.189508791161666
0.4	0.4	400	0.333095515750657	0.178458585699082
0.4	0.4	450	0.342669340894712	0.169138155771802
0.4	0.4	500	0.350700052768012	0.160578926456494
0.4	0.5	50	0.12204525164472	0.338000880348451
0.4	0.5	100	0.173001828007333	0.258157959774286
0.4	0.5	150	0.218615711471586	0.191087899236039
0.4	0.5	200	0.255870447534058	0.142134633628076
0.4	0.5	250	0.28458594278331	0.10984221458045
0.4	0.5	300	0.305664802416994	0.0893450978166144
0.4	0.5	350	0.321159457034117	0.0758411651072346
0.4	0.5	400	0.333095515750657	0.0660160255481256
0.4	0.5	450	0.342669340894712	0.0579484516339464
0.4	0.5	500	0.350700052768012	0.0504334890659284
0.4	0.6	50	0.12204525164472	0.229177799098797
0.4	0.6	100	0.173001828007333	0.157029400387327
0.4	0.6	150	0.218615711471586	0.0979678949179447
0.4	0.6	200	0.255870447534058	0.0570623042961811
0.4	0.6	250	0.28458594278331	0.0324763206196401
0.4	0.6	300	0.305664802416994	0.0193088528067202
0.4	0.6	350	0.321159457034117	0.0127818556051416
0.4	0.6	400	0.333095515750657	0.00948458837893277
0.4	0.6	450	0.342669340894712	0.00751909093727061
0.4	0.6	500	0.350700052768012	0.00598172143316504
0.4	0.7	50	0.12204525164472	0.157435102000048
0.4	0.7	100	0.173001828007333	0.0960267470813401
0.4	0.7	150	0.218615711471586	0.0481330136570117
0.4	0.7	200	0.255870447534058	0.0182232463531708
0.4	0.7	250	0.28458594278331	0.00330277526635951
0.4	0.7	300	0.305664802416994	0
0.4	0.7	350	0.321159457034117	0
0.4	0.7	400	0.333095515750657	0
0.4	0.7	450	0.342669340894712	0
0.4	0.7	500	0.350700052768012	0.000576060662325839
0.4	0.8	50	0.12204525164472	0.0972521866661576
0.4	0.8	100	0.173001828007333	0.0542655043000409
0.4	0.8	150	0.218615711471586	0.0223371534464596
0.4	0.8	200	0.255870447534058	0.00428318629376955
0.4	0.8	250	0.28458594278331	0
0.4	0.8	300	0.305664802416994	0
0.4	0.8	350	0.321159457034117	0
0.4	0.8	400	0.333095515750657	0
0.4	0.8	450	0.342669340894712	0
0.4	0.8	500	0.350700052768012	0.000668935671010921
0.4	0.9	50	0.12204525164472	0.056718074985804
0.4	0.9	100	0.173001828007333	0.0299736448413845
0.4	0.9	150	0.218615711471586	0.0108357446246628
0.4	0.9	200	0.255870447534058	0.000722233800776479
0.4	0.9	250	0.28458594278331	0
0.4	0.9	300	0.305664802416994	0
0.4	0.9	350	0.321159457034117	0
0.4	0.9	400	0.333095515750657	0
0.4	0.9	450	0.342669340894712	0
0.4	0.9	500	0.350700052768012	0.000490826533767751
0.4	1	50	0.12204525164472	0.0285896005313845
0.4	1	100	0.173001828007333	0.0146631885975881
0.4	1	150	0.218615711471586	0.00493241787096772
0.4	1	200	0.255870447534058	0
0.4	1	250	0.28458594278331	0
0.4	1	300	0.305664802416994	0
0.4	1	350	0.321159457034117	0
0.4	1	400	0.333095515750657	0
0.4	1	450	0.342669340894712	0
0.4	1	500	0.350700052768012	0.000264027459412327
0.5	0.1	50	0.165945205868385	0.660102709590536
0.5	0.1	100	0.221083444557757	0.573629047804427
0.5	0.1	150	0.268501299137857	0.5004844771038
0.5	0.1	200	0.304601640351969	0.447139810982987
0.5	0.1	250	0.330060128954223	0.411712283270863
0.5	0.1	300	0.34727940490016	0.388443030644076
0.5	0.1	350	0.359196036408892	0.372302209755072
0.5	0.1	400	0.368114395856279	0.360178088832275
0.5	0.1	450	0.375248135634744	0.34996230588418
0.5	0.1	500	0.381228444985619	0.340009047565869
0.5	0.2	50	0.165945205868385	0.543428649731524
0.5	0.2	100	0.221083444557757	0.456272947763543
0.5	0.2	150	0.268501299137857	0.383519699799139
0.5	0.2	200	0.304601640351969	0.330939331438654
0.5	0.2	250	0.330060128954223	0.296092948664971
0.5	0.2	300	0.34727940490016	0.273444405898494
0.5	0.2	350	0.359196036408892	0.258081151484553
0.5	0.2	400	0.368114395856279	0.246029289771412
0.5	0.2	450	0.375248135634744	0.2353016103509
0.5	0.2	500	0.381228444985619	0.225416960401976
0.5	0.3	50	0.165945205868385	0.462219842639303
0.5	0.3	100	0.221083444557757	0.381483027226292
0.5	0.3	150	0.268501299137857	0.313576785222495
0.5	0.3	200	0.304601640351969	0.264239325123713
0.5	0.3	250	0.330060128954223	0.231597840120868
0.5	0.3	300	0.34727940490016	0.210747254074463
0.5	0.3	350	0.359196036408892	0.196503439530741
0.5	0.3	400	0.368114395856279	0.185253012363695
0.5	0.3	450	0.375248135634744	0.17511177355869
0.5	0.3	500	0.381228444985619	0.165294719563392
0.5	0.4	50	0.165945205868385	0.40944072981612
0.5	0.4	100	0.221083444557757	0.336611174265843
0.5	0.4	150	0.268501299137857	0.275693865130225
0.5	0.4	200	0.304601640351969	0.231266182991432
0.5	0.4	250	0.330060128954223	0.201463772214258
0.5	0.4	300	0.34727940490016	0.182058145814436
0.5	0.4	350	0.359196036408892	0.168975287820026
0.5	0.4	400	0.368114395856279	0.159159298920489
0.5	0.4	450	0.375248135634744	0.150877583482341
0.5	0.4	500	0.381228444985619	0.143269983742193
0.5	0.5	50	0.165945205868385	0.366564491486904
0.5	0.5	100	0.221083444557757	0.301776508549576
0.5	0.5	150	0.268501299137857	0.247214572170513
0.5	0.5	200	0.304601640351969	0.207131020452265
0.5	0.5	250	0.330060128954223	0.180406271058628
0.5	0.5	300	0.34727940490016	0.163197427221453
0.5	0.5	350	0.359196036408892	0.151492117389237
0.5	0.5	400	0.368114395856279	0.142527757585072
0.5	0.5	450	0.375248135634744	0.134756047925783
0.5	0.5	500	0.381228444985619	0.127300953001478
0.5	0.6	50	0.165945205868385	0.301801375634452
0.5	0.6	100	0.221083444557757	0.229860646700119
0.5	0.6	150	0.268501299137857	0.16967053061942
0.5	0.6	200	0.304601640351969	0.1257602034591
0.5	0.6	250	0.330060128954223	0.0966435319772638
0.5	0.6	300	0.34727940490016	0.0782205843099289
0.5	0.6	350	0.359196036408892	0.0662752087915224
0.5	0.6	400	0.368114395856279	0.0576306999308343
0.5	0.6	450	0.375248135634744	0.0505071315169311
0.5	0.6	500	0.381228444985619	0.0439882115094132
0.5	0.7	50	0.165945205868385	0.22907338228849
0.5	0.7	100	0.221083444557757	0.156696836277734
0.5	0.7	150	0.268501299137857	0.0975571993702768
0.5	0.7	200	0.304601640351969	0.0568242150287651
0.5	0.7	250	0.330060128954223	0.0324289322060932
0.5	0.7	300	0.34727940490016	0.0193256200766499
0.5	0.7	350	0.359196036408892	0.0127343486828026
0.5	0.7	400	0.368114395856279	0.00937046685801829
0.5	0.7	450	0.375248135634744	0.00734264608224623
0.5	0.7	500	0.381228444985619	0.00573259574500836
0.5	0.8	50	0.165945205868385	0.156560712361275
0.5	0.8	100	0.221083444557757	0.0954292881290261
0.5	0.8	150	0.268501299137857	0.0477615473270252
0.5	0.8	200	0.304601640351969	0.0180159192644497
0.5	0.8	250	0.330060128954223	0.00320066980439801
0.5	0.8	300	0.34727940490016	0
0.5	0.8	350	0.359196036408892	0
0.5	0.8	400	0.368114395856279	0
0.5	0.8	450	0.375248135634744	0
0.5	0.8	500	0.381228444985619	0.000515335262589425
0.5	0.9	50	0.165945205868385	0.0988947614391161
0.5	0.9	100	0.221083444557757	0.0552378690019385
0.5	0.9	150	0.268501299137857	0.0227749137146481
0.5	0.9	200	0.304601640351969	0.00438701103055856
0.5	0.9	250	0.330060128954223	0
0.5	0.9	300	0.34727940490016	0
0.5	0.9	350	0.359196036408892	0
0.5	0.9	400	0.368114395856279	0
0.5	0.9	450	0.375248135634744	0
0.5	0.9	500	0.381228444985619	0.000681538986505682
0.5	1	50	0.165945205868385	0.0556796314149343
0.5	1	100	0.221083444557757	0.0294107131605676
0.5	1	150	0.268501299137857	0.0106267067885849
0.5	1	200	0.304601640351969	0.00070478172595966
0.5	1	250	0.330060128954223	0
0.5	1	300	0.34727940490016	0
0.5	1	350	0.359196036408892	0
0.5	1	400	0.368114395856279	0
0.5	1	450	0.375248135634744	0
0.5	1	500	0.381228444985619	0.000481913141633094
0.6	0.1	50	0.209131887351707	0.598805752402831
0.6	0.1	100	0.261470613392694	0.520675122859646
0.6	0.1	150	0.305549916081267	0.45510751586132
0.6	0.1	200	0.338077751522275	0.407866922214411
0.6	0.1	250	0.360232966804042	0.376952880942986
0.6	0.1	300	0.374722964965248	0.356957771761872
0.6	0.1	350	0.384499759274217	0.343243554249637
0.6	0.1	400	0.391746880933708	0.332983343259574
0.6	0.1	450	0.397552205350723	0.324323955263041
0.6	0.1	500	0.402430315918058	0.315863983646514
0.6	0.2	50	0.209131887351707	0.487171563920838
0.6	0.2	100	0.261470613392694	0.408962465796912
0.6	0.2	150	0.305549916081267	0.343913224703443
0.6	0.2	200	0.338077751522275	0.297157914736698
0.6	0.2	250	0.360232966804042	0.266379063588028
0.6	0.2	300	0.374722964965248	0.246516211237071
0.6	0.2	350	0.384499759274217	0.233117041431271
0.6	0.2	400	0.391746880933708	0.222625004452396
0.6	0.2	450	0.397552205350723	0.213277016665863
0.6	0.2	500	0.402430315918058	0.204656213632094
0.6	0.3	50	0.209131887351707	0.413497850490535
0.6	0.3	100	0.261470613392694	0.341150897026785
0.6	0.3	150	0.305549916081267	0.280371644480491
0.6	0.3	200	0.338077751522275	0.236286806279019
0.6	0.3	250	0.360232966804042	0.207177595958976
0.6	0.3	300	0.374722964965248	0.188620462350971
0.6	0.3	350	0.384499759274217	0.175962138446444
0.6	0.3	400	0.391746880933708	0.165967785127566
0.6	0.3	450	0.397552205350723	0.156955513487945
0.6	0.3	500	0.402430315918058	0.148228426069069
0.6	0.4	50	0.209131887351707	0.369583849957346
0.6	0.4	100	0.261470613392694	0.303775131648233
0.6	0.4	150	0.305549916081267	0.248757348831666
0.6	0.4	200	0.338077751522275	0.208662052041916
0.6	0.4	250	0.360232966804042	0.181788975336146
0.6	0.4	300	0.374722964965248	0.164305633082907
0.6	0.4	350	0.384499759274217	0.152526104901745
0.6	0.4	400	0.391746880933708	0.143689780882946
0.6	0.4	450	0.397552205350723	0.13623375696853
0.6	0.4	500	0.402430315918058	0.129383772673051
0.6	0.5	50	0.209131887351707	0.366564491486904
0.6	0.5	100	0.261470613392694	0.301776508549576
0.6	0.5	150	0.305549916081267	0.247214572170513
0.6	0.5	200	0.338077751522275	0.207131020452265
0.6	0.5	250	0.360232966804042	0.180406271058628
0.6	0.5	300	0.374722964965248	0.163197427221453
0.6	0.5	350	0.384499759274217	0.151492117389237
0.6	0.5	400	0.391746880933708	0.142527757585072
0.6	0.5	450	0.397552205350723	0.134756047925783
0.6	0.5	500	0.402430315918058	0.127300953001478
0.6	0.6	50	0.209131887351707	0.36651029994446
0.6	0.6	100	0.261470613392694	0.300983023875239
0.6	0.6	150	0.305549916081267	0.246096620143467
0.6	0.6	200	0.338077751522275	0.205929142194852
0.6	0.6	250	0.360232966804042	0.179090958423754
0.6	0.6	300	0.374722964965248	0.16177626814333
0.6	0.6	350	0.384499759274217	0.150025955402049
0.6	0.6	400	0.391746880933708	0.141000794405155
0.6	0.6	450	0.397552205350723	0.133157272651033
0.6	0.6	500	0.402430315918058	0.125737128322768
