n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
160	80	0	0.2	0	0	0	0	0	0	0	0	0	0	0
320	80	0	0.2	1	1	1	1	1	0	1	1	1	1	1
20	160	0	0.2	1	1	1	1	0	1	1	1	1	1	0
40	160	0	0.2	1	1	1	1	0.666666666666667	1	1	1	1	1	0
80	160	0	0.2	1	1	1	1	1	1	1	1	1	1	0
160	160	0	0.2	0	0	0	0	0	0	0	0	0	0	0
320	160	0	0.2	1	1	1	1	1	1	1	1	1	1	1
20	320	0	0.2	1	1	1	1	0	1	1	1	1	1	0
40	320	0	0.2	1	1	1	1	0	1	1	1	1	1	0
80	320	0	0.2	1	1	1	1	0.5	1	1	1	1	1	0
160	320	0	0.2	1	1	1	1	1	1	1	1	1	1	0
320	320	0	0.2	1	1	1	1	1	1	1	1	1	1	1
20	20	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0
40	20	0.2	0.2	1	1	1	1	1	1	1	1	1	1	1
80	20	0.2	0.2	1	1	1	1	1	1	1	1	1	1	1
160	20	0.2	0.2	1	1	1	1	0.75	0	0.75	0.75	0.75	1	1
320	20	0.2	0.2	1	1	1	1	0.833333333333333	0	0.833333333333333	0.833333333333333	0.833333333333333	1	1
20	40	0.2	0.2	1	1	1	1	1	1	1	1	1	1	0
40	40	0.2	0.2	1	1	1	1	1	1	1	1	1	1	1
80	40	0.2	0.2	1	1	1	1	1	1	1	1	1	1	0.75
160	40	0.2	0.2	1	1	1	1	0.75	0.75	1	1	1	1	1
320	40	0.2	0.2	1	1	1	1	0.8	0.1	1	0.8	0.8	1	1
20	80	0.2	0.2	1	1	1	1	0.5	0.5	0.5	0.5	0.5	1	0
40	80	0.2	0.2	1	1	1	1	1	1	1	1	1	1	0
80	80	0.2	0.2	1	1	1	1	1	1	1	1	1	1	0
160	80	0.2	0.2	1	1	1	1	1	1	1	1	1	1	1
320	80	0.2	0.2	1	1	1	1	0.923076923076923	0.307692307692308	1	1	1	1	1
20	160	0.2	0.2	1	1	1	1	0	1	1	1	1	1	0
40	160	0.2	0.2	1	1	1	1	0.75	1	1	1	1	1	0
80	160	0.2	0.2	1	1	1	1	0.8	1	1	1	1	1	0
160	160	0.2	0.2	1	1	1	1	1	1	1	1	1	1	0.5625
320	160	0.2	0.2	1	1	1	1	1	0.88	1	1	1	1	0.96
20	320	0.2	0.2	1	1	1	1	0	0.75	0.75	0.75	0.75	1	0
40	320	0.2	0.2	1	1	1	1	0	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	1	0
80	320	0.2	0.2	1	1	1	1	0.363636363636364	0.909090909090909	1	0.909090909090909	0.909090909090909	1	0
160	320	0.2	0.2	1	1	1	1	0.833333333333333	0.966666666666667	1	1	1	1	0.1
320	320	0.2	0.2	1	1	1	1	0.918367346938776	0.918367346938776	1	1	1	1	0.551020408163265
20	20	0.5	0.2	1	1	1	1	1	1	1	1	1	1	0.5
40	20	0.5	0.2	1	1	1	1	1	1	1	1	1	1	0.666666666666667
80	20	0.5	0.2	1	1	1	1	0.8	0.6	1	1	0.8	1	1
160	20	0.5	0.2	1	1	1	1	0.833333333333333	0.666666666666667	1	0.833333333333333	0.833333333333333	1	1
320	20	0.5	0.2	1	1	1	1	0.857142857142857	0.428571428571429	1	0.857142857142857	0.857142857142857	1	1
20	40	0.5	0.2	1	1	1	1	0.833333333333333	1	1	1	1	1	0.333333333333333
40	40	0.5	0.2	1	1	1	1	0.75	1	1	1	1	1	0.25
80	40	0.5	0.2	1	1	1	1	1	0.833333333333333	1	1	1	1	0.416666666666667
160	40	0.5	0.2	1	1	1	1	1	0.769230769230769	1	1	1	1	0.538461538461538
320	40	0.5	0.2	1	1	1	1	1	0.692307692307692	1	1	1	1	0.615384615384615
20	80	0.5	0.2	1	1	1	1	0.571428571428571	1	1	1	1	1	0
40	80	0.5	0.2	1	1	1	1	0.5	1	1	1	1	1	0
80	80	0.5	0.2	1	1	1	1	0.875	0.875	1	0.9375	0.9375	1	0.25
160	80	0.5	0.2	1	1	1	1	1	0.647058823529412	1	1	1	1	0.235294117647059
320	80	0.5	0.2	1	1	1	1	1	0.705882352941177	1	1	1	1	0.176470588235294
20	160	0.5	0.2	1	1	1	1	0	0.714285714285714	1	0.714285714285714	0.714285714285714	1	0
40	160	0.5	0.2	1	1	1	1	0.111111111111111	0.555555555555556	1	0.666666666666667	0.722222222222222	1	0
80	160	0.5	0.2	1	1	1	1	0.428571428571429	0.714285714285714	0.942857142857143	0.8	0.8	1	0
160	160	0.5	0.2	1	1	1	1	0.605263157894737	0.631578947368421	1	0.815789473684211	0.815789473684211	1	0.0526315789473684
320	160	0.5	0.2	1	1	1	1	0.475	0.275	0.9	0.65	0.65	1	0.025
20	320	0.5	0.2	1	1	1	1	0	0.791666666666667	0.916666666666667	0.791666666666667	0.791666666666667	1	0
40	320	0.5	0.2	1	1	1	1	0	0.46875	0.78125	0.5	0.53125	1	0
80	320	0.5	0.2	1	1	1	1	0.153846153846154	0.646153846153846	0.830769230769231	0.723076923076923	0.723076923076923	1	0
160	320	0.5	0.2	1	1	1	1	0.173913043478261	0.318840579710145	0.811594202898551	0.492753623188406	0.492753623188406	0.971014492753623	0.0144927536231884
320	320	0.5	0.2	1	1	1	1	0.0972222222222222	0.0972222222222222	0.666666666666667	0.291666666666667	0.291666666666667	0.972222222222222	0
20	20	0.8	0.2	1	1	1	1	1	1	1	1	1	1	0.166666666666667
40	20	0.8	0.2	1	1	1	1	1	0.833333333333333	1	1	1	1	0.333333333333333
80	20	0.8	0.2	1	1	1	1	1	0.857142857142857	1	1	1	1	0.285714285714286
160	20	0.8	0.2	1	1	1	1	1	0.571428571428571	1	1	1	1	0.142857142857143
320	20	0.8	0.2	1	1	1	1	1	0.428571428571429	1	1	1	1	0.285714285714286
20	40	0.8	0.2	1	1	1	1	0.375	0.625	1	1	1	1	0
40	40	0.8	0.2	1	1	1	1	0.846153846153846	0.846153846153846	1	1	1	1	0.0769230769230769
80	40	0.8	0.2	1	1	1	1	0.923076923076923	0.769230769230769	1	1	1	1	0.307692307692308
160	40	0.8	0.2	1	1	1	1	0.769230769230769	0.615384615384615	1	0.923076923076923	0.923076923076923	1	0.230769230769231
320	40	0.8	0.2	1	1	1	1	0.923076923076923	0.230769230769231	1	0.923076923076923	1	1	0.0769230769230769
20	80	0.8	0.2	1	1	1	1	0.0909090909090909	0.545454545454545	1	0.545454545454545	0.727272727272727	1	0
40	80	0.8	0.2	1	1	1	1	0.4	0.733333333333333	1	0.8	0.8	1	0
80	80	0.8	0.2	1	1	1	1	0.176470588235294	0.176470588235294	0.941176470588235	0.411764705882353	0.411764705882353	1	0
160	80	0.8	0.2	1	1	1	1	0.235294117647059	0.0588235294117647	1	0.411764705882353	0.411764705882353	1	0
320	80	0.8	0.2	1	1	1	1	0.352941176470588	0.0588235294117647	0.764705882352941	0.470588235294118	0.470588235294118	1	0
20	160	0.8	0.2	1	1	1	1	0	0.379310344827586	0.724137931034483	0.379310344827586	0.517241379310345	1	0
40	160	0.8	0.2	1	1	1	1	0.108108108108108	0.432432432432432	0.810810810810811	0.513513513513513	0.513513513513513	0.972972972972973	0
80	160	0.8	0.2	1	1	1	1	0.1	0.1	0.55	0.2	0.2	0.95	0
160	160	0.8	0.2	1	1	1	1	0.05	0.05	0.35	0.075	0.075	0.775	0
320	160	0.8	0.2	1	1	1	1	0	0	0.125	0	0	0.7	0
20	320	0.8	0.2	1	1	1	1	0	0.326530612244898	0.510204081632653	0.306122448979592	0.36734693877551	1	0
40	320	0.8	0.2	1	1	1	1	0	0.26865671641791	0.477611940298507	0.298507462686567	0.328358208955224	0.925373134328358	0
80	320	0.8	0.2	1	1	1	1	0.0138888888888889	0.0972222222222222	0.236111111111111	0.125	0.125	0.763888888888889	0
160	320	0.8	0.2	1	1	1	1	0	0	0.0555555555555556	0	0	0.444444444444444	0
320	320	0.8	0.2	1	1	1	1	0	0	0.0138888888888889	0	0	0.111111111111111	0
20	20	1	0.2	1	1	1	1	0.833333333333333	1	1	1	1	1	0.166666666666667
40	20	1	0.2	1	1	1	1	1	0.857142857142857	1	1	1	1	0.285714285714286
80	20	1	0.2	1	1	1	1	1	0.428571428571429	1	1	1	1	0.142857142857143
160	20	1	0.2	1	1	1	1	1	0	1	1	1	1	0.142857142857143
320	20	1	0.2	1	1	1	1	1	0.142857142857143	1	1	1	1	0.142857142857143
20	40	1	0.2	1	1	1	1	0.454545454545455	0.636363636363636	0.909090909090909	0.727272727272727	0.818181818181818	1	0.0909090909090909
40	40	1	0.2	1	1	1	1	0.384615384615385	0.461538461538462	1	0.769230769230769	0.846153846153846	1	0
80	40	1	0.2	1	1	1	1	0.307692307692308	0.230769230769231	1	0.538461538461538	0.615384615384615	1	0
160	40	1	0.2	1	1	1	1	0.461538461538462	0.153846153846154	1	0.615384615384615	0.692307692307692	1	0
320	40	1	0.2	1	1	1	1	0.461538461538462	0.0769230769230769	1	0.615384615384615	0.692307692307692	1	0
20	80	1	0.2	1	1	1	1	0	0.333333333333333	0.533333333333333	0.333333333333333	0.333333333333333	1	0
40	80	1	0.2	1	1	1	1	0.117647058823529	0.294117647058824	0.882352941176471	0.411764705882353	0.588235294117647	0.941176470588235	0.0588235294117647
80	80	1	0.2	1	1	1	1	0.176470588235294	0.176470588235294	0.647058823529412	0.176470588235294	0.235294117647059	1	0
160	80	1	0.2	1	1	1	1	0	0	0.411764705882353	0.0588235294117647	0.117647058823529	0.764705882352941	0
320	80	1	0.2	1	1	1	1	0	0	0.117647058823529	0	0	0.941176470588235	0
20	160	1	0.2	1	1	1	1	0	0.285714285714286	0.6	0.285714285714286	0.314285714285714	0.971428571428571	0
40	160	1	0.2	1	1	1	1	0	0.075	0.45	0.125	0.15	0.95	0
80	160	1	0.2	1	1	1	1	0	0	0.075	0	0	0.625	0
160	160	1	0.2	1	1	1	1	0	0	0	0	0	0.225	0
320	160	1	0.2	1	1	1	1	0	0	0	0	0	0.05	0
20	320	1	0.2	1	1	1	1	0	0.253968253968254	0.380952380952381	0.253968253968254	0.26984126984127	0.920634920634921	0
40	320	1	0.2	1	1	1	1	0	0.169014084507042	0.352112676056338	0.169014084507042	0.169014084507042	0.845070422535211	0
80	320	1	0.2	1	1	1	1	0	0.0138888888888889	0.0555555555555556	0.0138888888888889	0.0138888888888889	0.402777777777778	0
160	320	1	0.2	1	1	1	1	0	0	0	0	0	0.0555555555555556	0
320	320	1	0.2	1	1	1	1	0	0	0	0	0	0	0
20	20	0	0.5	1	1	1	1	1	1	1	1	1	1	1
40	20	0	0.5	1	1	1	1	1	1	1	1	1	1	1
80	20	0	0.5	0	0	0	0	0	0	0	0	0	0	0
160	20	0	0.5	0	0	0	0	0	0	0	0	0	0	0
320	20	0	0.5	1	1	1	1	1	0	1	1	1	1	1
20	40	0	0.5	1	1	1	1	1	1	1	1	1	1	0.333333333333333
40	40	0	0.5	1	1	1	1	1	1	1	1	1	1	0.5
80	40	0	0.5	0	0	0	0	0	0	0	0	0	0	0
160	40	0	0.5	0	0	0	0	0	0	0	0	0	0	0
320	40	0	0.5	1	1	1	1	1	0	1	1	1	1	1
20	80	0	0.5	1	1	1	1	0.5	1	1	1	1	1	0
40	80	0	0.5	1	1	1	1	1	1	1	1	1	1	0.666666666666667
80	80	0	0.5	1	1	1	1	0.5	0.5	1	1	1	1	1
160	80	0	0.5	1	1	1	1	0	0	1	1	1	1	1
320	80	0	0.5	1	1	1	1	0.25	0	0.75	0.25	0.25	1	1
20	160	0	0.5	1	1	1	1	0.333333333333333	1	1	1	1	1	0
40	160	0	0.5	1	1	1	1	1	1	1	1	1	1	0.333333333333333
80	160	0	0.5	1	1	1	1	1	1	1	1	1	1	1
160	160	0	0.5	1	1	1	1	0	0	1	1	1	1	1
320	160	0	0.5	1	1	1	1	0	0	0.5	0.25	0.25	1	1
20	320	0	0.5	1	1	1	1	0	1	1	1	1	1	0
40	320	0	0.5	1	1	1	1	0.666666666666667	1	1	1	1	1	0.666666666666667
80	320	0	0.5	1	1	1	1	0.5	1	1	1	1	1	1
160	320	0	0.5	1	1	1	1	0	1	1	1	1	1	1
320	320	0	0.5	1	1	1	1	0	0	0.25	0	0	1	1
20	20	0.2	0.5	1	1	1	1	1	1	1	1	1	1	0.5
40	20	0.2	0.5	1	1	1	1	1	1	1	1	1	1	0.8
80	20	0.2	0.5	1	1	1	1	0.75	0.375	1	0.875	0.75	1	1
160	20	0.2	0.5	1	1	1	1	0.714285714285714	0	1	0.714285714285714	0.714285714285714	1	1
320	20	0.2	0.5	1	1	1	1	0.666666666666667	0	0.814814814814815	0.740740740740741	0.62962962962963	1	1
20	40	0.2	0.5	1	1	1	1	0.666666666666667	1	1	1	1	1	0.333333333333333
40	40	0.2	0.5	1	1	1	1	0.666666666666667	0.666666666666667	1	1	1	1	1
80	40	0.2	0.5	1	1	1	1	1	0.875	1	1	1	1	1
160	40	0.2	0.5	1	1	1	1	0.666666666666667	0.0666666666666667	1	0.666666666666667	0.666666666666667	1	1
320	40	0.2	0.5	1	1	1	1	0.566666666666667	0	0.833333333333333	0.633333333333333	0.6	1	1
20	80	0.2	0.5	1	1	1	1	0.833333333333333	0.833333333333333	1	0.833333333333333	0.833333333333333	1	0
40	80	0.2	0.5	1	1	1	1	0.818181818181818	0.909090909090909	1	1	1	1	0.636363636363636
80	80	0.2	0.5	1	1	1	1	0.714285714285714	0.714285714285714	1	0.928571428571429	0.928571428571429	1	0.785714285714286
160	80	0.2	0.5	1	1	1	1	0.777777777777778	0.583333333333333	1	0.888888888888889	0.888888888888889	1	0.944444444444444
320	80	0.2	0.5	1	1	1	1	0.590909090909091	0.212121212121212	0.893939393939394	0.666666666666667	0.636363636363636	0.984848484848485	1
20	160	0.2	0.5	1	1	1	1	0.666666666666667	0.833333333333333	1	0.833333333333333	0.833333333333333	1	0.166666666666667
40	160	0.2	0.5	1	1	1	1	0.916666666666667	1	1	1	1	1	0.166666666666667
80	160	0.2	0.5	1	1	1	1	0.75	1	1	1	1	1	0.8125
160	160	0.2	0.5	1	1	1	1	0.461538461538462	0.435897435897436	1	0.769230769230769	0.769230769230769	1	0.948717948717949
320	160	0.2	0.5	1	1	1	1	0.357142857142857	0.214285714285714	0.814285714285714	0.5	0.5	0.985714285714286	1
20	320	0.2	0.5	1	1	1	1	0.285714285714286	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	1	0
40	320	0.2	0.5	1	1	1	1	0.769230769230769	1	1	1	1	1	0.384615384615385
80	320	0.2	0.5	1	1	1	1	0.823529411764706	0.941176470588235	1	1	1	1	0.764705882352941
160	320	0.2	0.5	1	1	1	1	0.3	0.55	0.975	0.725	0.725	1	0.95
320	320	0.2	0.5	1	1	1	1	0.0972222222222222	0.0972222222222222	0.597222222222222	0.236111111111111	0.236111111111111	0.958333333333333	0.972222222222222
20	20	0.5	0.5	1	1	1	1	1	1	1	1	1	1	0.466666666666667
40	20	0.5	0.5	1	1	1	1	1	0.8125	1	1	1	1	0.75
80	20	0.5	0.5	1	1	1	1	0.911764705882353	0.617647058823529	1	1	0.911764705882353	1	0.941176470588235
160	20	0.5	0.5	1	1	1	1	0.947368421052632	0.368421052631579	1	0.973684210526316	0.947368421052632	1	0.973684210526316
320	20	0.5	0.5	1	1	1	1	0.897435897435897	0.282051282051282	1	0.948717948717949	0.897435897435897	1	0.974358974358974
20	40	0.5	0.5	1	1	1	1	0.9375	1	1	1	1	1	0.125
40	40	0.5	0.5	1	1	1	1	1	1	1	1	1	1	0.578947368421053
80	40	0.5	0.5	1	1	1	1	0.914285714285714	0.828571428571429	1	0.914285714285714	0.914285714285714	1	0.771428571428571
160	40	0.5	0.5	1	1	1	1	0.857142857142857	0.738095238095238	0.976190476190476	0.928571428571429	0.904761904761905	1	0.80952380952381
320	40	0.5	0.5	1	1	1	1	0.909090909090909	0.454545454545455	0.977272727272727	0.931818181818182	0.909090909090909	1	0.772727272727273
20	80	0.5	0.5	1	1	1	1	0.588235294117647	0.882352941176471	1	0.941176470588235	0.970588235294118	1	0.147058823529412
40	80	0.5	0.5	1	1	1	1	0.85	1	1	1	1	1	0.25
80	80	0.5	0.5	1	1	1	1	0.924050632911392	0.924050632911392	1	0.987341772151899	0.987341772151899	1	0.481012658227848
160	80	0.5	0.5	1	1	1	1	0.930232558139535	0.767441860465116	1	0.965116279069767	0.965116279069767	1	0.534883720930233
320	80	0.5	0.5	1	1	1	1	0.965909090909091	0.704545454545455	1	0.965909090909091	0.977272727272727	1	0.545454545454545
20	160	0.5	0.5	1	1	1	1	0.210526315789474	0.947368421052632	1	0.947368421052632	0.947368421052632	1	0
40	160	0.5	0.5	1	1	1	1	0.682926829268293	0.902439024390244	1	0.926829268292683	0.926829268292683	1	0.24390243902439
80	160	0.5	0.5	1	1	1	1	0.8	0.917647058823529	1	0.976470588235294	0.976470588235294	1	0.470588235294118
160	160	0.5	0.5	1	1	1	1	0.808510638297872	0.808510638297872	0.978723404255319	0.904255319148936	0.914893617021277	1	0.542553191489362
320	160	0.5	0.5	1	1	1	1	0.88659793814433	0.77319587628866	0.979381443298969	0.969072164948454	0.969072164948454	1	0.515463917525773
20	320	0.5	0.5	1	1	1	1	0.179487179487179	1	1	1	1	1	0
40	320	0.5	0.5	1	1	1	1	0.636363636363636	0.909090909090909	0.977272727272727	0.931818181818182	0.931818181818182	1	0.159090909090909
80	320	0.5	0.5	1	1	1	1	0.625	0.931818181818182	1	0.954545454545455	0.965909090909091	1	0.397727272727273
160	320	0.5	0.5	1	1	1	1	0.731958762886598	0.88659793814433	1	0.958762886597938	0.958762886597938	1	0.474226804123711
320	320	0.5	0.5	1	1	1	1	0.85	0.86	1	0.99	0.99	1	0.51
20	20	0.8	0.5	1	1	1	1	0.925925925925926	0.962962962962963	1	1	1	1	0.259259259259259
40	20	0.8	0.5	1	1	1	1	1	0.942857142857143	1	1	1	1	0.428571428571429
80	20	0.8	0.5	1	1	1	1	1	0.794871794871795	1	1	1	1	0.461538461538462
160	20	0.8	0.5	1	1	1	1	1	0.743589743589744	1	1	1	1	0.564102564102564
320	20	0.8	0.5	1	1	1	1	1	0.769230769230769	1	1	1	1	0.461538461538462
20	40	0.8	0.5	1	1	1	1	0.666666666666667	0.866666666666667	1	0.9	0.933333333333333	1	0.1
40	40	0.8	0.5	1	1	1	1	0.906976744186046	0.906976744186046	1	0.976744186046512	0.976744186046512	1	0.325581395348837
