n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
20	20	0	0	0.583333333333333	0.0277777777777778	0.388888888888889	0.583333333333333	0.416666666666667	0.444444444444444	0.583333333333333	0.583333333333333	0.583333333333333	0.583333333333333	0.583333333333333	0.0277777777777778
40	20	0	0	0.531914893617021	0.0212765957446809	0.425531914893617	0.531914893617021	0.531914893617021	0.51063829787234	0.531914893617021	0.531914893617021	0.531914893617021	0.531914893617021	0.531914893617021	0.0638297872340425
80	20	0	0	0.46	0.02	0.4	0.46	0.46	0.38	0.46	0.46	0.46	0.46	0.46	0.08
160	20	0	0	0.51063829787234	0	0.468085106382979	0.51063829787234	0.51063829787234	0.361702127659574	0.51063829787234	0.51063829787234	0.51063829787234	0.51063829787234	0.51063829787234	0.191489361702128
320	20	0	0	0.48780487804878	0.024390243902439	0.48780487804878	0.48780487804878	0.48780487804878	0.268292682926829	0.48780487804878	0.48780487804878	0.48780487804878	0.48780487804878	0.48780487804878	0.292682926829268
20	40	0	0	0.5	0	0.138888888888889	0.5	0.0277777777777778	0.194444444444444	0.5	0.416666666666667	0.444444444444444	0.5	0.194444444444444	0
40	40	0	0	0.680851063829787	0	0.446808510638298	0.680851063829787	0.48936170212766	0.48936170212766	0.680851063829787	0.638297872340426	0.638297872340426	0.680851063829787	0.680851063829787	0
80	40	0	0	0.6	0.02	0.46	0.6	0.58	0.48	0.6	0.6	0.6	0.6	0.6	0.06
160	40	0	0	0.617021276595745	0	0.553191489361702	0.617021276595745	0.617021276595745	0.51063829787234	0.617021276595745	0.617021276595745	0.617021276595745	0.617021276595745	0.617021276595745	0.0851063829787234
320	40	0	0	0.609756097560976	0.0487804878048781	0.609756097560976	0.609756097560976	0.609756097560976	0.560975609756098	0.609756097560976	0.609756097560976	0.609756097560976	0.609756097560976	0.609756097560976	0.292682926829268
20	80	0	0	0.638888888888889	0.111111111111111	0.305555555555556	0.638888888888889	0.111111111111111	0.388888888888889	0.638888888888889	0.388888888888889	0.416666666666667	0.638888888888889	0.194444444444444	0.111111111111111
40	80	0	0	0.617021276595745	0.0425531914893617	0.191489361702128	0.617021276595745	0.106382978723404	0.404255319148936	0.617021276595745	0.553191489361702	0.553191489361702	0.617021276595745	0.340425531914894	0.0425531914893617
80	80	0	0	0.66	0	0.42	0.66	0.46	0.46	0.66	0.62	0.62	0.66	0.66	0
160	80	0	0	0.468085106382979	0.0425531914893617	0.382978723404255	0.468085106382979	0.468085106382979	0.446808510638298	0.468085106382979	0.468085106382979	0.468085106382979	0.468085106382979	0.468085106382979	0.0425531914893617
320	80	0	0	0.536585365853659	0.024390243902439	0.51219512195122	0.536585365853659	0.536585365853659	0.51219512195122	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.0731707317073171
20	160	0	0	0.333333333333333	0	0.0277777777777778	0.333333333333333	0	0.138888888888889	0.305555555555556	0.166666666666667	0.166666666666667	0.333333333333333	0	0
40	160	0	0	0.48936170212766	0.0851063829787234	0.170212765957447	0.48936170212766	0.0851063829787234	0.297872340425532	0.468085106382979	0.425531914893617	0.446808510638298	0.48936170212766	0.106382978723404	0.0851063829787234
80	160	0	0	0.6	0	0.36	0.6	0.06	0.34	0.6	0.48	0.48	0.6	0.42	0
160	160	0	0	0.446808510638298	0.0212765957446809	0.297872340425532	0.446808510638298	0.340425531914894	0.340425531914894	0.446808510638298	0.404255319148936	0.425531914893617	0.446808510638298	0.446808510638298	0.0212765957446809
320	160	0	0	0.560975609756098	0	0.439024390243902	0.560975609756098	0.536585365853659	0.390243902439024	0.560975609756098	0.560975609756098	0.560975609756098	0.560975609756098	0.560975609756098	0
20	320	0	0	0.361111111111111	0.0555555555555556	0.0555555555555556	0.361111111111111	0.0555555555555556	0.166666666666667	0.277777777777778	0.166666666666667	0.166666666666667	0.361111111111111	0.0555555555555556	0.0555555555555556
40	320	0	0	0.574468085106383	0.0212765957446809	0.0851063829787234	0.574468085106383	0.0212765957446809	0.191489361702128	0.51063829787234	0.276595744680851	0.319148936170213	0.574468085106383	0.0212765957446809	0.0212765957446809
80	320	0	0	0.48	0.02	0.16	0.48	0.02	0.24	0.44	0.3	0.3	0.48	0.1	0.02
160	320	0	0	0.51063829787234	0	0.191489361702128	0.51063829787234	0.0425531914893617	0.361702127659574	0.51063829787234	0.425531914893617	0.425531914893617	0.51063829787234	0.340425531914894	0
320	320	0	0	0.439024390243902	0.0731707317073171	0.292682926829268	0.439024390243902	0.341463414634146	0.341463414634146	0.439024390243902	0.439024390243902	0.439024390243902	0.439024390243902	0.439024390243902	0.0731707317073171
20	20	0.2	0	0.54639175257732	0.0206185567010309	0.278350515463918	0.54639175257732	0.329896907216495	0.350515463917526	0.54639175257732	0.515463917525773	0.525773195876289	0.54639175257732	0.54639175257732	0.0206185567010309
40	20	0.2	0	0.543307086614173	0.0078740157480315	0.488188976377953	0.543307086614173	0.503937007874016	0.377952755905512	0.543307086614173	0.52755905511811	0.535433070866142	0.543307086614173	0.543307086614173	0.031496062992126
80	20	0.2	0	0.48995983935743	0.0160642570281124	0.465863453815261	0.48995983935743	0.485943775100402	0.357429718875502	0.48995983935743	0.48995983935743	0.48995983935743	0.48995983935743	0.48995983935743	0.112449799196787
160	20	0.2	0	0.552338530066815	0.0378619153674833	0.543429844097996	0.552338530066815	0.552338530066815	0.423162583518931	0.552338530066815	0.552338530066815	0.552338530066815	0.552338530066815	0.552338530066815	0.191536748329621
320	20	0.2	0	0.539454806312769	0.0229555236728838	0.538020086083214	0.539454806312769	0.539454806312769	0.338593974175036	0.539454806312769	0.539454806312769	0.539454806312769	0.539454806312769	0.539454806312769	0.24103299856528
20	40	0.2	0	0.536082474226804	0.0412371134020619	0.247422680412371	0.536082474226804	0.134020618556701	0.34020618556701	0.536082474226804	0.443298969072165	0.494845360824742	0.536082474226804	0.34020618556701	0.0412371134020619
40	40	0.2	0	0.503937007874016	0.0393700787401575	0.401574803149606	0.503937007874016	0.307086614173228	0.307086614173228	0.503937007874016	0.488188976377953	0.488188976377953	0.503937007874016	0.503937007874016	0.0393700787401575
80	40	0.2	0	0.477911646586345	0.0200803212851406	0.421686746987952	0.477911646586345	0.437751004016064	0.333333333333333	0.477911646586345	0.473895582329317	0.473895582329317	0.477911646586345	0.477911646586345	0.0281124497991968
160	40	0.2	0	0.503340757238307	0.0200445434298441	0.492204899777283	0.503340757238307	0.498886414253898	0.378619153674833	0.503340757238307	0.503340757238307	0.503340757238307	0.503340757238307	0.503340757238307	0.10913140311804
320	40	0.2	0	0.48206599713056	0.0315638450502152	0.477761836441894	0.48206599713056	0.48206599713056	0.344332855093257	0.48206599713056	0.48206599713056	0.48206599713056	0.48206599713056	0.48206599713056	0.147776183644189
20	80	0.2	0	0.474226804123711	0.0206185567010309	0.185567010309278	0.474226804123711	0.0206185567010309	0.288659793814433	0.463917525773196	0.319587628865979	0.350515463917526	0.474226804123711	0.103092783505155	0.0206185567010309
40	80	0.2	0	0.440944881889764	0.0078740157480315	0.21259842519685	0.440944881889764	0.0866141732283465	0.228346456692913	0.440944881889764	0.330708661417323	0.354330708661417	0.440944881889764	0.283464566929134	0.0078740157480315
80	80	0.2	0	0.429718875502008	0.00803212851405622	0.293172690763052	0.429718875502008	0.236947791164659	0.248995983935743	0.429718875502008	0.397590361445783	0.397590361445783	0.429718875502008	0.429718875502008	0.00803212851405622
160	80	0.2	0	0.494432071269488	0.0289532293986637	0.461024498886414	0.494432071269488	0.434298440979955	0.345211581291759	0.494432071269488	0.478841870824053	0.478841870824053	0.494432071269488	0.494432071269488	0.0467706013363029
320	80	0.2	0	0.459110473457676	0.0229555236728838	0.45480631276901	0.459110473457676	0.45480631276901	0.294117647058824	0.459110473457676	0.456241032998565	0.456241032998565	0.459110473457676	0.459110473457676	0.0659971305595409
20	160	0.2	0	0.422680412371134	0.0206185567010309	0.103092783505155	0.422680412371134	0.0206185567010309	0.195876288659794	0.381443298969072	0.22680412371134	0.268041237113402	0.422680412371134	0.0206185567010309	0.0206185567010309
40	160	0.2	0	0.566929133858268	0.015748031496063	0.196850393700787	0.566929133858268	0.015748031496063	0.244094488188976	0.543307086614173	0.322834645669291	0.37007874015748	0.566929133858268	0.118110236220472	0.015748031496063
80	160	0.2	0	0.48995983935743	0.0200803212851406	0.289156626506024	0.48995983935743	0.0843373493975904	0.261044176706827	0.469879518072289	0.401606425702811	0.409638554216867	0.48995983935743	0.333333333333333	0.0200803212851406
160	160	0.2	0	0.483296213808463	0.0311804008908686	0.387527839643653	0.483296213808463	0.244988864142539	0.251670378619154	0.478841870824053	0.412026726057906	0.416481069042316	0.483296213808463	0.483296213808463	0.0311804008908686
320	160	0.2	0	0.483500717360115	0.024390243902439	0.466284074605452	0.483500717360115	0.371592539454806	0.242467718794835	0.48206599713056	0.440459110473458	0.443328550932568	0.483500717360115	0.483500717360115	0.0387374461979914
20	320	0.2	0	0.536082474226804	0.0412371134020619	0.0721649484536082	0.536082474226804	0.0412371134020619	0.175257731958763	0.45360824742268	0.175257731958763	0.22680412371134	0.536082474226804	0.0412371134020619	0.0412371134020619
40	320	0.2	0	0.590551181102362	0.031496062992126	0.125984251968504	0.590551181102362	0.031496062992126	0.149606299212598	0.488188976377953	0.196850393700787	0.236220472440945	0.590551181102362	0.031496062992126	0.031496062992126
80	320	0.2	0	0.497991967871486	0.0160642570281124	0.156626506024096	0.497991967871486	0.0160642570281124	0.208835341365462	0.453815261044177	0.273092369477912	0.285140562248996	0.497991967871486	0.0562248995983936	0.0160642570281124
160	320	0.2	0	0.501113585746102	0.022271714922049	0.307349665924276	0.501113585746102	0.0556792873051225	0.193763919821826	0.465478841870824	0.32739420935412	0.334075723830735	0.498886414253898	0.309576837416481	0.022271714922049
320	320	0.2	0	0.532281205164993	0.03012912482066	0.474892395982783	0.532281205164993	0.200860832137733	0.202295552367288	0.507890961262554	0.374461979913917	0.375896700143472	0.532281205164993	0.532281205164993	0.03012912482066
20	20	0.5	0	0.532085561497326	0.0267379679144385	0.382352941176471	0.532085561497326	0.262032085561497	0.280748663101604	0.526737967914438	0.451871657754011	0.462566844919786	0.532085561497326	0.532085561497326	0.0267379679144385
40	20	0.5	0	0.525083612040134	0.0284280936454849	0.48494983277592	0.525083612040134	0.439799331103679	0.290969899665552	0.521739130434783	0.486622073578595	0.498327759197324	0.525083612040134	0.525083612040134	0.0451505016722408
