n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
20	20	0	0	1	1	1	1	1	1	1	1	1	1	0
40	20	0	0	1	1	1	1	1	1	1	1	1	1	1
80	20	0	0	1	1	1	1	1	0	1	1	1	1	1
160	20	0	0	0	0	0	0	0	0	0	0	0	0	0
320	20	0	0	1	1	1	1	1	0	1	1	1	1	1
20	40	0	0	1	1	1	1	1	1	1	1	1	1	0
40	40	0	0	0	0	0	0	0	0	0	0	0	0	0
80	40	0	0	1	1	1	1	1	1	1	1	1	1	1
160	40	0	0	1	1	1	1	1	0	1	1	1	1	1
320	40	0	0	1	1	1	1	1	0	1	1	1	1	1
20	80	0	0	0	0	0	0	0	0	0	0	0	0	0
40	80	0	0	1	1	1	1	1	1	1	1	1	1	0
80	80	0	0	0	0	0	0	0	0	0	0	0	0	0
160	80	0	0	0	0	0	0	0	0	0	0	0	0	0
320	80	0	0	0	0	0	0	0	0	0	0	0	0	0
20	160	0	0	0	0	0	0	0	0	0	0	0	0	0
40	160	0	0	1	1	1	1	0	1	1	1	1	1	0
80	160	0	0	1	1	1	1	1	1	1	1	1	1	0
160	160	0	0	1	1	1	1	1	1	1	1	1	1	1
320	160	0	0	1	1	1	1	1	1	1	1	1	1	1
20	320	0	0	1	1	1	1	0	1	1	1	1	1	0
40	320	0	0	1	1	1	1	0	1	1	1	1	1	0
80	320	0	0	1	1	1	1	0	1	1	1	1	1	0
160	320	0	0	0	0	0	0	0	0	0	0	0	0	0
320	320	0	0	1	1	1	1	1	1	1	1	1	1	0.5
20	20	0.2	0	1	1	1	1	1	1	1	1	1	1	0.333333333333333
40	20	0.2	0	1	1	1	1	1	0.666666666666667	1	1	1	1	1
80	20	0.2	0	1	1	1	1	1	0.5	1	1	1	1	1
160	20	0.2	0	1	1	1	1	1	0.111111111111111	1	1	1	1	1
320	20	0.2	0	1	1	1	1	0.8125	0	1	0.875	0.8125	1	1
20	40	0.2	0	1	1	1	1	0.8	1	1	1	1	1	0
40	40	0.2	0	1	1	1	1	1	1	1	1	1	1	0.8
80	40	0.2	0	1	1	1	1	1	0.857142857142857	1	1	1	1	1
160	40	0.2	0	1	1	1	1	1	0.285714285714286	1	1	1	1	1
320	40	0.2	0	1	1	1	1	0.866666666666667	0	0.933333333333333	0.933333333333333	0.866666666666667	1	1
20	80	0.2	0	1	1	1	1	0.5	1	1	1	1	1	0
40	80	0.2	0	1	1	1	1	1	1	1	1	1	1	0
80	80	0.2	0	1	1	1	1	1	1	1	1	1	1	0.625
160	80	0.2	0	1	1	1	1	1	1	1	1	1	1	0.714285714285714
320	80	0.2	0	1	1	1	1	1	0.545454545454545	1	1	1	1	0.954545454545455
20	160	0.2	0	1	1	1	1	0	1	1	1	1	1	0
40	160	0.2	0	1	1	1	1	0	1	1	1	1	1	0
80	160	0.2	0	1	1	1	1	0.714285714285714	0.857142857142857	1	1	1	1	0
160	160	0.2	0	1	1	1	1	0.916666666666667	0.916666666666667	1	1	1	1	0.25
320	160	0.2	0	1	1	1	1	1	1	1	1	1	1	0.625
20	320	0.2	0	1	1	1	1	0	0.5	1	0.5	0.5	1	0
40	320	0.2	0	1	1	1	1	0	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0
80	320	0.2	0	1	1	1	1	0.333333333333333	1	1	1	1	1	0
160	320	0.2	0	1	1	1	1	0.875	1	1	1	1	1	0
320	320	0.2	0	1	1	1	1	1	1	1	1	1	1	0
20	20	0.5	0	1	1	1	1	1	1	1	1	1	1	0.125
40	20	0.5	0	1	1	1	1	1	1	1	1	1	1	0.769230769230769
80	20	0.5	0	1	1	1	1	1	0.625	1	1	1	1	0.875
160	20	0.5	0	1	1	1	1	1	0.315789473684211	1	1	1	1	1
320	20	0.5	0	1	1	1	1	1	0.157894736842105	1	1	1	1	1
20	40	0.5	0	1	1	1	1	0.727272727272727	0.818181818181818	1	0.909090909090909	1	1	0
40	40	0.5	0	1	1	1	1	1	1	1	1	1	1	0.285714285714286
80	40	0.5	0	1	1	1	1	0.952380952380952	0.952380952380952	1	1	1	1	0.619047619047619
160	40	0.5	0	1	1	1	1	0.954545454545455	0.863636363636364	1	0.954545454545455	0.954545454545455	1	0.636363636363636
320	40	0.5	0	1	1	1	1	1	0.863636363636364	1	1	1	1	0.727272727272727
20	80	0.5	0	1	1	1	1	0	0.727272727272727	0.909090909090909	0.818181818181818	0.818181818181818	1	0
40	80	0.5	0	1	1	1	1	0.523809523809524	0.761904761904762	1	0.904761904761905	0.904761904761905	1	0.0476190476190476
80	80	0.5	0	1	1	1	1	0.8	0.85	1	0.95	1	1	0.15
