n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
160	40	0.5	0	0.995	0.0251256281407035	0.495477386934673	0.496	0.371859296482412	0.136683417085427	0.491457286432161	0.424120603015075	0.42713567839196	0.495477386934673	0.0251256281407035	0.0190954773869347
320	40	0.5	0	1	0.026	0.496	0.496	0.381	0.08	0.488	0.411	0.416	0.496	0.026	0.018
20	80	0.5	0	0.374	0.018716577540107	0.144385026737968	0.479	0.0053475935828877	0.192513368983957	0.411764705882353	0.229946524064171	0.267379679144385	0.462566844919786	0.018716577540107	0
40	80	0.5	0	0.598	0.0217391304347826	0.311036789297659	0.469	0.0434782608695652	0.168896321070234	0.414715719063545	0.254180602006689	0.264214046822742	0.45819397993311	0.0217391304347826	0
80	80	0.5	0	0.889	0.0224971878515186	0.444319460067492	0.467	0.111361079865017	0.116985376827897	0.419572553430821	0.265466816647919	0.268841394825647	0.471316085489314	0.0224971878515186	0.00224971878515186
160	80	0.5	0	0.995	0.0201005025125628	0.465326633165829	0.467	0.160804020100503	0.0703517587939698	0.407035175879397	0.240201005025126	0.246231155778894	0.464321608040201	0.0201005025125628	0.00402010050251256
320	80	0.5	0	1	0.02	0.467	0.467	0.14	0.027	0.366	0.189	0.194	0.467	0.02	0.004
20	160	0.5	0	0.374	0.0320855614973262	0.122994652406417	0.48	0	0.125668449197861	0.331550802139037	0.141711229946524	0.149732620320856	0.467914438502674	0.00267379679144385	0
40	160	0.5	0	0.598	0.0250836120401338	0.195652173913043	0.488	0.00167224080267559	0.107023411371237	0.359531772575251	0.17056856187291	0.18561872909699	0.483277591973244	0.0250836120401338	0
80	160	0.5	0	0.889	0.0236220472440945	0.38132733408324	0.488	0.0247469066366704	0.0843644544431946	0.349831271091114	0.155230596175478	0.158605174353206	0.469066366704162	0.0236220472440945	0.00112485939257593
160	160	0.5	0	0.995	0.0261306532663317	0.485427135678392	0.488	0.0381909547738693	0.0381909547738693	0.282412060301508	0.105527638190955	0.107537688442211	0.465326633165829	0.0261306532663317	0
320	160	0.5	0	1	0.026	0.488	0.488	0.019	0.007	0.174	0.044	0.045	0.43	0.026	0
20	320	0.5	0	0.374	0.0240641711229947	0.072192513368984	0.511	0	0.0989304812834225	0.283422459893048	0.0962566844919786	0.114973262032086	0.489304812834225	0	0
40	320	0.5	0	0.598	0.0317725752508361	0.132107023411371	0.517	0	0.0752508361204013	0.301003344481605	0.100334448160535	0.11371237458194	0.489966555183946	0.00668896321070234	0
80	320	0.5	0	0.889	0.0258717660292463	0.318335208098988	0.517	0.00112485939257593	0.0539932508436445	0.244094488188976	0.0821147356580427	0.0866141732283465	0.479190101237345	0.0258717660292463	0
160	320	0.5	0	0.995	0.0251256281407035	0.499497487437186	0.517	0.00402010050251256	0.0160804020100503	0.161809045226131	0.0412060301507538	0.0422110552763819	0.420100502512563	0.0251256281407035	0
320	320	0.5	0	1	0.025	0.517	0.517	0.001	0.001	0.045	0.005	0.005	0.258	0.025	0
20	20	0.8	0	0.688	0.0188953488372093	0.444767441860465	0.529	0.168604651162791	0.20203488372093	0.51453488372093	0.36046511627907	0.401162790697674	0.537790697674419	0.0188953488372093	0.00581395348837209
40	20	0.8	0	0.948	0.0232067510548523	0.518987341772152	0.527	0.274261603375527	0.165611814345992	0.507383966244726	0.377637130801688	0.410337552742616	0.528481012658228	0.0232067510548523	0.0158227848101266
80	20	0.8	0	0.997	0.0230692076228686	0.527582748244734	0.527	0.309929789368104	0.0882647943831495	0.513540621865597	0.388164493480441	0.412236710130391	0.527582748244734	0.0230692076228686	0.0150451354062187
160	20	0.8	0	1	0.023	0.527	0.527	0.313	0.045	0.501	0.349	0.376	0.527	0.023	0.01
320	20	0.8	0	1	0.023	0.527	0.527	0.307	0.024	0.474	0.329	0.356	0.527	0.023	0.01
20	40	0.8	0	0.688	0.0203488372093023	0.303779069767442	0.49	0.0334302325581395	0.140988372093023	0.405523255813953	0.222383720930233	0.261627906976744	0.475290697674419	0.0203488372093023	0.00145348837209302
40	40	0.8	0	0.948	0.0274261603375527	0.456751054852321	0.496	0.112869198312236	0.119198312236287	0.417721518987342	0.244725738396624	0.264767932489451	0.488396624472574	0.0274261603375527	0.00210970464135021
80	40	0.8	0	0.997	0.0260782347041123	0.497492477432297	0.496	0.0942828485456369	0.0421263791374122	0.374122367101304	0.171514543630893	0.187562688064193	0.493480441323972	0.0260782347041123	0.00200601805416249
160	40	0.8	0	1	0.026	0.496	0.496	0.074	0.013	0.29	0.118	0.135	0.492	0.026	0.001
320	40	0.8	0	1	0.026	0.496	0.496	0.063	0.004	0.207	0.08	0.09	0.496	0.026	0.001
20	80	0.8	0	0.688	0.0130813953488372	0.175872093023256	0.465	0.00145348837209302	0.0828488372093023	0.306686046511628	0.117732558139535	0.143895348837209	0.446220930232558	0.0130813953488372	0
40	80	0.8	0	0.948	0.020042194092827	0.385021097046414	0.467	0.0210970464135021	0.0643459915611814	0.300632911392405	0.125527426160338	0.137130801687764	0.440928270042194	0.020042194092827	0.00105485232067511
80	80	0.8	0	0.997	0.0200601805416249	0.464393179538616	0.467	0.0240722166499498	0.0240722166499498	0.195586760280843	0.0591775325977934	0.0651955867602808	0.417251755265797	0.0200601805416249	0.00100300902708124
160	80	0.8	0	1	0.02	0.467	0.467	0.006	0.001	0.075	0.014	0.015	0.355	0.02	0
320	80	0.8	0	1	0.02	0.467	0.467	0.002	0.001	0.038	0.005	0.006	0.274	0.02	0
20	160	0.8	0	0.688	0.0319767441860465	0.126453488372093	0.49	0	0.0770348837209302	0.257267441860465	0.0828488372093023	0.11046511627907	0.465116279069767	0.00436046511627907	0
40	160	0.8	0	0.948	0.0274261603375527	0.292194092827004	0.488	0.00105485232067511	0.0411392405063291	0.197257383966245	0.0622362869198312	0.069620253164557	0.435654008438819	0.0274261603375527	0
80	160	0.8	0	0.997	0.0260782347041123	0.479438314944835	0.488	0.00100300902708124	0.00902708124373119	0.082246740220662	0.0160481444332999	0.0170511534603811	0.319959879638917	0.0260782347041123	0
160	160	0.8	0	1	0.026	0.488	0.488	0	0	0.017	0.001	0.001	0.113	0.026	0
320	160	0.8	0	1	0.026	0.488	0.488	0	0	0	0	0	0.037	0.026	0
20	320	0.8	0	0.688	0.0232558139534884	0.0784883720930233	0.515	0	0.0406976744186047	0.190406976744186	0.0377906976744186	0.059593023255814	0.48546511627907	0	0
40	320	0.8	0	0.948	0.0263713080168776	0.205696202531646	0.517	0	0.0242616033755274	0.133966244725738	0.0348101265822785	0.0453586497890295	0.419831223628692	0.00421940928270042	0
80	320	0.8	0	0.997	0.0250752256770311	0.472417251755266	0.517	0	0.00200601805416249	0.0310932798395186	0.00601805416248746	0.00601805416248746	0.210631895687061	0.0250752256770311	0
160	320	0.8	0	1	0.025	0.517	0.517	0	0	0	0	0	0.026	0.025	0
320	320	0.8	0	1	0.025	0.517	0.517	0	0	0	0	0	0.001	0.025	0
20	20	1	0	0.855	0.0187134502923977	0.457309941520468	0.528	0.123976608187135	0.147368421052632	0.472514619883041	0.291228070175439	0.336842105263158	0.512280701754386	0.0187134502923977	0.00701754385964912
40	20	1	0	0.989	0.0232558139534884	0.522750252780586	0.527	0.154701718907988	0.0738119312436805	0.469160768452983	0.247724974721941	0.288169868554095	0.524772497472194	0.0232558139534884	0.0070778564206269
80	20	1	0	1	0.023	0.527	0.527	0.151	0.031	0.396	0.207	0.233	0.527	0.023	0.003
160	20	1	0	1	0.023	0.527	0.527	0.138	0.012	0.337	0.168	0.186	0.527	0.023	0.004
320	20	1	0	1	0.023	0.527	0.527	0.132	0.006	0.268	0.143	0.163	0.527	0.023	0
20	40	1	0	0.855	0.0280701754385965	0.364912280701754	0.497	0.0198830409356725	0.095906432748538	0.376608187134503	0.155555555555556	0.184795321637427	0.478362573099415	0.0280701754385965	0
40	40	1	0	0.989	0.0252780586450961	0.494438827098079	0.496	0.0333670374115268	0.0364004044489383	0.31850353892821	0.0940343781597573	0.111223458038423	0.481294236602629	0.0252780586450961	0
80	40	1	0	1	0.026	0.496	0.496	0.029	0.011	0.193	0.056	0.06	0.452	0.026	0
160	40	1	0	1	0.026	0.496	0.496	0.015	0	0.095	0.028	0.031	0.434	0.026	0
320	40	1	0	1	0.026	0.496	0.496	0.012	0	0.056	0.016	0.018	0.4	0.026	0
20	80	1	0	0.855	0.0210526315789474	0.230409356725146	0.468	0.00350877192982456	0.0690058479532164	0.254970760233918	0.087719298245614	0.107602339181287	0.439766081871345	0.0210526315789474	0
40	80	1	0	0.989	0.0182002022244692	0.44994944388271	0.467	0.0070778564206269	0.0222446916076845	0.148634984833165	0.0364004044489383	0.0394337714863498	0.385237613751264	0.0182002022244692	0
80	80	1	0	1	0.02	0.467	0.467	0.003	0.003	0.055	0.012	0.015	0.253	0.02	0
160	80	1	0	1	0.02	0.467	0.467	0	0	0.011	0.001	0.002	0.123	0.02	0
320	80	1	0	1	0.02	0.467	0.467	0	0	0.002	0	0	0.05	0.02	0
20	160	1	0	0.855	0.0292397660818713	0.140350877192982	0.489	0	0.0409356725146199	0.188304093567251	0.0456140350877193	0.0584795321637427	0.43859649122807	0.00233918128654971	0
40	160	1	0	0.989	0.0262891809908999	0.38422649140546	0.488	0	0.00910010111223458	0.0637007077856421	0.0161779575328615	0.019211324570273	0.322548028311426	0.0262891809908999	0
80	160	1	0	1	0.026	0.488	0.488	0	0.001	0.013	0.001	0.001	0.111	0.026	0
160	160	1	0	1	0.026	0.488	0.488	0	0	0	0	0	0.008	0.026	0
320	160	1	0	1	0.026	0.488	0.488	0	0	0	0	0	0.001	0.026	0
20	320	1	0	0.855	0.0280701754385965	0.0982456140350877	0.518	0	0.0280701754385965	0.128654970760234	0.0269005847953216	0.0339181286549708	0.447953216374269	0	0
40	320	1	0	0.989	0.0252780586450961	0.273003033367037	0.517	0	0.00808897876643074	0.0455005055611729	0.0121334681496461	0.0151668351870576	0.274014155712841	0.00404448938321537	0
80	320	1	0	1	0.025	0.515	0.517	0	0	0.003	0.001	0.001	0.049	0.025	0
160	320	1	0	1	0.025	0.517	0.517	0	0	0	0	0	0.002	0.025	0
320	320	1	0	1	0.025	0.517	0.517	0	0	0	0	0	0	0.025	0
20	20	0	0.2	0.036	0.0277777777777778	0.444444444444444	0.518	0.361111111111111	0.388888888888889	0.472222222222222	0.472222222222222	0.472222222222222	0.472222222222222	0.0277777777777778	0.0277777777777778
40	20	0	0.2	0.047	0	0.404255319148936	0.503	0.531914893617021	0.446808510638298	0.531914893617021	0.531914893617021	0.531914893617021	0.531914893617021	NA	0.0425531914893617
80	20	0	0.2	0.05	0.02	0.36	0.488	0.4	0.34	0.4	0.4	0.4	0.4	0.02	0.14
160	20	0	0.2	0.047	0.0851063829787234	0.468085106382979	0.499	0.48936170212766	0.319148936170213	0.48936170212766	0.48936170212766	0.48936170212766	0.48936170212766	0.0851063829787234	0.297872340425532
320	20	0	0.2	0.041	0.0975609756097561	0.536585365853659	0.514	0.536585365853659	0.170731707317073	0.536585365853659	0.536585365853659	0.536585365853659	0.536585365853659	0.0975609756097561	0.414634146341463
20	40	0	0.2	0.036	0.111111111111111	0.333333333333333	0.505	0.166666666666667	0.361111111111111	0.527777777777778	0.472222222222222	0.472222222222222	0.527777777777778	0.111111111111111	0
40	40	0	0.2	0.047	0.0425531914893617	0.340425531914894	0.512	0.382978723404255	0.382978723404255	0.531914893617021	0.51063829787234	0.531914893617021	0.531914893617021	0.0425531914893617	0.0425531914893617
80	40	0	0.2	0.05	0.04	0.32	0.475	0.32	0.2	0.36	0.36	0.36	0.36	0.04	0.08
160	40	0	0.2	0.047	0.0425531914893617	0.425531914893617	0.476	0.468085106382979	0.382978723404255	0.468085106382979	0.468085106382979	0.468085106382979	0.468085106382979	0.0425531914893617	0.191489361702128
320	40	0	0.2	0.041	0.0731707317073171	0.560975609756098	0.497	0.560975609756098	0.268292682926829	0.560975609756098	0.560975609756098	0.560975609756098	0.560975609756098	0.0731707317073171	0.365853658536585
20	80	0	0.2	0.036	0.111111111111111	0.25	0.516	0.0555555555555556	0.333333333333333	0.472222222222222	0.388888888888889	0.444444444444444	0.472222222222222	0.111111111111111	0
40	80	0	0.2	0.047	0.148936170212766	0.404255319148936	0.493	0.276595744680851	0.48936170212766	0.48936170212766	0.48936170212766	0.48936170212766	0.51063829787234	0.148936170212766	0.0425531914893617
80	80	0	0.2	0.05	0.08	0.34	0.472	0.28	0.3	0.4	0.38	0.38	0.4	0.08	0.02
160	80	0	0.2	0.047	0.127659574468085	0.51063829787234	0.475	0.51063829787234	0.48936170212766	0.531914893617021	0.531914893617021	0.531914893617021	0.531914893617021	0.127659574468085	0.212765957446809
320	80	0	0.2	0.041	0.121951219512195	0.658536585365854	0.514	0.658536585365854	0.560975609756098	0.658536585365854	0.658536585365854	0.658536585365854	0.658536585365854	0.121951219512195	0.390243902439024
20	160	0	0.2	0.036	0.277777777777778	0.444444444444444	0.519	0	0.416666666666667	0.611111111111111	0.416666666666667	0.472222222222222	0.638888888888889	0.0833333333333333	0
40	160	0	0.2	0.047	0.276595744680851	0.446808510638298	0.496	0.170212765957447	0.48936170212766	0.553191489361702	0.48936170212766	0.531914893617021	0.553191489361702	0.276595744680851	0
80	160	0	0.2	0.05	0.16	0.34	0.469	0.24	0.3	0.36	0.34	0.34	0.38	0.16	0.02
160	160	0	0.2	0.047	0.319148936170213	0.51063829787234	0.478	0.51063829787234	0.51063829787234	0.553191489361702	0.553191489361702	0.553191489361702	0.553191489361702	0.319148936170213	0.170212765957447
320	160	0	0.2	0.041	0.219512195121951	0.585365853658537	0.513	0.560975609756098	0.48780487804878	0.585365853658537	0.585365853658537	0.585365853658537	0.585365853658537	0.219512195121951	0.341463414634146
20	320	0	0.2	0.036	0.555555555555556	0.611111111111111	0.53	0	0.444444444444444	0.638888888888889	0.444444444444444	0.472222222222222	0.638888888888889	0	0
40	320	0	0.2	0.047	0.319148936170213	0.48936170212766	0.497	0	0.48936170212766	0.531914893617021	0.48936170212766	0.48936170212766	0.553191489361702	0.212765957446809	0
80	320	0	0.2	0.05	0.3	0.36	0.47	0.14	0.38	0.4	0.4	0.4	0.4	0.3	0
160	320	0	0.2	0.047	0.340425531914894	0.48936170212766	0.493	0.425531914893617	0.531914893617021	0.553191489361702	0.553191489361702	0.553191489361702	0.553191489361702	0.340425531914894	0.106382978723404
320	320	0	0.2	0.041	0.390243902439024	0.609756097560976	0.516	0.51219512195122	0.51219512195122	0.634146341463415	0.634146341463415	0.634146341463415	0.634146341463415	0.390243902439024	0.341463414634146
20	20	0.2	0.2	0.097	0.0824742268041237	0.515463917525773	0.626	0.525773195876289	0.56701030927835	0.701030927835051	0.680412371134021	0.690721649484536	0.701030927835051	0.0824742268041237	0.0309278350515464
40	20	0.2	0.2	0.127	0.0708661417322835	0.598425196850394	0.641	0.637795275590551	0.543307086614173	0.645669291338583	0.645669291338583	0.645669291338583	0.645669291338583	0.0708661417322835	0.110236220472441
80	20	0.2	0.2	0.249	0.104417670682731	0.710843373493976	0.688	0.72289156626506	0.534136546184739	0.730923694779116	0.730923694779116	0.730923694779116	0.730923694779116	0.104417670682731	0.253012048192771
160	20	0.2	0.2	0.449	0.0913140311804009	0.712694877505568	0.717	0.708240534521158	0.452115812917595	0.717149220489978	0.710467706013363	0.708240534521158	0.717149220489978	0.0913140311804009	0.371937639198218
320	20	0.2	0.2	0.697	0.0903873744619799	0.740315638450502	0.73	0.72883787661406	0.373027259684362	0.738880918220947	0.733142037302726	0.727403156384505	0.741750358680057	0.0903873744619799	0.460545193687231
20	40	0.2	0.2	0.097	0.103092783505155	0.505154639175258	0.637	0.268041237113402	0.587628865979381	0.804123711340206	0.77319587628866	0.77319587628866	0.804123711340206	0.103092783505155	0.0309278350515464
40	40	0.2	0.2	0.127	0.125984251968504	0.677165354330709	0.7	0.559055118110236	0.574803149606299	0.795275590551181	0.755905511811024	0.779527559055118	0.795275590551181	0.125984251968504	0.078740157480315
80	40	0.2	0.2	0.249	0.112449799196787	0.779116465863454	0.763	0.815261044176707	0.686746987951807	0.839357429718876	0.835341365461847	0.835341365461847	0.839357429718876	0.112449799196787	0.184738955823293
160	40	0.2	0.2	0.449	0.102449888641425	0.815144766146993	0.818	0.824053452115813	0.654788418708241	0.835189309576837	0.832962138084632	0.826280623608018	0.835189309576837	0.102449888641425	0.32293986636971
320	40	0.2	0.2	0.697	0.12051649928264	0.817790530846485	0.821	0.802008608321377	0.461979913916786	0.81635581061693	0.806312769010043	0.804878048780488	0.817790530846485	0.12051649928264	0.426111908177905
20	80	0.2	0.2	0.097	0.278350515463918	0.587628865979381	0.68	0.0618556701030928	0.618556701030928	0.835051546391753	0.680412371134021	0.721649484536082	0.855670103092783	0.278350515463918	0
40	80	0.2	0.2	0.127	0.251968503937008	0.771653543307087	0.765	0.440944881889764	0.755905511811024	0.921259842519685	0.850393700787402	0.858267716535433	0.921259842519685	0.251968503937008	0.015748031496063
