n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
20	20	0	0	1	0.0277777777777778	0.388888888888889	0.583333333333333	0.416666666666667	0.444444444444444	0.888888888888889	0.638888888888889	0.722222222222222	1	0.583333333333333	0.0277777777777778
40	20	0	0	1	0.0638297872340425	0.446808510638298	0.531914893617021	0.659574468085106	0.51063829787234	0.936170212765957	0.765957446808511	0.765957446808511	1	0.531914893617021	0.0638297872340425
80	20	0	0	1	0.04	0.64	0.46	0.66	0.36	0.94	0.78	0.78	1	0.46	0.08
160	20	0	0	1	0.0212765957446809	0.680851063829787	0.51063829787234	0.872340425531915	0.361702127659574	0.957446808510638	0.872340425531915	0.872340425531915	1	0.51063829787234	0.191489361702128
320	20	0	0	1	0.024390243902439	0.780487804878049	0.48780487804878	0.926829268292683	0.24390243902439	0.975609756097561	0.926829268292683	0.926829268292683	1	0.48780487804878	0.292682926829268
20	40	0	0	1	0	0.138888888888889	0.5	0.0277777777777778	0.194444444444444	0.916666666666667	0.5	0.555555555555556	1	0.194444444444444	0
40	40	0	0	1	0	0.446808510638298	0.680851063829787	0.48936170212766	0.48936170212766	1	0.765957446808511	0.787234042553192	1	0.680851063829787	0
80	40	0	0	1	0.04	0.54	0.6	0.64	0.48	0.96	0.76	0.76	1	0.6	0.06
160	40	0	0	1	0.0212765957446809	0.680851063829787	0.617021276595745	0.808510638297872	0.51063829787234	0.978723404255319	0.893617021276596	0.893617021276596	1	0.617021276595745	0.0851063829787234
320	40	0	0	1	0.0731707317073171	0.75609756097561	0.609756097560976	0.902439024390244	0.51219512195122	0.951219512195122	0.926829268292683	0.926829268292683	1	0.609756097560976	0.292682926829268
20	80	0	0	1	0.111111111111111	0.305555555555556	0.638888888888889	0.0833333333333333	0.388888888888889	0.861111111111111	0.416666666666667	0.444444444444444	1	0.194444444444444	0
40	80	0	0	1	0.0425531914893617	0.191489361702128	0.617021276595745	0.106382978723404	0.404255319148936	0.936170212765957	0.574468085106383	0.595744680851064	1	0.340425531914894	0.0212765957446809
80	80	0	0	1	0	0.44	0.66	0.46	0.46	0.98	0.68	0.68	1	0.66	0
160	80	0	0	1	0.0425531914893617	0.425531914893617	0.468085106382979	0.702127659574468	0.446808510638298	0.957446808510638	0.787234042553192	0.787234042553192	1	0.468085106382979	0.0425531914893617
320	80	0	0	1	0.024390243902439	0.634146341463415	0.536585365853659	0.75609756097561	0.48780487804878	0.975609756097561	0.780487804878049	0.780487804878049	1	0.536585365853659	0.0731707317073171
20	160	0	0	1	0.0277777777777778	0.0277777777777778	0.333333333333333	0	0.138888888888889	0.666666666666667	0.166666666666667	0.194444444444444	1	0	0
40	160	0	0	1	0.127659574468085	0.170212765957447	0.48936170212766	0.0425531914893617	0.297872340425532	0.808510638297872	0.468085106382979	0.48936170212766	0.978723404255319	0.106382978723404	0
80	160	0	0	1	0.02	0.36	0.6	0.06	0.34	0.88	0.56	0.58	1	0.42	0
160	160	0	0	1	0.0212765957446809	0.319148936170213	0.446808510638298	0.340425531914894	0.340425531914894	0.957446808510638	0.638297872340426	0.659574468085106	1	0.446808510638298	0.0212765957446809
320	160	0	0	1	0.0487804878048781	0.463414634146341	0.560975609756098	0.658536585365854	0.390243902439024	0.902439024390244	0.804878048780488	0.804878048780488	0.975609756097561	0.560975609756098	0
20	320	0	0	1	0.0555555555555556	0.0555555555555556	0.361111111111111	0	0.166666666666667	0.555555555555556	0.166666666666667	0.166666666666667	1	0	0
40	320	0	0	1	0.0638297872340425	0.0851063829787234	0.574468085106383	0	0.191489361702128	0.765957446808511	0.319148936170213	0.382978723404255	1	0	0
80	320	0	0	1	0.04	0.16	0.48	0	0.24	0.76	0.32	0.32	0.98	0.1	0
160	320	0	0	1	0	0.191489361702128	0.51063829787234	0.0425531914893617	0.361702127659574	0.936170212765957	0.48936170212766	0.51063829787234	1	0.340425531914894	0
320	320	0	0	1	0.0975609756097561	0.292682926829268	0.439024390243902	0.341463414634146	0.341463414634146	0.926829268292683	0.609756097560976	0.609756097560976	1	0.439024390243902	0.0487804878048781
20	20	0.2	0	1	0.0206185567010309	0.288659793814433	0.54639175257732	0.329896907216495	0.350515463917526	0.958762886597938	0.628865979381443	0.670103092783505	1	0.54639175257732	0.0103092783505155
40	20	0.2	0	1	0.0236220472440945	0.543307086614173	0.543307086614173	0.582677165354331	0.377952755905512	0.952755905511811	0.755905511811024	0.771653543307087	1	0.543307086614173	0.031496062992126
80	20	0.2	0	1	0.036144578313253	0.686746987951807	0.48995983935743	0.746987951807229	0.345381526104418	0.955823293172691	0.799196787148594	0.799196787148594	1	0.48995983935743	0.112449799196787
160	20	0.2	0	1	0.044543429844098	0.850779510022272	0.552338530066815	0.848552338530067	0.385300668151448	0.977728285077951	0.88195991091314	0.875278396436526	1	0.552338530066815	0.191536748329621
320	20	0.2	0	1	0.0358680057388809	0.941176470588235	0.539454806312769	0.889526542324247	0.315638450502152	0.954088952654232	0.898134863701578	0.892395982783357	1	0.539454806312769	0.24103299856528
20	40	0.2	0	1	0.0515463917525773	0.247422680412371	0.536082474226804	0.123711340206186	0.34020618556701	0.907216494845361	0.484536082474227	0.556701030927835	1	0.34020618556701	0
40	40	0.2	0	1	0.0393700787401575	0.425196850393701	0.503937007874016	0.307086614173228	0.307086614173228	0.976377952755906	0.598425196850394	0.62992125984252	1	0.503937007874016	0.015748031496063
80	40	0.2	0	1	0.036144578313253	0.538152610441767	0.477911646586345	0.530120481927711	0.333333333333333	0.947791164658635	0.734939759036145	0.746987951807229	1	0.477911646586345	0.0200803212851406
160	40	0.2	0	1	0.0289532293986637	0.759465478841871	0.503340757238307	0.690423162583519	0.367483296213808	0.953229398663697	0.795100222717149	0.797327394209354	1	0.503340757238307	0.106904231625835
320	40	0.2	0	1	0.0559540889526542	0.911047345767575	0.48206599713056	0.807747489239598	0.315638450502152	0.935437589670014	0.830703012912482	0.827833572453372	0.998565279770445	0.48206599713056	0.147776183644189
20	80	0.2	0	1	0.0412371134020619	0.185567010309278	0.474226804123711	0.0103092783505155	0.288659793814433	0.783505154639175	0.360824742268041	0.412371134020619	1	0.103092783505155	0
40	80	0.2	0	1	0.047244094488189	0.21259842519685	0.440944881889764	0.0866141732283465	0.228346456692913	0.811023622047244	0.393700787401575	0.433070866141732	0.992125984251969	0.283464566929134	0
80	80	0.2	0	1	0.0321285140562249	0.34136546184739	0.429718875502008	0.236947791164659	0.248995983935743	0.887550200803213	0.562248995983936	0.562248995983936	0.995983935742972	0.429718875502008	0.00401606425702811
160	80	0.2	0	1	0.0467706013363029	0.612472160356347	0.494432071269488	0.505567928730512	0.34075723830735	0.926503340757238	0.699331848552339	0.701559020044543	0.993318485523385	0.494432071269488	0.0400890868596882
320	80	0.2	0	1	0.0516499282639885	0.835007173601148	0.459110473457676	0.641319942611191	0.282639885222382	0.905308464849354	0.746054519368723	0.746054519368723	0.991391678622669	0.459110473457676	0.0659971305595409
20	160	0.2	0	1	0.0515463917525773	0.103092783505155	0.422680412371134	0	0.195876288659794	0.731958762886598	0.22680412371134	0.288659793814433	1	0	0
40	160	0.2	0	1	0.0393700787401575	0.196850393700787	0.566929133858268	0	0.236220472440945	0.755905511811024	0.346456692913386	0.401574803149606	1	0.118110236220472	0
80	160	0.2	0	1	0.0441767068273092	0.289156626506024	0.48995983935743	0.0803212851405622	0.261044176706827	0.827309236947791	0.457831325301205	0.469879518072289	0.991967871485944	0.333333333333333	0
160	160	0.2	0	1	0.0534521158129176	0.465478841870824	0.483296213808463	0.244988864142539	0.251670378619154	0.855233853006682	0.503340757238307	0.510022271714922	0.993318485523385	0.483296213808463	0.0089086859688196
320	160	0.2	0	1	0.0401721664275466	0.736011477761836	0.483500717360115	0.42180774748924	0.242467718794835	0.850789096126255	0.581061692969871	0.583931133428981	0.988522238163558	0.483500717360115	0.03012912482066
20	320	0.2	0	1	0.0412371134020619	0.0721649484536082	0.536082474226804	0	0.164948453608247	0.65979381443299	0.164948453608247	0.216494845360825	1	0	0
40	320	0.2	0	1	0.0393700787401575	0.125984251968504	0.590551181102362	0	0.149606299212598	0.700787401574803	0.196850393700787	0.259842519685039	1	0.0078740157480315	0
