n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
80	20	0.5	0	0.0213723284589426	0.0213723284589426	0.0213723284589426	0.0213723284589426	0.0213723284589426	0.0168728908886389	0.0213723284589426	0.0213723284589426	0.0213723284589426	0.0213723284589426	0.0213723284589426	0.0202474690663667
160	20	0.5	0	0.0231155778894472	0.0231155778894472	0.0231155778894472	0.0231155778894472	0.0221105527638191	0.00703517587939699	0.0231155778894472	0.0221105527638191	0.0221105527638191	0.0231155778894472	0.0231155778894472	0.0231155778894472
320	20	0.5	0	0.023	0.023	0.023	0.023	0.023	0.004	0.023	0.023	0.023	0.023	0.023	0.021
20	40	0.5	0	0.0213903743315508	0.0213903743315508	0.0213903743315508	0.0213903743315508	0.018716577540107	0.0213903743315508	0.0213903743315508	0.0213903743315508	0.0213903743315508	0.0213903743315508	0.0213903743315508	0
40	40	0.5	0	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.00501672240802676
80	40	0.5	0	0.0258717660292463	0.0258717660292463	0.0258717660292463	0.0258717660292463	0.0247469066366704	0.0236220472440945	0.0258717660292463	0.0247469066366704	0.0247469066366704	0.0258717660292463	0.0258717660292463	0.00899887514060742
160	40	0.5	0	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.021105527638191	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.0110552763819095
320	40	0.5	0	0.026	0.026	0.026	0.026	0.026	0.023	0.026	0.026	0.026	0.026	0.026	0.013
20	80	0.5	0	0.018716577540107	0.018716577540107	0.018716577540107	0.018716577540107	0.0053475935828877	0.0160427807486631	0.018716577540107	0.018716577540107	0.018716577540107	0.018716577540107	0.018716577540107	0
40	80	0.5	0	0.0217391304347826	0.0217391304347826	0.0217391304347826	0.0217391304347826	0.0150501672240803	0.0167224080267559	0.020066889632107	0.0167224080267559	0.0167224080267559	0.0217391304347826	0.0217391304347826	0
80	80	0.5	0	0.0224971878515186	0.0224971878515186	0.0224971878515186	0.0224971878515186	0.0202474690663667	0.0202474690663667	0.0224971878515186	0.0202474690663667	0.0202474690663667	0.0224971878515186	0.0224971878515186	0.00224971878515186
160	80	0.5	0	0.0201005025125628	0.0201005025125628	0.0201005025125628	0.0201005025125628	0.0201005025125628	0.0170854271356784	0.0201005025125628	0.0201005025125628	0.0201005025125628	0.0201005025125628	0.0201005025125628	0.00402010050251256
320	80	0.5	0	0.02	0.02	0.02	0.02	0.02	0.011	0.02	0.02	0.02	0.02	0.02	0.004
20	160	0.5	0	0.0320855614973262	0.0320855614973262	0.0320855614973262	0.0320855614973262	0	0.0160427807486631	0.0240641711229947	0.0160427807486631	0.0160427807486631	0.0320855614973262	0.00267379679144385	0
40	160	0.5	0	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.0250836120401338	0.00167224080267559	0.020066889632107	0.0250836120401338	0.020066889632107	0.020066889632107	0.0250836120401338	0.0250836120401338	0
80	160	0.5	0	0.0236220472440945	0.0236220472440945	0.0236220472440945	0.0236220472440945	0.0123734533183352	0.0168728908886389	0.0236220472440945	0.0191226096737908	0.0191226096737908	0.0236220472440945	0.0236220472440945	0.00112485939257593
160	160	0.5	0	0.0261306532663317	0.0261306532663317	0.0261306532663317	0.0261306532663317	0.0110552763819095	0.0110552763819095	0.0261306532663317	0.0180904522613065	0.0180904522613065	0.0261306532663317	0.0261306532663317	0
320	160	0.5	0	0.026	0.026	0.026	0.026	0.01	0.005	0.026	0.018	0.019	0.026	0.026	0
20	320	0.5	0	0.0240641711229947	0.0240641711229947	0.0240641711229947	0.0240641711229947	0	0.0106951871657754	0.0133689839572193	0.0106951871657754	0.0106951871657754	0.0240641711229947	0	0
40	320	0.5	0	0.0317725752508361	0.0317725752508361	0.0317725752508361	0.0317725752508361	0	0.0150501672240803	0.0284280936454849	0.0167224080267559	0.020066889632107	0.0301003344481605	0.00668896321070234	0
80	320	0.5	0	0.0258717660292463	0.0258717660292463	0.0258717660292463	0.0258717660292463	0.00112485939257593	0.0112485939257593	0.0168728908886389	0.0123734533183352	0.0123734533183352	0.0258717660292463	0.0258717660292463	0
160	320	0.5	0	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.0251256281407035	0.00100502512562814	0.0050251256281407	0.0201005025125628	0.00703517587939699	0.00804020100502513	0.0251256281407035	0.0251256281407035	0
320	320	0.5	0	0.025	0.025	0.025	0.025	0.001	0.001	0.011	0.004	0.004	0.021	0.025	0
20	20	0.8	0	0.0188953488372093	0.0188953488372093	0.0188953488372093	0.0188953488372093	0.0159883720930233	0.0174418604651163	0.0188953488372093	0.0188953488372093	0.0188953488372093	0.0188953488372093	0.0188953488372093	0.00581395348837209
40	20	0.8	0	0.0232067510548523	0.0232067510548523	0.0232067510548523	0.0232067510548523	0.0232067510548523	0.0221518987341772	0.0232067510548523	0.0232067510548523	0.0232067510548523	0.0232067510548523	0.0232067510548523	0.0116033755274262
80	20	0.8	0	0.0230692076228686	0.0230692076228686	0.0230692076228686	0.0230692076228686	0.0230692076228686	0.0200601805416249	0.0230692076228686	0.0230692076228686	0.0230692076228686	0.0230692076228686	0.0230692076228686	0.0110330992978937
160	20	0.8	0	0.023	0.023	0.023	0.023	0.023	0.021	0.023	0.023	0.023	0.023	0.023	0.008
320	20	0.8	0	0.023	0.023	0.023	0.023	0.023	0.017	0.023	0.023	0.023	0.023	0.023	0.01
20	40	0.8	0	0.0203488372093023	0.0203488372093023	0.0203488372093023	0.0203488372093023	0.00872093023255814	0.0159883720930233	0.0188953488372093	0.0159883720930233	0.0174418604651163	0.0203488372093023	0.0203488372093023	0.00145348837209302
40	40	0.8	0	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.0210970464135021	0.0221518987341772	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.00210970464135021
80	40	0.8	0	0.0260782347041123	0.0260782347041123	0.0260782347041123	0.0260782347041123	0.0220661985957874	0.0200601805416249	0.0260782347041123	0.0250752256770311	0.0260782347041123	0.0260782347041123	0.0260782347041123	0.00200601805416249
160	40	0.8	0	0.026	0.026	0.026	0.026	0.022	0.011	0.026	0.025	0.026	0.026	0.026	0.001
320	40	0.8	0	0.026	0.026	0.026	0.026	0.026	0.004	0.026	0.026	0.026	0.026	0.026	0.001
20	80	0.8	0	0.0130813953488372	0.0130813953488372	0.0130813953488372	0.0130813953488372	0.00145348837209302	0.0101744186046512	0.0130813953488372	0.0101744186046512	0.0116279069767442	0.0130813953488372	0.0130813953488372	0
40	80	0.8	0	0.020042194092827	0.020042194092827	0.020042194092827	0.020042194092827	0.00949367088607595	0.0137130801687764	0.020042194092827	0.0168776371308017	0.0168776371308017	0.020042194092827	0.020042194092827	0.00105485232067511
80	80	0.8	0	0.0200601805416249	0.0200601805416249	0.0200601805416249	0.0200601805416249	0.00802407221664995	0.00802407221664995	0.0180541624874624	0.0120361083249749	0.0130391173520562	0.0200601805416249	0.0200601805416249	0.00100300902708124
160	80	0.8	0	0.02	0.02	0.02	0.02	0.004	0.001	0.019	0.008	0.008	0.02	0.02	0
320	80	0.8	0	0.02	0.02	0.02	0.02	0.002	0.001	0.016	0.005	0.006	0.02	0.02	0
20	160	0.8	0	0.0319767441860465	0.0319767441860465	0.0319767441860465	0.0319767441860465	0	0.0116279069767442	0.0203488372093023	0.0116279069767442	0.0130813953488372	0.0319767441860465	0.00436046511627907	0
40	160	0.8	0	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.0274261603375527	0.00105485232067511	0.00738396624472574	0.0179324894514768	0.00843881856540084	0.0105485232067511	0.0274261603375527	0.0274261603375527	0
80	160	0.8	0	0.0260782347041123	0.0260782347041123	0.0260782347041123	0.0260782347041123	0.00100300902708124	0.00401203610832497	0.0130391173520562	0.00501504513540622	0.00501504513540622	0.0230692076228686	0.0260782347041123	0
160	160	0.8	0	0.026	0.026	0.026	0.026	0	0	0.009	0	0	0.021	0.026	0
320	160	0.8	0	0.026	0.026	0.026	0.026	0	0	0	0	0	0.017	0.026	0
20	320	0.8	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0	0.00436046511627907	0.0145348837209302	0.00145348837209302	0.00436046511627907	0.0232558139534884	0	0
40	320	0.8	0	0.0263713080168776	0.0263713080168776	0.0263713080168776	0.0263713080168776	0	0.00105485232067511	0.00949367088607595	0.00210970464135021	0.00421940928270042	0.0242616033755274	0.00421940928270042	0
80	320	0.8	0	0.0250752256770311	0.0250752256770311	0.0250752256770311	0.0250752256770311	0	0	0.00300902708124373	0	0	0.0150451354062187	0.0250752256770311	0
160	320	0.8	0	0.025	0.025	0.025	0.025	0	0	0	0	0	0.006	0.025	0
320	320	0.8	0	0.025	0.025	0.025	0.025	0	0	0	0	0	0.001	0.025	0
20	20	1	0	0.0187134502923977	0.0187134502923977	0.0187134502923977	0.0187134502923977	0.016374269005848	0.016374269005848	0.0187134502923977	0.016374269005848	0.0175438596491228	0.0187134502923977	0.0187134502923977	0.00701754385964912
40	20	1	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0212335692618807	0.019211324570273	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.00606673407482305
80	20	1	0	0.023	0.023	0.023	0.023	0.022	0.014	0.023	0.023	0.023	0.023	0.023	0.002
160	20	1	0	0.023	0.023	0.023	0.023	0.023	0.01	0.023	0.023	0.023	0.023	0.023	0.004
320	20	1	0	0.023	0.023	0.023	0.023	0.023	0.006	0.023	0.023	0.023	0.023	0.023	0
20	40	1	0	0.0280701754385965	0.0280701754385965	0.0280701754385965	0.0280701754385965	0.00818713450292398	0.0140350877192982	0.0257309941520468	0.0210526315789474	0.0210526315789474	0.0269005847953216	0.0280701754385965	0
40	40	1	0	0.0252780586450961	0.0252780586450961	0.0252780586450961	0.0252780586450961	0.0111223458038423	0.0111223458038423	0.0232558139534884	0.0171890798786653	0.0202224469160768	0.0252780586450961	0.0252780586450961	0
80	40	1	0	0.026	0.026	0.026	0.026	0.013	0.006	0.024	0.018	0.019	0.026	0.026	0
160	40	1	0	0.026	0.026	0.026	0.026	0.009	0	0.025	0.019	0.019	0.026	0.026	0
320	40	1	0	0.026	0.026	0.026	0.026	0.011	0	0.024	0.014	0.015	0.026	0.026	0
20	80	1	0	0.0210526315789474	0.0210526315789474	0.0210526315789474	0.0210526315789474	0.00350877192982456	0.0128654970760234	0.0187134502923977	0.0128654970760234	0.0128654970760234	0.0210526315789474	0.0210526315789474	0
40	80	1	0	0.0182002022244692	0.0182002022244692	0.0182002022244692	0.0182002022244692	0.00303336703741153	0.0070778564206269	0.0141557128412538	0.00910010111223458	0.00910010111223458	0.0171890798786653	0.0182002022244692	0
80	80	1	0	0.02	0.02	0.02	0.02	0.003	0.003	0.017	0.006	0.009	0.02	0.02	0
160	80	1	0	0.02	0.02	0.02	0.02	0	0	0.008	0.001	0.002	0.019	0.02	0
320	80	1	0	0.02	0.02	0.02	0.02	0	0	0.002	0	0	0.017	0.02	0
20	160	1	0	0.0292397660818713	0.0292397660818713	0.0292397660818713	0.0292397660818713	0	0.00935672514619883	0.0187134502923977	0.00935672514619883	0.0116959064327485	0.0269005847953216	0.00233918128654971	0
40	160	1	0	0.0262891809908999	0.0262891809908999	0.0262891809908999	0.0262891809908999	0	0.00202224469160768	0.00910010111223458	0.00303336703741153	0.00303336703741153	0.0222446916076845	0.0262891809908999	0
80	160	1	0	0.026	0.026	0.026	0.026	0	0	0.003	0	0	0.015	0.026	0
160	160	1	0	0.026	0.026	0.026	0.026	0	0	0	0	0	0.004	0.026	0
320	160	1	0	0.026	0.026	0.026	0.026	0	0	0	0	0	0.001	0.026	0
20	320	1	0	0.0280701754385965	0.0280701754385965	0.0280701754385965	0.0280701754385965	0	0.00701754385964912	0.0128654970760234	0.00701754385964912	0.00818713450292398	0.0280701754385965	0	0
40	320	1	0	0.0252780586450961	0.0252780586450961	0.0252780586450961	0.0252780586450961	0	0.00101112234580384	0.00808897876643074	0.00202224469160768	0.00303336703741153	0.0222446916076845	0.00404448938321537	0
80	320	1	0	0.025	0.025	0.025	0.025	0	0	0	0	0	0.005	0.025	0
160	320	1	0	0.025	0.025	0.025	0.025	0	0	0	0	0	0.001	0.025	0
320	320	1	0	0.025	0.025	0.025	0.025	0	0	0	0	0	0	0.025	0
20	20	0	0.2	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778	0.0277777777777778
40	20	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	20	0	0.2	0.02	0.02	0.02	0.02	0.02	0	0.02	0.02	0.02	0.02	0.02	0.02
160	20	0	0.2	0.0851063829787234	0.0851063829787234	0.0851063829787234	0.0851063829787234	0.0851063829787234	0	0.0851063829787234	0.0851063829787234	0.0851063829787234	0.0851063829787234	0.0851063829787234	0.0851063829787234
320	20	0	0.2	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561
20	40	0	0.2	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0
40	40	0	0.2	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617
80	40	0	0.2	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
160	40	0	0.2	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0212765957446809	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617	0.0425531914893617
320	40	0	0.2	0.0731707317073171	0.0731707317073171	0.0731707317073171	0.0731707317073171	0.0731707317073171	0	0.0731707317073171	0.0731707317073171	0.0731707317073171	0.0731707317073171	0.0731707317073171	0.0731707317073171
20	80	0	0.2	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.0555555555555556	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0
40	80	0	0.2	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.148936170212766	0.0425531914893617
80	80	0	0.2	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.02
160	80	0	0.2	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.127659574468085	0.106382978723404
320	80	0	0.2	0.121951219512195	0.121951219512195	0.121951219512195	0.121951219512195	0.121951219512195	0.024390243902439	0.121951219512195	0.121951219512195	0.121951219512195	0.121951219512195	0.121951219512195	0.121951219512195
20	160	0	0.2	0.277777777777778	0.277777777777778	0.277777777777778	0.277777777777778	0	0.222222222222222	0.277777777777778	0.222222222222222	0.25	0.277777777777778	0.0833333333333333	0
40	160	0	0.2	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.170212765957447	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0.276595744680851	0
80	160	0	0.2	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.02
160	160	0	0.2	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.170212765957447
320	160	0	0.2	0.219512195121951	0.219512195121951	0.219512195121951	0.219512195121951	0.195121951219512	0.121951219512195	0.219512195121951	0.219512195121951	0.219512195121951	0.219512195121951	0.219512195121951	0.219512195121951
20	320	0	0.2	0.555555555555556	0.555555555555556	0.555555555555556	0.555555555555556	0	0.416666666666667	0.555555555555556	0.416666666666667	0.416666666666667	0.555555555555556	0	0
40	320	0	0.2	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.319148936170213	0.212765957446809	0
80	320	0	0.2	0.3	0.3	0.3	0.3	0.14	0.28	0.3	0.3	0.3	0.3	0.3	0
160	320	0	0.2	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.340425531914894	0.106382978723404
320	320	0	0.2	0.390243902439024	0.390243902439024	0.390243902439024	0.390243902439024	0.317073170731707	0.317073170731707	0.390243902439024	0.390243902439024	0.390243902439024	0.390243902439024	0.390243902439024	0.341463414634146
20	20	0.2	0.2	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0824742268041237	0.0309278350515464
