n1	n2	d1	d2	sig1	sig2	sdir
450	250	0.1	0	0.3239	0.0509416486569929	0.4942
500	250	0.1	0	0.354	0.0505649717514124	0.4947
20	300	0.1	0	0.0595	0.0621848739495798	0.5012
50	300	0.1	0	0.0776	0.0412371134020619	0.4994
100	300	0.1	0	0.1055	0.0521327014218009	0.5025
150	300	0.1	0	0.138	0.0384057971014493	0.5017
200	300	0.1	0	0.1679	0.0524121500893389	0.4953
250	300	0.1	0	0.2074	0.053519768563163	0.4985
300	300	0.1	0	0.2253	0.0474922325787838	0.5047
350	300	0.1	0	0.2605	0.0468330134357006	0.5039
400	300	0.1	0	0.2881	0.0465116279069767	0.4997
450	300	0.1	0	0.3239	0.0481630132757024	0.5032
500	300	0.1	0	0.354	0.0502824858757062	0.5053
20	350	0.1	0	0.0595	0.0739495798319328	0.5044
50	350	0.1	0	0.0776	0.0489690721649485	0.4922
100	350	0.1	0	0.1055	0.0540284360189573	0.4957
150	350	0.1	0	0.138	0.0398550724637681	0.5065
200	350	0.1	0	0.1679	0.0500297796307326	0.4955
250	350	0.1	0	0.2074	0.0438765670202507	0.5025
300	350	0.1	0	0.2253	0.045716822015091	0.4989
350	350	0.1	0	0.2605	0.0472168905950096	0.4977
400	350	0.1	0	0.2881	0.0541478653245401	0.5025
450	350	0.1	0	0.3239	0.0518678604507564	0.4992
500	350	0.1	0	0.354	0.0514124293785311	0.5003
20	400	0.1	0	0.0595	0.0521008403361345	0.504
50	400	0.1	0	0.0776	0.0463917525773196	0.4972
100	400	0.1	0	0.1055	0.0417061611374408	0.5017
150	400	0.1	0	0.138	0.0688405797101449	0.4993
200	400	0.1	0	0.1679	0.0524121500893389	0.5013
250	400	0.1	0	0.2074	0.0486981677917068	0.5045
300	400	0.1	0	0.2253	0.051930758988016	0.5023
350	400	0.1	0	0.2605	0.055278310940499	0.5017
400	400	0.1	0	0.2881	0.0440819160013884	0.5043
450	400	0.1	0	0.3239	0.0466193269527632	0.5022
500	400	0.1	0	0.354	0.046045197740113	0.4975
20	450	0.1	0	0.0595	0.0453781512605042	0.4959
50	450	0.1	0	0.0776	0.047680412371134	0.4949
100	450	0.1	0	0.1055	0.0511848341232227	0.5064
150	450	0.1	0	0.138	0.0478260869565217	0.4976
200	450	0.1	0	0.1679	0.0512209648600357	0.499
250	450	0.1	0	0.2074	0.0467695274831244	0.505
300	450	0.1	0	0.2253	0.058144695960941	0.5064
350	450	0.1	0	0.2605	0.0525911708253359	0.5004
400	450	0.1	0	0.2881	0.0503297466157584	0.504
450	450	0.1	0	0.3239	0.0521765977153442	0.4931
500	450	0.1	0	0.354	0.0542372881355932	0.5012
20	500	0.1	0	0.0595	0.053781512605042	0.5078
50	500	0.1	0	0.0776	0.0579896907216495	0.502
100	500	0.1	0	0.1055	0.0559241706161137	0.5011
150	500	0.1	0	0.138	0.0594202898550725	0.5039
200	500	0.1	0	0.1679	0.049434187016081	0.5047
250	500	0.1	0	0.2074	0.0496624879459981	0.4985
300	500	0.1	0	0.2253	0.0505992010652463	0.5033
350	500	0.1	0	0.2605	0.0506717850287908	0.5055
400	500	0.1	0	0.2881	0.0558833738285318	0.5015
450	500	0.1	0	0.3239	0.0506329113924051	0.4998
500	500	0.1	0	0.354	0.0511299435028249	0.5029
20	20	0.2	0	0.093	0.0623655913978495	0.5141
50	20	0.2	0	0.1703	0.0458015267175573	0.5066
100	20	0.2	0	0.2856	0.0493697478991597	0.5038
150	20	0.2	0	0.4114	0.0483714146815751	0.5056
200	20	0.2	0	0.5127	0.0468110005851375	0.5094
250	20	0.2	0	0.6025	0.0514522821576763	0.5078
300	20	0.2	0	0.6865	0.050109249817917	0.507
350	20	0.2	0	0.742	0.0495956873315364	0.5085
400	20	0.2	0	0.8062	0.0466385512279831	0.5069
450	20	0.2	0	0.8499	0.0500058830450641	0.5074
500	20	0.2	0	0.8844	0.0490728177295341	0.5074
20	50	0.2	0	0.093	0.0526881720430108	0.492
50	50	0.2	0	0.1703	0.0534351145038168	0.5011
100	50	0.2	0	0.2856	0.0514705882352941	0.4997
150	50	0.2	0	0.4114	0.0512882839086048	0.5051
200	50	0.2	0	0.5127	0.0487614589428516	0.5025
250	50	0.2	0	0.6025	0.0519502074688797	0.5051
300	50	0.2	0	0.6865	0.0515659140568099	0.5039
350	50	0.2	0	0.742	0.048921832884097	0.503
400	50	0.2	0	0.8062	0.0504837509302902	0.5022
450	50	0.2	0	0.8499	0.0498882221437816	0.5029
500	50	0.2	0	0.8844	0.0490728177295341	0.5033
20	100	0.2	0	0.093	0.0537634408602151	0.4953
50	100	0.2	0	0.1703	0.0563711098062243	0.495
100	100	0.2	0	0.2856	0.0532212885154062	0.4986
150	100	0.2	0	0.4114	0.0498298492950899	0.496
200	100	0.2	0	0.5127	0.048956504778623	0.4978
250	100	0.2	0	0.6025	0.0489626556016598	0.4964
300	100	0.2	0	0.6865	0.047632920611799	0.4974
350	100	0.2	0	0.742	0.0495956873315364	0.4971
400	100	0.2	0	0.8062	0.0494914413296949	0.4969
450	100	0.2	0	0.8499	0.0515354747617367	0.4972
500	100	0.2	0	0.8844	0.0503165988240615	0.4966
20	150	0.2	0	0.093	0.0440860215053763	0.4941
50	150	0.2	0	0.1703	0.0475631238990018	0.5004
100	150	0.2	0	0.2856	0.0514705882352941	0.5006
150	150	0.2	0	0.4114	0.0578512396694215	0.496
200	150	0.2	0	0.5127	0.0538326506729081	0.4962
250	150	0.2	0	0.6025	0.0522821576763485	0.4954
300	150	0.2	0	0.6865	0.0515659140568099	0.4958
350	150	0.2	0	0.742	0.0508086253369272	0.4961
400	150	0.2	0	0.8062	0.0516000992309601	0.4959
450	150	0.2	0	0.8499	0.0500058830450641	0.4956
500	150	0.2	0	0.8844	0.0489597467209407	0.4958
20	200	0.2	0	0.093	0.0473118279569892	0.5082
50	200	0.2	0	0.1703	0.0487375220199648	0.4937
100	200	0.2	0	0.2856	0.0504201680672269	0.5037
150	200	0.2	0	0.4114	0.0500729217306757	0.5047
200	200	0.2	0	0.5127	0.048956504778623	0.5047
250	200	0.2	0	0.6025	0.0486307053941909	0.5023
300	200	0.2	0	0.6865	0.0530225782957028	0.5029
350	200	0.2	0	0.742	0.054177897574124	0.5036
400	200	0.2	0	0.8062	0.052468370131481	0.5034
450	200	0.2	0	0.8499	0.0507118484527591	0.5041
500	200	0.2	0	0.8844	0.0522388059701493	0.5043
20	250	0.2	0	0.093	0.0408602150537634	0.4867
50	250	0.2	0	0.1703	0.0458015267175573	0.4978
100	250	0.2	0	0.2856	0.04796918767507	0.4944
150	250	0.2	0	0.4114	0.0525036460865338	0.4946
200	250	0.2	0	0.5127	0.0520772381509655	0.4912
250	250	0.2	0	0.6025	0.0484647302904564	0.493
300	250	0.2	0	0.6865	0.0495265841223598	0.4928
350	250	0.2	0	0.742	0.05	0.4925
400	250	0.2	0	0.8062	0.0502356735301414	0.4939
450	250	0.2	0	0.8499	0.0495352394399341	0.4936
500	250	0.2	0	0.8844	0.0486205336951606	0.4938
20	300	0.2	0	0.093	0.0440860215053763	0.5115
50	300	0.2	0	0.1703	0.0440399295361127	0.5082
100	300	0.2	0	0.2856	0.0472689075630252	0.5032
150	300	0.2	0	0.4114	0.0464268351968887	0.5042
200	300	0.2	0	0.5127	0.0466159547493661	0.505
250	300	0.2	0	0.6025	0.0458091286307054	0.5044
300	300	0.2	0	0.6865	0.0498179169701384	0.5042
350	300	0.2	0	0.742	0.0502695417789757	0.5051
400	300	0.2	0	0.8062	0.0476308608285785	0.5049
450	300	0.2	0	0.8499	0.0483586304271091	0.5044
500	300	0.2	0	0.8844	0.0488466757123474	0.505
20	350	0.2	0	0.093	0.0408602150537634	0.5041
50	350	0.2	0	0.1703	0.0522607163828538	0.4972
100	350	0.2	0	0.2856	0.0504201680672269	0.504
150	350	0.2	0	0.4114	0.044725328147788	0.4966
200	350	0.2	0	0.5127	0.048956504778623	0.4994
250	350	0.2	0	0.6025	0.0491286307053942	0.5
300	350	0.2	0	0.6865	0.0485069191551347	0.5
350	350	0.2	0	0.742	0.0509433962264151	0.4981
400	350	0.2	0	0.8062	0.0514760605308856	0.4995
450	350	0.2	0	0.8499	0.0498882221437816	0.4998
500	350	0.2	0	0.8844	0.0499773857982813	0.5
20	400	0.2	0	0.093	0.056989247311828	0.5041
50	400	0.2	0	0.1703	0.0452143276570757	0.498
100	400	0.2	0	0.2856	0.0497198879551821	0.498
150	400	0.2	0	0.4114	0.0539620807000486	0.5008
200	400	0.2	0	0.5127	0.0491515506143944	0.5002
250	400	0.2	0	0.6025	0.0489626556016598	0.501
300	400	0.2	0	0.6865	0.0487982520029133	0.5018
350	400	0.2	0	0.742	0.05	0.5013
400	400	0.2	0	0.8062	0.0493674026296204	0.5015
450	400	0.2	0	0.8499	0.0491822567360866	0.501
500	400	0.2	0	0.8844	0.0505427408412483	0.501
20	450	0.2	0	0.093	0.0505376344086022	0.4918
50	450	0.2	0	0.1703	0.0504991192014093	0.5067
100	450	0.2	0	0.2856	0.0486694677871148	0.4971
150	450	0.2	0	0.4114	0.052260573650948	0.4985
200	450	0.2	0	0.5127	0.0479812755997659	0.5023
250	450	0.2	0	0.6025	0.0473029045643154	0.5011
300	450	0.2	0	0.6865	0.0490895848506919	0.4995
350	450	0.2	0	0.742	0.0473045822102426	0.5012
400	450	0.2	0	0.8062	0.0483750930290251	0.5016
450	450	0.2	0	0.8499	0.0492999176373691	0.5015
500	450	0.2	0	0.8844	0.0496381727725011	0.5013
20	500	0.2	0	0.093	0.0451612903225806	0.4979
50	500	0.2	0	0.1703	0.0475631238990018	0.4966
100	500	0.2	0	0.2856	0.0514705882352941	0.501
150	500	0.2	0	0.4114	0.051045211473019	0.5028
200	500	0.2	0	0.5127	0.0511020089721084	0.5014
250	500	0.2	0	0.6025	0.0531120331950207	0.5018
300	500	0.2	0	0.6865	0.0512745812090313	0.502
350	500	0.2	0	0.742	0.0520215633423181	0.5013
400	500	0.2	0	0.8062	0.0513520218308112	0.5015
450	500	0.2	0	0.8499	0.0498882221437816	0.5014
500	500	0.2	0	0.8844	0.0515603799185889	0.5016
20	20	0.3	0	0.1514	0.0574636723910172	0.5027
50	20	0.3	0	0.3215	0.046656298600311	0.5056
100	20	0.3	0	0.5686	0.0494196271544144	0.5085
150	20	0.3	0	0.7384	0.0507854821235103	0.5077
200	20	0.3	0	0.8523	0.0492784230904611	0.5078
250	20	0.3	0	0.9167	0.0487618632049744	0.508
300	20	0.3	0	0.9565	0.0491374803972818	0.5077
350	20	0.3	0	0.9758	0.0488829678212749	0.5077
400	20	0.3	0	0.9885	0.0488619119878604	0.5077
450	20	0.3	0	0.9935	0.049119275289381	0.5077
500	20	0.3	0	0.9963	0.0490816019271304	0.5078
20	50	0.3	0	0.1514	0.0409511228533686	0.4994
50	50	0.3	0	0.3215	0.0510108864696734	0.4987
100	50	0.3	0	0.5686	0.049243756595146	0.5022
150	50	0.3	0	0.7384	0.0487540628385699	0.5042
200	50	0.3	0	0.8523	0.0506863780359029	0.5031
250	50	0.3	0	0.9167	0.0487618632049744	0.5033
300	50	0.3	0	0.9565	0.0494511238891793	0.5032
350	50	0.3	0	0.9758	0.0494978479196557	0.5032
400	50	0.3	0	0.9885	0.0495700556398584	0.5032
450	50	0.3	0	0.9935	0.0501258178158027	0.5032
500	50	0.3	0	0.9963	0.0497842015457192	0.5033
20	100	0.3	0	0.1514	0.0468956406869221	0.5013
50	100	0.3	0	0.3215	0.0472783825816485	0.4974
100	100	0.3	0	0.5686	0.0527611677805135	0.4979
150	100	0.3	0	0.7384	0.0484832069339112	0.4971
200	100	0.3	0	0.8523	0.0510383667722633	0.497
250	100	0.3	0	0.9167	0.0502890803970765	0.4966
300	100	0.3	0	0.9565	0.0502875065342394	0.4969
350	100	0.3	0	0.9758	0.0507276081164173	0.4969
400	100	0.3	0	0.9885	0.0502781992918563	0.4969
450	100	0.3	0	0.9935	0.0500251635631605	0.4969
500	100	0.3	0	0.9963	0.0500853156679715	0.4968
20	150	0.3	0	0.1514	0.0495376486129458	0.5017
50	150	0.3	0	0.3215	0.0510108864696734	0.4944
100	150	0.3	0	0.5686	0.0529370383397819	0.4945
150	150	0.3	0	0.7384	0.0507854821235103	0.4957
200	150	0.3	0	0.8523	0.0506863780359029	0.496
250	150	0.3	0	0.9167	0.0499618195701974	0.496
300	150	0.3	0	0.9565	0.0497647673810768	0.4959
350	150	0.3	0	0.9758	0.0498052879688461	0.4959
400	150	0.3	0	0.9885	0.0501770359129995	0.4959
450	150	0.3	0	0.9935	0.0508303975842979	0.4959
500	150	0.3	0	0.9963	0.0504868011643079	0.496
20	200	0.3	0	0.1514	0.0455746367239102	0.4992
50	200	0.3	0	0.3215	0.0488335925349922	0.4989
100	200	0.3	0	0.5686	0.0518818149841717	0.5026
150	200	0.3	0	0.7384	0.049160346695558	0.5038
200	200	0.3	0	0.8523	0.0509210371934765	0.5043
250	200	0.3	0	0.9167	0.0524708192429366	0.5043
300	200	0.3	0	0.9565	0.0517511761630946	0.504
350	200	0.3	0	0.9758	0.0512400081984013	0.504
400	200	0.3	0	0.9885	0.0520991401112797	0.504
450	200	0.3	0	0.9935	0.0515349773527932	0.504
500	200	0.3	0	0.9963	0.0517916290274014	0.5041
20	250	0.3	0	0.1514	0.0455746367239102	0.5051
50	250	0.3	0	0.3215	0.0482115085536547	0.4964
100	250	0.3	0	0.5686	0.0485402743580725	0.4937
150	250	0.3	0	0.7384	0.051056338028169	0.4941
200	250	0.3	0	0.8523	0.0485744456177402	0.4944
250	250	0.3	0	0.9167	0.0482164284935093	0.4932
300	250	0.3	0	0.9565	0.0495556717198118	0.4937
350	250	0.3	0	0.9758	0.0483705677392908	0.4937
400	250	0.3	0	0.9885	0.0488619119878604	0.4937
450	250	0.3	0	0.9935	0.0490186210367388	0.4937
500	250	0.3	0	0.9963	0.0487804878048781	0.4936
20	300	0.3	0	0.1514	0.0535006605019815	0.5057
50	300	0.3	0	0.3215	0.0494556765163297	0.5052
100	300	0.3	0	0.5686	0.0494196271544144	0.5045
150	300	0.3	0	0.7384	0.0526814734561213	0.5057
200	300	0.3	0	0.8523	0.0498650709843952	0.504
250	300	0.3	0	0.9167	0.0494163848587324	0.5048
300	300	0.3	0	0.9565	0.0499738630423419	0.5047
350	300	0.3	0	0.9758	0.0501127280180365	0.5047
400	300	0.3	0	0.9885	0.0496712190187152	0.5047
450	300	0.3	0	0.9935	0.0493205837946653	0.5047
500	300	0.3	0	0.9963	0.0496838301716351	0.5048
20	350	0.3	0	0.1514	0.0521796565389696	0.5031
50	350	0.3	0	0.3215	0.0578538102643857	0.496
100	350	0.3	0	0.5686	0.0481885332395357	0.4995
150	350	0.3	0	0.7384	0.0501083423618635	0.4991
200	350	0.3	0	0.8523	0.0508037076146897	0.4994
250	350	0.3	0	0.9167	0.0496345587433184	0.4996
300	350	0.3	0	0.9565	0.0496602195504443	0.4997
350	350	0.3	0	0.9758	0.0505226480836237	0.4997
400	350	0.3	0	0.9885	0.0503793626707132	0.4997
450	350	0.3	0	0.9935	0.0504277805737292	0.4997
500	350	0.3	0	0.9963	0.0502860584161397	0.4998
20	400	0.3	0	0.1514	0.0488771466314399	0.4971
50	400	0.3	0	0.3215	0.0522550544323484	0.4976
100	400	0.3	0	0.5686	0.0495954977136827	0.5007
150	400	0.3	0	0.7384	0.0475352112676056	0.5019
200	400	0.3	0	0.8523	0.050569048457116	0.5016
250	400	0.3	0	0.9167	0.0491982109741464	0.5016
300	400	0.3	0	0.9565	0.0494511238891793	0.5013
350	400	0.3	0	0.9758	0.0485755277720844	0.5013
400	400	0.3	0	0.9885	0.0494688922610015	0.5013
450	400	0.3	0	0.9935	0.0495218922999497	0.5013
500	400	0.3	0	0.9963	0.0494830874234668	0.5012
20	450	0.3	0	0.1514	0.0521796565389696	0.5026
50	450	0.3	0	0.3215	0.0482115085536547	0.5019
100	450	0.3	0	0.5686	0.0513542033063665	0.5012
150	450	0.3	0	0.7384	0.0469934994582882	0.5016
200	450	0.3	0	0.8523	0.0488091047753139	0.5011
250	450	0.3	0	0.9167	0.0488709501472674	0.5013
300	450	0.3	0	0.9565	0.0491374803972818	0.5014
350	450	0.3	0	0.9758	0.0486780077884812	0.5014
400	450	0.3	0	0.9885	0.0487607486090035	0.5014
450	450	0.3	0	0.9935	0.0487166582788123	0.5014
500	450	0.3	0	0.9963	0.0490816019271304	0.5013
20	500	0.3	0	0.1514	0.0488771466314399	0.5041
50	500	0.3	0	0.3215	0.0513219284603421	0.4996
100	500	0.3	0	0.5686	0.0568061906436862	0.5017
150	500	0.3	0	0.7384	0.0509209100758397	0.5023
200	500	0.3	0	0.8523	0.050569048457116	0.5016
250	500	0.3	0	0.9167	0.0509436020508345	0.5022
300	500	0.3	0	0.9565	0.050810245687402	0.5019
350	500	0.3	0	0.9758	0.0514449682311949	0.5019
400	500	0.3	0	0.9885	0.0509863429438543	0.5019
450	500	0.3	0	0.9935	0.0511323603422245	0.5019
500	500	0.3	0	0.9963	0.0511894007828967	0.5018
20	20	0.4	0	0.2347	0.0413293566254793	0.5046
50	20	0.4	0	0.5057	0.0520071188451651	0.5071
100	20	0.4	0	0.8164	0.0496080352768251	0.508
150	20	0.4	0	0.9344	0.0484803082191781	0.5075
200	20	0.4	0	0.979	0.0485188968335036	0.5077
250	20	0.4	0	0.9928	0.0488517324738114	0.5076
300	20	0.4	0	0.9977	0.0492131903377769	0.5077
350	20	0.4	0	0.9996	0.0491196478591437	0.5077
400	20	0.4	0	1	0.0491	0.5077
450	20	0.4	0	1	0.0491	0.5077
