n1	n2	d1	d2	sig1	sig2	sdir
400	200	0.1	0	1	0.0624783061437001	0.501561957653592
450	200	0.1	0	1	0.0487804878048781	0.506329113924051
500	200	0.1	0	1	0.0559322033898305	0.501129943502825
20	250	0.1	0	1	0.0588235294117647	0.46890756302521
50	250	0.1	0	1	0.0438144329896907	0.479381443298969
100	250	0.1	0	1	0.0360189573459716	0.513744075829384
150	250	0.1	0	1	0.0456521739130435	0.479710144927536
200	250	0.1	0	1	0.0553901131625968	0.493150684931507
250	250	0.1	0	1	0.0520732883317261	0.485053037608486
300	250	0.1	0	1	0.0474922325787838	0.486462494451842
350	250	0.1	0	1	0.0510556621880998	0.492898272552783
400	250	0.1	0	1	0.0513710517181534	0.493231516834433
450	250	0.1	0	1	0.0509416486569929	0.495832046928064
500	250	0.1	0	1	0.0505649717514124	0.498022598870057
20	300	0.1	0	1	0.0621848739495798	0.497478991596639
50	300	0.1	0	1	0.0412371134020619	0.485824742268041
100	300	0.1	0	1	0.0521327014218009	0.508056872037915
150	300	0.1	0	1	0.0384057971014493	0.518115942028985
200	300	0.1	0	1	0.0524121500893389	0.491959499702204
250	300	0.1	0	1	0.053519768563163	0.499035679845709
300	300	0.1	0	1	0.0474922325787838	0.503772747447847
350	300	0.1	0	1	0.0468330134357006	0.505566218809981
400	300	0.1	0	1	0.0465116279069767	0.493578618535231
450	300	0.1	0	1	0.0481630132757024	0.501389317690645
500	300	0.1	0	1	0.0502824858757062	0.500282485875706
20	350	0.1	0	1	0.0739495798319328	0.489075630252101
50	350	0.1	0	1	0.0489690721649485	0.470360824742268
100	350	0.1	0	1	0.0540284360189573	0.512796208530806
150	350	0.1	0	1	0.0398550724637681	0.515217391304348
200	350	0.1	0	1	0.0500297796307326	0.490768314472901
250	350	0.1	0	1	0.0438765670202507	0.510125361620058
300	350	0.1	0	1	0.045716822015091	0.501109631602308
350	350	0.1	0	1	0.0472168905950096	0.503262955854127
400	350	0.1	0	1	0.0541478653245401	0.500867754251996
450	350	0.1	0	1	0.0518678604507564	0.497993207780179
500	350	0.1	0	1	0.0514124293785311	0.505367231638418
20	400	0.1	0	1	0.0521008403361345	0.515966386554622
50	400	0.1	0	1	0.0463917525773196	0.48840206185567
100	400	0.1	0	1	0.0417061611374408	0.513744075829384
150	400	0.1	0	1	0.0688405797101449	0.505797101449275
200	400	0.1	0	1	0.0524121500893389	0.497915425848719
250	400	0.1	0	1	0.0486981677917068	0.510125361620058
300	400	0.1	0	1	0.051930758988016	0.512649800266312
350	400	0.1	0	1	0.055278310940499	0.494433781190019
400	400	0.1	0	1	0.0440819160013884	0.511975008677543
450	400	0.1	0	1	0.0466193269527632	0.511577647422044
500	400	0.1	0	1	0.046045197740113	0.492937853107345
20	450	0.1	0	1	0.0453781512605042	0.470588235294118
50	450	0.1	0	1	0.047680412371134	0.502577319587629
100	450	0.1	0	1	0.0511848341232227	0.490047393364929
150	450	0.1	0	1	0.0478260869565217	0.502173913043478
200	450	0.1	0	1	0.0512209648600357	0.511018463371054
250	450	0.1	0	1	0.0467695274831244	0.501928640308582
300	450	0.1	0	1	0.058144695960941	0.487794052374612
350	450	0.1	0	1	0.0525911708253359	0.486756238003839
400	450	0.1	0	1	0.0503297466157584	0.497743838944811
450	450	0.1	0	1	0.0521765977153442	0.493362148811362
500	450	0.1	0	1	0.0542372881355932	0.502542372881356
20	500	0.1	0	1	0.053781512605042	0.500840336134454
50	500	0.1	0	1	0.0579896907216495	0.512886597938144
100	500	0.1	0	1	0.0559241706161137	0.496682464454976
150	500	0.1	0	1	0.0594202898550725	0.527536231884058
200	500	0.1	0	1	0.049434187016081	0.512805241215009
250	500	0.1	0	1	0.0496624879459981	0.504821600771456
300	500	0.1	0	1	0.0505992010652463	0.504660452729694
350	500	0.1	0	1	0.0506717850287908	0.509021113243762
400	500	0.1	0	1	0.0558833738285318	0.493925720236029
450	500	0.1	0	1	0.0506329113924051	0.498610682309355
500	500	0.1	0	1	0.0511299435028249	0.511864406779661
20	20	0.2	0	1	0.0623655913978495	0.529032258064516
50	20	0.2	0	1	0.0458015267175573	0.518496770405167
100	20	0.2	0	1	0.0493697478991597	0.497899159663866
150	20	0.2	0	1	0.0483714146815751	0.497326203208556
200	20	0.2	0	1	0.0468110005851375	0.512775502243027
250	20	0.2	0	1	0.0514522821576763	0.50804979253112
300	20	0.2	0	1	0.050109249817917	0.506482155863074
350	20	0.2	0	1	0.0495956873315364	0.504986522911051
400	20	0.2	0	1	0.0466385512279831	0.505581741503349
450	20	0.2	0	1	0.0500058830450641	0.507471467231439
500	20	0.2	0	1	0.0490728177295341	0.505540479421076
20	50	0.2	0	1	0.0526881720430108	0.511827956989247
50	50	0.2	0	1	0.0534351145038168	0.503229594832648
100	50	0.2	0	1	0.0514705882352941	0.5
150	50	0.2	0	1	0.0512882839086048	0.501458434613515
200	50	0.2	0	1	0.0487614589428516	0.504193485469085
250	50	0.2	0	1	0.0519502074688797	0.50356846473029
300	50	0.2	0	1	0.0515659140568099	0.506045156591406
350	50	0.2	0	1	0.048921832884097	0.500269541778976
400	50	0.2	0	1	0.0504837509302902	0.499131729099479
450	50	0.2	0	1	0.0498882221437816	0.504059301094246
500	50	0.2	0	1	0.0490728177295341	0.504183627317956
20	100	0.2	0	1	0.0537634408602151	0.529032258064516
50	100	0.2	0	1	0.0563711098062243	0.509101585437463
100	100	0.2	0	1	0.0532212885154062	0.495798319327731
150	100	0.2	0	1	0.0498298492950899	0.490034030140982
200	100	0.2	0	1	0.048956504778623	0.490150185293544
250	100	0.2	0	1	0.0489626556016598	0.501244813278008
300	100	0.2	0	1	0.047632920611799	0.502986161689731
350	100	0.2	0	1	0.0495956873315364	0.494070080862534
400	100	0.2	0	1	0.0494914413296949	0.498263458198958
450	100	0.2	0	1	0.0515354747617367	0.498882221437816
500	100	0.2	0	1	0.0503165988240615	0.497286295793758
20	150	0.2	0	1	0.0440860215053763	0.480645161290323
50	150	0.2	0	1	0.0475631238990018	0.483264826776277
100	150	0.2	0	1	0.0514705882352941	0.479341736694678
150	150	0.2	0	1	0.0578512396694215	0.494652406417112
200	150	0.2	0	1	0.0538326506729081	0.494246147844744
250	150	0.2	0	1	0.0522821576763485	0.500746887966805
300	150	0.2	0	1	0.0515659140568099	0.493954843408594
350	150	0.2	0	1	0.0508086253369272	0.493261455525606
400	150	0.2	0	1	0.0516000992309601	0.498139419498884
450	150	0.2	0	1	0.0500058830450641	0.498293916931404
500	150	0.2	0	1	0.0489597467209407	0.495364088647671
20	200	0.2	0	1	0.0473118279569892	0.495698924731183
50	200	0.2	0	1	0.0487375220199648	0.493834409864944
100	200	0.2	0	1	0.0504201680672269	0.498949579831933
150	200	0.2	0	1	0.0500729217306757	0.503159941662615
200	200	0.2	0	1	0.048956504778623	0.501462843768286
250	200	0.2	0	1	0.0486307053941909	0.499419087136929
300	200	0.2	0	1	0.0530225782957028	0.500218499635834
350	200	0.2	0	1	0.054177897574124	0.504312668463612
400	200	0.2	0	1	0.052468370131481	0.503100967501861
450	200	0.2	0	1	0.0507118484527591	0.505824214613484
500	200	0.2	0	1	0.0522388059701493	0.505427408412483
20	250	0.2	0	1	0.0408602150537634	0.488172043010753
50	250	0.2	0	1	0.0458015267175573	0.504403992953611
100	250	0.2	0	1	0.04796918767507	0.497899159663866
150	250	0.2	0	1	0.0525036460865338	0.48492950899368
200	250	0.2	0	1	0.0520772381509655	0.496976789545543
250	250	0.2	0	1	0.0484647302904564	0.492282157676349
300	250	0.2	0	1	0.0495265841223598	0.495120174799709
350	250	0.2	0	1	0.05	0.496900269541779
400	250	0.2	0	1	0.0502356735301414	0.492681716695609
450	250	0.2	0	1	0.0495352394399341	0.492763854571126
500	250	0.2	0	1	0.0486205336951606	0.495703301673451
20	300	0.2	0	1	0.0440860215053763	0.458064516129032
50	300	0.2	0	1	0.0440399295361127	0.50381679389313
100	300	0.2	0	1	0.0472689075630252	0.495798319327731
150	300	0.2	0	1	0.0464268351968887	0.491006319883325
200	300	0.2	0	1	0.0466159547493661	0.503608347961771
250	300	0.2	0	1	0.0458091286307054	0.501908713692946
300	300	0.2	0	1	0.0498179169701384	0.504588492352513
350	300	0.2	0	1	0.0502695417789757	0.505525606469003
400	300	0.2	0	1	0.0476308608285785	0.503721161002233
450	300	0.2	0	1	0.0483586304271091	0.505000588304506
500	300	0.2	0	1	0.0488466757123474	0.503279059249208
20	350	0.2	0	1	0.0408602150537634	0.505376344086022
50	350	0.2	0	1	0.0522607163828538	0.50381679389313
100	350	0.2	0	1	0.0504201680672269	0.5203081232493
150	350	0.2	0	1	0.044725328147788	0.486874088478367
200	350	0.2	0	1	0.048956504778623	0.5006826604252
250	350	0.2	0	1	0.0491286307053942	0.498257261410788
300	350	0.2	0	1	0.0485069191551347	0.497450837581937
350	350	0.2	0	1	0.0509433962264151	0.502964959568733
400	350	0.2	0	1	0.0514760605308856	0.499007690399405
450	350	0.2	0	1	0.0498882221437816	0.499823508648076
500	350	0.2	0	1	0.0499773857982813	0.5
20	400	0.2	0	1	0.056989247311828	0.5
50	400	0.2	0	1	0.0452143276570757	0.503229594832648
100	400	0.2	0	1	0.0497198879551821	0.506302521008403
150	400	0.2	0	1	0.0539620807000486	0.510209042294604
200	400	0.2	0	1	0.0491515506143944	0.506534035498342
250	400	0.2	0	1	0.0489626556016598	0.504730290456432
300	400	0.2	0	1	0.0487982520029133	0.506773488710852
350	400	0.2	0	1	0.05	0.504312668463612
400	400	0.2	0	1	0.0493674026296204	0.502356735301414
450	400	0.2	0	1	0.0491822567360866	0.503118013883986
500	400	0.2	0	1	0.0505427408412483	0.498756218905473
20	450	0.2	0	1	0.0505376344086022	0.496774193548387
50	450	0.2	0	1	0.0504991192014093	0.510275983558426
100	450	0.2	0	1	0.0486694677871148	0.505252100840336
150	450	0.2	0	1	0.052260573650948	0.498541565386485
200	450	0.2	0	1	0.0479812755997659	0.496976789545543
250	450	0.2	0	1	0.0473029045643154	0.503236514522822
300	450	0.2	0	1	0.0490895848506919	0.501820830298616
350	450	0.2	0	1	0.0473045822102426	0.498787061994609
400	450	0.2	0	1	0.0483750930290251	0.502480774001488
450	450	0.2	0	1	0.0492999176373691	0.502412048476291
500	450	0.2	0	1	0.0496381727725011	0.50033921302578
20	500	0.2	0	1	0.0451612903225806	0.467741935483871
50	500	0.2	0	1	0.0475631238990018	0.4920728126835
100	500	0.2	0	1	0.0514705882352941	0.499649859943978
150	500	0.2	0	1	0.051045211473019	0.512639766650462
200	500	0.2	0	1	0.0511020089721084	0.496391652038229
250	500	0.2	0	1	0.0531120331950207	0.49344398340249
300	500	0.2	0	1	0.0512745812090313	0.500364166059723
350	500	0.2	0	1	0.0520215633423181	0.503908355795148
400	500	0.2	0	1	0.0513520218308112	0.506822128504093
450	500	0.2	0	1	0.0498882221437816	0.500411813154489
500	500	0.2	0	1	0.0515603799185889	0.502261420171868
20	20	0.3	0	1	0.0574636723910172	0.500660501981506
50	20	0.3	0	1	0.046656298600311	0.505132192846034
100	20	0.3	0	1	0.0494196271544144	0.507914175167077
150	20	0.3	0	1	0.0507854821235103	0.510834236186349
200	20	0.3	0	1	0.0492784230904611	0.501701278892409
250	20	0.3	0	1	0.0487618632049744	0.509108759681466
300	20	0.3	0	1	0.0491374803972818	0.506116048092002
350	20	0.3	0	1	0.0488829678212749	0.507993441278951
400	20	0.3	0	1	0.0488619119878604	0.507941325240263
450	20	0.3	0	1	0.049119275289381	0.507297433316558
500	20	0.3	0	1	0.0490816019271304	0.507979524239687
20	50	0.3	0	1	0.0409511228533686	0.49669749009247
50	50	0.3	0	1	0.0510108864696734	0.499844479004666
100	50	0.3	0	1	0.049243756595146	0.504045022863173
150	50	0.3	0	1	0.0487540628385699	0.504062838569881
200	50	0.3	0	1	0.0506863780359029	0.504282529625719
250	50	0.3	0	1	0.0487618632049744	0.505072542816625
300	50	0.3	0	1	0.0494511238891793	0.504966021955044
350	50	0.3	0	1	0.0494978479196557	0.503689280590285
400	50	0.3	0	1	0.0495700556398584	0.503287809812848
450	50	0.3	0	1	0.0501258178158027	0.502868646200302
500	50	0.3	0	1	0.0497842015457192	0.50316169828365
20	100	0.3	0	1	0.0468956406869221	0.509247027741083
50	100	0.3	0	1	0.0472783825816485	0.494245723172628
100	100	0.3	0	1	0.0527611677805135	0.501582835033415
150	100	0.3	0	1	0.0484832069339112	0.49363488624052
200	100	0.3	0	1	0.0510383667722633	0.495717470374281
250	100	0.3	0	1	0.0502890803970765	0.49656376131777
300	100	0.3	0	1	0.0502875065342394	0.497124934657606
350	100	0.3	0	1	0.0507276081164173	0.49774543963927
400	100	0.3	0	1	0.0502781992918563	0.496307536671725
450	100	0.3	0	1	0.0500251635631605	0.497131353799698
500	100	0.3	0	1	0.0500853156679715	0.496737930342266
20	150	0.3	0	1	0.0495376486129458	0.491413474240423
50	150	0.3	0	1	0.0510108864696734	0.495489891135303
100	150	0.3	0	1	0.0529370383397819	0.496130847696096
150	150	0.3	0	1	0.0507854821235103	0.492280606717226
200	150	0.3	0	1	0.0506863780359029	0.494896163322774
250	150	0.3	0	1	0.0499618195701974	0.498090978509872
300	150	0.3	0	1	0.0497647673810768	0.493883951907998
350	150	0.3	0	1	0.0498052879688461	0.49713055954089
400	150	0.3	0	1	0.0501770359129995	0.495599393019727
450	150	0.3	0	1	0.0508303975842979	0.496326119778561
500	150	0.3	0	1	0.0504868011643079	0.495533473853257
20	200	0.3	0	1	0.0455746367239102	0.512549537648613
50	200	0.3	0	1	0.0488335925349922	0.503888024883359
100	200	0.3	0	1	0.0518818149841717	0.502110446711221
150	200	0.3	0	1	0.049160346695558	0.49566630552546
200	200	0.3	0	1	0.0509210371934765	0.502874574680277
250	200	0.3	0	1	0.0524708192429366	0.506054325297262
300	200	0.3	0	1	0.0517511761630946	0.503815995818087
350	200	0.3	0	1	0.0512400081984013	0.503381840541094
400	200	0.3	0	1	0.0520991401112797	0.505007587253414
450	200	0.3	0	1	0.0515349773527932	0.504277805737292
500	200	0.3	0	1	0.0517916290274014	0.504366154772659
20	250	0.3	0	1	0.0455746367239102	0.505284015852048
50	250	0.3	0	1	0.0482115085536547	0.494245723172628
100	250	0.3	0	1	0.0485402743580725	0.49454801266268
150	250	0.3	0	1	0.051056338028169	0.496478873239437
200	250	0.3	0	1	0.0485744456177402	0.495248152059134
250	250	0.3	0	1	0.0482164284935093	0.49001854478019
300	250	0.3	0	1	0.0495556717198118	0.492838473601673
350	250	0.3	0	1	0.0483705677392908	0.493646238983398
400	250	0.3	0	1	0.0488619119878604	0.493373798684876
450	250	0.3	0	1	0.0490186210367388	0.49350780070458
500	250	0.3	0	1	0.0487804878048781	0.493927531867911
20	300	0.3	0	1	0.0535006605019815	0.501321003963012
50	300	0.3	0	1	0.0494556765163297	0.499844479004666
100	300	0.3	0	1	0.0494196271544144	0.503517411185368
150	300	0.3	0	1	0.0526814734561213	0.503385698808234
200	300	0.3	0	1	0.0498650709843952	0.50275724510149
250	300	0.3	0	1	0.0494163848587324	0.506927020835606
300	300	0.3	0	1	0.0499738630423419	0.506534239414532
350	300	0.3	0	1	0.0501127280180365	0.504714080754253
400	300	0.3	0	1	0.0496712190187152	0.505311077389985
450	300	0.3	0	1	0.0493205837946653	0.504881731253145
500	300	0.3	0	1	0.0496838301716351	0.504767640268995
20	350	0.3	0	1	0.0521796565389696	0.49669749009247
50	350	0.3	0	1	0.0578538102643857	0.506376360808709
100	350	0.3	0	1	0.0481885332395357	0.491382342595849
150	350	0.3	0	1	0.0501083423618635	0.499864572047671
200	350	0.3	0	1	0.0508037076146897	0.497477414056084
250	350	0.3	0	1	0.0496345587433184	0.497545543798407
300	350	0.3	0	1	0.0496602195504443	0.498797699947726
350	350	0.3	0	1	0.0505226480836237	0.500614880098381
400	350	0.3	0	1	0.0503793626707132	0.498937784522003
450	350	0.3	0	1	0.0504277805737292	0.500150981378963
500	350	0.3	0	1	0.0502860584161397	0.499347586068453
20	400	0.3	0	1	0.0488771466314399	0.508586525759577
50	400	0.3	0	1	0.0522550544323484	0.489580093312597
100	400	0.3	0	1	0.0495954977136827	0.503693281744636
150	400	0.3	0	1	0.0475352112676056	0.500270855904659
200	400	0.3	0	1	0.050569048457116	0.502991904259064
250	400	0.3	0	1	0.0491982109741464	0.500927239009491
300	400	0.3	0	1	0.0494511238891793	0.503293256664924
350	400	0.3	0	1	0.0485755277720844	0.501434720229555
400	400	0.3	0	1	0.0494688922610015	0.501365705614568
450	400	0.3	0	1	0.0495218922999497	0.501761449421238
500	400	0.3	0	1	0.0494830874234668	0.500853156679715
20	450	0.3	0	1	0.0521796565389696	0.511889035667107
50	450	0.3	0	1	0.0482115085536547	0.504510108864697
100	450	0.3	0	1	0.0513542033063665	0.495427365459022
150	450	0.3	0	1	0.0469934994582882	0.508938244853738
200	450	0.3	0	1	0.0488091047753139	0.502522585943916
250	450	0.3	0	1	0.0488709501472674	0.500381804298025
300	450	0.3	0	1	0.0491374803972818	0.501934134866701
350	450	0.3	0	1	0.0486780077884812	0.50030744004919
400	450	0.3	0	1	0.0487607486090035	0.502175012645422
450	450	0.3	0	1	0.0487166582788123	0.501660795168596
500	450	0.3	0	1	0.0490816019271304	0.501856870420556
20	500	0.3	0	1	0.0488771466314399	0.511889035667107
50	500	0.3	0	1	0.0513219284603421	0.507931570762053
100	500	0.3	0	1	0.0568061906436862	0.500175870559268
150	500	0.3	0	1	0.0509209100758397	0.502979414951246
200	500	0.3	0	1	0.050569048457116	0.501466619734835
250	500	0.3	0	1	0.0509436020508345	0.502999890913058
300	500	0.3	0	1	0.050810245687402	0.502665969681129
350	500	0.3	0	1	0.0514449682311949	0.500717360114778
400	500	0.3	0	1	0.0509863429438543	0.501871522508852
450	500	0.3	0	1	0.0511323603422245	0.501761449421238
500	500	0.3	0	1	0.0511894007828967	0.501355013550135
20	20	0.4	0	1	0.0413293566254793	0.504473796335748
50	20	0.4	0	1	0.0520071188451651	0.500494364247578
100	20	0.4	0	1	0.0496080352768251	0.506369426751592
150	20	0.4	0	1	0.0484803082191781	0.5078125
200	20	0.4	0	1	0.0485188968335036	0.507865168539326
250	20	0.4	0	1	0.0488517324738114	0.508561643835616
300	20	0.4	0	1	0.0492131903377769	0.507968327152451
