d2	cor.std	cor.nosdir
0.1	0.952037902092541	0.950438419800903
0.2	0.994872086979562	0.995176321650238
0.3	0.997583024743764	0.997742059533967
0.4	0.998285952688543	0.998410073711862
0.5	0.998562932582835	0.99865811527352
0.6	0.998738843203287	0.998821731724921
0.7	0.998846858223932	0.998918945845503
0.8	0.998921863872263	0.998989486890616
0.9	0.998958722017664	0.999025401603175
1	0.998967895521372	0.999033960857176
