n1	n2	d1	d2	type	m	sig1	sig2	sdir
400	100	0.7	0.1	raw	10000	10000	1055	7642
400	100	0.7	0.1	sig1	10000	10000	1055	7642
400	100	0.7	0.1	bsln	7642	7642	1026	7642
400	100	0.7	0.1	sig2	10000	10000	1055	7642
400	100	0.7	0.1	big2	10000	10000	1055	7642
400	100	0.7	0.1	s2or	7642	7642	1026	7642
450	100	0.7	0.1	raw	10000	10000	1055	7642
450	100	0.7	0.1	sig1	10000	10000	1055	7642
450	100	0.7	0.1	bsln	7642	7642	1026	7642
450	100	0.7	0.1	sig2	10000	10000	1055	7642
450	100	0.7	0.1	big2	10000	10000	1055	7642
450	100	0.7	0.1	s2or	7642	7642	1026	7642
500	100	0.7	0.1	raw	10000	10000	1055	7642
500	100	0.7	0.1	sig1	10000	10000	1055	7642
500	100	0.7	0.1	bsln	7642	7642	1026	7642
500	100	0.7	0.1	sig2	10000	10000	1055	7642
500	100	0.7	0.1	big2	10000	10000	1055	7642
500	100	0.7	0.1	s2or	7642	7642	1026	7642
20	150	0.7	0.1	raw	10000	5725	1380	7931
20	150	0.7	0.1	sig1	5725	5725	807	4578
20	150	0.7	0.1	bsln	4578	4578	790	4578
20	150	0.7	0.1	sig2	10000	5725	1380	7931
20	150	0.7	0.1	big2	5725	5725	807	4578
20	150	0.7	0.1	s2or	4578	4578	790	4578
50	150	0.7	0.1	raw	10000	9373	1380	8006
50	150	0.7	0.1	sig1	9373	9373	1288	7519
50	150	0.7	0.1	bsln	7519	7519	1265	7519
50	150	0.7	0.1	sig2	10000	9373	1380	8006
50	150	0.7	0.1	big2	9373	9373	1288	7519
50	150	0.7	0.1	s2or	7519	7519	1265	7519
100	150	0.7	0.1	raw	10000	9986	1380	8008
100	150	0.7	0.1	sig1	9986	9986	1378	7998
100	150	0.7	0.1	bsln	7998	7998	1355	7998
100	150	0.7	0.1	sig2	10000	9986	1380	8008
100	150	0.7	0.1	big2	9986	9986	1378	7998
100	150	0.7	0.1	s2or	7998	7998	1355	7998
150	150	0.7	0.1	raw	10000	9999	1380	8008
150	150	0.7	0.1	sig1	9999	9999	1380	8007
150	150	0.7	0.1	bsln	8007	8007	1357	8007
150	150	0.7	0.1	sig2	10000	9999	1380	8008
150	150	0.7	0.1	big2	9999	9999	1380	8007
150	150	0.7	0.1	s2or	8007	8007	1357	8007
200	150	0.7	0.1	raw	10000	10000	1380	8008
200	150	0.7	0.1	sig1	10000	10000	1380	8008
200	150	0.7	0.1	bsln	8008	8008	1357	8008
200	150	0.7	0.1	sig2	10000	10000	1380	8008
200	150	0.7	0.1	big2	10000	10000	1380	8008
200	150	0.7	0.1	s2or	8008	8008	1357	8008
250	150	0.7	0.1	raw	10000	10000	1380	8008
250	150	0.7	0.1	sig1	10000	10000	1380	8008
250	150	0.7	0.1	bsln	8008	8008	1357	8008
250	150	0.7	0.1	sig2	10000	10000	1380	8008
250	150	0.7	0.1	big2	10000	10000	1380	8008
250	150	0.7	0.1	s2or	8008	8008	1357	8008
300	150	0.7	0.1	raw	10000	10000	1380	8008
300	150	0.7	0.1	sig1	10000	10000	1380	8008
300	150	0.7	0.1	bsln	8008	8008	1357	8008
300	150	0.7	0.1	sig2	10000	10000	1380	8008
300	150	0.7	0.1	big2	10000	10000	1380	8008
300	150	0.7	0.1	s2or	8008	8008	1357	8008
350	150	0.7	0.1	raw	10000	10000	1380	8008
350	150	0.7	0.1	sig1	10000	10000	1380	8008
350	150	0.7	0.1	bsln	8008	8008	1357	8008
350	150	0.7	0.1	sig2	10000	10000	1380	8008
350	150	0.7	0.1	big2	10000	10000	1380	8008
350	150	0.7	0.1	s2or	8008	8008	1357	8008
400	150	0.7	0.1	raw	10000	10000	1380	8008
400	150	0.7	0.1	sig1	10000	10000	1380	8008
400	150	0.7	0.1	bsln	8008	8008	1357	8008
400	150	0.7	0.1	sig2	10000	10000	1380	8008
400	150	0.7	0.1	big2	10000	10000	1380	8008
400	150	0.7	0.1	s2or	8008	8008	1357	8008
450	150	0.7	0.1	raw	10000	10000	1380	8008
450	150	0.7	0.1	sig1	10000	10000	1380	8008
450	150	0.7	0.1	bsln	8008	8008	1357	8008
450	150	0.7	0.1	sig2	10000	10000	1380	8008
450	150	0.7	0.1	big2	10000	10000	1380	8008
450	150	0.7	0.1	s2or	8008	8008	1357	8008
500	150	0.7	0.1	raw	10000	10000	1380	8008
500	150	0.7	0.1	sig1	10000	10000	1380	8008
500	150	0.7	0.1	bsln	8008	8008	1357	8008
500	150	0.7	0.1	sig2	10000	10000	1380	8008
500	150	0.7	0.1	big2	10000	10000	1380	8008
500	150	0.7	0.1	s2or	8008	8008	1357	8008
20	200	0.7	0.1	raw	10000	5725	1679	8353
20	200	0.7	0.1	sig1	5725	5725	945	4844
20	200	0.7	0.1	bsln	4844	4844	942	4844
20	200	0.7	0.1	sig2	10000	5725	1679	8353
20	200	0.7	0.1	big2	5725	5725	945	4844
20	200	0.7	0.1	s2or	4844	4844	942	4844
50	200	0.7	0.1	raw	10000	9373	1679	8430
50	200	0.7	0.1	sig1	9373	9373	1578	7901
50	200	0.7	0.1	bsln	7901	7901	1570	7901
50	200	0.7	0.1	sig2	10000	9373	1679	8430
50	200	0.7	0.1	big2	9373	9373	1578	7901
50	200	0.7	0.1	s2or	7901	7901	1570	7901
100	200	0.7	0.1	raw	10000	9986	1679	8432
100	200	0.7	0.1	sig1	9986	9986	1677	8420
100	200	0.7	0.1	bsln	8420	8420	1669	8420
100	200	0.7	0.1	sig2	10000	9986	1679	8432
100	200	0.7	0.1	big2	9986	9986	1677	8420
100	200	0.7	0.1	s2or	8420	8420	1669	8420
150	200	0.7	0.1	raw	10000	9999	1679	8432
150	200	0.7	0.1	sig1	9999	9999	1679	8431
150	200	0.7	0.1	bsln	8431	8431	1671	8431
150	200	0.7	0.1	sig2	10000	9999	1679	8432
150	200	0.7	0.1	big2	9999	9999	1679	8431
150	200	0.7	0.1	s2or	8431	8431	1671	8431
200	200	0.7	0.1	raw	10000	10000	1679	8432
200	200	0.7	0.1	sig1	10000	10000	1679	8432
200	200	0.7	0.1	bsln	8432	8432	1671	8432
200	200	0.7	0.1	sig2	10000	10000	1679	8432
200	200	0.7	0.1	big2	10000	10000	1679	8432
200	200	0.7	0.1	s2or	8432	8432	1671	8432
250	200	0.7	0.1	raw	10000	10000	1679	8432
250	200	0.7	0.1	sig1	10000	10000	1679	8432
250	200	0.7	0.1	bsln	8432	8432	1671	8432
250	200	0.7	0.1	sig2	10000	10000	1679	8432
250	200	0.7	0.1	big2	10000	10000	1679	8432
250	200	0.7	0.1	s2or	8432	8432	1671	8432
300	200	0.7	0.1	raw	10000	10000	1679	8432
300	200	0.7	0.1	sig1	10000	10000	1679	8432
300	200	0.7	0.1	bsln	8432	8432	1671	8432
300	200	0.7	0.1	sig2	10000	10000	1679	8432
300	200	0.7	0.1	big2	10000	10000	1679	8432
300	200	0.7	0.1	s2or	8432	8432	1671	8432
350	200	0.7	0.1	raw	10000	10000	1679	8432
350	200	0.7	0.1	sig1	10000	10000	1679	8432
350	200	0.7	0.1	bsln	8432	8432	1671	8432
350	200	0.7	0.1	sig2	10000	10000	1679	8432
350	200	0.7	0.1	big2	10000	10000	1679	8432
350	200	0.7	0.1	s2or	8432	8432	1671	8432
400	200	0.7	0.1	raw	10000	10000	1679	8432
400	200	0.7	0.1	sig1	10000	10000	1679	8432
400	200	0.7	0.1	bsln	8432	8432	1671	8432
400	200	0.7	0.1	sig2	10000	10000	1679	8432
400	200	0.7	0.1	big2	10000	10000	1679	8432
400	200	0.7	0.1	s2or	8432	8432	1671	8432
450	200	0.7	0.1	raw	10000	10000	1679	8432
450	200	0.7	0.1	sig1	10000	10000	1679	8432
450	200	0.7	0.1	bsln	8432	8432	1671	8432
450	200	0.7	0.1	sig2	10000	10000	1679	8432
450	200	0.7	0.1	big2	10000	10000	1679	8432
450	200	0.7	0.1	s2or	8432	8432	1671	8432
500	200	0.7	0.1	raw	10000	10000	1679	8432
500	200	0.7	0.1	sig1	10000	10000	1679	8432
500	200	0.7	0.1	bsln	8432	8432	1671	8432
500	200	0.7	0.1	sig2	10000	10000	1679	8432
500	200	0.7	0.1	big2	10000	10000	1679	8432
500	200	0.7	0.1	s2or	8432	8432	1671	8432
20	250	0.7	0.1	raw	10000	5725	2074	8627
20	250	0.7	0.1	sig1	5725	5725	1193	5018
20	250	0.7	0.1	bsln	5018	5018	1185	5018
20	250	0.7	0.1	sig2	10000	5725	2074	8627
20	250	0.7	0.1	big2	5725	5725	1193	5018
20	250	0.7	0.1	s2or	5018	5018	1185	5018
50	250	0.7	0.1	raw	10000	9373	2074	8712
50	250	0.7	0.1	sig1	9373	9373	1940	8166
50	250	0.7	0.1	bsln	8166	8166	1926	8166
50	250	0.7	0.1	sig2	10000	9373	2074	8712
50	250	0.7	0.1	big2	9373	9373	1940	8166
50	250	0.7	0.1	s2or	8166	8166	1926	8166
100	250	0.7	0.1	raw	10000	9986	2074	8714
100	250	0.7	0.1	sig1	9986	9986	2074	8704
100	250	0.7	0.1	bsln	8704	8704	2060	8704
100	250	0.7	0.1	sig2	10000	9986	2074	8714
100	250	0.7	0.1	big2	9986	9986	2074	8704
100	250	0.7	0.1	s2or	8704	8704	2060	8704
150	250	0.7	0.1	raw	10000	9999	2074	8714
150	250	0.7	0.1	sig1	9999	9999	2074	8714
150	250	0.7	0.1	bsln	8714	8714	2060	8714
150	250	0.7	0.1	sig2	10000	9999	2074	8714
150	250	0.7	0.1	big2	9999	9999	2074	8714
150	250	0.7	0.1	s2or	8714	8714	2060	8714
200	250	0.7	0.1	raw	10000	10000	2074	8714
200	250	0.7	0.1	sig1	10000	10000	2074	8714
200	250	0.7	0.1	bsln	8714	8714	2060	8714
200	250	0.7	0.1	sig2	10000	10000	2074	8714
200	250	0.7	0.1	big2	10000	10000	2074	8714
200	250	0.7	0.1	s2or	8714	8714	2060	8714
250	250	0.7	0.1	raw	10000	10000	2074	8714
250	250	0.7	0.1	sig1	10000	10000	2074	8714
250	250	0.7	0.1	bsln	8714	8714	2060	8714
250	250	0.7	0.1	sig2	10000	10000	2074	8714
250	250	0.7	0.1	big2	10000	10000	2074	8714
250	250	0.7	0.1	s2or	8714	8714	2060	8714
300	250	0.7	0.1	raw	10000	10000	2074	8714
300	250	0.7	0.1	sig1	10000	10000	2074	8714
300	250	0.7	0.1	bsln	8714	8714	2060	8714
300	250	0.7	0.1	sig2	10000	10000	2074	8714
300	250	0.7	0.1	big2	10000	10000	2074	8714
300	250	0.7	0.1	s2or	8714	8714	2060	8714
350	250	0.7	0.1	raw	10000	10000	2074	8714
350	250	0.7	0.1	sig1	10000	10000	2074	8714
350	250	0.7	0.1	bsln	8714	8714	2060	8714
350	250	0.7	0.1	sig2	10000	10000	2074	8714
350	250	0.7	0.1	big2	10000	10000	2074	8714
350	250	0.7	0.1	s2or	8714	8714	2060	8714
400	250	0.7	0.1	raw	10000	10000	2074	8714
400	250	0.7	0.1	sig1	10000	10000	2074	8714
400	250	0.7	0.1	bsln	8714	8714	2060	8714
400	250	0.7	0.1	sig2	10000	10000	2074	8714
400	250	0.7	0.1	big2	10000	10000	2074	8714
400	250	0.7	0.1	s2or	8714	8714	2060	8714
450	250	0.7	0.1	raw	10000	10000	2074	8714
450	250	0.7	0.1	sig1	10000	10000	2074	8714
450	250	0.7	0.1	bsln	8714	8714	2060	8714
450	250	0.7	0.1	sig2	10000	10000	2074	8714
450	250	0.7	0.1	big2	10000	10000	2074	8714
450	250	0.7	0.1	s2or	8714	8714	2060	8714
500	250	0.7	0.1	raw	10000	10000	2074	8714
500	250	0.7	0.1	sig1	10000	10000	2074	8714
500	250	0.7	0.1	bsln	8714	8714	2060	8714
500	250	0.7	0.1	sig2	10000	10000	2074	8714
500	250	0.7	0.1	big2	10000	10000	2074	8714
500	250	0.7	0.1	s2or	8714	8714	2060	8714
20	300	0.7	0.1	raw	10000	5725	2253	8787
20	300	0.7	0.1	sig1	5725	5725	1271	5097
20	300	0.7	0.1	bsln	5097	5097	1269	5097
20	300	0.7	0.1	sig2	10000	5725	2253	8787
20	300	0.7	0.1	big2	5725	5725	1271	5097
20	300	0.7	0.1	s2or	5097	5097	1269	5097
50	300	0.7	0.1	raw	10000	9373	2253	8896
50	300	0.7	0.1	sig1	9373	9373	2099	8336
50	300	0.7	0.1	bsln	8336	8336	2094	8336
50	300	0.7	0.1	sig2	10000	9373	2253	8896
50	300	0.7	0.1	big2	9373	9373	2099	8336
50	300	0.7	0.1	s2or	8336	8336	2094	8336
100	300	0.7	0.1	raw	10000	9986	2253	8896
100	300	0.7	0.1	sig1	9986	9986	2252	8887
100	300	0.7	0.1	bsln	8887	8887	2247	8887
100	300	0.7	0.1	sig2	10000	9986	2253	8896
100	300	0.7	0.1	big2	9986	9986	2252	8887
100	300	0.7	0.1	s2or	8887	8887	2247	8887
150	300	0.7	0.1	raw	10000	9999	2253	8896
150	300	0.7	0.1	sig1	9999	9999	2253	8896
150	300	0.7	0.1	bsln	8896	8896	2248	8896
150	300	0.7	0.1	sig2	10000	9999	2253	8896
150	300	0.7	0.1	big2	9999	9999	2253	8896
150	300	0.7	0.1	s2or	8896	8896	2248	8896
200	300	0.7	0.1	raw	10000	10000	2253	8896
200	300	0.7	0.1	sig1	10000	10000	2253	8896
200	300	0.7	0.1	bsln	8896	8896	2248	8896
200	300	0.7	0.1	sig2	10000	10000	2253	8896
200	300	0.7	0.1	big2	10000	10000	2253	8896
200	300	0.7	0.1	s2or	8896	8896	2248	8896
250	300	0.7	0.1	raw	10000	10000	2253	8896
250	300	0.7	0.1	sig1	10000	10000	2253	8896
250	300	0.7	0.1	bsln	8896	8896	2248	8896
250	300	0.7	0.1	sig2	10000	10000	2253	8896
250	300	0.7	0.1	big2	10000	10000	2253	8896
250	300	0.7	0.1	s2or	8896	8896	2248	8896
300	300	0.7	0.1	raw	10000	10000	2253	8896
300	300	0.7	0.1	sig1	10000	10000	2253	8896
300	300	0.7	0.1	bsln	8896	8896	2248	8896
300	300	0.7	0.1	sig2	10000	10000	2253	8896
300	300	0.7	0.1	big2	10000	10000	2253	8896
300	300	0.7	0.1	s2or	8896	8896	2248	8896
350	300	0.7	0.1	raw	10000	10000	2253	8896
350	300	0.7	0.1	sig1	10000	10000	2253	8896
350	300	0.7	0.1	bsln	8896	8896	2248	8896
350	300	0.7	0.1	sig2	10000	10000	2253	8896
350	300	0.7	0.1	big2	10000	10000	2253	8896
350	300	0.7	0.1	s2or	8896	8896	2248	8896
400	300	0.7	0.1	raw	10000	10000	2253	8896
400	300	0.7	0.1	sig1	10000	10000	2253	8896
400	300	0.7	0.1	bsln	8896	8896	2248	8896
400	300	0.7	0.1	sig2	10000	10000	2253	8896
400	300	0.7	0.1	big2	10000	10000	2253	8896
400	300	0.7	0.1	s2or	8896	8896	2248	8896
450	300	0.7	0.1	raw	10000	10000	2253	8896
450	300	0.7	0.1	sig1	10000	10000	2253	8896
450	300	0.7	0.1	bsln	8896	8896	2248	8896
450	300	0.7	0.1	sig2	10000	10000	2253	8896
450	300	0.7	0.1	big2	10000	10000	2253	8896
450	300	0.7	0.1	s2or	8896	8896	2248	8896
500	300	0.7	0.1	raw	10000	10000	2253	8896
500	300	0.7	0.1	sig1	10000	10000	2253	8896
500	300	0.7	0.1	bsln	8896	8896	2248	8896
500	300	0.7	0.1	sig2	10000	10000	2253	8896
500	300	0.7	0.1	big2	10000	10000	2253	8896
500	300	0.7	0.1	s2or	8896	8896	2248	8896
20	350	0.7	0.1	raw	10000	5725	2605	9005
20	350	0.7	0.1	sig1	5725	5725	1472	5222
20	350	0.7	0.1	bsln	5222	5222	1471	5222
20	350	0.7	0.1	sig2	10000	5725	2605	9005
20	350	0.7	0.1	big2	5725	5725	1472	5222
20	350	0.7	0.1	s2or	5222	5222	1471	5222
50	350	0.7	0.1	raw	10000	9373	2605	9102
50	350	0.7	0.1	sig1	9373	9373	2452	8535
50	350	0.7	0.1	bsln	8535	8535	2449	8535
50	350	0.7	0.1	sig2	10000	9373	2605	9102
50	350	0.7	0.1	big2	9373	9373	2452	8535
50	350	0.7	0.1	s2or	8535	8535	2449	8535
100	350	0.7	0.1	raw	10000	9986	2605	9104
100	350	0.7	0.1	sig1	9986	9986	2599	9092
100	350	0.7	0.1	bsln	9092	9092	2596	9092
100	350	0.7	0.1	sig2	10000	9986	2605	9104
100	350	0.7	0.1	big2	9986	9986	2599	9092
100	350	0.7	0.1	s2or	9092	9092	2596	9092
150	350	0.7	0.1	raw	10000	9999	2605	9104
150	350	0.7	0.1	sig1	9999	9999	2605	9103
150	350	0.7	0.1	bsln	9103	9103	2602	9103
150	350	0.7	0.1	sig2	10000	9999	2605	9104
150	350	0.7	0.1	big2	9999	9999	2605	9103
150	350	0.7	0.1	s2or	9103	9103	2602	9103
200	350	0.7	0.1	raw	10000	10000	2605	9104
200	350	0.7	0.1	sig1	10000	10000	2605	9104
200	350	0.7	0.1	bsln	9104	9104	2602	9104
200	350	0.7	0.1	sig2	10000	10000	2605	9104
200	350	0.7	0.1	big2	10000	10000	2605	9104
200	350	0.7	0.1	s2or	9104	9104	2602	9104
250	350	0.7	0.1	raw	10000	10000	2605	9104
250	350	0.7	0.1	sig1	10000	10000	2605	9104
250	350	0.7	0.1	bsln	9104	9104	2602	9104
250	350	0.7	0.1	sig2	10000	10000	2605	9104
250	350	0.7	0.1	big2	10000	10000	2605	9104
250	350	0.7	0.1	s2or	9104	9104	2602	9104
300	350	0.7	0.1	raw	10000	10000	2605	9104
300	350	0.7	0.1	sig1	10000	10000	2605	9104
300	350	0.7	0.1	bsln	9104	9104	2602	9104
300	350	0.7	0.1	sig2	10000	10000	2605	9104
300	350	0.7	0.1	big2	10000	10000	2605	9104
300	350	0.7	0.1	s2or	9104	9104	2602	9104
350	350	0.7	0.1	raw	10000	10000	2605	9104
350	350	0.7	0.1	sig1	10000	10000	2605	9104
350	350	0.7	0.1	bsln	9104	9104	2602	9104
350	350	0.7	0.1	sig2	10000	10000	2605	9104
350	350	0.7	0.1	big2	10000	10000	2605	9104
350	350	0.7	0.1	s2or	9104	9104	2602	9104
400	350	0.7	0.1	raw	10000	10000	2605	9104
400	350	0.7	0.1	sig1	10000	10000	2605	9104
400	350	0.7	0.1	bsln	9104	9104	2602	9104
400	350	0.7	0.1	sig2	10000	10000	2605	9104
400	350	0.7	0.1	big2	10000	10000	2605	9104
400	350	0.7	0.1	s2or	9104	9104	2602	9104
450	350	0.7	0.1	raw	10000	10000	2605	9104
450	350	0.7	0.1	sig1	10000	10000	2605	9104
450	350	0.7	0.1	bsln	9104	9104	2602	9104
450	350	0.7	0.1	sig2	10000	10000	2605	9104
450	350	0.7	0.1	big2	10000	10000	2605	9104
450	350	0.7	0.1	s2or	9104	9104	2602	9104
500	350	0.7	0.1	raw	10000	10000	2605	9104
500	350	0.7	0.1	sig1	10000	10000	2605	9104
500	350	0.7	0.1	bsln	9104	9104	2602	9104
500	350	0.7	0.1	sig2	10000	10000	2605	9104
500	350	0.7	0.1	big2	10000	10000	2605	9104
500	350	0.7	0.1	s2or	9104	9104	2602	9104
20	400	0.7	0.1	raw	10000	5725	2881	9067
20	400	0.7	0.1	sig1	5725	5725	1643	5240
20	400	0.7	0.1	bsln	5240	5240	1640	5240
20	400	0.7	0.1	sig2	10000	5725	2881	9067
20	400	0.7	0.1	big2	5725	5725	1643	5240
20	400	0.7	0.1	s2or	5240	5240	1640	5240
50	400	0.7	0.1	raw	10000	9373	2881	9180
50	400	0.7	0.1	sig1	9373	9373	2702	8613
50	400	0.7	0.1	bsln	8613	8613	2699	8613
50	400	0.7	0.1	sig2	10000	9373	2881	9180
50	400	0.7	0.1	big2	9373	9373	2702	8613
50	400	0.7	0.1	s2or	8613	8613	2699	8613
100	400	0.7	0.1	raw	10000	9986	2881	9182
100	400	0.7	0.1	sig1	9986	9986	2876	9169
100	400	0.7	0.1	bsln	9169	9169	2873	9169
100	400	0.7	0.1	sig2	10000	9986	2881	9182
100	400	0.7	0.1	big2	9986	9986	2876	9169
100	400	0.7	0.1	s2or	9169	9169	2873	9169
150	400	0.7	0.1	raw	10000	9999	2881	9182
150	400	0.7	0.1	sig1	9999	9999	2881	9182
150	400	0.7	0.1	bsln	9182	9182	2878	9182
150	400	0.7	0.1	sig2	10000	9999	2881	9182
150	400	0.7	0.1	big2	9999	9999	2881	9182
150	400	0.7	0.1	s2or	9182	9182	2878	9182
200	400	0.7	0.1	raw	10000	10000	2881	9182
200	400	0.7	0.1	sig1	10000	10000	2881	9182
200	400	0.7	0.1	bsln	9182	9182	2878	9182
200	400	0.7	0.1	sig2	10000	10000	2881	9182
200	400	0.7	0.1	big2	10000	10000	2881	9182
200	400	0.7	0.1	s2or	9182	9182	2878	9182
250	400	0.7	0.1	raw	10000	10000	2881	9182
250	400	0.7	0.1	sig1	10000	10000	2881	9182
250	400	0.7	0.1	bsln	9182	9182	2878	9182
250	400	0.7	0.1	sig2	10000	10000	2881	9182
250	400	0.7	0.1	big2	10000	10000	2881	9182
250	400	0.7	0.1	s2or	9182	9182	2878	9182
300	400	0.7	0.1	raw	10000	10000	2881	9182
300	400	0.7	0.1	sig1	10000	10000	2881	9182
300	400	0.7	0.1	bsln	9182	9182	2878	9182
300	400	0.7	0.1	sig2	10000	10000	2881	9182
300	400	0.7	0.1	big2	10000	10000	2881	9182
300	400	0.7	0.1	s2or	9182	9182	2878	9182
350	400	0.7	0.1	raw	10000	10000	2881	9182
350	400	0.7	0.1	sig1	10000	10000	2881	9182
350	400	0.7	0.1	bsln	9182	9182	2878	9182
350	400	0.7	0.1	sig2	10000	10000	2881	9182
350	400	0.7	0.1	big2	10000	10000	2881	9182
350	400	0.7	0.1	s2or	9182	9182	2878	9182
400	400	0.7	0.1	raw	10000	10000	2881	9182
400	400	0.7	0.1	sig1	10000	10000	2881	9182
400	400	0.7	0.1	bsln	9182	9182	2878	9182
400	400	0.7	0.1	sig2	10000	10000	2881	9182
400	400	0.7	0.1	big2	10000	10000	2881	9182
400	400	0.7	0.1	s2or	9182	9182	2878	9182
450	400	0.7	0.1	raw	10000	10000	2881	9182
450	400	0.7	0.1	sig1	10000	10000	2881	9182
450	400	0.7	0.1	bsln	9182	9182	2878	9182
450	400	0.7	0.1	sig2	10000	10000	2881	9182
450	400	0.7	0.1	big2	10000	10000	2881	9182
450	400	0.7	0.1	s2or	9182	9182	2878	9182
500	400	0.7	0.1	raw	10000	10000	2881	9182
500	400	0.7	0.1	sig1	10000	10000	2881	9182
500	400	0.7	0.1	bsln	9182	9182	2878	9182
500	400	0.7	0.1	sig2	10000	10000	2881	9182
500	400	0.7	0.1	big2	10000	10000	2881	9182
500	400	0.7	0.1	s2or	9182	9182	2878	9182
20	450	0.7	0.1	raw	10000	5725	3239	9202
20	450	0.7	0.1	sig1	5725	5725	1892	5342
20	450	0.7	0.1	bsln	5342	5342	1891	5342
20	450	0.7	0.1	sig2	10000	5725	3239	9202
20	450	0.7	0.1	big2	5725	5725	1892	5342
20	450	0.7	0.1	s2or	5342	5342	1891	5342
50	450	0.7	0.1	raw	10000	9373	3239	9305
50	450	0.7	0.1	sig1	9373	9373	3023	8726
50	450	0.7	0.1	bsln	8726	8726	3022	8726
50	450	0.7	0.1	sig2	10000	9373	3239	9305
50	450	0.7	0.1	big2	9373	9373	3023	8726
50	450	0.7	0.1	s2or	8726	8726	3022	8726
100	450	0.7	0.1	raw	10000	9986	3239	9307
100	450	0.7	0.1	sig1	9986	9986	3238	9293
100	450	0.7	0.1	bsln	9293	9293	3237	9293
100	450	0.7	0.1	sig2	10000	9986	3239	9307
100	450	0.7	0.1	big2	9986	9986	3238	9293
100	450	0.7	0.1	s2or	9293	9293	3237	9293
150	450	0.7	0.1	raw	10000	9999	3239	9307
150	450	0.7	0.1	sig1	9999	9999	3239	9306
150	450	0.7	0.1	bsln	9306	9306	3238	9306
150	450	0.7	0.1	sig2	10000	9999	3239	9307
150	450	0.7	0.1	big2	9999	9999	3239	9306
150	450	0.7	0.1	s2or	9306	9306	3238	9306
200	450	0.7	0.1	raw	10000	10000	3239	9307
200	450	0.7	0.1	sig1	10000	10000	3239	9307
200	450	0.7	0.1	bsln	9307	9307	3238	9307
200	450	0.7	0.1	sig2	10000	10000	3239	9307
200	450	0.7	0.1	big2	10000	10000	3239	9307
200	450	0.7	0.1	s2or	9307	9307	3238	9307
250	450	0.7	0.1	raw	10000	10000	3239	9307
250	450	0.7	0.1	sig1	10000	10000	3239	9307
250	450	0.7	0.1	bsln	9307	9307	3238	9307
250	450	0.7	0.1	sig2	10000	10000	3239	9307
250	450	0.7	0.1	big2	10000	10000	3239	9307
250	450	0.7	0.1	s2or	9307	9307	3238	9307
300	450	0.7	0.1	raw	10000	10000	3239	9307
300	450	0.7	0.1	sig1	10000	10000	3239	9307
300	450	0.7	0.1	bsln	9307	9307	3238	9307
300	450	0.7	0.1	sig2	10000	10000	3239	9307
300	450	0.7	0.1	big2	10000	10000	3239	9307
300	450	0.7	0.1	s2or	9307	9307	3238	9307
350	450	0.7	0.1	raw	10000	10000	3239	9307
350	450	0.7	0.1	sig1	10000	10000	3239	9307
350	450	0.7	0.1	bsln	9307	9307	3238	9307
350	450	0.7	0.1	sig2	10000	10000	3239	9307
350	450	0.7	0.1	big2	10000	10000	3239	9307
350	450	0.7	0.1	s2or	9307	9307	3238	9307
400	450	0.7	0.1	raw	10000	10000	3239	9307
400	450	0.7	0.1	sig1	10000	10000	3239	9307
400	450	0.7	0.1	bsln	9307	9307	3238	9307
400	450	0.7	0.1	sig2	10000	10000	3239	9307
400	450	0.7	0.1	big2	10000	10000	3239	9307
400	450	0.7	0.1	s2or	9307	9307	3238	9307
450	450	0.7	0.1	raw	10000	10000	3239	9307
450	450	0.7	0.1	sig1	10000	10000	3239	9307
450	450	0.7	0.1	bsln	9307	9307	3238	9307
450	450	0.7	0.1	sig2	10000	10000	3239	9307
450	450	0.7	0.1	big2	10000	10000	3239	9307
450	450	0.7	0.1	s2or	9307	9307	3238	9307
500	450	0.7	0.1	raw	10000	10000	3239	9307
500	450	0.7	0.1	sig1	10000	10000	3239	9307
500	450	0.7	0.1	bsln	9307	9307	3238	9307
500	450	0.7	0.1	sig2	10000	10000	3239	9307
500	450	0.7	0.1	big2	10000	10000	3239	9307
500	450	0.7	0.1	s2or	9307	9307	3238	9307
20	500	0.7	0.1	raw	10000	5725	3540	9333
20	500	0.7	0.1	sig1	5725	5725	2002	5430
20	500	0.7	0.1	bsln	5430	5430	2000	5430
20	500	0.7	0.1	sig2	10000	5725	3540	9333
20	500	0.7	0.1	big2	5725	5725	2002	5430
20	500	0.7	0.1	s2or	5430	5430	2000	5430
50	500	0.7	0.1	raw	10000	9373	3540	9450
50	500	0.7	0.1	sig1	9373	9373	3307	8863
50	500	0.7	0.1	bsln	8863	8863	3304	8863
50	500	0.7	0.1	sig2	10000	9373	3540	9450
50	500	0.7	0.1	big2	9373	9373	3307	8863
50	500	0.7	0.1	s2or	8863	8863	3304	8863
100	500	0.7	0.1	raw	10000	9986	3540	9452
100	500	0.7	0.1	sig1	9986	9986	3538	9440
100	500	0.7	0.1	bsln	9440	9440	3535	9440
100	500	0.7	0.1	sig2	10000	9986	3540	9452
100	500	0.7	0.1	big2	9986	9986	3538	9440
100	500	0.7	0.1	s2or	9440	9440	3535	9440
150	500	0.7	0.1	raw	10000	9999	3540	9452
150	500	0.7	0.1	sig1	9999	9999	3539	9451
150	500	0.7	0.1	bsln	9451	9451	3536	9451
150	500	0.7	0.1	sig2	10000	9999	3540	9452
150	500	0.7	0.1	big2	9999	9999	3539	9451
150	500	0.7	0.1	s2or	9451	9451	3536	9451
200	500	0.7	0.1	raw	10000	10000	3540	9452
