n1	n2	d1	d2	type	m	sig1	sig2	sdir
50	150	0.6	0.2	sig2	100	85	36	94
50	150	0.6	0.2	big2	85	85	32	79
50	150	0.6	0.2	s2or	79	79	32	79
100	150	0.6	0.2	raw	100	99	36	94
100	150	0.6	0.2	sig1	99	99	35	93
100	150	0.6	0.2	bsln	93	93	35	93
100	150	0.6	0.2	sig2	100	99	36	94
100	150	0.6	0.2	big2	99	99	35	93
100	150	0.6	0.2	s2or	93	93	35	93
150	150	0.6	0.2	raw	100	100	36	94
150	150	0.6	0.2	sig1	100	100	36	94
150	150	0.6	0.2	bsln	94	94	36	94
150	150	0.6	0.2	sig2	100	100	36	94
150	150	0.6	0.2	big2	100	100	36	94
150	150	0.6	0.2	s2or	94	94	36	94
200	150	0.6	0.2	raw	100	100	36	94
200	150	0.6	0.2	sig1	100	100	36	94
200	150	0.6	0.2	bsln	94	94	36	94
200	150	0.6	0.2	sig2	100	100	36	94
200	150	0.6	0.2	big2	100	100	36	94
200	150	0.6	0.2	s2or	94	94	36	94
250	150	0.6	0.2	raw	100	100	36	94
250	150	0.6	0.2	sig1	100	100	36	94
250	150	0.6	0.2	bsln	94	94	36	94
250	150	0.6	0.2	sig2	100	100	36	94
250	150	0.6	0.2	big2	100	100	36	94
250	150	0.6	0.2	s2or	94	94	36	94
300	150	0.6	0.2	raw	100	100	36	94
300	150	0.6	0.2	sig1	100	100	36	94
300	150	0.6	0.2	bsln	94	94	36	94
300	150	0.6	0.2	sig2	100	100	36	94
300	150	0.6	0.2	big2	100	100	36	94
300	150	0.6	0.2	s2or	94	94	36	94
350	150	0.6	0.2	raw	100	100	36	94
350	150	0.6	0.2	sig1	100	100	36	94
350	150	0.6	0.2	bsln	94	94	36	94
350	150	0.6	0.2	sig2	100	100	36	94
350	150	0.6	0.2	big2	100	100	36	94
350	150	0.6	0.2	s2or	94	94	36	94
400	150	0.6	0.2	raw	100	100	36	94
400	150	0.6	0.2	sig1	100	100	36	94
400	150	0.6	0.2	bsln	94	94	36	94
400	150	0.6	0.2	sig2	100	100	36	94
400	150	0.6	0.2	big2	100	100	36	94
400	150	0.6	0.2	s2or	94	94	36	94
450	150	0.6	0.2	raw	100	100	36	94
450	150	0.6	0.2	sig1	100	100	36	94
450	150	0.6	0.2	bsln	94	94	36	94
450	150	0.6	0.2	sig2	100	100	36	94
450	150	0.6	0.2	big2	100	100	36	94
450	150	0.6	0.2	s2or	94	94	36	94
500	150	0.6	0.2	raw	100	100	36	94
500	150	0.6	0.2	sig1	100	100	36	94
500	150	0.6	0.2	bsln	94	94	36	94
500	150	0.6	0.2	sig2	100	100	36	94
500	150	0.6	0.2	big2	100	100	36	94
500	150	0.6	0.2	s2or	94	94	36	94
20	200	0.6	0.2	raw	100	43	44	88
20	200	0.6	0.2	sig1	43	43	17	40
20	200	0.6	0.2	bsln	40	40	17	40
20	200	0.6	0.2	sig2	100	43	44	88
20	200	0.6	0.2	big2	43	43	17	40
20	200	0.6	0.2	s2or	40	40	17	40
50	200	0.6	0.2	raw	100	85	44	95
50	200	0.6	0.2	sig1	85	85	39	80
50	200	0.6	0.2	bsln	80	80	39	80
50	200	0.6	0.2	sig2	100	85	44	95
50	200	0.6	0.2	big2	85	85	39	80
50	200	0.6	0.2	s2or	80	80	39	80
100	200	0.6	0.2	raw	100	99	44	95
100	200	0.6	0.2	sig1	99	99	44	94
100	200	0.6	0.2	bsln	94	94	44	94
100	200	0.6	0.2	sig2	100	99	44	95
100	200	0.6	0.2	big2	99	99	44	94
100	200	0.6	0.2	s2or	94	94	44	94
150	200	0.6	0.2	raw	100	100	44	95
150	200	0.6	0.2	sig1	100	100	44	95
150	200	0.6	0.2	bsln	95	95	44	95
150	200	0.6	0.2	sig2	100	100	44	95
150	200	0.6	0.2	big2	100	100	44	95
150	200	0.6	0.2	s2or	95	95	44	95
200	200	0.6	0.2	raw	100	100	44	95
200	200	0.6	0.2	sig1	100	100	44	95
200	200	0.6	0.2	bsln	95	95	44	95
200	200	0.6	0.2	sig2	100	100	44	95
200	200	0.6	0.2	big2	100	100	44	95
200	200	0.6	0.2	s2or	95	95	44	95
250	200	0.6	0.2	raw	100	100	44	95
250	200	0.6	0.2	sig1	100	100	44	95
250	200	0.6	0.2	bsln	95	95	44	95
250	200	0.6	0.2	sig2	100	100	44	95
250	200	0.6	0.2	big2	100	100	44	95
250	200	0.6	0.2	s2or	95	95	44	95
300	200	0.6	0.2	raw	100	100	44	95
300	200	0.6	0.2	sig1	100	100	44	95
300	200	0.6	0.2	bsln	95	95	44	95
300	200	0.6	0.2	sig2	100	100	44	95
300	200	0.6	0.2	big2	100	100	44	95
300	200	0.6	0.2	s2or	95	95	44	95
350	200	0.6	0.2	raw	100	100	44	95
350	200	0.6	0.2	sig1	100	100	44	95
350	200	0.6	0.2	bsln	95	95	44	95
350	200	0.6	0.2	sig2	100	100	44	95
350	200	0.6	0.2	big2	100	100	44	95
350	200	0.6	0.2	s2or	95	95	44	95
400	200	0.6	0.2	raw	100	100	44	95
400	200	0.6	0.2	sig1	100	100	44	95
400	200	0.6	0.2	bsln	95	95	44	95
400	200	0.6	0.2	sig2	100	100	44	95
400	200	0.6	0.2	big2	100	100	44	95
400	200	0.6	0.2	s2or	95	95	44	95
450	200	0.6	0.2	raw	100	100	44	95
450	200	0.6	0.2	sig1	100	100	44	95
450	200	0.6	0.2	bsln	95	95	44	95
450	200	0.6	0.2	sig2	100	100	44	95
450	200	0.6	0.2	big2	100	100	44	95
450	200	0.6	0.2	s2or	95	95	44	95
500	200	0.6	0.2	raw	100	100	44	95
500	200	0.6	0.2	sig1	100	100	44	95
500	200	0.6	0.2	bsln	95	95	44	95
500	200	0.6	0.2	sig2	100	100	44	95
500	200	0.6	0.2	big2	100	100	44	95
500	200	0.6	0.2	s2or	95	95	44	95
20	250	0.6	0.2	raw	100	43	65	93
20	250	0.6	0.2	sig1	43	43	26	43
20	250	0.6	0.2	bsln	43	43	26	43
20	250	0.6	0.2	sig2	100	43	65	93
20	250	0.6	0.2	big2	43	43	26	43
20	250	0.6	0.2	s2or	43	43	26	43
50	250	0.6	0.2	raw	100	85	65	100
50	250	0.6	0.2	sig1	85	85	54	85
50	250	0.6	0.2	bsln	85	85	54	85
50	250	0.6	0.2	sig2	100	85	65	100
50	250	0.6	0.2	big2	85	85	54	85
50	250	0.6	0.2	s2or	85	85	54	85
100	250	0.6	0.2	raw	100	99	65	100
100	250	0.6	0.2	sig1	99	99	64	99
100	250	0.6	0.2	bsln	99	99	64	99
100	250	0.6	0.2	sig2	100	99	65	100
100	250	0.6	0.2	big2	99	99	64	99
100	250	0.6	0.2	s2or	99	99	64	99
150	250	0.6	0.2	raw	100	100	65	100
150	250	0.6	0.2	sig1	100	100	65	100
150	250	0.6	0.2	bsln	100	100	65	100
150	250	0.6	0.2	sig2	100	100	65	100
150	250	0.6	0.2	big2	100	100	65	100
150	250	0.6	0.2	s2or	100	100	65	100
200	250	0.6	0.2	raw	100	100	65	100
200	250	0.6	0.2	sig1	100	100	65	100
200	250	0.6	0.2	bsln	100	100	65	100
200	250	0.6	0.2	sig2	100	100	65	100
200	250	0.6	0.2	big2	100	100	65	100
200	250	0.6	0.2	s2or	100	100	65	100
250	250	0.6	0.2	raw	100	100	65	100
250	250	0.6	0.2	sig1	100	100	65	100
250	250	0.6	0.2	bsln	100	100	65	100
250	250	0.6	0.2	sig2	100	100	65	100
250	250	0.6	0.2	big2	100	100	65	100
250	250	0.6	0.2	s2or	100	100	65	100
300	250	0.6	0.2	raw	100	100	65	100
300	250	0.6	0.2	sig1	100	100	65	100
300	250	0.6	0.2	bsln	100	100	65	100
300	250	0.6	0.2	sig2	100	100	65	100
300	250	0.6	0.2	big2	100	100	65	100
300	250	0.6	0.2	s2or	100	100	65	100
350	250	0.6	0.2	raw	100	100	65	100
350	250	0.6	0.2	sig1	100	100	65	100
350	250	0.6	0.2	bsln	100	100	65	100
350	250	0.6	0.2	sig2	100	100	65	100
350	250	0.6	0.2	big2	100	100	65	100
350	250	0.6	0.2	s2or	100	100	65	100
400	250	0.6	0.2	raw	100	100	65	100
400	250	0.6	0.2	sig1	100	100	65	100
400	250	0.6	0.2	bsln	100	100	65	100
400	250	0.6	0.2	sig2	100	100	65	100
400	250	0.6	0.2	big2	100	100	65	100
400	250	0.6	0.2	s2or	100	100	65	100
450	250	0.6	0.2	raw	100	100	65	100
450	250	0.6	0.2	sig1	100	100	65	100
450	250	0.6	0.2	bsln	100	100	65	100
450	250	0.6	0.2	sig2	100	100	65	100
450	250	0.6	0.2	big2	100	100	65	100
450	250	0.6	0.2	s2or	100	100	65	100
500	250	0.6	0.2	raw	100	100	65	100
500	250	0.6	0.2	sig1	100	100	65	100
500	250	0.6	0.2	bsln	100	100	65	100
500	250	0.6	0.2	sig2	100	100	65	100
500	250	0.6	0.2	big2	100	100	65	100
500	250	0.6	0.2	s2or	100	100	65	100
20	300	0.6	0.2	raw	100	43	59	91
20	300	0.6	0.2	sig1	43	43	24	42
20	300	0.6	0.2	bsln	42	42	24	42
20	300	0.6	0.2	sig2	100	43	59	91
20	300	0.6	0.2	big2	43	43	24	42
20	300	0.6	0.2	s2or	42	42	24	42
50	300	0.6	0.2	raw	100	85	59	98
50	300	0.6	0.2	sig1	85	85	50	83
50	300	0.6	0.2	bsln	83	83	50	83
50	300	0.6	0.2	sig2	100	85	59	98
50	300	0.6	0.2	big2	85	85	50	83
50	300	0.6	0.2	s2or	83	83	50	83
100	300	0.6	0.2	raw	100	99	59	98
100	300	0.6	0.2	sig1	99	99	59	97
100	300	0.6	0.2	bsln	97	97	59	97
100	300	0.6	0.2	sig2	100	99	59	98
100	300	0.6	0.2	big2	99	99	59	97
100	300	0.6	0.2	s2or	97	97	59	97
150	300	0.6	0.2	raw	100	100	59	98
150	300	0.6	0.2	sig1	100	100	59	98
150	300	0.6	0.2	bsln	98	98	59	98
150	300	0.6	0.2	sig2	100	100	59	98
150	300	0.6	0.2	big2	100	100	59	98
150	300	0.6	0.2	s2or	98	98	59	98
200	300	0.6	0.2	raw	100	100	59	98
200	300	0.6	0.2	sig1	100	100	59	98
200	300	0.6	0.2	bsln	98	98	59	98
200	300	0.6	0.2	sig2	100	100	59	98
200	300	0.6	0.2	big2	100	100	59	98
200	300	0.6	0.2	s2or	98	98	59	98
250	300	0.6	0.2	raw	100	100	59	98
250	300	0.6	0.2	sig1	100	100	59	98
250	300	0.6	0.2	bsln	98	98	59	98
250	300	0.6	0.2	sig2	100	100	59	98
250	300	0.6	0.2	big2	100	100	59	98
250	300	0.6	0.2	s2or	98	98	59	98
300	300	0.6	0.2	raw	100	100	59	98
300	300	0.6	0.2	sig1	100	100	59	98
300	300	0.6	0.2	bsln	98	98	59	98
300	300	0.6	0.2	sig2	100	100	59	98
300	300	0.6	0.2	big2	100	100	59	98
300	300	0.6	0.2	s2or	98	98	59	98
350	300	0.6	0.2	raw	100	100	59	98
350	300	0.6	0.2	sig1	100	100	59	98
350	300	0.6	0.2	bsln	98	98	59	98
350	300	0.6	0.2	sig2	100	100	59	98
350	300	0.6	0.2	big2	100	100	59	98
350	300	0.6	0.2	s2or	98	98	59	98
400	300	0.6	0.2	raw	100	100	59	98
400	300	0.6	0.2	sig1	100	100	59	98
400	300	0.6	0.2	bsln	98	98	59	98
400	300	0.6	0.2	sig2	100	100	59	98
400	300	0.6	0.2	big2	100	100	59	98
400	300	0.6	0.2	s2or	98	98	59	98
450	300	0.6	0.2	raw	100	100	59	98
450	300	0.6	0.2	sig1	100	100	59	98
450	300	0.6	0.2	bsln	98	98	59	98
450	300	0.6	0.2	sig2	100	100	59	98
450	300	0.6	0.2	big2	100	100	59	98
450	300	0.6	0.2	s2or	98	98	59	98
500	300	0.6	0.2	raw	100	100	59	98
500	300	0.6	0.2	sig1	100	100	59	98
500	300	0.6	0.2	bsln	98	98	59	98
500	300	0.6	0.2	sig2	100	100	59	98
500	300	0.6	0.2	big2	100	100	59	98
500	300	0.6	0.2	s2or	98	98	59	98
20	350	0.6	0.2	raw	100	43	71	91
20	350	0.6	0.2	sig1	43	43	31	43
20	350	0.6	0.2	bsln	43	43	31	43
20	350	0.6	0.2	sig2	100	43	71	91
20	350	0.6	0.2	big2	43	43	31	43
20	350	0.6	0.2	s2or	43	43	31	43
50	350	0.6	0.2	raw	100	85	71	98
50	350	0.6	0.2	sig1	85	85	60	83
50	350	0.6	0.2	bsln	83	83	60	83
50	350	0.6	0.2	sig2	100	85	71	98
50	350	0.6	0.2	big2	85	85	60	83
50	350	0.6	0.2	s2or	83	83	60	83
100	350	0.6	0.2	raw	100	99	71	98
100	350	0.6	0.2	sig1	99	99	71	97
100	350	0.6	0.2	bsln	97	97	71	97
100	350	0.6	0.2	sig2	100	99	71	98
100	350	0.6	0.2	big2	99	99	71	97
100	350	0.6	0.2	s2or	97	97	71	97
150	350	0.6	0.2	raw	100	100	71	98
150	350	0.6	0.2	sig1	100	100	71	98
150	350	0.6	0.2	bsln	98	98	71	98
150	350	0.6	0.2	sig2	100	100	71	98
150	350	0.6	0.2	big2	100	100	71	98
150	350	0.6	0.2	s2or	98	98	71	98
200	350	0.6	0.2	raw	100	100	71	98
200	350	0.6	0.2	sig1	100	100	71	98
200	350	0.6	0.2	bsln	98	98	71	98
200	350	0.6	0.2	sig2	100	100	71	98
200	350	0.6	0.2	big2	100	100	71	98
200	350	0.6	0.2	s2or	98	98	71	98
250	350	0.6	0.2	raw	100	100	71	98
250	350	0.6	0.2	sig1	100	100	71	98
250	350	0.6	0.2	bsln	98	98	71	98
250	350	0.6	0.2	sig2	100	100	71	98
250	350	0.6	0.2	big2	100	100	71	98
250	350	0.6	0.2	s2or	98	98	71	98
300	350	0.6	0.2	raw	100	100	71	98
300	350	0.6	0.2	sig1	100	100	71	98
300	350	0.6	0.2	bsln	98	98	71	98
300	350	0.6	0.2	sig2	100	100	71	98
300	350	0.6	0.2	big2	100	100	71	98
300	350	0.6	0.2	s2or	98	98	71	98
350	350	0.6	0.2	raw	100	100	71	98
350	350	0.6	0.2	sig1	100	100	71	98
350	350	0.6	0.2	bsln	98	98	71	98
350	350	0.6	0.2	sig2	100	100	71	98
350	350	0.6	0.2	big2	100	100	71	98
350	350	0.6	0.2	s2or	98	98	71	98
400	350	0.6	0.2	raw	100	100	71	98
400	350	0.6	0.2	sig1	100	100	71	98
400	350	0.6	0.2	bsln	98	98	71	98
400	350	0.6	0.2	sig2	100	100	71	98
400	350	0.6	0.2	big2	100	100	71	98
400	350	0.6	0.2	s2or	98	98	71	98
450	350	0.6	0.2	raw	100	100	71	98
450	350	0.6	0.2	sig1	100	100	71	98
450	350	0.6	0.2	bsln	98	98	71	98
450	350	0.6	0.2	sig2	100	100	71	98
450	350	0.6	0.2	big2	100	100	71	98
450	350	0.6	0.2	s2or	98	98	71	98
500	350	0.6	0.2	raw	100	100	71	98
500	350	0.6	0.2	sig1	100	100	71	98
500	350	0.6	0.2	bsln	98	98	71	98
500	350	0.6	0.2	sig2	100	100	71	98
500	350	0.6	0.2	big2	100	100	71	98
500	350	0.6	0.2	s2or	98	98	71	98
20	400	0.6	0.2	raw	100	43	79	93
20	400	0.6	0.2	sig1	43	43	33	43
20	400	0.6	0.2	bsln	43	43	33	43
20	400	0.6	0.2	sig2	100	43	79	93
20	400	0.6	0.2	big2	43	43	33	43
20	400	0.6	0.2	s2or	43	43	33	43
50	400	0.6	0.2	raw	100	85	79	100
50	400	0.6	0.2	sig1	85	85	67	85
50	400	0.6	0.2	bsln	85	85	67	85
50	400	0.6	0.2	sig2	100	85	79	100
50	400	0.6	0.2	big2	85	85	67	85
50	400	0.6	0.2	s2or	85	85	67	85
100	400	0.6	0.2	raw	100	99	79	100
100	400	0.6	0.2	sig1	99	99	78	99
100	400	0.6	0.2	bsln	99	99	78	99
100	400	0.6	0.2	sig2	100	99	79	100
100	400	0.6	0.2	big2	99	99	78	99
100	400	0.6	0.2	s2or	99	99	78	99
150	400	0.6	0.2	raw	100	100	79	100
150	400	0.6	0.2	sig1	100	100	79	100
150	400	0.6	0.2	bsln	100	100	79	100
150	400	0.6	0.2	sig2	100	100	79	100
150	400	0.6	0.2	big2	100	100	79	100
150	400	0.6	0.2	s2or	100	100	79	100
200	400	0.6	0.2	raw	100	100	79	100
200	400	0.6	0.2	sig1	100	100	79	100
200	400	0.6	0.2	bsln	100	100	79	100
200	400	0.6	0.2	sig2	100	100	79	100
200	400	0.6	0.2	big2	100	100	79	100
200	400	0.6	0.2	s2or	100	100	79	100
250	400	0.6	0.2	raw	100	100	79	100
250	400	0.6	0.2	sig1	100	100	79	100
250	400	0.6	0.2	bsln	100	100	79	100
250	400	0.6	0.2	sig2	100	100	79	100
250	400	0.6	0.2	big2	100	100	79	100
250	400	0.6	0.2	s2or	100	100	79	100
300	400	0.6	0.2	raw	100	100	79	100
300	400	0.6	0.2	sig1	100	100	79	100
300	400	0.6	0.2	bsln	100	100	79	100
300	400	0.6	0.2	sig2	100	100	79	100
300	400	0.6	0.2	big2	100	100	79	100
300	400	0.6	0.2	s2or	100	100	79	100
350	400	0.6	0.2	raw	100	100	79	100
350	400	0.6	0.2	sig1	100	100	79	100
350	400	0.6	0.2	bsln	100	100	79	100
350	400	0.6	0.2	sig2	100	100	79	100
350	400	0.6	0.2	big2	100	100	79	100
350	400	0.6	0.2	s2or	100	100	79	100
400	400	0.6	0.2	raw	100	100	79	100
400	400	0.6	0.2	sig1	100	100	79	100
400	400	0.6	0.2	bsln	100	100	79	100
400	400	0.6	0.2	sig2	100	100	79	100
400	400	0.6	0.2	big2	100	100	79	100
400	400	0.6	0.2	s2or	100	100	79	100
450	400	0.6	0.2	raw	100	100	79	100
450	400	0.6	0.2	sig1	100	100	79	100
450	400	0.6	0.2	bsln	100	100	79	100
450	400	0.6	0.2	sig2	100	100	79	100
450	400	0.6	0.2	big2	100	100	79	100
450	400	0.6	0.2	s2or	100	100	79	100
500	400	0.6	0.2	raw	100	100	79	100
500	400	0.6	0.2	sig1	100	100	79	100
500	400	0.6	0.2	bsln	100	100	79	100
500	400	0.6	0.2	sig2	100	100	79	100
500	400	0.6	0.2	big2	100	100	79	100
500	400	0.6	0.2	s2or	100	100	79	100
20	450	0.6	0.2	raw	100	43	87	93
20	450	0.6	0.2	sig1	43	43	38	43
20	450	0.6	0.2	bsln	43	43	38	43
20	450	0.6	0.2	sig2	100	43	87	93
20	450	0.6	0.2	big2	43	43	38	43
20	450	0.6	0.2	s2or	43	43	38	43
50	450	0.6	0.2	raw	100	85	87	100
50	450	0.6	0.2	sig1	85	85	75	85
50	450	0.6	0.2	bsln	85	85	75	85
50	450	0.6	0.2	sig2	100	85	87	100
50	450	0.6	0.2	big2	85	85	75	85
50	450	0.6	0.2	s2or	85	85	75	85
100	450	0.6	0.2	raw	100	99	87	100
100	450	0.6	0.2	sig1	99	99	86	99
100	450	0.6	0.2	bsln	99	99	86	99
100	450	0.6	0.2	sig2	100	99	87	100
100	450	0.6	0.2	big2	99	99	86	99
100	450	0.6	0.2	s2or	99	99	86	99
150	450	0.6	0.2	raw	100	100	87	100
150	450	0.6	0.2	sig1	100	100	87	100
150	450	0.6	0.2	bsln	100	100	87	100
150	450	0.6	0.2	sig2	100	100	87	100
150	450	0.6	0.2	big2	100	100	87	100
150	450	0.6	0.2	s2or	100	100	87	100
200	450	0.6	0.2	raw	100	100	87	100
200	450	0.6	0.2	sig1	100	100	87	100
200	450	0.6	0.2	bsln	100	100	87	100
200	450	0.6	0.2	sig2	100	100	87	100
200	450	0.6	0.2	big2	100	100	87	100
200	450	0.6	0.2	s2or	100	100	87	100
250	450	0.6	0.2	raw	100	100	87	100
250	450	0.6	0.2	sig1	100	100	87	100
250	450	0.6	0.2	bsln	100	100	87	100
250	450	0.6	0.2	sig2	100	100	87	100
250	450	0.6	0.2	big2	100	100	87	100
250	450	0.6	0.2	s2or	100	100	87	100
300	450	0.6	0.2	raw	100	100	87	100
300	450	0.6	0.2	sig1	100	100	87	100
300	450	0.6	0.2	bsln	100	100	87	100
300	450	0.6	0.2	sig2	100	100	87	100
300	450	0.6	0.2	big2	100	100	87	100
300	450	0.6	0.2	s2or	100	100	87	100
350	450	0.6	0.2	raw	100	100	87	100
350	450	0.6	0.2	sig1	100	100	87	100
350	450	0.6	0.2	bsln	100	100	87	100
350	450	0.6	0.2	sig2	100	100	87	100
350	450	0.6	0.2	big2	100	100	87	100
350	450	0.6	0.2	s2or	100	100	87	100
400	450	0.6	0.2	raw	100	100	87	100
400	450	0.6	0.2	sig1	100	100	87	100
400	450	0.6	0.2	bsln	100	100	87	100
400	450	0.6	0.2	sig2	100	100	87	100
400	450	0.6	0.2	big2	100	100	87	100
400	450	0.6	0.2	s2or	100	100	87	100
450	450	0.6	0.2	raw	100	100	87	100
450	450	0.6	0.2	sig1	100	100	87	100
450	450	0.6	0.2	bsln	100	100	87	100
450	450	0.6	0.2	sig2	100	100	87	100
450	450	0.6	0.2	big2	100	100	87	100
450	450	0.6	0.2	s2or	100	100	87	100
500	450	0.6	0.2	raw	100	100	87	100
500	450	0.6	0.2	sig1	100	100	87	100
500	450	0.6	0.2	bsln	100	100	87	100
500	450	0.6	0.2	sig2	100	100	87	100
500	450	0.6	0.2	big2	100	100	87	100
500	450	0.6	0.2	s2or	100	100	87	100
20	500	0.6	0.2	raw	100	43	88	93
20	500	0.6	0.2	sig1	43	43	39	43
20	500	0.6	0.2	bsln	43	43	39	43
20	500	0.6	0.2	sig2	100	43	88	93
20	500	0.6	0.2	big2	43	43	39	43
20	500	0.6	0.2	s2or	43	43	39	43
50	500	0.6	0.2	raw	100	85	88	100
50	500	0.6	0.2	sig1	85	85	75	85
50	500	0.6	0.2	bsln	85	85	75	85
50	500	0.6	0.2	sig2	100	85	88	100
50	500	0.6	0.2	big2	85	85	75	85
50	500	0.6	0.2	s2or	85	85	75	85
100	500	0.6	0.2	raw	100	99	88	100
100	500	0.6	0.2	sig1	99	99	87	99
100	500	0.6	0.2	bsln	99	99	87	99
100	500	0.6	0.2	sig2	100	99	88	100
100	500	0.6	0.2	big2	99	99	87	99
100	500	0.6	0.2	s2or	99	99	87	99
150	500	0.6	0.2	raw	100	100	88	100
150	500	0.6	0.2	sig1	100	100	88	100
150	500	0.6	0.2	bsln	100	100	88	100
150	500	0.6	0.2	sig2	100	100	88	100
150	500	0.6	0.2	big2	100	100	88	100
150	500	0.6	0.2	s2or	100	100	88	100
200	500	0.6	0.2	raw	100	100	88	100
200	500	0.6	0.2	sig1	100	100	88	100
200	500	0.6	0.2	bsln	100	100	88	100
200	500	0.6	0.2	sig2	100	100	88	100
200	500	0.6	0.2	big2	100	100	88	100
200	500	0.6	0.2	s2or	100	100	88	100
250	500	0.6	0.2	raw	100	100	88	100
250	500	0.6	0.2	sig1	100	100	88	100
250	500	0.6	0.2	bsln	100	100	88	100
250	500	0.6	0.2	sig2	100	100	88	100
250	500	0.6	0.2	big2	100	100	88	100
250	500	0.6	0.2	s2or	100	100	88	100
300	500	0.6	0.2	raw	100	100	88	100
300	500	0.6	0.2	sig1	100	100	88	100
300	500	0.6	0.2	bsln	100	100	88	100
300	500	0.6	0.2	sig2	100	100	88	100
300	500	0.6	0.2	big2	100	100	88	100
300	500	0.6	0.2	s2or	100	100	88	100
350	500	0.6	0.2	raw	100	100	88	100
350	500	0.6	0.2	sig1	100	100	88	100
350	500	0.6	0.2	bsln	100	100	88	100
350	500	0.6	0.2	sig2	100	100	88	100
350	500	0.6	0.2	big2	100	100	88	100
350	500	0.6	0.2	s2or	100	100	88	100
400	500	0.6	0.2	raw	100	100	88	100
400	500	0.6	0.2	sig1	100	100	88	100
400	500	0.6	0.2	bsln	100	100	88	100
400	500	0.6	0.2	sig2	100	100	88	100
400	500	0.6	0.2	big2	100	100	88	100
400	500	0.6	0.2	s2or	100	100	88	100
450	500	0.6	0.2	raw	100	100	88	100
450	500	0.6	0.2	sig1	100	100	88	100
450	500	0.6	0.2	bsln	100	100	88	100
450	500	0.6	0.2	sig2	100	100	88	100
450	500	0.6	0.2	big2	100	100	88	100
450	500	0.6	0.2	s2or	100	100	88	100
500	500	0.6	0.2	raw	100	100	88	100
500	500	0.6	0.2	sig1	100	100	88	100
500	500	0.6	0.2	bsln	100	100	88	100
500	500	0.6	0.2	sig2	100	100	88	100
500	500	0.6	0.2	big2	100	100	88	100
500	500	0.6	0.2	s2or	100	100	88	100
20	20	0.7	0.2	raw	100	57	6	69
20	20	0.7	0.2	sig1	57	57	3	32
20	20	0.7	0.2	bsln	32	32	3	32
20	20	0.7	0.2	sig2	100	57	6	69
20	20	0.7	0.2	big2	57	57	3	32
20	20	0.7	0.2	s2or	32	32	3	32
50	20	0.7	0.2	raw	100	96	6	67
50	20	0.7	0.2	sig1	96	96	6	64
50	20	0.7	0.2	bsln	64	64	6	64
50	20	0.7	0.2	sig2	100	96	6	67
50	20	0.7	0.2	big2	96	96	6	64
50	20	0.7	0.2	s2or	64	64	6	64
100	20	0.7	0.2	raw	100	99	6	67
100	20	0.7	0.2	sig1	99	99	6	67
100	20	0.7	0.2	bsln	67	67	6	67
100	20	0.7	0.2	sig2	100	99	6	67
100	20	0.7	0.2	big2	99	99	6	67
100	20	0.7	0.2	s2or	67	67	6	67
150	20	0.7	0.2	raw	100	100	6	67
150	20	0.7	0.2	sig1	100	100	6	67
150	20	0.7	0.2	bsln	67	67	6	67
150	20	0.7	0.2	sig2	100	100	6	67
150	20	0.7	0.2	big2	100	100	6	67
150	20	0.7	0.2	s2or	67	67	6	67
200	20	0.7	0.2	raw	100	100	6	67
200	20	0.7	0.2	sig1	100	100	6	67
200	20	0.7	0.2	bsln	67	67	6	67
200	20	0.7	0.2	sig2	100	100	6	67
200	20	0.7	0.2	big2	100	100	6	67
200	20	0.7	0.2	s2or	67	67	6	67
250	20	0.7	0.2	raw	100	100	6	67
250	20	0.7	0.2	sig1	100	100	6	67
250	20	0.7	0.2	bsln	67	67	6	67
250	20	0.7	0.2	sig2	100	100	6	67
250	20	0.7	0.2	big2	100	100	6	67
250	20	0.7	0.2	s2or	67	67	6	67
300	20	0.7	0.2	raw	100	100	6	67
300	20	0.7	0.2	sig1	100	100	6	67
300	20	0.7	0.2	bsln	67	67	6	67
300	20	0.7	0.2	sig2	100	100	6	67
300	20	0.7	0.2	big2	100	100	6	67
300	20	0.7	0.2	s2or	67	67	6	67
350	20	0.7	0.2	raw	100	100	6	67
350	20	0.7	0.2	sig1	100	100	6	67
350	20	0.7	0.2	bsln	67	67	6	67
350	20	0.7	0.2	sig2	100	100	6	67
350	20	0.7	0.2	big2	100	100	6	67
350	20	0.7	0.2	s2or	67	67	6	67
400	20	0.7	0.2	raw	100	100	6	67
400	20	0.7	0.2	sig1	100	100	6	67
400	20	0.7	0.2	bsln	67	67	6	67
400	20	0.7	0.2	sig2	100	100	6	67
400	20	0.7	0.2	big2	100	100	6	67
400	20	0.7	0.2	s2or	67	67	6	67
450	20	0.7	0.2	raw	100	100	6	67
450	20	0.7	0.2	sig1	100	100	6	67
450	20	0.7	0.2	bsln	67	67	6	67
450	20	0.7	0.2	sig2	100	100	6	67
450	20	0.7	0.2	big2	100	100	6	67
450	20	0.7	0.2	s2or	67	67	6	67
500	20	0.7	0.2	raw	100	100	6	67
500	20	0.7	0.2	sig1	100	100	6	67
500	20	0.7	0.2	bsln	67	67	6	67
500	20	0.7	0.2	sig2	100	100	6	67
500	20	0.7	0.2	big2	100	100	6	67
500	20	0.7	0.2	s2or	67	67	6	67
20	50	0.7	0.2	raw	100	57	17	89
20	50	0.7	0.2	sig1	57	57	8	51
20	50	0.7	0.2	bsln	51	51	8	51
20	50	0.7	0.2	sig2	100	57	17	89
20	50	0.7	0.2	big2	57	57	8	51
