n2	near	d1	prop.true	rwfpr	rwfnr
500	0.3	0.3	0.1	0.814437494067624	0.0299005915599187
50	0.3	0.4	0.1	0.679362900444707	0.0536224923600488
100	0.3	0.4	0.1	0.728172285334	0.0445576220018689
150	0.3	0.4	0.1	0.752056879130956	0.0357956096444038
200	0.3	0.4	0.1	0.760024183573117	0.0283117438276361
250	0.3	0.4	0.1	0.759300485324609	0.0224514096508295
300	0.3	0.4	0.1	0.759989226889785	0.0182286818815783
350	0.3	0.4	0.1	0.76446055964826	0.0152652470148782
400	0.3	0.4	0.1	0.772907260431404	0.0135301552716117
450	0.3	0.4	0.1	0.783504533210457	0.012748557989746
500	0.3	0.4	0.1	0.797331592061059	0.0125443590202934
50	0.3	0.5	0.1	0.631133295567816	0.0381728471345018
100	0.3	0.5	0.1	0.693786351485672	0.0290298340051128
150	0.3	0.5	0.1	0.726459451322045	0.0208223487543715
200	0.3	0.5	0.1	0.73985855388408	0.0145558083679732
250	0.3	0.5	0.1	0.742742087433499	0.010290407413036
300	0.3	0.5	0.1	0.746800003334006	0.00799651389743815
350	0.3	0.5	0.1	0.754304316771948	0.0069058919984867
400	0.3	0.5	0.1	0.764846400475594	0.00640555932241272
450	0.3	0.5	0.1	0.776684634116371	0.0062128869621525
500	0.3	0.5	0.1	0.791443198524535	0.00624629842094012
50	0.3	0.6	0.1	0.575458091719999	0.0162872377230549
100	0.3	0.6	0.1	0.660083400644701	0.0116625143509427
150	0.3	0.6	0.1	0.705317010528298	0.00724501512763963
200	0.3	0.6	0.1	0.724939145733717	0.00361483156897096
250	0.3	0.6	0.1	0.731127372983784	0.00123926641091833
300	0.3	0.6	0.1	0.737080937295362	7.84167838127968e-05
350	0.3	0.6	0.1	0.746238985585207	0
400	0.3	0.6	0.1	0.757836527387781	0
450	0.3	0.6	0.1	0.770391327873865	0
500	0.3	0.6	0.1	0.785760150263213	0
50	0.3	0.7	0.1	0.569372634430797	0.0135677645941253
100	0.3	0.7	0.1	0.65337511512628	0.00791206023852963
150	0.3	0.7	0.1	0.69937378526732	0.00320924804065191
200	0.3	0.7	0.1	0.72067899225598	0.000361355722741227
250	0.3	0.7	0.1	0.729581359205122	0
300	0.3	0.7	0.1	0.736986709012241	0
350	0.3	0.7	0.1	0.746238985585207	0
400	0.3	0.7	0.1	0.757836527387781	0
450	0.3	0.7	0.1	0.770391327873865	0
500	0.3	0.7	0.1	0.785907692274558	0.000164306662291709
50	0.3	0.8	0.1	0.555198971760599	0.00694032566247506
100	0.3	0.8	0.1	0.646488287042998	0.00395014189639479
150	0.3	0.8	0.1	0.696899331929783	0.00149882323678592
200	0.3	0.8	0.1	0.720290716593747	6.1852067043476e-05
250	0.3	0.8	0.1	0.729581359205122	0
300	0.3	0.8	0.1	0.736986709012241	0
350	0.3	0.8	0.1	0.746238985585207	0
400	0.3	0.8	0.1	0.757836527387781	0
450	0.3	0.8	0.1	0.770391327873865	0
500	0.3	0.8	0.1	0.785842599989741	9.18324443352197e-05
50	0.3	0.9	0.1	0.546927223769536	0.0028701566455127
100	0.3	0.9	0.1	0.642608390678344	0.00166639420248934
150	0.3	0.9	0.1	0.695696029184297	0.000660525115591355
200	0.3	0.9	0.1	0.720282928524988	5.58394549174399e-05
250	0.3	0.9	0.1	0.729581359205122	0
300	0.3	0.9	0.1	0.736986709012241	0
350	0.3	0.9	0.1	0.746238985585207	0
400	0.3	0.9	0.1	0.757836527387781	0
450	0.3	0.9	0.1	0.770391327873865	0
500	0.3	0.9	0.1	0.785792874783732	3.64528720075173e-05
50	0.3	1	0.1	0.545620314956045	0.00221267869632915
100	0.3	1	0.1	0.641897886740699	0.00124404906099259
150	0.3	1	0.1	0.695410325355123	0.000460851911418289
200	0.3	1	0.1	0.720222010405133	8.80193985676685e-06
250	0.3	1	0.1	0.729581359205122	0
300	0.3	1	0.1	0.736986709012241	0
350	0.3	1	0.1	0.746238985585207	0
400	0.3	1	0.1	0.757836527387781	0
450	0.3	1	0.1	0.770391327873865	0
500	0.3	1	0.1	0.785786748896251	2.96294865566701e-05
50	0.1	0.1	0.15	0.78072625753584	0.14873213261203
100	0.1	0.1	0.15	0.831287782823335	0.148987692178185
150	0.1	0.1	0.15	0.802658088713579	0.145948309503795
200	0.1	0.1	0.15	0.722748821829333	0.137680613938387
250	0.1	0.1	0.15	0.631821913143989	0.128033626396921
300	0.1	0.1	0.15	0.622788948353268	0.122464875526807
350	0.1	0.1	0.15	0.672819881770555	0.12020357459141
400	0.1	0.1	0.15	0.698771283569958	0.115604103144915
450	0.1	0.1	0.15	0.674938885548936	0.100443374125528
500	0.1	0.1	0.15	0.638868495914975	0.0759601980390943
50	0.1	0.2	0.15	0.249420659695189	0.114197565377362
100	0.1	0.2	0.15	0.439317600447514	0.105827530203458
150	0.1	0.2	0.15	0.489995446674871	0.0966141530388578
200	0.1	0.2	0.15	0.456944363337786	0.0862208945862358
250	0.1	0.2	0.15	0.399384810423656	0.0737605525140882
300	0.1	0.2	0.15	0.40813513712907	0.0627257448349681
350	0.1	0.2	0.15	0.47322074700913	0.0530330269469178
400	0.1	0.2	0.15	0.532453947474348	0.0479678642804003
450	0.1	0.2	0.15	0.565653434557177	0.0483983585026876
500	0.1	0.2	0.15	0.596030043353734	0.0520680615953991
50	0.1	0.3	0.15	0.169069572777133	0.0883697789631433
100	0.1	0.3	0.15	0.323200133538542	0.0698850331287755
150	0.1	0.3	0.15	0.371397512809149	0.051708812937859
200	0.1	0.3	0.15	0.344468920534265	0.0350980207433995
250	0.1	0.3	0.15	0.306526228324666	0.0237223540873172
300	0.1	0.3	0.15	0.329559539041418	0.0164059771166776
350	0.1	0.3	0.15	0.405482326669938	0.0104908399971909
400	0.1	0.3	0.15	0.470615206464436	0.00600055917568741
450	0.1	0.3	0.15	0.502043514860836	0.00327389446243384
500	0.1	0.3	0.15	0.52710138590957	0.00173009771281118
50	0.1	0.4	0.15	0.135000314552243	0.067060318816014
100	0.1	0.4	0.15	0.272276308078977	0.0426550340299122
150	0.1	0.4	0.15	0.322849491156033	0.0214900769945011
200	0.1	0.4	0.15	0.306622104341326	0.007246628423737
250	0.1	0.4	0.15	0.278514919444401	0.000362211426243123
300	0.1	0.4	0.15	0.309761868970299	0
350	0.1	0.4	0.15	0.392366709708478	0
400	0.1	0.4	0.15	0.463290931562516	0
450	0.1	0.4	0.15	0.498175708112082	0
500	0.1	0.4	0.15	0.525387133574306	0.000232203023690657
50	0.1	0.5	0.15	0.110395026902107	0.0422994906548327
100	0.1	0.5	0.15	0.249720926655222	0.0263141479559073
150	0.1	0.5	0.15	0.312836539215061	0.0137949835235091
200	0.1	0.5	0.15	0.30585279336175	0.00659017739076608
250	0.1	0.5	0.15	0.282232966793874	0.00379850885388443
300	0.1	0.5	0.15	0.313662175666164	0.00344069188184351
350	0.1	0.5	0.15	0.397357945656455	0.00410029827720175
400	0.1	0.5	0.15	0.469362476448978	0.00499256893584856
450	0.1	0.5	0.15	0.505004194354888	0.00573189725972025
500	0.1	0.5	0.15	0.532525577866811	0.00637742063163862
50	0.1	0.6	0.15	0.0908036647327043	0.0112344063247101
100	0.1	0.6	0.15	0.227611870226259	0.0064284298456693
150	0.1	0.6	0.15	0.299540263136266	0.00256847926039464
200	0.1	0.6	0.15	0.298745808839677	0.000322509788866975
250	0.1	0.6	0.15	0.278130173660941	0
300	0.1	0.6	0.15	0.309761868970299	0
350	0.1	0.6	0.15	0.392366709708478	0
400	0.1	0.6	0.15	0.463290931562516	0
450	0.1	0.6	0.15	0.498175708112082	0
500	0.1	0.6	0.15	0.525252874381796	0.000114285413547594
50	0.1	0.7	0.15	0.0904615638514312	0.0105504766614756
100	0.1	0.7	0.15	0.227033820840737	0.00584453338934029
150	0.1	0.7	0.15	0.299118727043932	0.00219185959678689
200	0.1	0.7	0.15	0.298559656631032	0.000153241695806585
250	0.1	0.7	0.15	0.278130173660941	0
300	0.1	0.7	0.15	0.309761868970299	0
350	0.1	0.7	0.15	0.392366709708478	0
400	0.1	0.7	0.15	0.463290931562516	0
450	0.1	0.7	0.15	0.498175708112082	0
500	0.1	0.7	0.15	0.525252198376825	0.000113691466729936
50	0.1	0.8	0.15	0.0872590155503151	0.00383800249269984
100	0.1	0.8	0.15	0.223396191815211	0.00208440132132127
150	0.1	0.8	0.15	0.297521770684941	0.000752770791175386
200	0.1	0.8	0.15	0.298422046044401	2.79398050106122e-05
250	0.1	0.8	0.15	0.278130173660941	0
300	0.1	0.8	0.15	0.309761868970299	0
350	0.1	0.8	0.15	0.392366709708478	0
400	0.1	0.8	0.15	0.463290931562516	0
