near	d1	n2	fpr	fnr
0.1	0.1	50	0.0165085270104066	0.973726142845231
0.1	0.1	100	0.0501924634311953	0.942275349394776
0.1	0.1	150	0.074445571546117	0.896281726553694
0.1	0.1	200	0.0750522467480065	0.83685364610085
0.1	0.1	250	0.0679925847584566	0.775481325063402
0.1	0.1	300	0.079195652590947	0.728185563163153
0.1	0.1	350	0.11395225569847	0.685993468417809
0.1	0.1	400	0.152330616389497	0.627885847077748
0.1	0.1	450	0.175187534115444	0.521886026994309
0.1	0.1	500	0.19514254771146	0.374922967881097
0.1	0.2	50	0.0165085270104066	0.718485885683643
0.1	0.2	100	0.0501924634311953	0.637001777510119
0.1	0.2	150	0.074445571546117	0.560915057301018
0.1	0.2	200	0.0750522467480065	0.494556791093649
0.1	0.2	250	0.0679925847584566	0.420579327658256
0.1	0.2	300	0.079195652590947	0.34919994503344
0.1	0.2	350	0.11395225569847	0.281187735520529
0.1	0.2	400	0.152330616389497	0.242020937170737
0.1	0.2	450	0.175187534115444	0.237715955419968
0.1	0.2	500	0.19514254771146	0.250519127291185
0.1	0.3	50	0.0165085270104066	0.540235750296288
0.1	0.3	100	0.0501924634311953	0.404399696057662
0.1	0.3	150	0.074445571546117	0.285991076995733
0.1	0.3	200	0.0750522467480065	0.190653287130983
0.1	0.3	250	0.0679925847584566	0.1283309688768
0.1	0.3	300	0.079195652590947	0.0870324578088919
0.1	0.3	350	0.11395225569847	0.0532323005345123
0.1	0.3	400	0.152330616389497	0.0289974459108472
0.1	0.3	450	0.175187534115444	0.0153522390765986
0.1	0.3	500	0.19514254771146	0.00790440694131643
0.1	0.4	50	0.0165085270104066	0.400599417821888
0.1	0.4	100	0.0501924634311953	0.239808798285389
0.1	0.4	150	0.074445571546117	0.115186708164288
0.1	0.4	200	0.0750522467480065	0.0382595176904369
0.1	0.4	250	0.0679925847584566	0.00191366765143761
0.1	0.4	300	0.079195652590947	0
0.1	0.4	350	0.11395225569847	0
0.1	0.4	400	0.152330616389497	0
0.1	0.4	450	0.175187534115444	0
0.1	0.4	500	0.19514254771146	0.0010592911969666
0.1	0.5	50	0.0165085270104066	0.246152179240144
0.1	0.5	100	0.0501924634311953	0.145456700059006
0.1	0.5	150	0.074445571546117	0.0733641024311708
0.1	0.5	200	0.0750522467480065	0.0347707071645702
0.1	0.5	250	0.0679925847584566	0.0201378448210429
0.1	0.5	300	0.079195652590947	0.0180151407917528
0.1	0.5	350	0.11395225569847	0.0206721020079584
0.1	0.5	400	0.152330616389497	0.0241019349558286
0.1	0.5	450	0.175187534115444	0.0269449742644078
0.1	0.5	500	0.19514254771146	0.0292732031530093
0.1	0.6	50	0.0165085270104066	0.0633220617765485
0.1	0.6	100	0.0501924634311953	0.0348232283361081
0.1	0.6	150	0.074445571546117	0.013505871221945
0.1	0.6	200	0.0750522467480065	0.00169093867042119
0.1	0.6	250	0.0679925847584566	0
0.1	0.6	300	0.079195652590947	0
0.1	0.6	350	0.11395225569847	0
0.1	0.6	400	0.152330616389497	0
0.1	0.6	450	0.175187534115444	0
0.1	0.6	500	0.19514254771146	0.000521299221993232
0.1	0.7	50	0.0165085270104066	0.0594260279722482
0.1	0.7	100	0.0501924634311953	0.0316416277618466
0.1	0.7	150	0.074445571546117	0.011521136399396
0.1	0.7	200	0.0750522467480065	0.000803319621425742
0.1	0.7	250	0.0679925847584566	0
0.1	0.7	300	0.079195652590947	0
0.1	0.7	350	0.11395225569847	0
0.1	0.7	400	0.152330616389497	0
0.1	0.7	450	0.175187534115444	0
0.1	0.7	500	0.19514254771146	0.000518589696692067
0.1	0.8	50	0.0165085270104066	0.0214720518963726
0.1	0.8	100	0.0501924634311953	0.0112421870401288
0.1	0.8	150	0.074445571546117	0.00395111287220047
