n1	n2	d1	d2	sig1	sig2	sdir
250	50	0.1	0	0.24	0.0416666666666667	0.56
300	50	0.1	0	0.25	0	0.57
350	50	0.1	0	0.23	0	0.59
400	50	0.1	0	0.37	0	0.56
450	50	0.1	0	0.24	0	0.54
500	50	0.1	0	0.36	0.0277777777777778	0.55
20	100	0.1	0	0.03	NA	0.44
50	100	0.1	0	0.06	0	0.48
100	100	0.1	0	0.12	0.0833333333333333	0.5
150	100	0.1	0	0.13	0	0.47
200	100	0.1	0	0.1	0	0.52
250	100	0.1	0	0.24	0.0416666666666667	0.49
300	100	0.1	0	0.25	0	0.5
350	100	0.1	0	0.23	0	0.48
400	100	0.1	0	0.37	0.027027027027027	0.49
450	100	0.1	0	0.24	0.0833333333333333	0.49
500	100	0.1	0	0.36	0.0277777777777778	0.48
20	150	0.1	0	0.03	NA	0.42
50	150	0.1	0	0.06	0	0.52
100	150	0.1	0	0.12	0	0.54
150	150	0.1	0	0.13	0	0.51
200	150	0.1	0	0.1	0	0.5
250	150	0.1	0	0.24	0	0.49
300	150	0.1	0	0.25	0	0.46
350	150	0.1	0	0.23	0.0434782608695652	0.46
400	150	0.1	0	0.37	0	0.45
450	150	0.1	0	0.24	0	0.45
500	150	0.1	0	0.36	0.0277777777777778	0.46
20	200	0.1	0	0.03	0.333333333333333	0.52
50	200	0.1	0	0.06	0	0.52
100	200	0.1	0	0.12	0.0833333333333333	0.5
150	200	0.1	0	0.13	0	0.47
200	200	0.1	0	0.1	0.1	0.42
250	200	0.1	0	0.24	0	0.49
300	200	0.1	0	0.25	0	0.48
350	200	0.1	0	0.23	0.0869565217391304	0.52
400	200	0.1	0	0.37	0	0.49
450	200	0.1	0	0.24	0	0.49
500	200	0.1	0	0.36	0.0277777777777778	0.5
20	250	0.1	0	0.03	0	0.52
50	250	0.1	0	0.06	0	0.54
100	250	0.1	0	0.12	0.0833333333333333	0.58
150	250	0.1	0	0.13	0.0769230769230769	0.53
200	250	0.1	0	0.1	0.1	0.5
250	250	0.1	0	0.24	0.0416666666666667	0.49
300	250	0.1	0	0.25	0.08	0.56
350	250	0.1	0	0.23	0.0434782608695652	0.56
400	250	0.1	0	0.37	0.027027027027027	0.55
450	250	0.1	0	0.24	0	0.53
500	250	0.1	0	0.36	0.0277777777777778	0.54
20	300	0.1	0	0.03	0	0.48
50	300	0.1	0	0.06	0	0.5
100	300	0.1	0	0.12	0	0.52
150	300	0.1	0	0.13	0	0.55
200	300	0.1	0	0.1	0	0.46
250	300	0.1	0	0.24	0	0.59
300	300	0.1	0	0.25	0.04	0.56
350	300	0.1	0	0.23	0.0434782608695652	0.54
400	300	0.1	0	0.37	0	0.57
450	300	0.1	0	0.24	0	0.65
500	300	0.1	0	0.36	0	0.58
20	350	0.1	0	0.03	0	0.48
50	350	0.1	0	0.06	0	0.48
100	350	0.1	0	0.12	0.0833333333333333	0.52
150	350	0.1	0	0.13	0	0.47
200	350	0.1	0	0.1	0	0.54
250	350	0.1	0	0.24	0.0416666666666667	0.47
300	350	0.1	0	0.25	0.04	0.44
350	350	0.1	0	0.23	0.0434782608695652	0.44
400	350	0.1	0	0.37	0.027027027027027	0.45
450	350	0.1	0	0.24	0	0.43
500	350	0.1	0	0.36	0.0833333333333333	0.44
20	400	0.1	0	0.03	0	0.54
50	400	0.1	0	0.06	0	0.52
100	400	0.1	0	0.12	0.0833333333333333	0.48
150	400	0.1	0	0.13	0	0.55
200	400	0.1	0	0.1	0	0.48
250	400	0.1	0	0.24	0.0833333333333333	0.51
300	400	0.1	0	0.25	0.04	0.56
350	400	0.1	0	0.23	0.0434782608695652	0.5
400	400	0.1	0	0.37	0.0540540540540541	0.59
450	400	0.1	0	0.24	0.0416666666666667	0.49
500	400	0.1	0	0.36	0.0277777777777778	0.54
20	450	0.1	0	0.03	NA	0.44
50	450	0.1	0	0.06	0	0.44
100	450	0.1	0	0.12	0	0.48
150	450	0.1	0	0.13	0	0.45
200	450	0.1	0	0.1	0	0.42
250	450	0.1	0	0.24	0.0833333333333333	0.51
300	450	0.1	0	0.25	0.04	0.54
350	450	0.1	0	0.23	0.0434782608695652	0.5
400	450	0.1	0	0.37	0.0540540540540541	0.45
450	450	0.1	0	0.24	0	0.49
500	450	0.1	0	0.36	0.0277777777777778	0.48
20	500	0.1	0	0.03	0	0.5
50	500	0.1	0	0.06	0	0.58
100	500	0.1	0	0.12	0.0833333333333333	0.52
150	500	0.1	0	0.13	0	0.43
200	500	0.1	0	0.1	0.1	0.48
250	500	0.1	0	0.24	0.0833333333333333	0.45
300	500	0.1	0	0.25	0	0.42
350	500	0.1	0	0.23	0.0869565217391304	0.48
400	500	0.1	0	0.37	0.027027027027027	0.53
450	500	0.1	0	0.24	0	0.45
500	500	0.1	0	0.36	0.0833333333333333	0.44
20	20	0.2	0	0.06	0	0.47
50	20	0.2	0	0.17	0.0588235294117647	0.49
100	20	0.2	0	0.34	0	0.48
150	20	0.2	0	0.36	0.0555555555555556	0.48
200	20	0.2	0	0.44	0.0454545454545455	0.49
250	20	0.2	0	0.65	0.0307692307692308	0.48
300	20	0.2	0	0.59	0	0.5
350	20	0.2	0	0.71	0.028169014084507	0.5
400	20	0.2	0	0.79	0.0126582278481013	0.48
450	20	0.2	0	0.87	0.0114942528735632	0.48
500	20	0.2	0	0.88	0.0227272727272727	0.48
20	50	0.2	0	0.06	0	0.5
50	50	0.2	0	0.17	0.0588235294117647	0.52
100	50	0.2	0	0.34	0.0294117647058824	0.57
150	50	0.2	0	0.36	0.0277777777777778	0.59
200	50	0.2	0	0.44	0.0227272727272727	0.56
250	50	0.2	0	0.65	0.0153846153846154	0.57
300	50	0.2	0	0.59	0.0338983050847458	0.55
350	50	0.2	0	0.71	0	0.57
400	50	0.2	0	0.79	0.0253164556962025	0.57
450	50	0.2	0	0.87	0.0229885057471264	0.57
500	50	0.2	0	0.88	0.0227272727272727	0.57
20	100	0.2	0	0.06	0	0.53
50	100	0.2	0	0.17	0	0.51
100	100	0.2	0	0.34	0.0294117647058824	0.5
150	100	0.2	0	0.36	0	0.48
200	100	0.2	0	0.44	0.0227272727272727	0.49
250	100	0.2	0	0.65	0.0153846153846154	0.48
300	100	0.2	0	0.59	0.0338983050847458	0.46
350	100	0.2	0	0.71	0.028169014084507	0.48
400	100	0.2	0	0.79	0.0379746835443038	0.48
450	100	0.2	0	0.87	0.0344827586206897	0.48
500	100	0.2	0	0.88	0.0227272727272727	0.48
20	150	0.2	0	0.06	0.166666666666667	0.53
50	150	0.2	0	0.17	0.0588235294117647	0.43
100	150	0.2	0	0.34	0	0.48
150	150	0.2	0	0.36	0.0277777777777778	0.44
200	150	0.2	0	0.44	0.0227272727272727	0.51
250	150	0.2	0	0.65	0	0.46
300	150	0.2	0	0.59	0	0.48
350	150	0.2	0	0.71	0.0140845070422535	0.46
400	150	0.2	0	0.79	0.0126582278481013	0.46
450	150	0.2	0	0.87	0	0.46
500	150	0.2	0	0.88	0.0113636363636364	0.46
20	200	0.2	0	0.06	0	0.47
50	200	0.2	0	0.17	0	0.47
100	200	0.2	0	0.34	0.0294117647058824	0.5
150	200	0.2	0	0.36	0.0277777777777778	0.48
200	200	0.2	0	0.44	0	0.49
250	200	0.2	0	0.65	0.0153846153846154	0.5
300	200	0.2	0	0.59	0.0338983050847458	0.52
350	200	0.2	0	0.71	0.028169014084507	0.52
400	200	0.2	0	0.79	0.0253164556962025	0.5
450	200	0.2	0	0.87	0	0.5
500	200	0.2	0	0.88	0.0227272727272727	0.5
20	250	0.2	0	0.06	0	0.53
50	250	0.2	0	0.17	0	0.55
100	250	0.2	0	0.34	0	0.58
150	250	0.2	0	0.36	0.0277777777777778	0.56
200	250	0.2	0	0.44	0.0227272727272727	0.57
250	250	0.2	0	0.65	0.0461538461538462	0.56
300	250	0.2	0	0.59	0.0508474576271186	0.54
350	250	0.2	0	0.71	0.028169014084507	0.54
400	250	0.2	0	0.79	0.0379746835443038	0.56
450	250	0.2	0	0.87	0.0229885057471264	0.56
500	250	0.2	0	0.88	0.0340909090909091	0.56
20	300	0.2	0	0.06	0	0.59
50	300	0.2	0	0.17	0	0.57
100	300	0.2	0	0.34	0.0294117647058824	0.6
150	300	0.2	0	0.36	0.0277777777777778	0.64
200	300	0.2	0	0.44	0	0.61
250	300	0.2	0	0.65	0.0153846153846154	0.6
300	300	0.2	0	0.59	0	0.58
350	300	0.2	0	0.71	0.0140845070422535	0.6
400	300	0.2	0	0.79	0	0.6
450	300	0.2	0	0.87	0.0114942528735632	0.6
500	300	0.2	0	0.88	0.0113636363636364	0.6
20	350	0.2	0	0.06	0	0.53
50	350	0.2	0	0.17	0	0.43
100	350	0.2	0	0.34	0	0.44
150	350	0.2	0	0.36	0.0277777777777778	0.4
200	350	0.2	0	0.44	0.0681818181818182	0.47
250	350	0.2	0	0.65	0.0307692307692308	0.44
300	350	0.2	0	0.59	0.0169491525423729	0.46
350	350	0.2	0	0.71	0.028169014084507	0.44
400	350	0.2	0	0.79	0.0379746835443038	0.44
450	350	0.2	0	0.87	0.0114942528735632	0.44
500	350	0.2	0	0.88	0.0340909090909091	0.44
20	400	0.2	0	0.06	0	0.53
50	400	0.2	0	0.17	0.0588235294117647	0.57
100	400	0.2	0	0.34	0	0.46
150	400	0.2	0	0.36	0.0277777777777778	0.54
200	400	0.2	0	0.44	0.0227272727272727	0.51
250	400	0.2	0	0.65	0.0461538461538462	0.52
300	400	0.2	0	0.59	0.0169491525423729	0.52
350	400	0.2	0	0.71	0.028169014084507	0.5
400	400	0.2	0	0.79	0.0379746835443038	0.52
450	400	0.2	0	0.87	0.0344827586206897	0.52
500	400	0.2	0	0.88	0.0340909090909091	0.52
20	450	0.2	0	0.06	0	0.45
50	450	0.2	0	0.17	0	0.53
100	450	0.2	0	0.34	0.0294117647058824	0.48
150	450	0.2	0	0.36	0.0277777777777778	0.48
200	450	0.2	0	0.44	0.0454545454545455	0.51
250	450	0.2	0	0.65	0	0.48
300	450	0.2	0	0.59	0.0508474576271186	0.48
350	450	0.2	0	0.71	0.0140845070422535	0.46
400	450	0.2	0	0.79	0.0379746835443038	0.48
450	450	0.2	0	0.87	0.0229885057471264	0.48
500	450	0.2	0	0.88	0.0227272727272727	0.48
20	500	0.2	0	0.06	0.166666666666667	0.51
50	500	0.2	0	0.17	0	0.43
100	500	0.2	0	0.34	0.0294117647058824	0.44
150	500	0.2	0	0.36	0.0277777777777778	0.44
200	500	0.2	0	0.44	0.0454545454545455	0.45
250	500	0.2	0	0.65	0.0153846153846154	0.44
300	500	0.2	0	0.59	0.0169491525423729	0.44
350	500	0.2	0	0.71	0.0422535211267606	0.46
400	500	0.2	0	0.79	0.0506329113924051	0.44
450	500	0.2	0	0.87	0.0229885057471264	0.44
500	500	0.2	0	0.88	0.0113636363636364	0.44
20	20	0.3	0	0.18	0	0.49
50	20	0.3	0	0.24	0	0.47
100	20	0.3	0	0.63	0.0317460317460317	0.46
150	20	0.3	0	0.74	0.027027027027027	0.47
200	20	0.3	0	0.87	0.0344827586206897	0.48
250	20	0.3	0	0.96	0.03125	0.48
300	20	0.3	0	0.93	0.032258064516129	0.48
350	20	0.3	0	1	0.03	0.48
400	20	0.3	0	1	0.03	0.48
450	20	0.3	0	0.99	0.0303030303030303	0.48
500	20	0.3	0	1	0.03	0.48
20	50	0.3	0	0.18	0.0555555555555556	0.5
50	50	0.3	0	0.24	0.0416666666666667	0.56
100	50	0.3	0	0.63	0.0158730158730159	0.55
150	50	0.3	0	0.74	0.0135135135135135	0.56
200	50	0.3	0	0.87	0.0229885057471264	0.57
250	50	0.3	0	0.96	0.0208333333333333	0.57
300	50	0.3	0	0.93	0.010752688172043	0.57
350	50	0.3	0	1	0.02	0.57
400	50	0.3	0	1	0.02	0.57
450	50	0.3	0	0.99	0.0202020202020202	0.57
500	50	0.3	0	1	0.02	0.57
20	100	0.3	0	0.18	0.0555555555555556	0.51
50	100	0.3	0	0.24	0.0416666666666667	0.43
100	100	0.3	0	0.63	0.0158730158730159	0.48
150	100	0.3	0	0.74	0.027027027027027	0.47
200	100	0.3	0	0.87	0.0344827586206897	0.48
250	100	0.3	0	0.96	0.0208333333333333	0.48
300	100	0.3	0	0.93	0.032258064516129	0.48
350	100	0.3	0	1	0.03	0.48
400	100	0.3	0	1	0.03	0.48
450	100	0.3	0	0.99	0.0303030303030303	0.48
500	100	0.3	0	1	0.03	0.48
20	150	0.3	0	0.18	0.0555555555555556	0.55
50	150	0.3	0	0.24	0	0.47
100	150	0.3	0	0.63	0.0158730158730159	0.44
150	150	0.3	0	0.74	0.0135135135135135	0.47
200	150	0.3	0	0.87	0.0114942528735632	0.46
250	150	0.3	0	0.96	0.0104166666666667	0.46
300	150	0.3	0	0.93	0.010752688172043	0.46
350	150	0.3	0	1	0.01	0.46
400	150	0.3	0	1	0.01	0.46
450	150	0.3	0	0.99	0.0101010101010101	0.46
500	150	0.3	0	1	0.01	0.46
20	200	0.3	0	0.18	0.0555555555555556	0.53
50	200	0.3	0	0.24	0.0416666666666667	0.55
100	200	0.3	0	0.63	0.0158730158730159	0.5
150	200	0.3	0	0.74	0.027027027027027	0.49
200	200	0.3	0	0.87	0.0114942528735632	0.5
250	200	0.3	0	0.96	0.0208333333333333	0.5
300	200	0.3	0	0.93	0.021505376344086	0.5
350	200	0.3	0	1	0.02	0.5
400	200	0.3	0	1	0.02	0.5
450	200	0.3	0	0.99	0.0202020202020202	0.5
500	200	0.3	0	1	0.02	0.5
20	250	0.3	0	0.18	0.111111111111111	0.57
50	250	0.3	0	0.24	0.0416666666666667	0.53
100	250	0.3	0	0.63	0.0158730158730159	0.58
150	250	0.3	0	0.74	0.027027027027027	0.57
200	250	0.3	0	0.87	0.0344827586206897	0.56
250	250	0.3	0	0.96	0.03125	0.56
300	250	0.3	0	0.93	0.032258064516129	0.56
350	250	0.3	0	1	0.03	0.56
400	250	0.3	0	1	0.03	0.56
450	250	0.3	0	0.99	0.0303030303030303	0.56
500	250	0.3	0	1	0.03	0.56
20	300	0.3	0	0.18	0	0.53
50	300	0.3	0	0.24	0	0.57
100	300	0.3	0	0.63	0.0158730158730159	0.6
150	300	0.3	0	0.74	0.0135135135135135	0.61
200	300	0.3	0	0.87	0.0114942528735632	0.6
250	300	0.3	0	0.96	0.0104166666666667	0.6
300	300	0.3	0	0.93	0.010752688172043	0.6
350	300	0.3	0	1	0.01	0.6
400	300	0.3	0	1	0.01	0.6
450	300	0.3	0	0.99	0	0.6
500	300	0.3	0	1	0.01	0.6
20	350	0.3	0	0.18	0.0555555555555556	0.41
50	350	0.3	0	0.24	0.0833333333333333	0.41
100	350	0.3	0	0.63	0.0158730158730159	0.42
150	350	0.3	0	0.74	0.027027027027027	0.45
200	350	0.3	0	0.87	0.0344827586206897	0.44
250	350	0.3	0	0.96	0.0208333333333333	0.44
300	350	0.3	0	0.93	0.032258064516129	0.44
350	350	0.3	0	1	0.03	0.44
400	350	0.3	0	1	0.03	0.44
450	350	0.3	0	0.99	0.0303030303030303	0.44
500	350	0.3	0	1	0.03	0.44
20	400	0.3	0	0.18	0.0555555555555556	0.55
50	400	0.3	0	0.24	0.0416666666666667	0.51
100	400	0.3	0	0.63	0.0476190476190476	0.54
150	400	0.3	0	0.74	0.0405405405405405	0.53
200	400	0.3	0	0.87	0.0344827586206897	0.52
250	400	0.3	0	0.96	0.0208333333333333	0.52
300	400	0.3	0	0.93	0.032258064516129	0.52
350	400	0.3	0	1	0.03	0.52
400	400	0.3	0	1	0.03	0.52
450	400	0.3	0	0.99	0.0303030303030303	0.52
500	400	0.3	0	1	0.03	0.52
20	450	0.3	0	0.18	0.111111111111111	0.51
50	450	0.3	0	0.24	0.0416666666666667	0.51
100	450	0.3	0	0.63	0.0158730158730159	0.48
150	450	0.3	0	0.74	0.0405405405405405	0.47
200	450	0.3	0	0.87	0.0344827586206897	0.48
250	450	0.3	0	0.96	0.03125	0.48
300	450	0.3	0	0.93	0.021505376344086	0.48
350	450	0.3	0	1	0.03	0.48
400	450	0.3	0	1	0.03	0.48
450	450	0.3	0	0.99	0.0303030303030303	0.48
500	450	0.3	0	1	0.03	0.48
20	500	0.3	0	0.18	0	0.45
50	500	0.3	0	0.24	0.125	0.43
100	500	0.3	0	0.63	0.0476190476190476	0.42
150	500	0.3	0	0.74	0.0540540540540541	0.43
200	500	0.3	0	0.87	0.0344827586206897	0.44
250	500	0.3	0	0.96	0.0416666666666667	0.44
300	500	0.3	0	0.93	0.032258064516129	0.44
350	500	0.3	0	1	0.04	0.44
400	500	0.3	0	1	0.04	0.44
450	500	0.3	0	0.99	0.0404040404040404	0.44
500	500	0.3	0	1	0.04	0.44
20	20	0.4	0	0.23	0	0.45
50	20	0.4	0	0.61	0.0163934426229508	0.5
100	20	0.4	0	0.83	0.036144578313253	0.48
150	20	0.4	0	0.93	0.032258064516129	0.48
200	20	0.4	0	0.99	0.0303030303030303	0.48
250	20	0.4	0	0.99	0.0303030303030303	0.48
300	20	0.4	0	1	0.03	0.48
350	20	0.4	0	1	0.03	0.48
400	20	0.4	0	1	0.03	0.48
450	20	0.4	0	1	0.03	0.48
500	20	0.4	0	1	0.03	0.48
20	50	0.4	0	0.23	0	0.56
50	50	0.4	0	0.61	0	0.55
100	50	0.4	0	0.83	0.0240963855421687	0.57
150	50	0.4	0	0.93	0.021505376344086	0.57
200	50	0.4	0	0.99	0.0202020202020202	0.57
250	50	0.4	0	0.99	0.0202020202020202	0.57
300	50	0.4	0	1	0.02	0.57
350	50	0.4	0	1	0.02	0.57
400	50	0.4	0	1	0.02	0.57
450	50	0.4	0	1	0.02	0.57
500	50	0.4	0	1	0.02	0.57
20	100	0.4	0	0.23	0.0434782608695652	0.43
50	100	0.4	0	0.61	0.0327868852459016	0.48
100	100	0.4	0	0.83	0.0240963855421687	0.48
150	100	0.4	0	0.93	0.032258064516129	0.48
200	100	0.4	0	0.99	0.0303030303030303	0.48
250	100	0.4	0	0.99	0.0303030303030303	0.48
300	100	0.4	0	1	0.03	0.48
350	100	0.4	0	1	0.03	0.48
400	100	0.4	0	1	0.03	0.48
450	100	0.4	0	1	0.03	0.48
500	100	0.4	0	1	0.03	0.48
20	150	0.4	0	0.23	0	0.49
50	150	0.4	0	0.61	0.0163934426229508	0.48
100	150	0.4	0	0.83	0.0120481927710843	0.46
150	150	0.4	0	0.93	0.010752688172043	0.46
200	150	0.4	0	0.99	0.0101010101010101	0.46
250	150	0.4	0	0.99	0.0101010101010101	0.46
300	150	0.4	0	1	0.01	0.46
350	150	0.4	0	1	0.01	0.46
400	150	0.4	0	1	0.01	0.46
450	150	0.4	0	1	0.01	0.46
500	150	0.4	0	1	0.01	0.46
20	200	0.4	0	0.23	0.0434782608695652	0.53
50	200	0.4	0	0.61	0.0327868852459016	0.48
100	200	0.4	0	0.83	0.0240963855421687	0.5
150	200	0.4	0	0.93	0.021505376344086	0.5
200	200	0.4	0	0.99	0.0202020202020202	0.5
250	200	0.4	0	0.99	0.0202020202020202	0.5
300	200	0.4	0	1	0.02	0.5
350	200	0.4	0	1	0.02	0.5
400	200	0.4	0	1	0.02	0.5
450	200	0.4	0	1	0.02	0.5
500	200	0.4	0	1	0.02	0.5
20	250	0.4	0	0.23	0	0.57
50	250	0.4	0	0.61	0.0163934426229508	0.58
100	250	0.4	0	0.83	0.0240963855421687	0.56
150	250	0.4	0	0.93	0.021505376344086	0.56
200	250	0.4	0	0.99	0.0303030303030303	0.56
250	250	0.4	0	0.99	0.0303030303030303	0.56
300	250	0.4	0	1	0.03	0.56
350	250	0.4	0	1	0.03	0.56
400	250	0.4	0	1	0.03	0.56
450	250	0.4	0	1	0.03	0.56
500	250	0.4	0	1	0.03	0.56
20	300	0.4	0	0.23	0	0.55
50	300	0.4	0	0.61	0.0163934426229508	0.56
100	300	0.4	0	0.83	0	0.6
150	300	0.4	0	0.93	0.010752688172043	0.6
200	300	0.4	0	0.99	0.0101010101010101	0.6
250	300	0.4	0	0.99	0.0101010101010101	0.6
300	300	0.4	0	1	0.01	0.6
350	300	0.4	0	1	0.01	0.6
400	300	0.4	0	1	0.01	0.6
450	300	0.4	0	1	0.01	0.6
500	300	0.4	0	1	0.01	0.6
20	350	0.4	0	0.23	0.0434782608695652	0.43
50	350	0.4	0	0.61	0.0163934426229508	0.42
100	350	0.4	0	0.83	0.036144578313253	0.44
150	350	0.4	0	0.93	0.032258064516129	0.44
200	350	0.4	0	0.99	0.0303030303030303	0.44
250	350	0.4	0	0.99	0.0303030303030303	0.44
300	350	0.4	0	1	0.03	0.44
350	350	0.4	0	1	0.03	0.44
400	350	0.4	0	1	0.03	0.44
450	350	0.4	0	1	0.03	0.44
500	350	0.4	0	1	0.03	0.44
20	400	0.4	0	0.23	0.0434782608695652	0.49
50	400	0.4	0	0.61	0.0163934426229508	0.52
100	400	0.4	0	0.83	0.0120481927710843	0.52
150	400	0.4	0	0.93	0.032258064516129	0.52
200	400	0.4	0	0.99	0.0303030303030303	0.52
250	400	0.4	0	0.99	0.0303030303030303	0.52
300	400	0.4	0	1	0.03	0.52
350	400	0.4	0	1	0.03	0.52
400	400	0.4	0	1	0.03	0.52
450	400	0.4	0	1	0.03	0.52
500	400	0.4	0	1	0.03	0.52
20	450	0.4	0	0.23	0.0434782608695652	0.47
50	450	0.4	0	0.61	0.0491803278688525	0.48
100	450	0.4	0	0.83	0.0240963855421687	0.48
150	450	0.4	0	0.93	0.032258064516129	0.48
200	450	0.4	0	0.99	0.0303030303030303	0.48
250	450	0.4	0	0.99	0.0303030303030303	0.48
300	450	0.4	0	1	0.03	0.48
350	450	0.4	0	1	0.03	0.48
400	450	0.4	0	1	0.03	0.48
450	450	0.4	0	1	0.03	0.48
500	450	0.4	0	1	0.03	0.48
20	500	0.4	0	0.23	0.0869565217391304	0.47
50	500	0.4	0	0.61	0.0655737704918033	0.48
100	500	0.4	0	0.83	0.0481927710843374	0.44
150	500	0.4	0	0.93	0.043010752688172	0.44
200	500	0.4	0	0.99	0.0404040404040404	0.44
250	500	0.4	0	0.99	0.0404040404040404	0.44
300	500	0.4	0	1	0.04	0.44
350	500	0.4	0	1	0.04	0.44
400	500	0.4	0	1	0.04	0.44
450	500	0.4	0	1	0.04	0.44
500	500	0.4	0	1	0.04	0.44
20	20	0.5	0	0.36	0.0277777777777778	0.46
50	20	0.5	0	0.66	0.0303030303030303	0.47
100	20	0.5	0	0.97	0.0309278350515464	0.48
150	20	0.5	0	1	0.03	0.48
200	20	0.5	0	1	0.03	0.48
250	20	0.5	0	1	0.03	0.48
300	20	0.5	0	1	0.03	0.48
350	20	0.5	0	1	0.03	0.48
