n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
20	320	0.5	0	0.354	0.0338983050847458	0.0819209039548023	0.526	0	0.0847457627118644	0	0.483050847457627	0.135593220338983	0.483050847457627	0.274011299435028	0.307909604519774	0.483050847457627	0.0734463276836158	0.115819209039548	0.152542372881356	0.483050847457627	0.468926553672316	0.0338983050847458	0	0.0338983050847458	0	0.0338983050847458	0	0.0338983050847458	0	0.483050847457627	0
40	320	0.5	0	0.584	0.0154109589041096	0.128424657534247	0.528	0	0.0804794520547945	0	0.513698630136986	0.155821917808219	0.513698630136986	0.299657534246575	0.36986301369863	0.513698630136986	0.106164383561644	0.121575342465753	0.203767123287671	0.513698630136986	0.503424657534247	0.0154109589041096	0.00684931506849315	0.0154109589041096	0.011986301369863	0.0154109589041096	0	0.0154109589041096	0	0.513698630136986	0
80	320	0.5	0	0.888	0.0236486486486486	0.30518018018018	0.528	0	0.0641891891891892	0	0.502252252252252	0.156531531531532	0.515765765765766	0.263513513513513	0.378378378378378	0.523648648648649	0.101351351351351	0.11036036036036	0.219594594594595	0.523648648648649	0.484234234234234	0.0236486486486486	0.0236486486486486	0.0236486486486486	0.0236486486486486	0.0236486486486486	0	0.0236486486486486	0.0101351351351351	0.523648648648649	0
160	320	0.5	0	0.995	0.021105527638191	0.506532663316583	0.529	0.00402010050251256	0.0130653266331658	0.00703517587939699	0.177889447236181	0.10251256281407	0.321608040201005	0.159798994974874	0.405025125628141	0.528643216080402	0.0422110552763819	0.04321608040201	0.205025125628141	0.528643216080402	0.4321608040201	0.021105527638191	0.021105527638191	0.021105527638191	0.021105527638191	0.021105527638191	0.00301507537688442	0.021105527638191	0.00804020100502513	0.528643216080402	0
320	320	0.5	0	1	0.022	0.529	0.529	0.001	0.001	0.007	0.007	0.039	0.041	0.039	0.435	0.455	0.007	0.007	0.25	0.267	0.259	0.022	0.022	0.022	0.022	0.022	0.001	0.022	0.012	0.529	0
20	20	0.8	0	0.69	0.32463768115942	0.363768115942029	0.376	0.320289855072464	0.331884057971015	0.353623188405797	0.366666666666667	0.371014492753623	0.371014492753623	0.371014492753623	0.371014492753623	0.371014492753623	0.353623188405797	0.360869565217391	0.371014492753623	0.371014492753623	0.371014492753623	0.32463768115942	0.32463768115942	0.32463768115942	0.32463768115942	0.32463768115942	0.31304347826087	0.32463768115942	0.32463768115942	0.292753623188406	0.0782608695652174
40	20	0.8	0	0.941	0.320935175345377	0.374070138150903	0.374	0.34643995749203	0.319872476089267	0.371944739638682	0.343251859723698	0.374070138150903	0.371944739638682	0.371944739638682	0.375132837407014	0.375132837407014	0.361317747077577	0.362380446333688	0.375132837407014	0.374070138150903	0.375132837407014	0.320935175345377	0.320935175345377	0.320935175345377	0.320935175345377	0.320935175345377	0.318809776833156	0.320935175345377	0.320935175345377	0.236981934112646	0.138150903294368
80	20	0.8	0	0.999	0.321321321321321	0.374374374374374	0.374	0.351351351351351	0.295295295295295	0.374374374374374	0.314314314314314	0.374374374374374	0.361361361361361	0.37037037037037	0.374374374374374	0.373373373373373	0.357357357357357	0.359359359359359	0.374374374374374	0.367367367367367	0.374374374374374	0.321321321321321	0.321321321321321	0.321321321321321	0.321321321321321	0.317317317317317	0.321321321321321	0.319319319319319	0.321321321321321	0.236236236236236	0.138138138138138
160	20	0.8	0	1	0.321	0.374	0.374	0.352	0.275	0.374	0.286	0.374	0.361	0.372	0.374	0.373	0.356	0.358	0.374	0.363	0.374	0.321	0.321	0.321	0.321	0.319	0.321	0.32	0.321	0.235	0.139
320	20	0.8	0	1	0.321	0.374	0.374	0.348	0.249	0.374	0.253	0.374	0.354	0.368	0.374	0.371	0.349	0.354	0.374	0.357	0.374	0.321	0.321	0.321	0.321	0.319	0.321	0.32	0.321	0.237	0.137
20	40	0.8	0	0.69	0.557971014492754	0.58695652173913	0.588	0.285507246376812	0.457971014492754	0.356521739130435	0.610144927536232	0.576811594202899	0.610144927536232	0.6	0.610144927536232	0.610144927536232	0.501449275362319	0.53768115942029	0.602898550724638	0.610144927536232	0.610144927536232	0.557971014492754	0.557971014492754	0.557971014492754	0.557971014492754	0.557971014492754	0.339130434782609	0.557971014492754	0.481159420289855	0.594202898550725	0.0159420289855072
40	40	0.8	0	0.941	0.541976620616366	0.587672688629118	0.592	0.394261424017003	0.405951115834219	0.502656748140276	0.533475026567481	0.575982996811902	0.580233793836344	0.578108395324123	0.59086078639745	0.59086078639745	0.509032943676939	0.521785334750266	0.589798087141339	0.59086078639745	0.59086078639745	0.541976620616366	0.541976620616366	0.541976620616366	0.541976620616366	0.541976620616366	0.40807651434644	0.541976620616366	0.538788522848034	0.561105207226355	0.0297555791710946
80	40	0.8	0	0.999	0.546546546546547	0.592592592592593	0.592	0.439439439439439	0.3003003003003	0.577577577577578	0.397397397397397	0.58958958958959	0.566566566566567	0.57957957957958	0.592592592592593	0.592592592592593	0.512512512512513	0.527527527527528	0.592592592592593	0.585585585585586	0.592592592592593	0.546546546546547	0.546546546546547	0.546546546546547	0.546546546546547	0.546546546546547	0.435435435435435	0.546546546546547	0.546546546546547	0.560560560560561	0.032032032032032
160	40	0.8	0	1	0.546	0.592	0.592	0.463	0.177	0.591	0.216	0.592	0.544	0.569	0.592	0.585	0.513	0.523	0.592	0.559	0.592	0.546	0.546	0.546	0.546	0.546	0.436	0.546	0.546	0.563	0.029
320	40	0.8	0	1	0.546	0.592	0.592	0.521	0.079	0.592	0.085	0.592	0.544	0.56	0.592	0.571	0.537	0.541	0.592	0.549	0.591	0.546	0.546	0.546	0.546	0.546	0.483	0.546	0.546	0.581	0.011
20	80	0.8	0	0.69	0.0260869565217391	0.188405797101449	0.476	0.00434782608695652	0.114492753623188	0.00579710144927536	0.476811594202899	0.226086956521739	0.476811594202899	0.333333333333333	0.417391304347826	0.476811594202899	0.144927536231884	0.178260869565217	0.292753623188406	0.476811594202899	0.468115942028985	0.0260869565217391	0.0260869565217391	0.0260869565217391	0.0260869565217391	0.0260869565217391	0.00579710144927536	0.0260869565217391	0.0101449275362319	0.476811594202899	0
