n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
20	20	0	0	0.515090543259557	0.0201207243460765	0.279678068410463	0.515090543259557	0.309859154929577	0.35010060362173	0.515090543259557	0.488933601609658	0.498993963782696	0.515090543259557	0.0201207243460765
40	20	0	0	0.536203522504892	0.0273972602739726	0.428571428571429	0.536203522504892	0.528375733855186	0.424657534246575	0.536203522504892	0.534246575342466	0.534246575342466	0.536203522504892	0.0704500978473581
80	20	0	0	0.493333333333333	0.0171428571428571	0.426666666666667	0.493333333333333	0.493333333333333	0.417142857142857	0.493333333333333	0.493333333333333	0.493333333333333	0.493333333333333	0.125714285714286
160	20	0	0	0.489320388349515	0.0271844660194175	0.479611650485437	0.489320388349515	0.489320388349515	0.396116504854369	0.489320388349515	0.489320388349515	0.489320388349515	0.489320388349515	0.238834951456311
320	20	0	0	0.46257197696737	0.0307101727447217	0.452975047984645	0.46257197696737	0.46257197696737	0.320537428023033	0.46257197696737	0.46257197696737	0.46257197696737	0.46257197696737	0.268714011516315
20	40	0	0	0.462776659959759	0.0321931589537223	0.203219315895372	0.462776659959759	0.10261569416499	0.283702213279678	0.458752515090543	0.380281690140845	0.404426559356137	0.462776659959759	0.0321931589537223
40	40	0	0	0.500978473581213	0.0156555772994129	0.307240704500978	0.500978473581213	0.336594911937378	0.348336594911937	0.500978473581213	0.481409001956947	0.4853228962818	0.500978473581213	0.0156555772994129
80	40	0	0	0.495238095238095	0.0323809523809524	0.4	0.495238095238095	0.485714285714286	0.403809523809524	0.495238095238095	0.493333333333333	0.493333333333333	0.495238095238095	0.0685714285714286
160	40	0	0	0.49126213592233	0.0310679611650485	0.446601941747573	0.49126213592233	0.49126213592233	0.423300970873786	0.49126213592233	0.49126213592233	0.49126213592233	0.49126213592233	0.130097087378641
320	40	0	0	0.510556621880998	0.0230326295585413	0.493282149712092	0.510556621880998	0.510556621880998	0.412667946257198	0.510556621880998	0.510556621880998	0.510556621880998	0.510556621880998	0.178502879078695
20	80	0	0	0.527162977867203	0.03420523138833	0.152917505030181	0.527162977867203	0.03420523138833	0.265593561368209	0.519114688128773	0.352112676056338	0.394366197183099	0.527162977867203	0.03420523138833
40	80	0	0	0.522504892367906	0.0332681017612524	0.227005870841487	0.522504892367906	0.103718199608611	0.346379647749511	0.518590998043053	0.469667318982387	0.481409001956947	0.522504892367906	0.0332681017612524
80	80	0	0	0.466666666666667	0.019047619047619	0.278095238095238	0.466666666666667	0.329523809523809	0.335238095238095	0.466666666666667	0.445714285714286	0.44952380952381	0.466666666666667	0.019047619047619
160	80	0	0	0.481553398058252	0.0194174757281553	0.396116504854369	0.481553398058252	0.477669902912621	0.36504854368932	0.481553398058252	0.481553398058252	0.481553398058252	0.481553398058252	0.0504854368932039
320	80	0	0	0.485604606525912	0.0249520153550864	0.435700575815739	0.485604606525912	0.485604606525912	0.412667946257198	0.485604606525912	0.485604606525912	0.485604606525912	0.485604606525912	0.109404990403071
20	160	0	0	0.505030181086519	0.0201207243460765	0.096579476861167	0.505030181086519	0.0201207243460765	0.219315895372233	0.448692152917505	0.241448692152918	0.28169014084507	0.505030181086519	0.0201207243460765
40	160	0	0	0.524461839530333	0.0234833659491194	0.152641878669276	0.524461839530333	0.0234833659491194	0.277886497064579	0.518590998043053	0.383561643835616	0.407045009784736	0.524461839530333	0.0234833659491194
80	160	0	0	0.459047619047619	0.0228571428571429	0.219047619047619	0.459047619047619	0.0952380952380952	0.283809523809524	0.459047619047619	0.396190476190476	0.401904761904762	0.459047619047619	0.0228571428571429
160	160	0	0	0.512621359223301	0.0194174757281553	0.349514563106796	0.512621359223301	0.363106796116505	0.366990291262136	0.512621359223301	0.497087378640777	0.499029126213592	0.512621359223301	0.0194174757281553
320	160	0	0	0.55278310940499	0.0268714011516315	0.456813819577735	0.55278310940499	0.539347408829175	0.437619961612284	0.55278310940499	0.55278310940499	0.55278310940499	0.55278310940499	0.0690978886756238
20	320	0	0	0.537223340040241	0.0241448692152917	0.0804828973843058	0.537223340040241	0.0241448692152917	0.185110663983903	0.438631790744467	0.175050301810865	0.223340040241449	0.537223340040241	0.0241448692152917
40	320	0	0	0.477495107632094	0.0273972602739726	0.111545988258317	0.477495107632094	0.0273972602739726	0.227005870841487	0.442270058708415	0.26614481409002	0.291585127201566	0.477495107632094	0.0273972602739726
80	320	0	0	0.48952380952381	0.0285714285714286	0.184761904761905	0.48952380952381	0.0285714285714286	0.274285714285714	0.474285714285714	0.361904761904762	0.371428571428571	0.48952380952381	0.0285714285714286
160	320	0	0	0.506796116504854	0.0213592233009709	0.236893203883495	0.506796116504854	0.110679611650485	0.312621359223301	0.502912621359223	0.440776699029126	0.444660194174757	0.506796116504854	0.0213592233009709
320	320	0	0	0.516314779270633	0.0191938579654511	0.349328214971209	0.516314779270633	0.36468330134357	0.36468330134357	0.516314779270633	0.502879078694818	0.504798464491363	0.516314779270633	0.0191938579654511
20	20	0.2	0	0.481519507186858	0.0277207392197125	0.294661190965092	0.481519507186858	0.288501026694045	0.309034907597536	0.480492813141684	0.455852156057495	0.460985626283368	0.481519507186858	0.0277207392197125
40	20	0.2	0	0.50514050719671	0.0301576422206991	0.433173406442769	0.50514050719671	0.470185058259082	0.372172721041809	0.50514050719671	0.498286497601097	0.500342700479781	0.50514050719671	0.0500342700479781
80	20	0.2	0	0.495065789473684	0.0234375	0.469161184210526	0.495065789473684	0.493421052631579	0.383634868421053	0.495065789473684	0.495065789473684	0.495065789473684	0.495065789473684	0.104029605263158
160	20	0.2	0	0.500352692217258	0.0211615330355043	0.493063719727251	0.500352692217258	0.500352692217258	0.369856571831648	0.500352692217258	0.500352692217258	0.500352692217258	0.500352692217258	0.174935339760169
320	20	0.2	0	0.493938971715201	0.0229901072871673	0.491988295945381	0.493938971715201	0.493938971715201	0.307092099763132	0.493938971715201	0.493938971715201	0.493938971715201	0.493938971715201	0.226557057266267
20	40	0.2	0	0.496919917864476	0.0225872689938398	0.209445585215606	0.496919917864476	0.080082135523614	0.268993839835729	0.492813141683778	0.387063655030801	0.415811088295688	0.496919917864476	0.0225872689938398
40	40	0.2	0	0.479095270733379	0.0212474297464016	0.329677861549006	0.479095270733379	0.283070596298835	0.2960932145305	0.477724468814256	0.444825222755312	0.451679232350925	0.479095270733379	0.0212474297464016
80	40	0.2	0	0.505756578947368	0.0238486842105263	0.435444078947368	0.505756578947368	0.469572368421053	0.3515625	0.505756578947368	0.495888157894737	0.497121710526316	0.505756578947368	0.0394736842105263
160	40	0.2	0	0.504114742534681	0.0206912767458265	0.483893722078533	0.504114742534681	0.502703973665648	0.368680931107454	0.504114742534681	0.503879614389842	0.503879614389842	0.504114742534681	0.0945215142252528
320	40	0.2	0	0.50884770795597	0.0245227811063118	0.504807022432771	0.50884770795597	0.508708373972412	0.346941619060889	0.50884770795597	0.50884770795597	0.50884770795597	0.50884770795597	0.14922669639125
20	80	0.2	0	0.501026694045175	0.0256673511293634	0.141683778234086	0.501026694045175	0.0256673511293634	0.231006160164271	0.473305954825462	0.31006160164271	0.339835728952772	0.501026694045175	0.0256673511293634
40	80	0.2	0	0.494174091843729	0.0233036326250857	0.255654557916381	0.494174091843729	0.0904729266620973	0.277587388622344	0.483207676490747	0.39273474982865	0.402330363262509	0.494174091843729	0.0233036326250857
80	80	0.2	0	0.498355263157895	0.0333059210526316	0.358552631578947	0.498355263157895	0.306332236842105	0.312088815789474	0.495888157894737	0.456414473684211	0.463815789473684	0.498355263157895	0.0333059210526316
160	80	0.2	0	0.4867152598166	0.0272748648013167	0.433341170938161	0.4867152598166	0.439924758993652	0.308017869739008	0.4867152598166	0.470491417822713	0.471667058546908	0.4867152598166	0.0434987067952034
320	80	0.2	0	0.4979796572384	0.0268914588268079	0.488226278389299	0.4979796572384	0.489758952208444	0.314337466908179	0.4979796572384	0.495610979517904	0.495610979517904	0.4979796572384	0.0869444057405601
20	160	0.2	0	0.497946611909651	0.0287474332648871	0.113963039014374	0.497946611909651	0.0287474332648871	0.175564681724846	0.429158110882957	0.205338809034908	0.241273100616016	0.495893223819302	0.0287474332648871
40	160	0.2	0	0.480466072652502	0.023989033584647	0.164496230294722	0.480466072652502	0.023989033584647	0.213159698423578	0.44893762851268	0.299520219328307	0.317340644276902	0.480466072652502	0.023989033584647
