n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	big2
20	20	0	0	1	1	1	1	1	1	1	1	1	1	0.6
40	20	0	0	1	1	1	1	0.928571428571429	0.785714285714286	1	1	0.928571428571429	1	1
80	20	0	0	1	1	1	1	1	0.111111111111111	1	1	1	1	1
160	20	0	0	1	1	1	1	0.928571428571429	0	1	1	0.928571428571429	1	1
320	20	0	0	1	1	1	1	0.9375	0	1	0.9375	0.9375	1	1
20	40	0	0	1	1	1	1	1	1	1	1	1	1	0
40	40	0	0	1	1	1	1	1	1	1	1	1	1	0.625
80	40	0	0	1	1	1	1	1	0.823529411764706	1	1	1	1	1
160	40	0	0	1	1	1	1	1	0.4375	1	1	1	1	1
320	40	0	0	1	1	1	1	0.916666666666667	0	1	1	0.916666666666667	1	1
20	80	0	0	1	1	1	1	0.117647058823529	1	1	1	1	1	0
40	80	0	0	1	1	1	1	1	1	1	1	1	1	0
80	80	0	0	1	1	1	1	1	1	1	1	1	1	0.7
160	80	0	0	1	1	1	1	1	0.9	1	1	1	1	1
320	80	0	0	1	1	1	1	0.923076923076923	0.615384615384615	1	1	1	1	1
20	160	0	0	1	1	1	1	0	1	1	1	1	1	0
40	160	0	0	1	1	1	1	0.333333333333333	1	1	1	1	1	0
80	160	0	0	1	1	1	1	0.916666666666667	1	1	1	1	1	0.0833333333333333
160	160	0	0	1	1	1	1	1	1	1	1	1	1	0.5
320	160	0	0	1	1	1	1	1	0.785714285714286	1	1	1	1	0.857142857142857
20	320	0	0	1	1	1	1	0	0.833333333333333	1	0.833333333333333	0.916666666666667	1	0
40	320	0	0	1	1	1	1	0	0.714285714285714	1	0.714285714285714	0.785714285714286	1	0
80	320	0	0	1	1	1	1	0.2	0.733333333333333	1	0.8	0.8	1	0
160	320	0	0	1	1	1	1	1	1	1	1	1	1	0
320	320	0	0	1	1	1	1	1	1	1	1	1	1	0.6
20	20	0.2	0	1	1	1	1	1	1	1	1	1	1	0.481481481481481
40	20	0.2	0	1	1	1	1	1	0.909090909090909	1	1	1	1	0.954545454545455
80	20	0.2	0	1	1	1	1	0.929824561403509	0.333333333333333	1	0.929824561403509	0.929824561403509	1	1
160	20	0.2	0	1	1	1	1	0.888888888888889	0.0111111111111111	0.988888888888889	0.933333333333333	0.9	1	1
320	20	0.2	0	1	1	1	1	0.8	0	0.939393939393939	0.818181818181818	0.775757575757576	1	1
20	40	0.2	0	1	1	1	1	0.818181818181818	1	1	1	1	1	0
40	40	0.2	0	1	1	1	1	1	1	1	1	1	1	0.451612903225806
80	40	0.2	0	1	1	1	1	1	0.96551724137931	1	1	1	1	0.862068965517241
160	40	0.2	0	1	1	1	1	0.988636363636364	0.522727272727273	1	1	0.988636363636364	1	1
320	40	0.2	0	1	1	1	1	0.943181818181818	0.0340909090909091	0.988636363636364	0.977272727272727	0.960227272727273	1	1
20	80	0.2	0	1	1	1	1	0.08	0.84	1	0.92	0.96	1	0
40	80	0.2	0	1	1	1	1	0.911764705882353	1	1	1	1	1	0.0882352941176471
80	80	0.2	0	1	1	1	1	1	1	1	1	1	1	0.395061728395062
160	80	0.2	0	1	1	1	1	0.96551724137931	0.905172413793103	1	0.991379310344828	0.991379310344828	1	0.818965517241379
320	80	0.2	0	1	1	1	1	0.968911917098446	0.632124352331606	1	0.984455958549223	0.984455958549223	1	0.953367875647668
20	160	0.2	0	1	1	1	1	0	0.75	0.928571428571429	0.785714285714286	0.785714285714286	1	0
40	160	0.2	0	1	1	1	1	0.285714285714286	0.971428571428571	1	1	1	1	0
80	160	0.2	0	1	1	1	1	0.819672131147541	0.967213114754098	1	0.983606557377049	0.983606557377049	1	0.0327868852459016
160	160	0.2	0	1	1	1	1	0.973913043478261	0.973913043478261	1	1	1	1	0.278260869565217
320	160	0.2	0	1	1	1	1	0.994444444444444	0.972222222222222	1	1	1	1	0.633333333333333
20	320	0.2	0	1	1	1	1	0	0.545454545454545	0.909090909090909	0.545454545454545	0.681818181818182	1	0
40	320	0.2	0	1	1	1	1	0	0.911111111111111	0.955555555555556	0.911111111111111	0.911111111111111	1	0
80	320	0.2	0	1	1	1	1	0.227272727272727	0.818181818181818	0.954545454545455	0.840909090909091	0.840909090909091	1	0
160	320	0.2	0	1	1	1	1	0.792452830188679	0.915094339622642	1	0.943396226415094	0.943396226415094	1	0.0377358490566038
320	320	0.2	0	1	1	1	1	0.966850828729282	0.972375690607735	1	1	1	1	0.220994475138122
20	20	0.5	0	1	1	1	1	0.986842105263158	0.986842105263158	1	1	1	1	0.328947368421053
40	20	0.5	0	1	1	1	1	0.992248062015504	0.945736434108527	1	1	1	1	0.821705426356589
80	20	0.5	0	1	1	1	1	0.96875	0.677083333333333	1	0.994791666666667	0.984375	1	0.911458333333333
160	20	0.5	0	1	1	1	1	0.981981981981982	0.396396396396396	1	0.990990990990991	0.981981981981982	1	0.977477477477477
320	20	0.5	0	1	1	1	1	0.973094170403587	0.183856502242152	1	0.982062780269058	0.973094170403587	1	0.995515695067265
20	40	0.5	0	1	1	1	1	0.849315068493151	0.945205479452055	1	0.958904109589041	1	1	0.0273972602739726
40	40	0.5	0	1	1	1	1	0.942307692307692	0.961538461538462	1	0.980769230769231	0.993589743589744	1	0.256410256410256
80	40	0.5	0	1	1	1	1	0.995348837209302	0.953488372093023	1	1	1	1	0.493023255813954
160	40	0.5	0	1	1	1	1	0.995867768595041	0.863636363636364	1	0.995867768595041	0.995867768595041	1	0.557851239669422
320	40	0.5	0	1	1	1	1	1	0.805785123966942	1	1	1	1	0.607438016528926
20	80	0.5	0	1	1	1	1	0.135416666666667	0.864583333333333	0.958333333333333	0.885416666666667	0.916666666666667	1	0
40	80	0.5	0	1	1	1	1	0.701219512195122	0.871951219512195	0.963414634146341	0.902439024390244	0.914634146341463	1	0.0182926829268293
80	80	0.5	0	1	1	1	1	0.822314049586777	0.834710743801653	1	0.966942148760331	0.971074380165289	1	0.119834710743802
160	80	0.5	0	1	1	1	1	0.931407942238267	0.776173285198556	1	0.996389891696751	0.992779783393502	1	0.191335740072202
320	80	0.5	0	1	1	1	1	0.97841726618705	0.658273381294964	1	0.996402877697842	1	1	0.0899280575539568
20	160	0.5	0	1	1	1	1	0	0.707865168539326	0.955056179775281	0.719101123595506	0.831460674157303	1	0
40	160	0.5	0	1	1	1	1	0.134615384615385	0.641025641025641	0.961538461538462	0.724358974358974	0.756410256410256	1	0
80	160	0.5	0	1	1	1	1	0.380952380952381	0.658008658008658	0.956709956709957	0.779220779220779	0.800865800865801	1	0.00865800865800866
160	160	0.5	0	1	1	1	1	0.452107279693487	0.459770114942529	0.969348659003831	0.747126436781609	0.758620689655172	1	0.0421455938697318
320	160	0.5	0	1	1	1	1	0.444866920152091	0.186311787072243	0.946768060836502	0.642585551330799	0.661596958174905	1	0.0152091254752852
20	320	0.5	0	1	1	1	1	0	0.577777777777778	0.788888888888889	0.555555555555556	0.6	1	0
40	320	0.5	0	1	1	1	1	0	0.58	0.86	0.646666666666667	0.653333333333333	1	0
80	320	0.5	0	1	1	1	1	0.0414746543778802	0.447004608294931	0.783410138248848	0.557603686635945	0.566820276497696	0.995391705069124	0
160	320	0.5	0	1	1	1	1	0.0553359683794466	0.189723320158103	0.707509881422925	0.371541501976285	0.371541501976285	0.984189723320158	0
320	320	0.5	0	1	1	1	1	0.0355731225296443	0.0355731225296443	0.446640316205534	0.150197628458498	0.150197628458498	0.91699604743083	0
20	20	0.8	0	1	1	1	1	0.908496732026144	0.947712418300654	1	0.980392156862745	0.986928104575163	1	0.248366013071895
40	20	0.8	0	1	1	1	1	0.995327102803738	0.929906542056075	1	1	1	1	0.448598130841121
80	20	0.8	0	1	1	1	1	1	0.901345291479821	1	1	1	1	0.461883408071749
160	20	0.8	0	1	1	1	1	1	0.820627802690583	1	1	1	1	0.434977578475336
320	20	0.8	0	1	1	1	1	1	0.748878923766816	1	1	1	1	0.399103139013453
20	40	0.8	0	1	1	1	1	0.561497326203209	0.802139037433155	0.973262032085562	0.898395721925134	0.914438502673797	1	0.0160427807486631
40	40	0.8	0	1	1	1	1	0.783185840707965	0.814159292035398	0.995575221238938	0.929203539823009	0.942477876106195	1	0.0707964601769911
80	40	0.8	0	1	1	1	1	0.847107438016529	0.59504132231405	0.995867768595041	0.946280991735537	0.966942148760331	1	0.0537190082644628
160	40	0.8	0	1	1	1	1	0.90495867768595	0.351239669421488	1	0.966942148760331	0.975206611570248	1	0.0454545454545455
320	40	0.8	0	1	1	1	1	0.975206611570248	0.169421487603306	1	0.995867768595041	0.995867768595041	1	0.00826446280991736
20	80	0.8	0	1	1	1	1	0.0631578947368421	0.668421052631579	0.947368421052632	0.694736842105263	0.736842105263158	0.994736842105263	0
40	80	0.8	0	1	1	1	1	0.267924528301887	0.509433962264151	0.924528301886792	0.615094339622641	0.664150943396226	0.99622641509434	0
80	80	0.8	0	1	1	1	1	0.237410071942446	0.248201438848921	0.87410071942446	0.525179856115108	0.557553956834532	0.982014388489209	0.00719424460431655
160	80	0.8	0	1	1	1	1	0.219424460431655	0.0827338129496403	0.762589928057554	0.399280575539568	0.431654676258993	1	0.00359712230215827
320	80	0.8	0	1	1	1	1	0.151079136690647	0.0107913669064748	0.636690647482014	0.205035971223022	0.23021582733813	1	0
20	160	0.8	0	1	1	1	1	0	0.46031746031746	0.767195767195767	0.465608465608466	0.518518518518518	0.984126984126984	0
40	160	0.8	0	1	1	1	1	0.0513833992094862	0.371541501976285	0.715415019762846	0.41897233201581	0.442687747035573	0.972332015810277	0
80	160	0.8	0	1	1	1	1	0.0342205323193916	0.0988593155893536	0.520912547528517	0.171102661596958	0.186311787072243	0.935361216730038	0
160	160	0.8	0	1	1	1	1	0.00380228136882129	0.00380228136882129	0.239543726235741	0.0684410646387833	0.0684410646387833	0.802281368821293	0
320	160	0.8	0	1	1	1	1	0.00380228136882129	0	0.0342205323193916	0.00380228136882129	0.00380228136882129	0.543726235741445	0
20	320	0.8	0	1	1	1	1	0	0.412121212121212	0.606060606060606	0.387878787878788	0.424242424242424	0.981818181818182	0
40	320	0.8	0	1	1	1	1	0	0.197424892703863	0.48068669527897	0.218884120171674	0.244635193133047	0.909871244635193	0
80	320	0.8	0	1	1	1	1	0	0.0317460317460317	0.194444444444444	0.0476190476190476	0.0515873015873016	0.757936507936508	0
160	320	0.8	0	1	1	1	1	0	0	0.0316205533596838	0	0	0.264822134387352	0
320	320	0.8	0	1	1	1	1	0	0	0	0	0	0.0316205533596838	0
20	20	1	0	1	1	1	1	0.871794871794872	0.892307692307692	1	0.964102564102564	0.984615384615385	1	0.143589743589744
40	20	1	0	1	1	1	1	0.946188340807175	0.852017937219731	1	0.982062780269058	0.995515695067265	1	0.174887892376682
