n1	n2	pval	dsig	dclose
5	340	0.03	0.150591202413366	1.14304429493877
5	340	0.04	0.150591202413366	1.03883990777109
5	340	0.05	0.150591202413366	0.957821571725221
5	345	0.01	0.149492093469613	1.54620563660123
5	345	0.02	0.149492093469613	1.29126615534358
5	345	0.03	0.149492093469613	1.14401346121472
5	345	0.04	0.149492093469613	1.03980183431568
5	345	0.05	0.149492093469613	0.958772875996854
5	350	0.01	0.148416704661113	1.54720179519658
5	350	0.02	0.148416704661113	1.29223015952093
5	350	0.03	0.148416704661113	1.1449618353883
5	350	0.04	0.148416704661113	1.04068219900348
5	350	0.05	0.148416704661113	0.959703917506247
5	355	0.01	0.147364194891181	1.54817717012366
5	355	0.02	0.147364194891181	1.29317401563296
5	355	0.03	0.147364194891181	1.14589026663409
5	355	0.04	0.147364194891181	1.04160375858958
5	355	0.05	0.147364194891181	0.96061540552328
5	360	0.01	0.146333764234316	1.54914551543901
5	360	0.02	0.146333764234316	1.29411083698286
5	360	0.03	0.146333764234316	1.14680269181551
5	360	0.04	0.146333764234316	1.04250613429007
5	360	0.05	0.146333764234316	0.961508014908796
5	365	0.01	0.145324651380791	1.55009646773669
5	365	0.02	0.145324651380791	1.29503200471987
5	365	0.03	0.145324651380791	1.14770394331069
5	365	0.04	0.145324651380791	1.04338995473335
5	365	0.05	0.145324651380791	0.962382388243728
5	370	0.01	0.144336131272465	1.55096421484768
5	370	0.02	0.144336131272465	1.29587032319575
5	370	0.03	0.144336131272465	1.14858562079011
5	370	0.04	0.144336131272465	1.04425582285607
5	370	0.05	0.144336131272465	0.963239137796469
5	375	0.01	0.143367512913132	1.55187181387129
5	375	0.02	0.143367512913132	1.29674887346221
5	375	0.03	0.143367512913132	1.14944850922063
5	375	0.04	0.143367512913132	1.04510431769631
5	375	0.05	0.143367512913132	0.964078847348204
5	380	0.01	0.142418137338377	1.55275922688237
5	380	0.02	0.142418137338377	1.29760764419176
5	380	0.03	0.142418137338377	1.15023232184315
5	380	0.04	0.142418137338377	1.04593599594621
5	380	0.05	0.142418137338377	0.964902073884369
5	385	0.01	0.141487375731397	1.55362746132006
5	385	0.02	0.141487375731397	1.29844767168753
5	385	0.03	0.141487375731397	1.15105984033993
5	385	0.04	0.141487375731397	1.04675139328161
5	385	0.05	0.141487375731397	0.965709349167866
5	390	0.01	0.140574627672525	1.55448287969582
5	390	0.02	0.140574627672525	1.29928129152093
5	390	0.03	0.140574627672525	1.15187070391059
5	390	0.04	0.140574627672525	1.04755102548951
5	390	0.05	0.140574627672525	0.966501181198453
5	395	0.01	0.139679319511412	1.55529388861749
5	395	0.02	0.139679319511412	1.3000630588956
5	395	0.03	0.139679319511412	1.15266555033929
5	395	0.04	0.139679319511412	1.04833538941554
5	395	0.05	0.139679319511412	0.967278055573409
5	400	0.01	0.13880090285181	1.55612692373482
5	400	0.02	0.13880090285181	1.30086477743524
5	400	0.03	0.13880090285181	1.15344498166029
5	400	0.04	0.13880090285181	1.04911331452806
5	400	0.05	0.13880090285181	0.968040436749702
5	405	0.01	0.137938853139895	1.55692203433145
5	405	0.02	0.137938853139895	1.30163026197063
5	405	0.03	0.137938853139895	1.15420956531289
5	405	0.04	0.137938853139895	1.04986677707946
5	405	0.05	0.137938853139895	0.968788769227829
5	410	0.01	0.137092668347836	1.55774259757193
5	410	0.02	0.137092668347836	1.30241915958587
5	410	0.03	0.137092668347836	1.15495983555657
5	410	0.04	0.137092668347836	1.05060665334501
5	410	0.05	0.137092668347836	0.969523478646428
5	415	0.01	0.136261867745141	1.55848949025006
5	415	0.02	0.136261867745141	1.30315080771173
5	415	0.03	0.136261867745141	1.15569629510474
5	415	0.04	0.136261867745141	1.05133333991924
5	415	0.05	0.136261867745141	0.970244972813866
5	420	0.01	0.135445990750926	1.55924925310495
5	420	0.02	0.135445990750926	1.30388578739366
5	420	0.03	0.135445990750926	1.15641941690268
5	420	0.04	0.135445990750926	1.0520472169157
5	420	0.05	0.135445990750926	0.970953642662411
5	425	0.01	0.134644595860882	1.55999610846186
5	425	0.02	0.134644595860882	1.30460837120123
5	425	0.03	0.134644595860882	1.15712964600579
5	425	0.04	0.134644595860882	1.05274864906299
5	425	0.05	0.134644595860882	0.971649863148518
5	430	0.01	0.133857259643277	1.5607306611617
5	430	0.02	0.133857259643277	1.30531920030321
5	430	0.03	0.133857259643277	1.15782740150331
5	430	0.04	0.133857259643277	1.05343798670347
5	430	0.05	0.133857259643277	0.972333994090202
5	435	0.01	0.133083575798783	1.56145356124579
5	435	0.02	0.133083575798783	1.30601896995274
5	435	0.03	0.133083575798783	1.1585010133431
5	435	0.04	0.133083575798783	1.05411556670347
5	435	0.05	0.133083575798783	0.973006380951782
5	440	0.01	0.132323154279414	1.56216550640838
5	440	0.02	0.132323154279414	1.30670843115838
5	440	0.03	0.132323154279414	1.15916353831818
5	440	0.04	0.132323154279414	1.05478171327865
5	440	0.05	0.132323154279414	0.97366735558067
5	445	0.01	0.1315756204622	1.56286724337581
5	445	0.02	0.1315756204622	1.30738839100508
5	445	0.03	0.1315756204622	1.15987803147588
5	445	0.04	0.1315756204622	1.05543673873424
5	445	0.05	0.1315756204622	0.974317236897311
5	450	0.01	0.130840614373655	1.56355956814617
5	450	0.02	0.130840614373655	1.3080597115651
5	450	0.03	0.130840614373655	1.16052238919963
5	450	0.04	0.130840614373655	1.05608094412908
5	450	0.05	0.130840614373655	0.974956331540808
5	455	0.01	0.13011778996137	1.56424332504642
5	455	0.02	0.13011778996137	1.30866227221805
5	455	0.03	0.13011778996137	1.1611576377592
5	455	0.04	0.13011778996137	1.05672295913264
5	455	0.05	0.13011778996137	0.975584934478986
5	460	0.01	0.129406814409388	1.56485836941321
5	460	0.02	0.129406814409388	1.3093191063014
5	460	0.03	0.129406814409388	1.16178379239831
5	460	0.04	0.129406814409388	1.05736005288484
5	460	0.05	0.129406814409388	0.976203329576962
5	465	0.01	0.128707367494288	1.56552770484611
5	465	0.02	0.128707367494288	1.30995829638471
5	465	0.03	0.128707367494288	1.16240089170861
5	465	0.04	0.128707367494288	1.05792362256998
5	465	0.05	0.128707367494288	0.976797741354721
5	470	0.01	0.128019140979147	1.56617085807481
5	470	0.02	0.128019140979147	1.31057851499109
5	470	0.03	0.128019140979147	1.16300899641288
5	470	0.04	0.128019140979147	1.05853621355547
5	470	0.05	0.128019140979147	0.977396587759467
5	475	0.01	0.127341838042766	1.56680219716089
5	475	0.02	0.127341838042766	1.31118858785997
5	475	0.03	0.127341838042766	1.16360818779278
5	475	0.04	0.127341838042766	1.05913727359689
5	475	0.05	0.127341838042766	0.977986032007723
5	480	0.01	0.126675172741778	1.56742332537963
5	480	0.02	0.126675172741778	1.31178863148883
5	480	0.03	0.126675172741778	1.16419856583253
5	480	0.04	0.126675172741778	1.05972729311472
5	480	0.05	0.126675172741778	0.978566318059458
5	485	0.01	0.126018869503407	1.56803436163075
5	485	0.02	0.126018869503407	1.31237872582219
5	485	0.03	0.126018869503407	1.16478024714426
5	485	0.04	0.126018869503407	1.06030676959302
5	485	0.05	0.126018869503407	0.979137681122973
5	490	0.01	0.125372662646833	1.56863539029143
5	490	0.02	0.125372662646833	1.31297729587918
5	490	0.03	0.125372662646833	1.16535336275407
5	490	0.04	0.125372662646833	1.06087620704987
5	490	0.05	0.125372662646833	0.979700348060373
5	495	0.01	0.124736295931298	1.56922645979684
5	495	0.02	0.124736295931298	1.31355483695131
5	495	0.03	0.124736295931298	1.16591805580182
5	495	0.04	0.124736295931298	1.06145924198459
5	495	0.05	0.124736295931298	0.980254537763266
5	500	0.01	0.124109522129176	1.56983383159235
5	500	0.02	0.124109522129176	1.31412464956501
5	500	0.03	0.124109522129176	1.16647447922479
5	500	0.04	0.124109522129176	1.06197602099368
5	500	0.05	0.124109522129176	0.980800461513619
5	505	0.01	0.123492102622415	1.5704142980325
5	505	0.02	0.123492102622415	1.3146871426842
5	505	0.03	0.123492102622415	1.16702279348081
5	505	0.04	0.123492102622415	1.06252921998846
5	505	0.05	0.123492102622415	0.981338323322561
5	510	0.01	0.122883807020842	1.57098729198889
5	510	0.02	0.122883807020842	1.31524275019348
5	510	0.03	0.122883807020842	1.1675631863513
5	510	0.04	0.122883807020842	1.06305846720149
5	510	0.05	0.122883807020842	0.98186832025058
5	515	0.01	0.122284412800951	1.57155168500162
5	515	0.02	0.122284412800951	1.31578614908709
5	515	0.03	0.122284412800951	1.16811696817584
5	515	0.04	0.122284412800951	1.06356501471381
5	515	0.05	0.122284412800951	0.982390642710441
5	520	0.01	0.121693704963887	1.57210526055151
5	520	0.02	0.121693704963887	1.31632154642149
5	520	0.03	0.121693704963887	1.16859647891442
5	520	0.04	0.121693704963887	1.06410985280307
5	520	0.05	0.121693704963887	0.982905474754481
5	525	0.01	0.121111475711424	1.57265097796664
5	525	0.02	0.121111475711424	1.31684933144997
5	525	0.03	0.121111475711424	1.16912485991328
5	525	0.04	0.121111475711424	1.06462158241777
5	525	0.05	0.121111475711424	0.983412994345977
5	530	0.01	0.120537524138842	1.57318901767787
5	530	0.02	0.120537524138842	1.31736967831463
5	530	0.03	0.120537524138842	1.16964213138032
5	530	0.04	0.120537524138842	1.06512652034392
5	530	0.05	0.120537524138842	0.983913373615836
5	535	0.01	0.119971655943662	1.57371955451689
5	535	0.02	0.119971655943662	1.31788275575929
5	535	0.03	0.119971655943662	1.17014932790159
5	535	0.04	0.119971655943662	1.06562476646482
5	535	0.05	0.119971655943662	0.984406779107485
5	540	0.01	0.119413683149278	1.57424275794562
5	540	0.02	0.119413683149278	1.31838872735218
5	540	0.03	0.119413683149278	1.17065079152477
5	540	0.04	0.119413683149278	1.06611664133511
5	540	0.05	0.119413683149278	0.984893372007764
5	545	0.01	0.118863423842608	1.57475879227489
5	545	0.02	0.118863423842608	1.31888775169773
5	545	0.03	0.118863423842608	1.17112812045214
5	545	0.04	0.118863423842608	1.06660249254739
5	545	0.05	0.118863423842608	0.985373308366085
5	550	0.01	0.118320701924909	1.5752678168686
5	550	0.02	0.118320701924909	1.3193189474812
5	550	0.03	0.118320701924909	1.17161843724799
5	550	0.04	0.118320701924909	1.06708269472482
5	550	0.05	0.118320701924909	0.985846739301002
5	555	0.01	0.117785346875009	1.57576998634231
5	555	0.02	0.117785346875009	1.3198045342854
5	555	0.03	0.117785346875009	1.1721250723016
5	555	0.04	0.117785346875009	1.06755764903693
5	555	0.05	0.117785346875009	0.986313811200515
5	560	0.01	0.117257193524204	1.5762654507467
5	560	0.02	0.117257193524204	1.32028362183195
5	560	0.03	0.117257193524204	1.1725670085021
5	560	0.04	0.117257193524204	1.06802778222603
5	560	0.05	0.117257193524204	0.986774665906438
5	565	0.01	0.116736081842171	1.57675435574619
5	565	0.02	0.116736081842171	1.3207563507809
5	565	0.03	0.116736081842171	1.17303146130499
5	565	0.04	0.116736081842171	1.06849354515194
5	565	0.05	0.116736081842171	0.98722944089537
5	570	0.01	0.116221856733247	1.57723684278545
5	570	0.02	0.116221856733247	1.32122285773548
5	570	0.03	0.116221856733247	1.17349067055379
5	570	0.04	0.116221856733247	1.06889437570115
5	570	0.05	0.116221856733247	0.987678269446593
5	575	0.01	0.115714367842499	1.57771304924771
5	575	0.02	0.115714367842499	1.32168327539671
5	575	0.03	0.115714367842499	1.1739452404032
5	575	0.04	0.115714367842499	1.06935283702009
5	575	0.05	0.115714367842499	0.988121280802557
5	580	0.01	0.115213469371025	1.5781831086077
5	580	0.02	0.115213469371025	1.32213773271184
5	580	0.03	0.115213469371025	1.17439583020984
5	580	0.04	0.115213469371025	1.06980840375703
5	580	0.05	0.115213469371025	0.988558600323418
