n1	n2	pval	dsig	dclose
5	1130	0.03	0.0825005272321357	1.20365658401849
5	1130	0.04	0.0825005272321357	1.09877210487428
5	1130	0.05	0.0825005272321357	1.01726148296773
5	1135	0.01	0.0823184127783271	1.60919039760414
5	1135	0.02	0.0823184127783271	1.3521564354984
5	1135	0.03	0.0823184127783271	1.20382034936852
5	1135	0.04	0.0823184127783271	1.09893580667534
5	1135	0.05	0.0823184127783271	1.01742312906705
5	1140	0.01	0.0821374990423227	1.60936456862711
5	1140	0.02	0.0821374990423227	1.35232087615405
5	1140	0.03	0.0821374990423227	1.20398304593561
5	1140	0.04	0.0821374990423227	1.09903735181386
5	1140	0.05	0.0821374990423227	1.01758384166823
5	1145	0.01	0.081957772887546	1.60953746400024
5	1145	0.02	0.081957772887546	1.35247105933087
5	1145	0.03	0.081957772887546	1.20414468536199
5	1145	0.04	0.081957772887546	1.09919882238004
5	1145	0.05	0.081957772887546	1.01774363939958
5	1150	0.01	0.0817792213777547	1.60970909956713
5	1150	0.02	0.0817792213777547	1.35263657195577
5	1150	0.03	0.0817792213777547	1.20430527911126
5	1150	0.04	0.0817792213777547	1.09935919486968
5	1150	0.05	0.0817792213777547	1.01790254092038
5	1155	0.01	0.0816018317731303	1.60987949116025
5	1155	0.02	0.0816018317731303	1.35280330304066
5	1155	0.03	0.0816018317731303	1.2044648384715
5	1155	0.04	0.0816018317731303	1.09951848081269
5	1155	0.05	0.0816018317731303	1.01806056492161
5	1160	0.01	0.0814255915264596	1.61004865460246
5	1160	0.02	0.0814255915264596	1.35296880374176
5	1160	0.03	0.0814255915264596	1.20462337455942
5	1160	0.04	0.0814255915264596	1.09967669161839
5	1160	0.05	0.0814255915264596	1.01821773012354
5	1165	0.01	0.0812504882794071	1.61021660570828
5	1165	0.02	0.0812504882794071	1.35313308745034
5	1165	0.03	0.0812504882794071	1.20478089832278
5	1165	0.04	0.0812504882794071	1.0998338385773
5	1165	0.05	0.0812504882794071	1.01837405527372
5	1170	0.01	0.0810765098588752	1.61038336028516
5	1170	0.02	0.0810765098588752	1.35329616756038
5	1170	0.03	0.0810765098588752	1.2049374205431
5	1170	0.04	0.0810765098588752	1.09998993286216
5	1170	0.05	0.0810765098588752	1.01852955914463
5	1175	0.01	0.0809036442734492	1.61054893413453
5	1175	0.02	0.0809036442734492	1.35345805747239
5	1175	0.03	0.0809036442734492	1.20509295184101
5	1175	0.04	0.0809036442734492	1.10014498553195
5	1175	0.05	0.0809036442734492	1.01868426053236
5	1180	0.01	0.0807318797099264	1.61071334305279
5	1180	0.02	0.0807318797099264	1.3536187705929
5	1180	0.03	0.0807318797099264	1.20524750267686
5	1180	0.04	0.0807318797099264	1.10029900753121
5	1180	0.05	0.0807318797099264	1.01883817825131
5	1185	0.01	0.0805612045299244	1.6108766028321
5	1185	0.02	0.0805612045299244	1.35377832033736
5	1185	0.03	0.0805612045299244	1.2054010833553
5	1185	0.04	0.0805612045299244	1.10045200969334
5	1185	0.05	0.0805612045299244	1.01893029597645
5	1190	0.01	0.0803916072665697	1.61103872926114
5	1190	0.02	0.0803916072665697	1.35387568497519
5	1190	0.03	0.0803916072665697	1.20555370402748
5	1190	0.04	0.0803916072665697	1.10060400274129
5	1190	0.05	0.0803916072665697	1.01908270286277
5	1195	0.01	0.080223076621261	1.61119973812569
5	1195	0.02	0.080223076621261	1.35403294825592
5	1195	0.03	0.080223076621261	1.20570537469381
5	1195	0.04	0.080223076621261	1.10075499728877
5	1195	0.05	0.080223076621261	1.01923438260445
5	1200	0.01	0.0800556014605082	1.61135964520913
5	1200	0.02	0.0800556014605082	1.3541890884743
5	1200	0.03	0.0800556014605082	1.20585610520814
5	1200	0.04	0.0800556014605082	1.10090500384358
5	1200	0.05	0.0800556014605082	1.01938535405601
5	1205	0.01	0.0798891708128424	1.61151846629281
5	1205	0.02	0.0798891708128424	1.35434411909425
5	1205	0.03	0.0798891708128424	1.20600590527809
5	1205	0.04	0.0798891708128424	1.10105403280597
5	1205	0.05	0.0798891708128424	1.01953563606857
5	1210	0.01	0.0797237738657978	1.6116762171563
5	1210	0.02	0.0797237738657978	1.35449805359582
5	1210	0.03	0.0797237738657978	1.20616279560671
5	1210	0.04	0.0797237738657978	1.10120209447255
5	1210	0.05	0.0797237738657978	1.01968524748757
5	1215	0.01	0.0795593999629604	1.61183291357757
5	1215	0.02	0.0795593999629604	1.35465090547439
5	1215	0.03	0.0795593999629604	1.20631067661011
5	1215	0.04	0.0795593999629604	1.10134919903547
5	1215	0.05	0.0795593999629604	1.01983420714425
5	1220	0.01	0.0793960386010847	1.61198857133303
5	1220	0.02	0.0793960386010847	1.35480268824372
5	1220	0.03	0.0793960386010847	1.20645765355173
5	1220	0.04	0.0793960386010847	1.10149535658582
5	1220	0.05	0.0793960386010847	1.01998253385266
5	1225	0.01	0.0792336794272743	1.61214927431138
5	1225	0.02	0.0792336794272743	1.35495341543421
5	1225	0.03	0.0792336794272743	1.20660373565722
5	1225	0.04	0.0792336794272743	1.10164057711229
5	1225	0.05	0.0792336794272743	1.02012859106765
5	1230	0.01	0.0790723122362266	1.61231246864695
5	1230	0.02	0.0790723122362266	1.35510310059672
5	1230	0.03	0.0790723122362266	1.20674893202243
5	1230	0.04	0.0790723122362266	1.10178487050515
5	1230	0.05	0.0790723122362266	1.02027063562756
5	1235	0.01	0.0789119269675377	1.61247381199557
5	1235	0.02	0.0789119269675377	1.35525175729818
5	1235	0.03	0.0789119269675377	1.20689325161164
5	1235	0.04	0.0789119269675377	1.10192824655288
5	1235	0.05	0.0789119269675377	1.02041179973813
5	1240	0.01	0.0787525137030689	1.61257226612571
5	1240	0.02	0.0787525137030689	1.35539939912938
5	1240	0.03	0.0787525137030689	1.20703670326623
5	1240	0.04	0.0787525137030689	1.10207071494944
5	1240	0.05	0.0787525137030689	1.02055209042367
5	1245	0.01	0.0785940626643697	1.61272989843112
5	1245	0.02	0.0785940626643697	1.35554603969717
5	1245	0.03	0.0785940626643697	1.20717929569983
5	1245	0.04	0.0785940626643697	1.1022122852881
5	1245	0.05	0.0785940626643697	1.02069151449843
5	1250	0.01	0.0784365642101588	1.61288567100147
5	1250	0.02	0.0784365642101588	1.35569169263055
5	1250	0.03	0.0784365642101588	1.20732103750537
5	1250	0.04	0.0784365642101588	1.10235296706754
5	1250	0.05	0.0784365642101588	1.02083007857123
5	1255	0.01	0.0782800088338599	1.61303958125548
5	1255	0.02	0.0782800088338599	1.3558363715788
5	1255	0.03	0.0782800088338599	1.20746193715635
5	1255	0.04	0.0782800088338599	1.1024927696908
5	1255	0.05	0.0782800088338599	1.02096778904486
5	1260	0.01	0.0781243871611919	1.61319162679264
5	1260	0.02	0.0781243871611919	1.35598009021143
5	1260	0.03	0.0781243871611919	1.20760200300697
5	1260	0.04	0.0781243871611919	1.10263170246561
5	1260	0.05	0.0781243871611919	1.02110465211503
5	1265	0.01	0.0779696899478108	1.6133418054012
5	1265	0.02	0.0779696899478108	1.35612286221843
5	1265	0.03	0.0779696899478108	1.20774124329659
5	1265	0.04	0.0779696899478108	1.10274741466573
5	1265	0.05	0.0779696899478108	1.02124067377201
5	1270	0.01	0.0778159080770031	1.613490115066
5	1270	0.02	0.0778159080770031	1.35626470131027
5	1270	0.03	0.0778159080770031	1.20787966615024
5	1270	0.04	0.0778159080770031	1.10288467271115
5	1270	0.05	0.0778159080770031	1.02137585980089
5	1275	0.01	0.0776630325574297	1.6136365539762
5	1275	0.02	0.0776630325574297	1.35640562121831
5	1275	0.03	0.0776630325574297	1.20801727958212
5	1275	0.04	0.0776630325574297	1.10302113252394
5	1275	0.05	0.0776630325574297	1.02151021578332
5	1280	0.01	0.0775110545209174	1.61373270957057
5	1280	0.02	0.0775110545209174	1.35654563569183
5	1280	0.03	0.0775110545209174	1.20815409149456
5	1280	0.04	0.0775110545209174	1.10315680150772
5	1280	0.05	0.0775110545209174	1.02164374709448
5	1285	0.01	0.0773599652202978	1.6139240060462
5	1285	0.02	0.0773599652202978	1.35668475850121
5	1285	0.03	0.0773599652202978	1.20829010968368
5	1285	0.04	0.0773599652202978	1.1032916869659
5	1285	0.05	0.0773599652202978	1.02177645890887
5	1290	0.01	0.0772097560272936	1.61406521172287
5	1290	0.02	0.0772097560272936	1.35683088972914
5	1290	0.03	0.0772097560272936	1.20842534183826
5	1290	0.04	0.0772097560272936	1.10342579610115
5	1290	0.05	0.0772097560272936	1.02190869013941
5	1295	0.01	0.0770604184304482	1.61420475051948
5	1295	0.02	0.0770604184304482	1.35697766931507
5	1295	0.03	0.0770604184304482	1.20855979554381
5	1295	0.04	0.0770604184304482	1.10355913602043
5	1295	0.05	0.0770604184304482	1.02204025392697
5	1300	0.01	0.0769119440331001	1.614342621988
5	1300	0.02	0.0769119440331001	1.35712273497448
5	1300	0.03	0.0769119440331001	1.20869347828197
5	1300	0.04	0.0769119440331001	1.10369171373324
5	1300	0.05	0.0769119440331001	1.02217106273181
5	1305	0.01	0.0767643245514005	1.61447882580768
5	1305	0.02	0.0767643245514005	1.35720504764973
5	1305	0.03	0.0767643245514005	1.20882639743468
5	1305	0.04	0.0767643245514005	1.10382353615761
5	1305	0.05	0.0767643245514005	1.02230112392117
5	1310	0.01	0.076617551812371	1.61461336179074
5	1310	0.02	0.076617551812371	1.35734667392954
5	1310	0.03	0.076617551812371	1.20895856028403
5	1310	0.04	0.076617551812371	1.10395461011972
5	1310	0.05	0.076617551812371	1.02243044476353
5	1315	0.01	0.076471617752004	1.61474622988799
5	1315	0.02	0.076471617752004	1.35748657511967
5	1315	0.03	0.076471617752004	1.20908997401559
5	1315	0.04	0.076471617752004	1.10408494235742
5	1315	0.05	0.076471617752004	1.02255903243049
5	1320	0.01	0.0763265144134011	1.6148774301943
5	1320	0.02	0.0763265144134011	1.35762474787378
5	1320	0.03	0.0763265144134011	1.20922064571753
5	1320	0.04	0.0763265144134011	1.10421453951978
5	1320	0.05	0.0763265144134011	1.02268689399706
5	1325	0.01	0.0761822339449511	1.61506799811036
5	1325	0.02	0.0761822339449511	1.35776118904816
5	1325	0.03	0.0761822339449511	1.20935058238529
5	1325	0.04	0.0761822339449511	1.10434340817203
5	1325	0.05	0.0761822339449511	1.02281403644538
5	1330	0.01	0.0760387685985458	1.61519586372302
5	1330	0.02	0.0760387685985458	1.35789589570708
5	1330	0.03	0.0760387685985458	1.20947979092149
5	1330	0.04	0.0760387685985458	1.10447155479606
5	1330	0.05	0.0760387685985458	1.02294046666461
5	1335	0.01	0.0758961107278317	1.61532206274803
5	1335	0.02	0.0758961107278317	1.35802886513062
5	1335	0.03	0.0758961107278317	1.2096082781372
5	1335	0.04	0.0758961107278317	1.10459898579141
5	1335	0.05	0.0758961107278317	1.02306619145202
5	1340	0.01	0.0757542527864988	1.61545136487091
5	1340	0.02	0.0757542527864988	1.35815916081052
5	1340	0.03	0.0757542527864988	1.20973605075364
5	1340	0.04	0.0757542527864988	1.10472570747785
5	1340	0.05	0.0757542527864988	1.02319121751506
5	1345	0.01	0.0756131873266038	1.61558555852028
5	1345	0.02	0.0756131873266038	1.35828960689893
5	1345	0.03	0.0756131873266038	1.20986311540466
5	1345	0.04	0.0756131873266038	1.10485172609726
5	1345	0.05	0.0756131873266038	1.02331555147263
5	1350	0.01	0.0754729069969273	1.61571902491278
5	1350	0.02	0.0754729069969273	1.35841753758658
5	1350	0.03	0.0754729069969273	1.20998947863725
5	1350	0.04	0.0754729069969273	1.10497704781525
5	1350	0.05	0.0754729069969273	1.02343919985638
5	1355	0.01	0.0753334045413655	1.61585177293487
5	1355	0.02	0.0753334045413655	1.35854390686257
5	1355	0.03	0.0753334045413655	1.21011514691386
5	1355	0.04	0.0753334045413655	1.10510167872344
5	1355	0.05	0.0753334045413655	1.02356216911261
5	1360	0.01	0.0751946727973531	1.61598381156906
5	1360	0.02	0.0751946727973531	1.358668713113
5	1360	0.03	0.0751946727973531	1.21024012661163
5	1360	0.04	0.0751946727973531	1.10522562483826
5	1360	0.05	0.0751946727973531	1.02368446560104
5	1365	0.01	0.0750567046943187	1.61611514989876
5	1365	0.02	0.0750567046943187	1.35879195487508
5	1365	0.03	0.0750567046943187	1.21036442402611
5	1365	0.04	0.0750567046943187	1.10534889210579
5	1365	0.05	0.0750567046943187	1.02380609559918
5	1370	0.01	0.0749194932521716	1.61624579711289
5	1370	0.02	0.0749194932521716	1.35891363084121
5	1370	0.03	0.0749194932521716	1.21048804537158
5	1370	0.04	0.0749194932521716	1.10547148640146
5	1370	0.05	0.0749194932521716	1.0239270653013
5	1375	0.01	0.0747830315798183	1.6163757625103
5	1375	0.02	0.0747830315798183	1.35903373986718
5	1375	0.03	0.0747830315798183	1.21061099678379
5	1375	0.04	0.0747830315798183	1.10559341353367
5	1375	0.05	0.0747830315798183	1.02404738082267
5	1380	0.01	0.0746473128737088	1.61650505550393
5	1380	0.02	0.0746473128737088	1.35915228097259
5	1380	0.03	0.0746473128737088	1.21073328431795
5	1380	0.04	0.0746473128737088	1.10571467924116
5	1380	0.05	0.0746473128737088	1.02416704819594
5	1385	0.01	0.074512330416412	1.61663368562478
5	1385	0.02	0.074512330416412	1.35933028850898
5	1385	0.03	0.074512330416412	1.21085491395405
5	1385	0.04	0.074512330416412	1.10583528919908
5	1385	0.05	0.074512330416412	1.02428607337706
5	1390	0.01	0.0743780775752191	1.61676166252554
5	1390	0.02	0.0743780775752191	1.35945701625481
5	1390	0.03	0.0743780775752191	1.21097589159434
5	1390	0.04	0.0743780775752191	1.10595524901607
5	1390	0.05	0.0743780775752191	1.02440446224278
5	1395	0.01	0.0742445478007748	1.61688899598411
5	1395	0.02	0.0742445478007748	1.35957068996906
5	1395	0.03	0.0742445478007748	1.21109622306802
5	1395	0.04	0.0742445478007748	1.10607456423956
5	1395	0.05	0.0742445478007748	1.02452222059486
5	1400	0.01	0.0741117346257354	1.61701569590672
5	1400	0.02	0.0741117346257354	1.35968279194127
5	1400	0.03	0.0741117346257354	1.21121591412985
5	1400	0.04	0.0741117346257354	1.10619324035362
5	1400	0.05	0.0741117346257354	1.02463935415865
5	1405	0.01	0.0739796316634529	1.61714177233092
5	1405	0.02	0.0739796316634529	1.35980219648159
5	1405	0.03	0.0739796316634529	1.21133497046179
5	1405	0.04	0.0739796316634529	1.1063112827821
5	1405	0.05	0.0739796316634529	1.02475586858521
5	1410	0.01	0.0738482326066849	1.61726723542817
5	1410	0.02	0.0738482326066849	1.35992290941458
5	1410	0.03	0.0738482326066849	1.21145339767557
5	1410	0.04	0.0738482326066849	1.10642869688963
5	1410	0.05	0.0738482326066849	1.02487176945305
5	1415	0.01	0.0737175312263306	1.6173920955063
5	1415	0.02	0.0737175312263306	1.36004300099725
5	1415	0.03	0.0737175312263306	1.21157120131294
5	1415	0.04	0.0737175312263306	1.10654548798247
5	1415	0.05	0.0737175312263306	1.02498706226815
5	1420	0.01	0.0735875213701893	1.61751636301156
5	1420	0.02	0.0735875213701893	1.36016247912299
5	1420	0.03	0.0735875213701893	1.21168838684506
5	1420	0.04	0.0735875213701893	1.10666166130879
5	1420	0.05	0.0735875213701893	1.02510175246448
5	1425	0.01	0.0734581969617451	1.61764004853048
5	1425	0.02	0.0734581969617451	1.36028135181277
5	1425	0.03	0.0734581969617451	1.211804959678
5	1425	0.04	0.0734581969617451	1.10677722206282
5	1425	0.05	0.0734581969617451	1.02521584540847
5	1430	0.01	0.0733295519989733	1.61776316279143
5	1430	0.02	0.0733295519989733	1.36039962721941
5	1430	0.03	0.0733295519989733	1.21192092514836
5	1430	0.04	0.0733295519989733	1.10689217538136
5	1430	0.05	0.0733295519989733	1.02532934639451
5	1435	0.01	0.073201580553171	1.61788571666581
5	1435	0.02	0.073201580553171	1.3605173136315
5	1435	0.03	0.073201580553171	1.21203628852985
5	1435	0.04	0.073201580553171	1.10700652634959
5	1435	0.05	0.073201580553171	1.0254422606518
5	1440	0.01	0.0730742767678088	1.61800772116909
5	1440	0.02	0.0730742767678088	1.36063441947715
5	1440	0.03	0.0730742767678088	1.21215105502829
5	1440	0.04	0.0730742767678088	1.10712027999681
5	1440	0.05	0.0730742767678088	1.0255545933394
5	1445	0.01	0.0729476348574056	1.61812918746141
5	1445	0.02	0.0729476348574056	1.36075095332745
5	1445	0.03	0.0729476348574056	1.21226522978783
5	1445	0.04	0.0729476348574056	1.10723344130227
5	1445	0.05	0.0729476348574056	1.02566634955222
5	1450	0.01	0.0728216491064242	1.61825012684796
5	1450	0.02	0.0728216491064242	1.36086692389965
5	1450	0.03	0.0728216491064242	1.21237881789014
5	1450	0.04	0.0728216491064242	1.10734601519397
5	1450	0.05	0.0728216491064242	1.02577753432006
5	1455	0.01	0.0726963138681875	1.61837055077905
5	1455	0.02	0.0726963138681875	1.36098234006012
5	1455	0.03	0.0726963138681875	1.21249182435416
5	1455	0.04	0.0726963138681875	1.10745800654873
5	1455	0.05	0.0726963138681875	1.02588815260747
5	1460	0.01	0.0725716235638158	1.61849047084984
5	1460	0.02	0.0725716235638158	1.36109721082699
5	1460	0.03	0.0725716235638158	1.2126042541387
5	1460	0.04	0.0725716235638158	1.10756942019457
5	1460	0.05	0.0725716235638158	1.02599820931655
5	1465	0.01	0.0724475726811839	1.6186098987998
5	1465	0.02	0.0724475726811839	1.36121154537251
5	1465	0.03	0.0724475726811839	1.21271611214219
5	1465	0.04	0.0724475726811839	1.10768026091001
5	1465	0.05	0.0724475726811839	1.02610770928563
5	1470	0.01	0.0723241557738973	1.61872884651183
5	1470	0.02	0.0723241557738973	1.36132535302516
5	1470	0.03	0.0723241557738973	1.2128274032057
5	1470	0.04	0.0723241557738973	1.10779053342777
5	1470	0.05	0.0723241557738973	1.02621665729412
5	1475	0.01	0.0722013674602879	1.61884732601109
5	1475	0.02	0.0722013674602879	1.36143864327139
5	1475	0.03	0.0722013674602879	1.2129381321105
5	1475	0.04	0.0722013674602879	1.10790024243084
5	1475	0.05	0.0722013674602879	1.02632505805802
5	1480	0.01	0.0720792024224286	1.61896534946352
5	1480	0.02	0.0720792024224286	1.36155142575715
5	1480	0.03	0.0720792024224286	1.21304830358276
5	1480	0.04	0.0720792024224286	1.10800939255855
5	1480	0.05	0.0720792024224286	1.02643291623586
5	1485	0.01	0.0719576554051657	1.61908292917402
5	1485	0.02	0.0719576554051657	1.36166371028904
5	1485	0.03	0.0719576554051657	1.21315792229022
5	1485	0.04	0.0719576554051657	1.10811798840215
5	1485	0.05	0.0719576554051657	1.02654023642534
5	1490	0.01	0.0718367212151695	1.61920007758437
5	1490	0.02	0.0718367212151695	1.36177550683519
5	1490	0.03	0.0718367212151695	1.21326699284707
5	1490	0.04	0.0718367212151695	1.10822603450954
5	1490	0.05	0.0718367212151695	1.02664702316763
5	1495	0.01	0.0717163947200022	1.61931680727077
5	1495	0.02	0.0717163947200022	1.36188682552582
5	1495	0.03	0.0717163947200022	1.21337551981298
5	1495	0.04	0.0717163947200022	1.10833353538453
5	1495	0.05	0.0717163947200022	1.02675328094658
5	1500	0.01	0.071596670847203	1.61943313094113
5	1500	0.02	0.071596670847203	1.36199767665345
5	1500	0.03	0.071596670847203	1.21348350769236
5	1500	0.04	0.071596670847203	1.10844049548525
5	1500	0.05	0.071596670847203	1.02685901418807
5	1505	0.01	0.0714775445833903	1.61954906143202
5	1505	0.02	0.0714775445833903	1.36210807067283
5	1505	0.03	0.0714775445833903	1.21359096093898
5	1505	0.04	0.0714775445833903	1.10854691922909
5	1505	0.05	0.0714775445833903	1.02696422726472
5	1510	0.01	0.0713590109733794	1.61966461170534
5	1510	0.02	0.0713590109733794	1.36221801820052
5	1510	0.03	0.0713590109733794	1.21369788395407
5	1510	0.04	0.0713590109733794	1.10865281099037
5	1510	0.05	0.0713590109733794	1.02706892449381
5	1515	0.01	0.0712410651193173	1.6197187596884
5	1515	0.02	0.0712410651193173	1.36232753001417
5	1515	0.03	0.0712410651193173	1.21380428108615
5	1515	0.04	0.0712410651193173	1.10875817510041
5	1515	0.05	0.0712410651193173	1.02718782026579
5	1520	0.01	0.0711237021798321	1.61983358889497
5	1520	0.02	0.0711237021798321	1.3624366170514
5	1520	0.03	0.0711237021798321	1.21391015663464
5	1520	0.04	0.0711237021798321	1.10886301584984
5	1520	0.05	0.0711237021798321	1.02729141074165
5	1525	0.01	0.071006917369199	1.61994807748354
5	1525	0.02	0.071006917369199	1.36254529040843
5	1525	0.03	0.071006917369199	1.21401551484986
5	1525	0.04	0.071006917369199	1.10896733748881
5	1525	0.05	0.071006917369199	1.0273944932264
5	1530	0.01	0.07089070595652	1.62006223887777
5	1530	0.02	0.07089070595652	1.36265356133835
5	1530	0.03	0.07089070595652	1.21412035993175
5	1530	0.04	0.07089070595652	1.10907114422628
5	1530	0.05	0.07089070595652	1.02749707192367
5	1535	0.01	0.0707750632649195	1.6201760866054
5	1535	0.02	0.0707750632649195	1.36276144124899
5	1535	0.03	0.0707750632649195	1.21422469603323
5	1535	0.04	0.0707750632649195	1.10917444023203
5	1535	0.05	0.0707750632649195	1.02759915099006
5	1540	0.01	0.0706599846707531	1.62028963429316
5	1540	0.02	0.0706599846707531	1.3628689417006
5	1540	0.03	0.0706599846707531	1.21432852725875
5	1540	0.04	0.0706599846707531	1.10927722963515
5	1540	0.05	0.0706599846707531	1.02770073453314
5	1545	0.01	0.0705454656028319	1.62040289566137
5	1545	0.02	0.0705454656028319	1.362976074403
5	1545	0.03	0.0705454656028319	1.21443185766652
5	1545	0.04	0.0705454656028319	1.10937951652635
5	1545	0.05	0.0705454656028319	1.02780182661445
5	1550	0.01	0.0704315015416592	1.62051588451823
5	1550	0.02	0.0704315015416592	1.36308285121261
5	1550	0.03	0.0704315015416592	1.21453469127012
5	1550	0.04	0.0704315015416592	1.1094813049589
5	1550	0.05	0.0704315015416592	1.02790243124969
5	1555	0.01	0.0703180880186817	1.62062391030268
5	1555	0.02	0.0703180880186817	1.36318928412896
5	1555	0.03	0.0703180880186817	1.21463703203462
5	1555	0.04	0.0703180880186817	1.10958259894514
5	1555	0.05	0.0703180880186817	1.02800255240671
5	1560	0.01	0.0702052206155536	1.62073123431753
5	1560	0.02	0.0702052206155536	1.36329538529098
5	1560	0.03	0.0702052206155536	1.21473888388353
5	1560	0.04	0.0702052206155536	1.10968340246164
5	1560	0.05	0.0702052206155536	1.02810219401021
5	1565	0.01	0.0700928949634134	1.62083802498605
5	1565	0.02	0.0700928949634134	1.36340116697297
5	1565	0.03	0.0700928949634134	1.21484025069452
5	1565	0.04	0.0700928949634134	1.10978371944647
5	1565	0.05	0.0700928949634134	1.02820135993907
5	1570	0.01	0.0699811067421737	1.62094428471053
5	1570	0.02	0.0699811067421737	1.36344560642388
5	1570	0.03	0.0699811067421737	1.21494113630293
5	1570	0.04	0.0699811067421737	1.10988355380085
5	1570	0.05	0.0699811067421737	1.02830005402874
5	1575	0.01	0.0698698516798234	1.62105001575927
5	1575	0.02	0.0698698516798234	1.36355078648769
5	1575	0.03	0.0698698516798234	1.21504348451683
5	1575	0.04	0.0698698516798234	1.10998290938788
5	1575	0.05	0.0698698516798234	1.02839828007047
5	1580	0.01	0.069759125551742	1.62115522026482
5	1580	0.02	0.069759125551742	1.36365568466079
5	1580	0.03	0.069759125551742	1.2151457264608
5	1580	0.04	0.069759125551742	1.11008600487236
5	1580	0.05	0.069759125551742	1.02849604181439
5	1585	0.01	0.0696489241800257	1.6212599002223
5	1585	0.02	0.0696489241800257	1.36376031371172
5	1585	0.03	0.0696489241800257	1.21524745420234
5	1585	0.04	0.0696489241800257	1.11018417297694
5	1585	0.05	0.0696489241800257	1.02859334296636
5	1590	0.01	0.0695392434328254	1.62136405748781
5	1590	0.02	0.0695392434328254	1.36386468651923
5	1590	0.03	0.0695392434328254	1.21534867112914
5	1590	0.04	0.0695392434328254	1.11028188392308
5	1590	0.05	0.0695392434328254	1.02869018719125
5	1595	0.01	0.0694300792236959	1.6214676937769
5	1595	0.02	0.0694300792236959	1.36396881606635
5	1595	0.03	0.0694300792236959	1.21544938060492
5	1595	0.04	0.0694300792236959	1.11037914119155
5	1595	0.05	0.0694300792236959	1.02878657811385
5	1600	0.01	0.0693214275109568	1.62157081066311
5	1600	0.02	0.0693214275109568	1.36407271543416
5	1600	0.03	0.0693214275109568	1.21554958596764
5	1600	0.04	0.0693214275109568	1.11047594822289
5	1600	0.05	0.0693214275109568	1.0288825193164
5	1605	0.01	0.0692132842970632	1.62167340957661
5	1605	0.02	0.0692132842970632	1.36417639779525
5	1605	0.03	0.0692132842970632	1.21564929053248
5	1605	0.04	0.0692132842970632	1.1105723084206
5	1605	0.05	0.0692132842970632	1.02897801434247
5	1610	0.01	0.0691056456279889	1.62177549180299
5	1610	0.02	0.0691056456279889	1.36427929581705
5	1610	0.03	0.0691056456279889	1.21574849759106
5	1610	0.04	0.0691056456279889	1.11066822515122
5	1610	0.05	0.0691056456279889	1.02907306669598
5	1615	0.01	0.0689985075926185	1.62187705848211
5	1615	0.02	0.0689985075926185	1.36437761898056
5	1615	0.03	0.0689985075926185	1.21584721041175
5	1615	0.04	0.0689985075926185	1.11076370174313
5	1615	0.05	0.0689985075926185	1.02916767984125
5	1620	0.01	0.0688918663221507	1.62197811060708
5	1620	0.02	0.0688918663221507	1.3644754674706
5	1620	0.03	0.0688918663221507	1.21594543224065
5	1620	0.04	0.0688918663221507	1.11085874148918
5	1620	0.05	0.0688918663221507	1.02926185720407
5	1625	0.01	0.0687857179895116	1.62207864902338
5	1625	0.02	0.0687857179895116	1.36457284310484
5	1625	0.03	0.0687857179895116	1.21604316630217
5	1625	0.04	0.0687857179895116	1.11095334764707
5	1625	0.05	0.0687857179895116	1.02935560217222
5	1630	0.01	0.0686800588087778	1.62217867442812
5	1630	0.02	0.0686800588087778	1.36466974757346
5	1630	0.03	0.0686800588087778	1.21614041579874
5	1630	0.04	0.0686800588087778	1.11104752343924
5	1630	0.05	0.0686800588087778	1.02944891809632
5	1635	0.01	0.0685748850346092	1.62227818736944
5	1635	0.02	0.0685748850346092	1.36476618243734
5	1635	0.03	0.0685748850346092	1.21623718391337
5	1635	0.04	0.0685748850346092	1.11114127205556
5	1635	0.05	0.0685748850346092	1.0295418082909
5	1640	0.01	0.0684701929616914	1.62237718824604
5	1640	0.02	0.0684701929616914	1.36486214912631
5	1640	0.03	0.0684701929616914	1.21633347380651
5	1640	0.04	0.0684701929616914	1.11123459664945
5	1640	0.05	0.0684701929616914	1.02963427603178
5	1645	0.01	0.0683659789241875	1.62247567730694
5	1645	0.02	0.0683659789241875	1.36495764893748
5	1645	0.03	0.0683659789241875	1.21642928861912
5	1645	0.04	0.0683659789241875	1.11132750034275
5	1645	0.05	0.0683659789241875	1.02972632455945
5	1650	0.01	0.0682622392951988	1.62257365465131
5	1650	0.02	0.0682622392951988	1.36505268303369
5	1650	0.03	0.0682622392951988	1.21646359631685
5	1650	0.04	0.0682622392951988	1.11141998622519
5	1650	0.05	0.0682622392951988	1.02981795708014
5	1655	0.01	0.0681589704862349	1.62268857624688
5	1655	0.02	0.0681589704862349	1.36514725244206
5	1655	0.03	0.0681589704862349	1.21655847031417
5	1655	0.04	0.0681589704862349	1.1115120573538
5	1655	0.05	0.0681589704862349	1.02990917676365
5	1660	0.01	0.0680561689466918	1.62278703316096
5	1660	0.02	0.0680561689466918	1.36524135805266
5	1660	0.03	0.0680561689466918	1.21665287853756
5	1660	0.04	0.0680561689466918	1.11160371675445
5	1660	0.05	0.0680561689466918	1.02999998674527
5	1665	0.01	0.0679538311633399	1.62288469326618
5	1665	0.02	0.0679538311633399	1.36533500061727
5	1665	0.03	0.0679538311633399	1.21674682405214
5	1665	0.04	0.0679538311633399	1.11169496742205
5	1665	0.05	0.0679538311633399	1.03009039012685
5	1670	0.01	0.0678519536598192	1.62298189407818
