n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
20	20	0	0	0.576271186440678	0.0169491525423729	0.271186440677966	0.576271186440678	0.389830508474576	0.440677966101695	0.559322033898305	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.559322033898305	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.576271186440678	0.525423728813559	0.576271186440678	0.576271186440678	0.576271186440678	0.0169491525423729
40	20	0	0	0.444444444444444	0	0.333333333333333	0.444444444444444	0.416666666666667	0.333333333333333	0.444444444444444	0.416666666666667	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.416666666666667	0.444444444444444	0.444444444444444	0.388888888888889	0.0555555555555556
80	20	0	0	0.428571428571429	0.0178571428571429	0.321428571428571	0.428571428571429	0.428571428571429	0.357142857142857	0.428571428571429	0.410714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.321428571428571	0.125
160	20	0	0	0.510204081632653	0.0612244897959184	0.510204081632653	0.510204081632653	0.510204081632653	0.408163265306122	0.510204081632653	0.428571428571429	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.510204081632653	0.122448979591837	0.510204081632653	0.0816326530612245	0.510204081632653	0.489795918367347	0.510204081632653	0.510204081632653	0.510204081632653	0.346938775510204	0.224489795918367
320	20	0	0	0.470588235294118	0.0196078431372549	0.470588235294118	0.470588235294118	0.470588235294118	0.392156862745098	0.470588235294118	0.392156862745098	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.470588235294118	0.0196078431372549	0.470588235294118	0.0196078431372549	0.470588235294118	0.450980392156863	0.470588235294118	0.450980392156863	0.470588235294118	0.254901960784314	0.235294117647059
20	40	0	0	0.423728813559322	0	0.169491525423729	0.423728813559322	0.0677966101694915	0.23728813559322	0.11864406779661	0.423728813559322	0.406779661016949	0.423728813559322	0.423728813559322	0.423728813559322	0.423728813559322	0.372881355932203	0.389830508474576	0.423728813559322	0.423728813559322	0.423728813559322	0.423728813559322	0.203389830508475	0.423728813559322	0.423728813559322	0.423728813559322	0.288135593220339	0.423728813559322	0.406779661016949	0.423728813559322	0
40	40	0	0	0.5	0.0555555555555556	0.277777777777778	0.5	0.444444444444444	0.444444444444444	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.472222222222222	0.5	0.5	0.5	0.0555555555555556
80	40	0	0	0.517857142857143	0.0357142857142857	0.464285714285714	0.517857142857143	0.464285714285714	0.392857142857143	0.517857142857143	0.446428571428571	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.517857142857143	0.5	0.517857142857143	0.517857142857143	0.5	0.0535714285714286
160	40	0	0	0.469387755102041	0	0.408163265306122	0.469387755102041	0.469387755102041	0.408163265306122	0.469387755102041	0.428571428571429	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.469387755102041	0.285714285714286	0.183673469387755
320	40	0	0	0.411764705882353	0.0196078431372549	0.411764705882353	0.411764705882353	0.411764705882353	0.313725490196078	0.411764705882353	0.333333333333333	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.0588235294117647	0.411764705882353	0.0392156862745098	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.411764705882353	0.254901960784314	0.176470588235294
